userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,61.72628402709961) (51,61.409942626953125)* (1073,61.080013275146484) (187,60.8080940246582) (59,60.28465270996094)* (157,60.01789093017578) (1098,59.44164276123047) (599,59.4344596862793) (511,59.320465087890625) (1464,59.24199676513672) (227,59.05555725097656) (715,59.03497314453125) (1122,59.002037048339844) (900,58.998680114746094) (1833,58.9981689453125) (159,58.96393585205078) (172,58.934898376464844) (1014,58.8427619934082) (4308,58.699668884277344) (61,58.680938720703125)*
517: (266,53.303985595703125) (5028,52.20580291748047) (271,51.93853759765625) (6756,51.922359466552734) (12183,51.679996490478516) (3902,51.65031814575195) (1971,51.6176872253418) (5914,51.516082763671875) (2277,51.48031234741211)* (1098,51.40673828125) (1167,51.37809753417969)* (444,51.30857467651367) (2675,51.26295471191406) (2407,51.22157669067383) (8027,51.056026458740234) (1770,51.047306060791016) (64,50.99530792236328) (64,50.99530792236328) (3132,50.92683792114258) (5184,50.88245391845703)
518: (306,66.15354919433594)* (325,66.0951156616211) (300,66.07186889648438)* (544,65.80857849121094) (458,65.7929916381836) (299,65.60533905029297) (464,65.52981567382812) (790,65.31533813476562)* (2548,65.19760131835938) (646,65.14673614501953) (1453,64.91777038574219) (318,64.8238754272461) (1037,64.80653381347656) (681,64.63848114013672) (302,64.50640106201172) (1456,64.43195343017578) (352,64.386962890625) (528,64.32112884521484) (1032,64.31428527832031)* (67,64.29307556152344)*
519: (930,62.5230712890625) (955,62.03468322753906) (1104,61.9049072265625) (707,61.78643035888672) (726,61.77632141113281) (936,61.57621765136719)* (957,61.285240173339844) (1338,61.24181365966797) (1914,61.166053771972656) (504,61.12276840209961) (3244,61.09703063964844) (25,60.98350524902344) (176,60.798824310302734) (1249,60.788475036621094) (1044,60.77192687988281) (517,60.73960494995117) (7,60.71592712402344) (923,60.71492004394531) (2963,60.68491744995117) (4137,60.67842483520508)
520: (1104,60.11687469482422) (72,59.67127990722656)* (72,59.67127990722656)* (726,59.26795196533203) (930,59.257503509521484) (2038,59.121238708496094) (7,59.06170654296875) (173,59.02582550048828) (2014,58.90137481689453) (506,58.82099914550781) (3238,58.63935089111328) (955,58.429298400878906) (936,58.34900665283203) (183,58.329627990722656) (504,58.32290267944336) (1300,58.294189453125) (522,58.271209716796875) (233,58.08696365356445) (11170,58.0782470703125) (3197,58.04425048828125)
521: (412,57.630958557128906) (540,57.31378173828125) (687,56.40011215209961)* (1672,56.37043762207031) (4262,56.26060485839844) (1185,56.07251739501953) (808,55.96533966064453) (501,55.95242691040039) (2661,55.90655517578125) (6453,55.832252502441406) (190,55.79547882080078) (1043,55.702301025390625)* (816,55.6565055847168) (220,55.65553665161133) (982,55.653934478759766)* (1046,55.645206451416016) (1406,55.40501403808594) (3398,55.34734344482422) (507,55.31185531616211) (424,55.277042388916016)*
523: (9545,58.347312927246094) (615,58.32014846801758) (225,58.210853576660156)* (154,58.116798400878906) (3742,58.000877380371094) (1515,57.97286605834961) (6726,57.86079025268555) (1242,57.81377410888672) (3744,57.7176628112793) (1239,57.69038772583008) (439,57.68743896484375) (429,57.536338806152344) (424,57.53277587890625)* (1761,57.48429489135742) (5414,57.452430725097656) (1755,57.441917419433594) (3279,57.37620544433594) (228,57.326507568359375) (427,57.317138671875) (1766,57.31683349609375)
525: (1188,60.024688720703125)* (816,59.931434631347656)* (377,59.742958068847656) (488,59.58829116821289)* (540,59.41828536987305)* (779,59.31946563720703) (1186,59.26984405517578) (486,59.114036560058594) (499,58.99330520629883) (507,58.974273681640625) (2850,58.90913009643555) (830,58.81031036376953) (492,58.665016174316406) (2940,58.64891815185547) (412,58.620582580566406) (1246,58.54389953613281)* (536,58.487430572509766)* (481,58.2871208190918)* (371,58.25669479370117) (2661,58.20234680175781)
526: (917,61.73649597167969) (234,61.351959228515625) (1249,61.334720611572266)* (1672,61.069114685058594)* (808,60.93547821044922) (1974,60.80065155029297) (163,60.65074920654297) (230,60.56142044067383) (978,60.54090881347656) (503,60.536949157714844) (918,60.42129898071289) (953,60.383155822753906) (2794,60.32707214355469) (377,60.30467987060547) (854,60.23356246948242) (1145,60.13893508911133) (500,60.138099670410156) (227,60.11601257324219) (1513,60.0700569152832) (2346,60.062313079833984)
527: (532,60.06109619140625) (89,59.81500244140625)* (2083,59.418312072753906) (67,59.311222076416016)* (67,59.311222076416016)* (701,59.17300796508789) (306,58.983978271484375) (300,58.9178466796875)* (525,58.84101104736328) (298,58.82743835449219) (980,58.78273010253906) (526,58.737091064453125) (349,58.42155456542969) (352,58.31584548950195) (97,58.214019775390625) (3319,58.209747314453125) (535,58.156410217285156) (548,58.14179992675781)* (296,58.129295349121094) (461,58.0901985168457)*
529: (3470,65.1468734741211) (1372,64.89179992675781) (7055,64.87397003173828) (1369,64.85883331298828)* (8423,64.84933471679688) (2013,64.77334594726562) (2901,64.55482482910156) (3472,64.48261260986328) (2624,64.4739990234375) (1412,64.32423400878906) (7929,64.1371078491211) (3445,64.07536315917969) (3438,64.05740356445312) (5160,64.03522491455078) (6576,63.94333267211914) (5157,63.864402770996094) (4605,63.84259796142578) (7047,63.837039947509766)* (4784,63.82193374633789)* (1425,63.75322723388672)
530: (2277,54.70478057861328) (5914,53.93512725830078) (1772,53.8967399597168) (3466,53.715335845947266) (266,53.59440994262695) (2632,53.540435791015625) (6297,53.402862548828125) (1098,53.28221893310547) (1762,53.07493591308594) (154,53.064308166503906) (5789,53.02477264404297) (1161,52.992645263671875) (167,52.9378776550293) (1167,52.936614990234375) (58,52.93660354614258) (58,52.93660354614258) (3158,52.817115783691406) (3057,52.785072326660156) (1424,52.734188079833984) (697,52.7008056640625)
531: (89,59.318050384521484)* (288,59.070655822753906)* (292,58.89780807495117)* (679,58.43085479736328)* (318,58.401161193847656) (352,58.32555389404297) (704,58.11683654785156)* (293,57.980308532714844)* (544,57.869110107421875) (680,57.80522537231445) (328,57.43716812133789) (349,57.38520050048828) (531,57.376182556152344) (257,57.36738204956055) (386,57.15410614013672) (1037,57.1023063659668) (1032,57.00697326660156) (4814,56.976341247558594) (972,56.81434631347656) (294,56.75824737548828)
532: (1035,57.00441360473633) (1038,55.93375778198242)* (1043,55.90147399902344) (1198,55.8836784362793)* (537,55.58128356933594) (1246,55.51820373535156)* (1045,55.34284210205078)* (499,55.332305908203125) (691,55.3026123046875) (816,55.256893157958984)* (209,55.16722869873047) (1186,55.14391326904297) (1181,55.071533203125) (1182,55.02387237548828) (2618,55.00227737426758)* (1046,54.97977066040039) (403,54.91741943359375) (3399,54.75690460205078) (1866,54.746036529541016) (333,54.74403381347656)
533: (2054,64.96066284179688) (8991,63.984214782714844) (6713,63.3671760559082) (7252,63.301124572753906) (262,63.073787689208984) (677,62.983680725097656) (8047,62.95191192626953) (3311,62.63710021972656) (257,62.58827209472656) (265,62.54499816894531)* (157,62.503746032714844) (261,62.50003433227539) (251,62.32979965209961) (3307,62.30511474609375)* (2076,62.30119705200195) (8844,62.27311706542969) (987,62.21868133544922) (2046,62.20307159423828)* (9820,62.1884765625) (16765,62.11881637573242)
534: (67,65.21431732177734)* (67,65.21431732177734)* (288,64.59815216064453)* (300,64.5110092163086)* (157,64.3546371459961) (328,64.26558685302734)* (302,64.08384704589844) (55,64.05860900878906) (377,63.91316223144531) (190,63.87769317626953) (65,63.7442626953125) (65,63.7442626953125) (333,63.64616394042969) (310,63.604530334472656) (301,63.27027893066406) (534,63.171173095703125) (468,63.09321594238281)* (486,63.06825256347656) (544,62.89158248901367) (531,62.853233337402344)
535: (498,61.82825469970703) (333,61.79981231689453) (300,61.71434020996094) (283,61.608070373535156) (288,61.36980438232422) (1775,61.20470428466797) (157,61.169883728027344) (3332,61.070125579833984) (679,60.986572265625) (714,60.93426513671875) (701,60.891414642333984)* (67,60.889869689941406) (67,60.889869689941406) (344,60.851158142089844) (1681,60.83650207519531) (291,60.82457733154297) (295,60.81291198730469) (306,60.773433685302734) (1467,60.74254608154297) (542,60.71392059326172)
536: (157,64.81761932373047)* (295,64.36752319335938) (302,64.20452880859375) (257,64.19386291503906) (316,64.16117858886719) (291,64.06935119628906) (306,64.022216796875) (378,63.89598846435547) (344,63.821388244628906) (55,63.72427749633789) (1244,63.69512176513672) (360,63.68833923339844) (889,63.532806396484375) (265,63.48427200317383) (466,63.352149963378906) (903,63.340126037597656) (355,63.300689697265625) (1470,63.16246032714844) (461,63.121742248535156) (1464,63.11742401123047)
537: (333,63.810577392578125) (89,63.622230529785156)* (464,63.18602752685547)* (295,63.14607238769531) (704,62.78031539916992) (458,62.77396774291992) (302,62.722991943359375) (475,62.658504486083984) (1455,62.65386199951172) (686,62.626502990722656) (528,62.584659576416016) (318,62.571285247802734) (681,62.567832946777344) (531,62.28783416748047) (328,62.26675033569336) (325,62.2528076171875)* (486,62.19597625732422) (377,62.12397766113281) (321,62.08335876464844) (293,62.0767822265625)
538: (295,62.45807647705078)* (352,61.252418518066406)* (349,61.111907958984375) (318,61.03901672363281) (314,61.008872985839844) (67,60.939876556396484) (67,60.939876556396484) (317,60.87516784667969) (257,60.77827453613281) (327,60.736061096191406) (333,60.67662811279297)* (1037,60.56391906738281)* (386,60.49005889892578) (686,60.45420837402344)* (484,60.390262603759766) (325,60.09656524658203) (1451,60.062557220458984) (528,59.98945236206055) (290,59.95098114013672) (544,59.89327621459961)
539: (173,60.09929275512695) (7,60.01758575439453) (1713,59.71617889404297)* (187,59.480918884277344) (1061,59.35496520996094)* (930,59.30720520019531) (1379,59.18353271484375)* (77,59.091712951660156) (77,59.091712951660156) (172,59.03471374511719) (153,58.990291595458984)* (1055,58.8642578125) (159,58.770484924316406)* (155,58.73493194580078) (157,58.6956787109375) (1791,58.6458740234375) (229,58.64247131347656) (511,58.56658172607422)* (66,58.566062927246094) (66,58.566062927246094)
540: (1083,61.48373031616211)* (59,61.401832580566406)* (1886,61.2266845703125) (2531,60.678951263427734)* (3201,60.252052307128906) (441,60.22509002685547) (1878,60.08629608154297) (51,59.937435150146484)* (997,59.842315673828125) (5913,59.72916793823242)* (1073,59.65644073486328) (1098,59.641300201416016) (1075,59.546958923339844)* (1890,59.516204833984375) (1062,59.47405242919922) (1534,59.4593505859375) (193,59.440521240234375) (599,59.379173278808594)* (875,59.3353271484375) (1001,59.31772994995117)*
541: (554,60.26300811767578) (1426,60.17778015136719) (2265,59.94617462158203) (1416,59.71686553955078) (733,59.672142028808594) (630,59.577266693115234)* (614,59.440330505371094)* (6724,59.42058563232422) (959,59.21499252319336) (734,59.09771728515625) (4369,58.96135711669922) (4251,58.92670440673828) (234,58.834381103515625) (3308,58.81431579589844) (730,58.72643280029297) (599,58.67197036743164) (2786,58.607261657714844) (1242,58.58399963378906) (220,58.53712844848633) (1414,58.51747131347656)
542: (295,65.36286926269531) (2548,65.31449890136719) (299,65.09620666503906) (802,65.05410766601562) (790,64.90724182128906) (300,64.80167388916016) (646,64.73457336425781) (257,64.67359161376953) (292,64.6686019897461) (461,64.52685546875) (288,64.48979187011719) (466,64.48433685302734) (1429,64.43269348144531) (1453,64.40433502197266) (543,64.39810180664062) (306,64.33844757080078) (701,64.2833251953125) (4350,64.23146057128906) (89,64.2191162109375) (3173,64.17022705078125)
543: (65,57.33840560913086)* (65,57.33840560913086)* (969,57.106136322021484) (159,57.0655517578125) (228,56.7146110534668) (432,56.69306182861328) (56,56.654476165771484) (56,56.654476165771484) (227,56.564186096191406) (81,56.538692474365234) (88,56.466819763183594) (441,56.44053649902344) (533,56.37999725341797) (689,56.35721206665039) (7,56.33959197998047) (234,56.23832702636719) (450,56.199134826660156) (1098,56.18333053588867)* (1075,56.16251754760742) (1099,56.148773193359375)
544: (757,59.62711715698242) (2582,59.12083435058594) (154,59.04184341430664) (779,58.85322189331055) (432,58.753360748291016) (207,58.52248001098633) (225,58.493717193603516) (1100,58.44359588623047) (210,58.426483154296875)* (768,58.35789108276367) (425,58.31962585449219) (1390,58.313289642333984) (1541,58.302833557128906) (430,58.299217224121094) (703,58.270782470703125) (3767,58.17359161376953) (2815,58.150264739990234) (1155,58.12086868286133) (2587,58.11730194091797) (441,58.04553985595703)
545: (209,58.530540466308594)* (966,58.282501220703125)* (518,58.280418395996094)* (499,58.166114807128906) (300,58.14875030517578) (230,58.13069152832031) (540,58.12842559814453) (536,57.891258239746094) (930,57.83818817138672) (475,57.60024642944336) (466,57.59675979614258) (1673,57.56153869628906) (1672,57.548927307128906) (704,57.52961730957031) (493,57.369873046875) (1044,57.34856414794922) (344,57.245849609375) (1874,57.21086502075195) (472,57.210472106933594)* (490,57.20709991455078)*
546: (370,63.74315643310547) (841,63.39463806152344)* (506,62.13443374633789) (3417,62.081661224365234) (1992,62.07574462890625) (821,62.00937271118164) (707,61.86812973022461) (920,61.806053161621094) (503,61.75810623168945) (15,61.7224235534668) (843,61.690147399902344) (2172,61.63735580444336) (1119,61.62522888183594) (1134,61.61315155029297) (2370,61.61247253417969) (2763,61.583892822265625) (824,61.540958404541016) (2962,61.421478271484375) (1214,61.40178298950195) (163,61.14107131958008)*
547: (152,64.38946533203125) (1418,64.14713287353516) (1131,63.75986862182617) (1118,63.16827392578125) (854,63.097328186035156)* (2493,63.088134765625) (1216,63.02395248413086) (859,62.799957275390625) (2473,62.745216369628906) (2375,62.70347595214844) (188,62.67220687866211) (3417,62.554710388183594) (162,62.54150390625) (868,62.50397491455078) (154,62.31300354003906) (707,62.253116607666016) (2775,62.23819351196289) (562,62.2327766418457)* (5205,62.21363067626953) (2624,62.194129943847656)
548: (1521,67.57852935791016) (4271,67.19332885742188) (1281,66.25201416015625) (1522,66.12232208251953) (1260,65.91402435302734) (1274,65.4825439453125) (4611,65.41626739501953) (1533,65.2552261352539) (12,65.21623992919922)* (1528,65.06241607666016) (1360,64.99664306640625) (1344,64.99014282226562) (917,64.87507629394531) (1364,64.86710357666016) (1264,64.85934448242188) (2970,64.8448257446289)* (1531,64.84274291992188) (1261,64.78961944580078) (1257,64.76593017578125) (954,64.76492309570312)
549: (1412,63.253936767578125) (730,63.08635711669922) (735,62.85019302368164) (562,62.67743682861328) (2842,62.616493225097656) (718,62.582950592041016) (975,62.46601867675781) (728,62.46110534667969) (1244,62.45366668701172) (706,62.418243408203125) (212,62.154823303222656) (220,62.13445281982422) (250,62.13250732421875) (2786,62.07121276855469) (1639,62.07078552246094) (511,61.9539794921875) (234,61.92054748535156) (945,61.876380920410156) (2742,61.87498474121094) (712,61.84828567504883)
550: (918,67.6170883178711) (917,67.46949768066406)* (503,66.35977172851562) (953,66.09265899658203) (957,65.78572845458984) (370,65.56829071044922) (949,65.53184509277344) (920,65.41541290283203) (25,65.32234191894531) (1281,65.28974914550781) (15,65.25814819335938) (812,65.23421478271484) (943,65.21006774902344) (4971,65.1979751586914) (821,65.1812973022461)* (1119,65.08546447753906) (1261,65.07573699951172)* (824,64.81758117675781) (1527,64.70230102539062)* (2370,64.67476654052734)
551: (540,58.31027603149414) (377,57.54281997680664) (230,57.535240173339844) (344,57.4882698059082) (333,57.43661117553711) (412,57.4317512512207) (403,57.32621383666992) (687,57.27119827270508) (1043,57.1607551574707) (1866,57.10614776611328) (1246,57.07246780395508) (486,56.96171569824219)* (2840,56.85635757446289) (1378,56.73521423339844) (1186,56.7177734375) (537,56.70319747924805) (499,56.69359588623047) (1470,56.67211151123047) (481,56.64507293701172) (89,56.641258239746094)*
552: (17118,47.74121856689453) (17121,47.08352279663086) (17111,47.0302734375) (17116,46.88374710083008) (17102,46.773311614990234) (17107,46.709144592285156) (9696,46.68877410888672) (17106,46.67276382446289) (17113,46.60893630981445) (17095,46.556053161621094) (17100,46.55602264404297) (9695,46.50504684448242) (17108,46.381954193115234) (17114,46.366790771484375) (17124,46.339988708496094) (17130,46.2951774597168) (17103,46.231605529785156) (17110,46.208274841308594) (12447,46.14662551879883) (17129,46.06180191040039)
553: (295,54.852054595947266)* (1009,54.668434143066406) (89,54.29534912109375) (306,54.012229919433594)* (289,53.936790466308594)* (5041,53.78247833251953) (475,53.775962829589844) (484,53.70819854736328) (5988,53.70611572265625) (722,53.69676971435547) (317,53.67991638183594) (907,53.62739562988281) (257,53.614322662353516) (279,53.560890197753906) (1613,53.45984649658203) (294,53.400054931640625) (701,53.39464569091797) (2514,53.36433410644531) (2179,53.32598876953125) (327,53.3138542175293)
555: (299,58.08282470703125) (257,58.00210952758789) (279,57.81692123413086) (294,57.775535583496094) (306,57.71063232421875) (701,57.567237854003906) (484,57.56126022338867) (349,57.50163650512695) (67,57.45940399169922) (67,57.45940399169922) (55,57.34881591796875) (300,57.201072692871094)* (285,57.186065673828125) (239,57.160152435302734) (241,57.14422607421875) (265,57.08921432495117) (314,57.07190704345703)* (308,57.060420989990234) (301,56.95093536376953) (4566,56.8367919921875)
556: (154,54.21692657470703) (3057,53.85773849487305) (4118,53.80523681640625) (204,53.702476501464844) (217,53.69852066040039) (2407,53.54396057128906) (88,53.39158630371094) (1105,53.36036682128906) (1383,53.33671951293945) (426,53.251644134521484) (190,53.22792053222656) (2610,53.18000411987305) (210,53.12248611450195) (697,53.10992431640625) (229,53.1085205078125) (227,53.02067184448242) (606,52.895362854003906) (182,52.84404754638672) (423,52.83747863769531) (1106,52.8184814453125)
557: (9,59.99314498901367) (515,59.976139068603516) (5114,59.826637268066406) (30,59.684959411621094) (4872,59.396263122558594) (1083,59.219451904296875) (4871,59.187618255615234) (36,59.16652297973633) (7,59.04755401611328) (39,59.034576416015625) (2038,58.90382385253906) (13,58.85844039916992) (1886,58.84164047241211) (522,58.769142150878906) (6873,58.644935607910156) (9331,58.622291564941406) (3988,58.592220306396484) (2,58.473052978515625) (49,58.45771408081055) (1104,58.454654693603516)
558: (1464,66.60356140136719) (180,66.27513885498047) (253,66.12937927246094) (67,66.05145263671875)* (67,66.05145263671875)* (258,65.89057922363281) (6722,65.74441528320312) (1081,65.04867553710938) (77,64.92564392089844) (77,64.92564392089844) (2031,64.87799835205078) (905,64.68863677978516) (959,64.68511962890625) (2067,64.67620849609375) (55,64.63035583496094) (265,64.48094177246094) (187,64.46086120605469) (2183,64.32460021972656) (8992,64.29503631591797) (1015,64.23507690429688)
559: (735,62.17375183105469)* (562,61.84160232543945) (1412,61.806312561035156) (554,61.33551788330078) (212,61.283653259277344) (868,61.1562614440918) (1639,60.98200225830078) (734,60.941410064697266) (511,60.688072204589844)* (2855,60.584651947021484) (1415,60.438323974609375) (1426,60.42363739013672) (96,60.35283660888672) (728,60.31721496582031) (2786,60.25164031982422) (4251,60.24775695800781) (234,60.1171875) (4369,60.071327209472656) (712,60.0499153137207) (154,60.031036376953125)
560: (72,63.12886047363281)* (72,63.12886047363281)* (173,62.75471115112305) (233,62.681190490722656) (441,62.279991149902344) (450,62.19651794433594) (154,61.947959899902344) (1075,61.92853546142578) (190,61.83417892456055) (969,61.157474517822266) (1151,61.12507629394531) (59,61.04949188232422)* (599,60.86683654785156) (1376,60.864593505859375) (7,60.861289978027344)* (81,60.807254791259766) (229,60.74097442626953) (238,60.67165756225586) (172,60.65959930419922) (65,60.543365478515625)
561: (6631,53.58122253417969) (1641,53.33262634277344) (6621,53.3112678527832) (2179,53.04762268066406) (401,52.93397903442383) (1448,52.67966842651367) (8160,52.53691864013672) (2226,52.46488952636719) (2247,52.444923400878906) (278,52.43901824951172) (12254,52.4129524230957) (11074,52.36198043823242) (12407,52.33098220825195) (241,52.14704895019531) (11065,52.08795166015625) (1613,51.95597839355469) (63,51.92533493041992) (63,51.92533493041992) (3985,51.75012969970703) (12268,51.705020904541016)
562: (2439,49.01239776611328) (2449,47.925724029541016)* (899,46.87104415893555) (11223,46.64653015136719) (3583,46.590606689453125) (1459,46.56047058105469) (1489,46.54911422729492) (3598,46.52558517456055) (5249,46.488983154296875) (3581,46.47655487060547) (2451,46.446815490722656) (1105,46.371665954589844) (2064,46.293128967285156) (2052,46.289459228515625) (3063,46.23505401611328) (991,46.232696533203125) (289,46.20500564575195) (5375,46.1971549987793) (11800,46.13794708251953) (3749,46.13603210449219)
563: (2864,64.58348083496094) (12123,63.651885986328125) (585,63.20671844482422) (2842,62.91926574707031) (9590,62.757041931152344) (3019,62.514060974121094) (11442,62.44404602050781) (2894,62.21050262451172)* (7219,62.124671936035156) (9433,62.020179748535156) (8716,61.85109329223633) (12115,61.78818130493164) (4536,61.7791633605957) (11885,61.68540954589844) (718,61.599876403808594) (2902,61.56648254394531) (8824,61.454307556152344) (2871,61.4351806640625) (2896,61.43472671508789)* (1469,61.37619400024414)
565: (72,58.85479736328125)* (72,58.85479736328125)* (1001,58.45672607421875) (1098,57.59993362426758) (64,57.55357360839844)* (64,57.55357360839844)* (51,57.48828887939453) (1062,57.366172790527344) (3201,57.20408630371094) (99,56.93913650512695) (1075,56.79050064086914) (1073,56.767425537109375)* (167,56.72493362426758) (1379,56.58837127685547) (429,56.33021545410156) (539,56.27777862548828) (77,56.1852912902832) (77,56.1852912902832) (154,56.143592834472656) (441,56.09536361694336)
566: (1534,62.74681854248047) (163,62.744781494140625) (51,62.686973571777344) (959,62.63128662109375) (159,62.630577087402344)* (1083,62.502838134765625) (227,62.18897247314453)* (1104,62.183868408203125) (875,62.127655029296875) (172,62.01191329956055) (7,61.94879150390625) (867,61.917633056640625) (190,61.90431213378906) (506,61.898643493652344) (851,61.887786865234375) (173,61.84638214111328) (441,61.840538024902344) (233,61.72205352783203) (450,61.71653747558594) (857,61.699241638183594)
567: (632,57.40952682495117) (199,57.1630973815918)* (629,57.09192657470703) (223,57.014339447021484) (3258,57.01261520385742)* (615,56.903263092041016)* (207,56.84559631347656) (1159,56.817298889160156) (211,56.735565185546875)* (416,56.66596603393555) (1239,56.61262512207031) (2425,56.4185676574707) (1949,56.4178352355957) (65,56.41461944580078)* (65,56.41461944580078)* (604,56.330055236816406) (618,56.28550720214844)* (1390,56.27152633666992) (445,56.25379943847656) (228,56.25209045410156)
568: (1098,58.17101287841797) (58,58.08821487426758) (58,58.08821487426758) (72,57.914920806884766)* (72,57.914920806884766)* (67,57.85247802734375)* (67,57.85247802734375)* (227,57.58200454711914) (167,57.42884826660156) (961,57.38536071777344) (154,57.341636657714844) (157,57.3021125793457) (64,57.24506378173828) (64,57.24506378173828) (2277,57.22477722167969) (65,57.11444854736328) (65,57.11444854736328) (2083,57.054443359375) (159,56.94767761230469) (190,56.92688751220703)
569: (89,62.92808532714844)* (300,62.900978088378906)* (67,62.876365661621094)* (67,62.876365661621094)* (333,62.76103210449219) (291,62.278953552246094) (316,61.92287063598633) (889,61.78526306152344) (466,61.766456604003906)* (2523,61.75657653808594) (298,61.56352233886719)* (344,61.54869079589844) (261,61.49560546875) (455,61.37605285644531) (1556,61.349159240722656) (342,61.32914733886719) (1775,61.262535095214844) (498,61.24803924560547) (340,61.196685791015625) (329,61.157127380371094)*
570: (2919,64.36023712158203) (2179,63.66651916503906) (6626,63.450225830078125) (241,63.28894805908203) (1448,63.255855560302734) (63,63.21045684814453) (63,63.21045684814453) (14343,63.03453063964844) (4880,62.77776336669922) (2220,62.67424392700195) (67,62.6043701171875) (67,62.6043701171875) (279,62.54624938964844) (9907,62.4709358215332) (1596,62.41557693481445) (1433,62.3729248046875) (7766,62.33026123046875) (3316,62.31688690185547) (3985,62.31278610229492) (2075,62.24720001220703)
571: (300,59.11812210083008)* (306,58.994834899902344)* (302,58.56507873535156) (466,58.382266998291016)* (310,58.264366149902344)* (301,58.26325225830078) (257,58.20854187011719) (294,58.13178253173828) (291,58.01056671142578) (298,57.91585159301758)* (352,57.900054931640625) (461,57.808326721191406) (157,57.77226257324219) (906,57.65086364746094) (1934,57.603431701660156) (523,57.59223937988281) (328,57.57398986816406) (535,57.4203987121582) (544,57.364585876464844) (903,57.349769592285156)
572: (55,61.28772735595703)* (292,61.221832275390625)* (289,60.924835205078125)* (301,59.91510772705078) (352,59.895240783691406)* (2521,59.864105224609375) (525,59.584449768066406) (310,59.55527114868164)* (349,59.456520080566406) (333,59.41584014892578) (2083,59.40367126464844) (323,59.39927673339844) (328,59.28831100463867) (906,59.16322708129883)* (285,59.156158447265625) (903,59.125587463378906) (265,59.035888671875) (523,59.02242660522461)* (294,59.01155090332031) (526,59.008567810058594)
573: (2226,59.35446548461914)* (267,58.75414276123047) (1641,58.40150833129883)* (2919,58.191993713378906) (2247,57.82475280761719) (2236,57.69572067260742) (276,57.46110916137695) (2916,57.377174377441406)* (3317,57.31406784057617) (1620,57.02314758300781) (7766,56.957611083984375) (2252,56.916648864746094) (2923,56.867164611816406) (2907,56.812564849853516) (527,56.80267333984375) (6288,56.74918746948242) (14540,56.74131774902344) (151,56.71482467651367) (63,56.63936996459961) (63,56.63936996459961)
574: (1681,59.468910217285156) (1672,58.396060943603516) (705,58.179073333740234) (4087,57.934654235839844) (4850,57.85593032836914) (6123,57.48346710205078) (412,57.44253921508789) (4823,57.42489242553711)* (3382,57.42268371582031) (472,57.34282684326172) (3376,57.262107849121094) (1186,57.25728225708008) (2080,57.18320846557617)* (1775,57.173011779785156) (932,57.124298095703125) (1241,57.10708236694336) (3378,57.093997955322266) (5226,57.083290100097656) (497,57.03745651245117) (1406,57.008270263671875)
575: (295,60.71479034423828) (3501,60.57926940917969) (65,60.48842239379883) (65,60.48842239379883) (1713,60.187191009521484)* (1009,60.04291534423828) (475,59.945552825927734)* (55,59.93864440917969) (310,59.80600357055664) (907,59.77870178222656) (292,59.770259857177734)* (722,59.74168395996094) (377,59.72981262207031) (173,59.70743942260742) (529,59.58009338378906) (300,59.5609130859375) (1001,59.49867248535156) (229,59.46846008300781) (7,59.4649658203125)* (330,59.423583984375)
576: (782,59.7200927734375) (1226,58.944549560546875) (5358,58.69594955444336) (747,58.633522033691406) (3133,58.26836395263672) (1800,58.203590393066406) (4928,58.01740646362305) (5360,57.95071792602539) (2149,57.946983337402344) (2338,57.779151916503906) (57,57.58723831176758) (9860,57.490177154541016) (5346,57.47475051879883) (4316,57.47258377075195) (5353,57.46924591064453) (7900,57.388938903808594) (6930,57.30643844604492) (4887,57.28653335571289) (603,57.16975402832031) (12854,57.06833267211914)
577: (64,56.00556182861328) (64,56.00556182861328) (238,55.596290588378906)* (53,55.368988037109375) (53,55.368988037109375) (70,55.239524841308594) (1394,55.235511779785156) (58,55.217674255371094) (58,55.217674255371094) (1001,55.02582550048828) (1073,54.757362365722656)* (2616,54.64931106567383) (66,54.63274383544922) (66,54.63274383544922) (173,54.59636306762695) (172,54.12291717529297) (511,54.120182037353516) (52,53.950096130371094) (52,53.950096130371094) (961,53.932437896728516)
578: (333,57.80318069458008) (691,57.167449951171875) (289,56.99243927001953) (687,56.97232437133789)* (89,56.89482116699219) (1043,56.89149856567383)* (528,56.73621368408203) (288,56.6004753112793) (686,56.53710174560547)* (481,56.528053283691406) (680,56.39451599121094) (291,56.347816467285156) (679,56.28998565673828) (306,56.287864685058594) (403,56.24169158935547) (1198,56.220394134521484)* (704,56.21229553222656) (6614,56.212135314941406) (318,56.028900146484375) (499,56.00914001464844)
579: (1281,61.44819641113281)* (12,61.27013397216797) (2143,61.163814544677734) (2963,60.76056671142578) (2744,60.60527420043945)* (1521,60.44392776489258) (370,60.09897232055664) (4268,60.079429626464844) (954,60.019691467285156)* (3806,59.94593048095703) (14892,59.93603515625) (815,59.79548263549805) (824,59.775394439697266) (918,59.517555236816406) (809,59.50141143798828) (5666,59.38981246948242) (2961,59.37555694580078) (4971,59.373008728027344) (2374,59.311378479003906) (917,59.310665130615234)
