userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,66.15043640136719) (51,65.4227294921875)* (3768,65.3507080078125) (1394,64.4457015991211) (1713,64.39132690429688) (993,64.32386016845703) (1073,64.26799774169922) (187,64.22413635253906) (1836,64.13740539550781) (238,64.06130981445312) (1013,64.01664733886719) (880,63.98378372192383) (70,63.80134963989258)* (1014,63.77664566040039) (1098,63.73700714111328) (6930,63.67742919921875) (157,63.67721176147461) (1379,63.67655563354492) (997,63.663516998291016) (59,63.57740783691406)*
502: (295,68.6281509399414)* (289,68.62433624267578)* (55,68.05106353759766)* (701,67.90266418457031) (67,67.88790893554688) (67,67.88790893554688) (466,67.68714141845703)* (257,67.60133361816406)* (318,67.45047760009766) (525,67.31525421142578) (333,67.23574829101562) (523,67.02627563476562) (310,66.8609848022461) (323,66.85013580322266)* (461,66.68402099609375) (535,66.64179992675781) (301,66.63475799560547) (306,66.5361557006836)* (328,66.4408187866211) (325,66.37761688232422)
503: (89,65.4183578491211)* (288,64.95459747314453)* (289,64.77124786376953)* (333,64.3486557006836) (701,64.02517700195312)* (291,63.98773956298828) (302,63.858421325683594) (466,63.66892623901367) (461,63.61757278442383) (344,63.40521240234375) (55,63.164878845214844)* (498,63.016868591308594) (1934,63.00486755371094) (349,62.84492492675781)* (306,62.82837677001953)* (301,62.78969192504883) (298,62.77867126464844)* (680,62.511924743652344) (293,62.36566162109375) (544,62.30815887451172)
504: (816,68.29090118408203) (687,67.72652435302734)* (1185,67.6030502319336) (779,67.55789947509766) (464,67.51143646240234) (693,67.21800994873047)* (324,67.15323638916016)* (1043,67.06993865966797) (461,67.06578063964844) (377,67.0274887084961) (1180,67.02696228027344) (300,66.74974060058594)* (704,66.71944427490234) (1035,66.64835357666016) (1188,66.5512466430664) (1541,66.54833984375) (537,66.41069030761719) (1868,66.4000244140625) (1198,66.35054779052734) (682,66.32884979248047)
506: (2,69.69500732421875) (3411,69.25995635986328) (173,68.88594055175781)* (3183,68.8320083618164) (10738,68.74079132080078) (757,68.73262786865234) (1787,68.71663665771484) (1062,68.65764617919922) (5475,68.38130187988281) (487,68.3167724609375) (2702,68.2754135131836) (5709,68.25740814208984) (6414,68.18495178222656) (7078,68.12052154541016) (4382,68.05587768554688) (72,68.01004791259766) (72,68.01004791259766) (11031,67.70623779296875) (238,67.6624984741211) (515,67.5828857421875)
507: (247,60.872154235839844) (12565,60.811187744140625) (4183,60.762306213378906) (65,60.66138458251953) (65,60.66138458251953) (13929,60.59758758544922) (1122,60.52136993408203) (511,60.432708740234375) (4216,60.37724685668945) (2124,60.06953811645508) (159,59.98277282714844) (9707,59.904571533203125) (7623,59.82014846801758) (253,59.80653762817383) (155,59.723480224609375) (182,59.64124298095703) (1772,59.63043212890625) (190,59.60757064819336) (229,59.47072982788086) (7015,59.40178680419922)
508: (18684,64.64854431152344) (18690,64.2034912109375) (18669,64.15925598144531) (18671,64.10456848144531) (18666,64.08584594726562) (18667,64.06175231933594) (18695,63.896636962890625) (11676,63.87762451171875) (18694,63.725799560546875) (15671,63.670021057128906) (12414,63.668800354003906) (18683,63.61616516113281) (18675,63.57262420654297) (14750,63.51270294189453) (18697,63.437278747558594) (14762,63.352718353271484) (15950,63.314002990722656) (14779,63.300811767578125) (14777,63.288177490234375) (15666,63.256107330322266)
509: (966,67.97526550292969)* (488,67.07711029052734)* (1044,67.04893493652344) (230,66.91500854492188) (371,66.83282470703125) (2944,66.35599517822266) (378,66.33592224121094)* (356,66.33216857910156) (500,66.29442596435547) (486,66.2916030883789)* (2940,66.18923950195312) (1859,66.03085327148438) (198,65.99835205078125) (978,65.99016571044922) (1852,65.91973114013672) (810,65.89825439453125) (1246,65.84703826904297) (1186,65.764404296875) (519,65.74861145019531) (1145,65.69613647460938)
510: (1613,69.9004898071289) (2179,69.79379272460938) (278,69.35868072509766) (475,69.26446533203125) (157,69.04499816894531) (2247,68.88610076904297) (67,68.878662109375) (67,68.878662109375) (331,68.80010223388672) (2919,68.75041961669922) (330,68.30387878417969) (306,68.29548645019531) (2500,68.22093200683594) (89,68.18116760253906) (907,68.14893341064453)* (3317,68.05614471435547) (329,68.05487060546875) (10997,67.88905334472656) (69,67.79066467285156) (69,67.79066467285156)
511: (226,63.28730773925781)* (227,62.864376068115234) (199,62.81468963623047)* (56,62.343292236328125) (56,62.343292236328125) (88,62.32855224609375) (512,62.0267333984375) (233,61.704742431640625) (709,61.682525634765625)* (429,61.678062438964844) (418,61.620323181152344) (977,61.48746109008789) (190,61.3223876953125) (159,61.30876159667969) (964,61.27408981323242)* (222,61.26761245727539) (605,61.10538864135742) (203,61.090919494628906) (220,61.076663970947266) (757,61.07115936279297)
512: (1044,68.62565612792969)* (1104,68.06527709960938) (3240,68.04515838623047) (953,67.97280883789062) (377,67.67453002929688) (726,67.5890121459961) (497,67.37225341796875) (198,67.33650970458984) (488,67.31770324707031) (806,67.29066467285156) (930,67.24032592773438) (7639,67.22366333007812)* (500,67.19694519042969) (830,67.1798324584961) (968,67.14276885986328) (2379,67.13006591796875) (815,67.04707336425781) (1870,66.99760437011719) (2835,66.94622039794922) (493,66.9330825805664)
513: (154,67.79617309570312) (220,66.53380584716797) (4074,66.48897552490234) (227,66.38034057617188) (1090,66.3609390258789) (217,66.29108428955078) (1239,66.28356170654297) (234,66.24992370605469) (199,66.16674041748047) (210,66.13969421386719) (190,66.08800506591797) (88,66.07902526855469) (709,66.06729125976562) (196,65.98151397705078) (424,65.86276245117188) (969,65.76220703125) (533,65.7325439453125) (1400,65.72289276123047)* (203,65.71983337402344) (418,65.59124755859375)
514: (289,67.74530029296875) (300,67.65654754638672)* (292,67.29364776611328)* (679,66.9837417602539) (680,66.90940856933594) (302,66.78247833251953)* (461,66.77540588378906)* (318,66.74906158447266)* (498,66.67235565185547) (295,66.57344818115234) (55,66.51338958740234) (298,66.47415924072266) (528,65.88239288330078) (324,65.79548645019531) (1684,65.74329376220703) (544,65.64042663574219)* (525,65.58646392822266) (352,65.5012435913086) (3319,65.49691009521484) (1034,65.47366333007812)
515: (622,67.20543670654297) (5048,67.20346069335938) (2407,67.08738708496094) (527,67.0864028930664) (757,67.0836410522461) (271,66.9301528930664) (1954,66.92829895019531) (1944,66.875244140625) (1947,66.8721923828125) (418,66.80693817138672) (629,66.7254409790039) (2398,66.67146301269531) (222,66.57933044433594) (618,66.4280776977539) (3673,66.3359146118164) (632,66.33390808105469) (199,66.33039855957031) (416,66.24931335449219) (217,66.24713134765625) (445,66.17718505859375)
516: (5079,70.43441009521484)* (504,69.81414031982422) (377,69.67604064941406) (2014,69.6633071899414) (67,69.45052337646484) (67,69.45052337646484) (1249,69.44548034667969) (486,69.43960571289062) (959,69.42414855957031) (1714,69.34403991699219) (3198,69.31802368164062) (72,69.31159210205078)* (72,69.31159210205078)* (209,69.30113983154297) (289,69.2419662475586) (498,69.24102783203125) (1104,69.22643280029297) (190,69.20703125) (234,69.10786437988281) (1803,69.02235412597656)
517: (1969,68.57475280761719) (603,68.46856689453125) (748,68.04363250732422) (2668,67.9688720703125) (444,67.90843963623047) (619,67.863037109375) (1965,67.69054412841797) (2605,67.58675384521484)* (1964,67.5836181640625) (757,67.37804412841797) (3707,67.35388946533203) (3686,67.28252410888672) (1961,67.1524658203125) (3696,67.11188507080078) (1745,67.06648254394531) (2675,66.8744125366211) (2672,66.8090591430664) (2811,66.79170227050781) (617,66.61810302734375) (1945,66.59468078613281)
518: (325,71.65335845947266) (344,71.46747589111328)* (300,71.0249252319336)* (681,70.8795394897461) (464,70.68572998046875) (544,70.68423461914062) (646,70.26524353027344) (306,70.02909851074219)* (790,69.98709869384766)* (455,69.95809936523438) (679,69.95445251464844)* (321,69.91840362548828)* (1453,69.90216064453125) (458,69.89813232421875) (908,69.89431762695312)* (542,69.8232650756836) (291,69.7132797241211) (1032,69.62714385986328)* (4291,69.62474060058594) (302,69.57810974121094)
519: (930,76.28182983398438) (504,74.97692108154297) (1044,74.90353393554688) (923,74.89312744140625) (1914,74.87628173828125) (1338,74.87012481689453) (1104,74.80081176757812) (3244,74.65934753417969) (707,74.64530181884766) (953,74.55103302001953) (955,74.4899673461914) (726,74.30149841308594) (517,74.27532958984375) (2835,74.27244567871094) (841,74.2569351196289) (2963,74.210205078125) (957,74.20928955078125) (25,74.1039047241211) (936,74.09366607666016)* (15,74.00004577636719)
520: (72,72.55857849121094)* (72,72.55857849121094)* (1104,71.81424713134766) (173,71.11796569824219) (1713,70.69278717041016)* (7,70.63907623291016) (1793,70.47400665283203) (9263,70.47295379638672) (930,70.3602523803711) (486,70.280029296875) (75,70.21834564208984) (75,70.21834564208984) (1797,70.19617462158203) (3238,70.16361236572266) (1714,70.14576721191406) (4155,70.14279174804688) (877,70.0510025024414) (2014,70.00474548339844) (5079,69.91063690185547) (504,69.89310455322266)
521: (412,65.8228759765625) (1046,65.11283874511719) (540,64.81710052490234) (1672,64.66270446777344) (4189,64.1587905883789) (481,63.633697509765625) (816,63.59614562988281) (1185,63.566078186035156) (687,63.520687103271484)* (3398,63.36572265625) (1180,63.35888671875) (501,63.35628128051758) (2661,63.27361297607422) (1182,63.2568244934082) (808,63.244163513183594) (982,63.172733306884766)* (1043,63.167884826660156)* (4262,63.15105438232422) (1195,63.09408187866211) (830,63.08890151977539)
523: (554,60.97031784057617)* (857,60.610076904296875) (1155,60.11915588378906) (863,60.107906341552734) (429,59.82767105102539) (4129,59.82571029663086) (599,59.78155517578125) (7661,59.751991271972656) (1804,59.7000732421875) (424,59.69136047363281)* (12724,59.687950134277344) (1160,59.621665954589844) (9032,59.55019760131836) (2532,59.47816848754883) (427,59.405662536621094) (709,59.400787353515625) (226,59.35618209838867) (5785,59.3023796081543) (441,59.23657989501953) (985,59.236202239990234)
525: (830,68.05705261230469) (816,67.2286148071289)* (507,67.02086639404297) (488,66.97293090820312)* (4262,66.9023666381836) (377,66.77734375) (1179,66.54928588867188)* (540,66.50559997558594)* (486,66.41959381103516) (536,66.41085815429688)* (1145,66.37842559814453) (492,66.34054565429688) (813,66.29851531982422) (2850,66.22599029541016) (493,66.1895523071289)* (1874,66.12127685546875) (779,66.05172729492188) (1044,65.87480163574219) (1186,65.8518295288086) (2150,65.84721374511719)
526: (1974,62.46453857421875) (234,62.401065826416016) (1672,62.32774353027344)* (808,62.0911750793457) (230,61.98130416870117) (1249,61.87466049194336)* (978,61.529090881347656) (377,61.47811508178711) (917,61.371131896972656) (2346,61.278194427490234) (475,61.25072479248047) (1351,61.07936477661133) (1406,60.91392517089844) (1873,60.76864242553711) (489,60.74545669555664) (1145,60.56359100341797) (918,60.51191329956055) (1513,60.482933044433594) (614,60.36825180053711) (497,60.32014465332031)
527: (89,67.28929138183594)* (2083,67.22168731689453) (532,67.1388931274414) (67,66.13740539550781)* (67,66.13740539550781)* (525,66.0330810546875) (535,66.00640869140625) (296,65.95021057128906) (701,65.907470703125) (300,65.89128875732422)* (906,65.74419403076172) (886,65.67851257324219) (352,65.57035827636719) (298,65.46556091308594) (523,65.45587921142578) (318,65.26351928710938) (526,65.2549819946289) (1580,65.23150634765625) (349,65.18992614746094) (310,65.16880798339844)
529: (1369,67.45341491699219)* (2624,67.42377471923828) (2013,66.81908416748047) (5296,66.81562805175781) (3438,66.58760833740234) (6569,66.12093353271484) (1372,66.02871704101562) (3470,66.02383422851562) (6577,66.01971435546875) (6165,65.9999008178711) (3272,65.93075561523438) (2016,65.89128112792969) (9716,65.7789077758789) (6959,65.76032257080078)* (152,65.68378448486328) (2787,65.62034606933594) (920,65.60900115966797) (1422,65.58682250976562) (841,65.56684875488281) (4782,65.5572738647461)
530: (604,63.75666046142578) (65,63.43952941894531) (65,63.43952941894531) (227,63.144866943359375) (154,62.82953643798828) (229,62.8054313659668) (1375,62.71415328979492) (962,62.630271911621094) (2124,62.551788330078125) (1090,62.45846939086914) (207,62.43793869018555) (1048,62.34720230102539) (196,62.34272384643555) (533,62.28349685668945) (4618,62.2636604309082) (221,62.22511291503906) (8479,62.171939849853516) (190,62.1702880859375) (1400,62.021690368652344) (214,61.94668197631836)
531: (89,65.29072570800781)* (288,65.17185974121094)* (292,64.5451889038086)* (318,64.30868530273438) (679,63.53867721557617)* (293,63.46608352661133)* (704,63.43113327026367)* (544,63.376346588134766) (352,63.1586799621582) (680,62.917381286621094) (1037,62.90374755859375) (1032,62.813232421875) (531,62.67400360107422) (328,62.49726486206055) (349,62.44276428222656) (4814,62.4234733581543) (321,62.41775894165039) (386,62.31110382080078) (290,62.287044525146484) (314,62.19151306152344)
532: (1035,70.852783203125) (816,70.74222564697266)* (1043,69.85365295410156) (1868,69.5687026977539) (1541,69.39700317382812) (412,69.0411376953125)* (2210,69.02819061279297) (1678,69.01810455322266) (1038,68.90229797363281)* (1045,68.63719177246094)* (2618,68.61980438232422)* (1246,68.58819580078125)* (2204,68.57849884033203) (1186,68.5551986694336) (1046,68.46294403076172) (691,68.2801742553711) (1198,68.27658081054688)* (1187,68.19055938720703) (344,68.0901107788086) (5950,68.03096771240234)*
533: (13164,62.10655975341797) (657,61.94127655029297) (3060,61.80220413208008) (5249,61.761749267578125) (8021,61.578155517578125) (8372,61.45248794555664) (2934,61.44703674316406) (2064,61.24528503417969) (253,61.173553466796875) (7157,61.164390563964844) (15330,61.112709045410156) (14929,61.013397216796875) (991,61.003326416015625) (637,60.996768951416016) (15343,60.87934494018555) (2051,60.87579345703125)* (15338,60.84859085083008) (2462,60.829566955566406) (4151,60.808876037597656) (18549,60.77888870239258)
534: (377,63.09036636352539) (67,63.00846862792969)* (67,63.00846862792969)* (328,62.97528839111328)* (157,62.812744140625) (288,62.6189079284668)* (300,62.37831115722656)* (378,62.36702346801758) (333,62.3167610168457) (302,62.29425811767578) (486,62.1216926574707) (310,61.93682861328125) (55,61.917850494384766) (190,61.895477294921875) (230,61.79869079589844) (498,61.70347595214844) (161,61.48919677734375)* (972,61.44845962524414) (65,61.404273986816406) (65,61.404273986816406)
535: (333,68.12637329101562) (498,68.08037567138672) (300,67.86846160888672) (679,67.59719848632812) (288,67.58100891113281) (291,67.43710327148438) (701,67.33775329589844)* (2176,67.20327758789062) (184,67.19563293457031) (542,67.1732406616211) (344,67.13336944580078) (295,67.09028625488281) (3568,66.98102569580078) (157,66.93338012695312) (304,66.91423797607422) (714,66.7770767211914) (461,66.75344848632812) (469,66.71305084228516) (283,66.69113159179688) (2080,66.68878173828125)
536: (295,63.18621063232422) (355,63.143184661865234) (157,63.09528350830078)* (344,62.82579803466797) (257,62.74858856201172) (302,62.56449890136719) (291,62.436180114746094) (461,62.40342712402344) (306,62.39115905761719) (1244,62.2656135559082) (304,62.125980377197266) (538,62.051395416259766) (349,62.023223876953125) (321,62.003875732421875) (342,61.986209869384766) (466,61.879913330078125) (498,61.80562973022461) (360,61.77388000488281) (1459,61.68716049194336) (951,61.66767501831055)
537: (89,72.09929656982422)* (681,71.2519302368164) (333,70.8233413696289) (295,70.70382690429688) (686,70.69692993164062) (797,70.18849182128906) (325,70.10604858398438)* (1453,70.0202407836914) (302,69.9092788696289) (704,69.88861083984375) (377,69.79291534423828) (386,69.6796646118164) (680,69.58799743652344) (464,69.56614685058594)* (543,69.55636596679688) (378,69.53744506835938) (793,69.4764633178711) (67,69.45016479492188) (67,69.45016479492188) (646,69.3874740600586)
538: (295,62.285953521728516)* (325,61.73382568359375) (327,61.61476135253906) (333,61.471553802490234)* (349,61.449039459228516) (484,61.218807220458984) (314,61.122562408447266) (1613,60.98429870605469) (344,60.9758415222168)* (329,60.92341232299805) (544,60.84281921386719) (290,60.81890106201172) (681,60.75714874267578) (257,60.74589538574219) (331,60.700077056884766) (318,60.66437530517578) (317,60.617801666259766) (686,60.561073303222656)* (308,60.55791091918945) (386,60.548927307128906)
539: (173,66.61859130859375) (238,65.71920013427734) (1075,65.66610717773438) (1713,65.51946258544922)* (1061,64.76461029052734)* (64,64.71690368652344) (64,64.71690368652344) (159,64.63182067871094)* (66,64.61141967773438) (66,64.61141967773438) (1379,64.51129913330078)* (172,64.48548889160156) (1098,64.47422790527344) (153,64.36717224121094)* (187,64.3216552734375) (155,64.291259765625) (154,64.20632934570312) (7,64.1765365600586) (234,64.14920043945312) (56,64.13969421386719)
540: (59,66.39202880859375)* (997,64.74958801269531) (3201,64.4735107421875) (599,64.40599822998047)* (1886,64.32205200195312) (1062,64.2449951171875) (874,64.18789672851562) (1878,64.1761474609375) (4308,63.935874938964844) (51,63.72784423828125)* (1001,63.72542190551758)* (3281,63.71931838989258) (441,63.68522644042969) (875,63.68260192871094) (3451,63.59843826293945) (1890,63.46400451660156) (98,63.420989990234375)* (2531,63.410491943359375)* (1213,63.405452728271484)* (1085,63.245689392089844)
541: (1426,57.92519760131836) (733,57.82268142700195) (1372,57.81292724609375)* (1244,57.466373443603516) (1413,57.38541793823242) (630,57.35848617553711)* (614,57.30503463745117)* (2901,57.22237014770508) (734,57.209327697753906) (2265,57.19870376586914) (4369,57.0936393737793) (730,57.02210235595703) (959,56.974037170410156) (1411,56.91476058959961)* (234,56.84309768676758) (3481,56.75385665893555) (220,56.63957595825195) (1110,56.61114501953125) (2853,56.49306869506836) (5844,56.418766021728516)*
542: (14610,72.88726806640625) (14609,72.61892700195312) (681,72.46050262451172) (1458,72.45108795166016) (14604,72.3921127319336) (1453,72.34727478027344) (14605,72.28392791748047) (1054,72.07679748535156) (344,72.06394958496094) (802,71.97959899902344) (3953,71.97930145263672) (1698,71.93181610107422) (461,71.905517578125) (14606,71.85775756835938) (646,71.63357543945312) (686,71.50129699707031) (2655,71.4270248413086) (1429,71.38607788085938) (793,71.35323333740234) (325,71.27239227294922)
543: (65,64.30558013916016)* (65,64.30558013916016)* (238,64.24564361572266) (159,63.863075256347656) (1375,63.803070068359375) (81,63.775230407714844) (1098,63.280235290527344)* (152,63.26323318481445) (234,63.23593521118164) (436,63.177452087402344) (1384,63.03696060180664) (227,63.02741241455078) (1109,63.00112533569336) (377,62.82244873046875) (1075,62.80161666870117) (166,62.77674102783203) (1131,62.578060150146484) (486,62.5756950378418) (1378,62.56386184692383) (56,62.44972610473633)
544: (4255,70.29808044433594) (2582,69.95929718017578) (40,69.82411193847656) (5966,69.78523254394531) (173,69.53141784667969) (6008,69.51039123535156) (10214,69.49873352050781) (210,69.39313507080078)* (1197,69.3238525390625) (757,69.32157135009766) (768,69.29444885253906) (3822,69.2928237915039) (3737,69.28240203857422) (1191,69.25751495361328) (1195,69.20729064941406) (3767,69.13740539550781) (13431,69.13499450683594) (233,69.10971069335938) (17632,69.07953643798828) (4262,69.0347900390625)
545: (966,66.73030853271484)* (536,66.02677917480469) (209,65.42762756347656)* (1874,65.32476043701172) (472,65.12541961669922)* (3859,65.0966567993164)* (540,65.05207824707031) (499,65.03540802001953) (1905,65.03450012207031) (230,65.01769256591797) (403,64.75263214111328)* (1672,64.72992706298828) (65,64.72991180419922) (65,64.72991180419922) (493,64.71881103515625) (300,64.57198333740234) (518,64.50233459472656)* (3427,64.4873046875) (1180,64.42446899414062) (1852,64.3292465209961)*
546: (920,69.71648406982422) (370,69.303466796875) (1134,68.8346939086914) (15,68.70545196533203) (1710,68.62345886230469)* (841,68.56134796142578)* (506,68.45037078857422) (1992,68.36385345458984) (2962,68.17831420898438) (821,68.12100982666016) (2654,67.9835205078125)* (944,67.8996810913086) (3940,67.88632202148438) (4271,67.864501953125) (824,67.86280822753906) (2172,67.83657836914062) (1113,67.83445739746094) (3417,67.76405334472656) (2370,67.60865020751953) (707,67.58106994628906)
547: (605,63.28938674926758) (234,63.228538513183594) (1974,63.1706428527832) (868,63.113182067871094) (512,62.833003997802734) (1216,62.630619049072266) (2473,62.6151237487793) (977,62.5351448059082) (227,62.481422424316406)* (854,62.4222526550293)* (2637,62.24126052856445) (707,62.157161712646484) (3444,62.13322830200195) (220,62.12606430053711) (198,61.950889587402344) (88,61.93637466430664) (562,61.92686080932617)* (154,61.8975715637207) (2375,61.819419860839844) (200,61.81786346435547)
548: (4271,72.14825439453125) (12,72.02415466308594)* (1521,71.98277282714844) (1522,71.9644546508789) (917,71.28923797607422) (1992,71.22705841064453) (1260,71.14786529541016) (1264,71.13381958007812) (15,70.81173706054688) (4277,70.75836181640625) (1281,70.74929809570312) (821,70.67093658447266) (370,70.64030456542969) (954,70.47572326660156) (1360,70.46248626708984) (4272,70.46121215820312) (1344,70.41093444824219) (824,70.33660888671875) (1531,70.18022918701172) (4605,70.09553527832031)
549: (1244,66.90336608886719) (176,66.70785522460938)* (706,66.70230102539062) (1372,66.48481750488281) (735,66.44941711425781) (1412,66.42959594726562) (1369,66.21150970458984) (2346,66.10881805419922) (732,66.07978820800781) (728,66.05168914794922) (220,66.03663635253906) (562,65.83538055419922) (234,65.68761444091797) (4369,65.61692810058594) (712,65.57527923583984) (1122,65.5695571899414) (511,65.56889343261719) (2786,65.51719665527344) (2343,65.47325134277344) (734,65.44691467285156)
550: (917,70.32571411132812)* (918,69.29278564453125) (1261,69.12278747558594)* (1206,68.11446380615234) (949,67.91120147705078) (1527,67.83432006835938)* (1526,67.64639282226562) (1547,67.62196350097656) (1533,67.55021667480469) (1348,67.47948455810547) (1351,67.44720458984375) (1522,67.32850646972656)* (3780,67.31047821044922) (1281,67.26323699951172) (1974,67.22340393066406) (957,67.17771911621094) (1344,67.16951751708984) (1337,67.15757751464844) (503,67.15469360351562) (953,67.13507843017578)
551: (540,62.942298889160156) (377,62.9136962890625) (1378,62.695220947265625) (403,62.62757110595703) (412,62.42511749267578) (691,62.418067932128906) (2840,62.2944221496582) (499,62.23667907714844) (687,62.22981262207031) (1246,62.21611022949219) (89,62.18980026245117)* (1866,62.18367004394531) (230,62.16545104980469) (2608,62.08869171142578) (471,62.0469970703125) (537,62.03706741333008) (333,61.99828338623047) (1198,61.969200134277344) (217,61.746883392333984) (486,61.708492279052734)*
552: (13827,69.01748657226562) (2227,68.47016906738281) (2244,67.5619125366211) (2232,67.34573364257812) (17367,67.02903747558594) (12751,66.99752044677734) (9807,66.88896179199219) (1616,66.72160339355469) (278,66.69414520263672) (2233,66.6322250366211) (6901,66.30957794189453) (276,66.22090148925781) (10878,66.20539855957031) (15105,66.12693786621094) (2907,66.12538146972656) (10883,66.10816955566406) (6326,66.0733642578125) (1621,66.071044921875) (2135,66.06058502197266) (17371,66.01567077636719)
553: (89,71.11406707763672) (374,70.89340209960938) (55,70.84364318847656) (295,70.73220825195312)* (3324,70.69601440429688) (388,70.63130950927734) (289,70.60790252685547)* (292,70.47093963623047)* (5568,70.3362808227539) (375,70.27934265136719) (7390,70.05215454101562) (2102,69.97278594970703) (379,69.86729431152344) (410,69.80926513671875) (701,69.69903564453125) (903,69.69206237792969) (390,69.68815612792969) (257,69.65955352783203) (2806,69.62037658691406) (306,69.58129119873047)*
555: (2094,69.18878173828125) (349,68.99585723876953) (386,68.97669982910156)* (299,68.97480773925781) (257,68.93522644042969) (701,68.80199432373047) (55,68.68970489501953) (67,68.67082214355469) (67,68.67082214355469) (543,68.42451477050781) (352,68.38009643554688) (294,68.26007080078125) (466,68.18053436279297) (535,68.14225769042969) (325,68.09130096435547) (465,68.03897094726562) (300,67.93855285644531)* (906,67.92704010009766)* (461,67.89106750488281) (798,67.86881256103516)
556: (1383,64.0666732788086) (981,63.72312545776367) (697,63.45819091796875) (9720,63.26990509033203) (204,62.98793411254883) (154,62.874298095703125) (423,62.807594299316406) (4931,62.58662414550781) (182,62.39961242675781) (1747,62.39841842651367) (6397,62.28937911987305) (8136,62.23600387573242) (190,62.14363098144531) (967,62.057518005371094) (2610,62.01893997192383) (2607,61.988624572753906) (2051,61.87748718261719) (1781,61.83735656738281) (81,61.75208282470703) (444,61.72427749633789)*
557: (930,72.18606567382812) (515,72.12776184082031) (9,71.92108917236328) (2,71.80485534667969) (39,71.5090560913086) (936,71.50359344482422) (3087,71.39289855957031) (15,70.95620727539062) (504,70.90411376953125) (233,70.84718322753906) (16,70.67564392089844) (370,70.67318725585938) (7100,70.6080322265625) (1069,70.58094787597656) (3901,70.55870819091797) (522,70.55528259277344) (3244,70.55310821533203) (861,70.53605651855469) (2935,70.51023864746094) (1104,70.49726104736328)
558: (67,63.33504867553711)* (67,63.33504867553711)* (959,62.59772872924805) (2183,62.15819549560547) (285,62.12807846069336) (180,62.12013626098633) (187,61.95783996582031) (55,61.94955825805664) (77,61.93608093261719) (77,61.93608093261719) (310,61.751285552978516) (2523,61.732479095458984) (1000,61.68260192871094) (51,61.678184509277344) (258,61.67576599121094) (1464,61.59834289550781) (2861,61.589534759521484) (2936,61.546993255615234) (253,61.5343017578125) (1079,61.462547302246094)
559: (735,59.09142303466797)* (868,58.88380813598633) (1412,58.57575988769531) (1639,58.35871887207031) (1244,58.0554084777832) (562,57.99156188964844) (212,57.804683685302734) (554,57.69737243652344) (2855,57.40098571777344) (4369,57.319725036621094) (715,57.20066833496094) (2786,57.16135787963867) (1415,57.128990173339844) (614,57.11591720581055) (234,57.10658264160156) (4251,57.082786560058594) (4541,57.07511901855469)* (203,57.062156677246094) (511,57.036170959472656)* (5416,57.035972595214844)
560: (233,67.5186538696289) (72,67.35107421875)* (72,67.35107421875)* (173,67.28134155273438) (441,66.8780288696289) (450,66.57288360595703) (190,66.40618133544922) (154,66.36590576171875) (234,66.23492431640625) (1075,65.90666198730469) (436,65.69161987304688) (7,65.60051727294922)* (599,65.40840148925781) (59,65.38690948486328)* (226,65.37715148925781) (88,65.35884857177734) (1098,65.33907318115234)* (163,65.31504821777344) (969,65.28289794921875) (1376,65.22682189941406)
561: (1641,65.51152038574219) (285,65.3971176147461) (1613,64.87019348144531) (331,64.76139831542969) (4696,64.73957824707031)* (1834,64.55445861816406) (3317,64.53038024902344) (2179,64.50778198242188) (67,64.49518585205078) (67,64.49518585205078) (278,64.43206787109375) (239,64.3839111328125)* (6562,64.34526062011719) (2226,64.2777099609375) (241,64.24427795410156) (266,64.23260498046875) (260,64.15912628173828) (1596,64.15464782714844) (330,64.09756469726562) (295,64.0063247680664)
562: (2439,73.02999114990234) (2449,71.80374145507812)* (793,71.23734283447266) (3611,70.85924530029297) (1447,70.69435119628906) (2457,70.62847137451172) (367,70.49671936035156) (3598,70.46866607666016) (461,70.42163848876953) (681,70.37251281738281) (374,70.26492309570312) (13720,70.22129821777344) (89,70.20613098144531) (375,69.96461486816406) (3324,69.87765502929688) (289,69.83853149414062) (3073,69.72116088867188) (2451,69.68984985351562) (679,69.68482971191406) (1459,69.66630554199219)
563: (2842,67.05671691894531) (2864,66.89714813232422) (567,66.27890014648438) (735,65.8880615234375) (2902,65.83668518066406) (2629,65.7818603515625) (2265,65.70572662353516) (212,65.69395446777344) (2419,65.64909362792969) (2871,65.5392074584961) (8594,65.47889709472656) (1242,65.46759796142578) (9424,65.39411926269531) (7352,65.2434310913086) (1150,64.98919677734375) (12123,64.98461151123047) (9824,64.9024429321289) (610,64.878662109375) (12115,64.86439514160156) (554,64.85428619384766)
565: (72,57.579307556152344)* (72,57.579307556152344)* (1001,57.17805862426758) (51,56.38056945800781) (1072,56.06068420410156) (1062,56.01465606689453) (64,55.86833190917969)* (64,55.86833190917969)* (1014,55.76737976074219) (3768,55.439964294433594)* (1073,55.38131332397461)* (441,55.291412353515625) (1379,55.07649230957031) (1075,55.05913162231445) (99,55.011627197265625) (7442,54.9868049621582) (203,54.926300048828125) (1892,54.82734680175781) (1098,54.78475570678711) (969,54.78079605102539)
