userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,11.09520149230957)* (1001,9.295970916748047) (1098,8.181228637695312) (238,8.147696495056152) (1073,8.05726146697998) (59,7.995640754699707)* (1013,7.671652793884277) (997,7.544815540313721) (4308,7.404715061187744) (173,7.377686500549316) (998,7.356198310852051) (157,6.83020544052124) (993,6.710125923156738) (1014,6.702834606170654) (159,6.542559623718262) (3281,6.453182220458984) (599,6.35756254196167) (1062,6.344254493713379) (511,6.320759296417236) (187,6.319375038146973)
572: (289,21.2791748046875)* (292,17.045351028442383)* (333,15.46578598022461) (55,13.877381324768066)* (291,10.499094009399414) (349,10.225343704223633) (461,10.216633796691895)* (65,9.490276336669922) (65,9.490276336669922) (903,9.185290336608887) (310,9.033330917358398)* (526,8.727039337158203) (301,8.689557075500488) (525,8.660039901733398) (294,8.595088005065918) (689,8.570448875427246) (328,8.55416488647461) (1098,8.254735946655273) (2521,8.249626159667969) (498,8.152212142944336)
573: (267,12.19597339630127) (2226,11.741376876831055)* (331,10.883857727050781) (375,10.370687484741211) (1979,9.952393531799316) (276,9.83281421661377) (527,9.818950653076172) (285,9.666579246520996) (2247,9.433340072631836) (1620,9.368916511535645) (2919,9.181962013244629) (279,9.118371963500977) (468,9.079744338989258) (2236,8.754105567932129) (617,8.570751190185547) (13303,8.548234939575195) (4344,8.492310523986816) (2902,8.27458667755127) (1636,8.26266860961914) (2094,8.259228706359863)
574: (412,20.880170822143555) (1866,19.895105361938477) (1672,19.19647216796875) (1186,19.124969482421875) (1681,18.498769760131836) (198,18.03277587890625) (1180,17.685283660888672) (707,17.430728912353516)* (808,17.205135345458984) (65,17.204547882080078) (65,17.204547882080078) (220,17.148157119750977)* (8728,17.132640838623047) (4375,16.994915008544922) (488,16.90265655517578) (705,16.879602432250977) (840,16.788820266723633) (377,16.65204620361328)* (1249,16.596965789794922)* (333,16.54566192626953)*
575: (173,11.323633193969727) (229,9.967010498046875) (51,9.501485824584961) (65,9.462860107421875) (65,9.462860107421875) (377,9.441929817199707) (227,9.152891159057617) (378,8.898926734924316) (292,8.72778034210205)* (295,8.72209358215332) (55,8.646007537841797) (1001,8.37397575378418) (972,7.948580741882324) (300,7.72251033782959) (187,7.512380123138428)* (159,7.310064315795898) (7,7.2567458152771)* (526,7.179004192352295) (56,7.171631813049316) (56,7.171631813049316)
576: (610,11.503089904785156) (278,10.634765625) (227,10.506887435913086) (154,9.845178604125977) (72,9.319944381713867) (72,9.319944381713867) (263,9.103080749511719) (969,8.683191299438477) (2698,8.026533126831055) (3902,7.557948112487793) (1800,7.541118621826172) (73,7.481620788574219) (73,7.481620788574219) (6930,7.449518203735352) (2324,7.384565353393555) (266,7.378127098083496) (576,7.357793807983398) (57,7.217867851257324) (572,7.0951995849609375) (5327,7.055837631225586)
577: (227,16.27897834777832) (173,12.03648567199707) (599,11.688504219055176) (190,11.043901443481445)* (51,10.60285758972168)* (229,10.408181190490723) (238,9.853665351867676)* (511,9.408672332763672) (67,9.191426277160645) (67,9.191426277160645) (65,8.928253173828125) (65,8.928253173828125) (418,8.49681282043457) (1001,7.936718940734863) (70,7.564809799194336) (58,7.140665054321289) (58,7.140665054321289) (56,7.092926979064941) (56,7.092926979064941) (53,6.956501483917236)
578: (333,15.996904373168945) (89,15.211209297180176) (289,13.98923110961914) (377,12.152181625366211) (1043,11.79824447631836)* (701,11.701398849487305) (288,11.696094512939453) (680,11.121742248535156) (486,10.828916549682617) (679,10.795896530151367) (230,10.737445831298828) (292,10.716609001159668) (691,10.678556442260742) (687,10.5146484375)* (816,10.496774673461914)* (548,10.48039436340332) (1672,10.43625259399414) (1186,10.409526824951172) (302,10.350465774536133) (412,10.292733192443848)
579: (917,16.230022430419922) (1131,12.80219841003418) (188,12.57344913482666) (1281,12.486408233642578)* (1274,12.082235336303711)* (370,11.991531372070312) (813,11.866327285766602) (815,11.45875358581543) (954,11.43637752532959)* (918,11.070554733276367) (1360,11.059584617614746) (812,10.770284652709961) (1369,10.722953796386719) (500,10.705516815185547) (1206,10.647553443908691) (152,10.540762901306152) (1260,10.441264152526855) (198,10.414356231689453) (383,10.412290573120117) (808,10.340934753417969)
580: (217,12.693614959716797) (412,11.33033561706543) (4821,9.712849617004395) (622,9.619802474975586) (1672,9.348633766174316) (3616,9.257743835449219) (207,9.125335693359375) (982,8.888343811035156) (498,8.812397003173828) (1195,8.738055229187012) (1186,8.681146621704102) (840,8.619794845581055) (4262,8.498003005981445) (6773,8.334528923034668) (234,8.329147338867188) (816,8.327543258666992) (1239,8.326638221740723) (220,8.286754608154297) (4189,8.234718322753906) (1116,8.21322250366211)
581: (67,13.238832473754883)* (67,13.238832473754883)* (959,11.786323547363281) (475,11.045404434204102) (227,9.945878982543945) (89,9.627096176147461)* (163,9.443092346191406) (288,9.13776683807373)* (72,8.891706466674805) (72,8.891706466674805) (378,8.774216651916504) (306,8.691551208496094) (302,8.183649063110352) (1244,8.158652305603027) (1249,7.53337287902832) (511,7.293572425842285) (2183,7.075697422027588) (706,7.007390975952148) (701,6.991393089294434) (1705,6.975161552429199)
582: (816,22.645774841308594)* (1541,19.983165740966797)* (1188,17.620988845825195) (1192,17.156784057617188) (2850,16.582401275634766) (1185,16.445526123046875) (500,16.278057098388672) (1853,15.989665985107422) (2187,15.351858139038086) (4504,15.00100040435791) (809,14.738658905029297) (217,14.60501766204834) (2203,14.312507629394531) (1552,14.149398803710938) (412,14.13023853302002) (808,14.106834411621094) (2429,14.073689460754395) (825,13.95443344116211) (2618,13.941234588623047) (842,13.74557113647461)*
583: (377,19.63364028930664) (486,17.637060165405273)* (45,15.331275939941406) (500,15.224682807922363) (540,14.925057411193848) (488,14.762182235717773) (808,14.571149826049805)* (412,14.46491813659668) (2850,14.372271537780762) (1672,14.331121444702148) (1185,14.308855056762695) (217,14.219388008117676) (209,14.196820259094238) (1044,14.086737632751465)* (1541,13.95665168762207)* (1188,13.8193359375) (830,13.735868453979492) (1035,13.722180366516113) (813,13.514652252197266) (1186,13.478076934814453)
584: (2179,16.78070068359375) (278,15.459491729736328) (1613,15.077905654907227) (227,14.50930404663086) (475,12.868886947631836) (331,10.602118492126465) (157,10.589618682861328) (295,10.183456420898438) (67,10.04882526397705) (67,10.04882526397705) (6626,9.774700164794922) (2226,9.652210235595703) (330,9.650256156921387) (267,9.513801574707031) (289,8.735830307006836) (285,8.725013732910156) (527,8.595900535583496) (468,8.406624794006348) (89,8.397632598876953) (718,8.334068298339844)*
585: (229,8.184788703918457) (533,6.845119476318359) (1090,5.884482383728027) (182,5.815948486328125) (424,5.796648979187012) (72,5.724954605102539) (72,5.724954605102539) (511,5.5012712478637695) (486,5.200366973876953) (230,5.182484149932861) (1400,5.136192321777344) (1384,5.041886329650879) (1512,4.99045991897583)* (1375,4.953726291656494) (1055,4.953130722045898) (3200,4.932436466217041) (982,4.916313171386719) (704,4.8628315925598145) (166,4.845607757568359) (221,4.843815803527832)
586: (841,14.644571304321289) (917,14.385465621948242) (163,11.437027931213379) (707,11.007057189941406) (503,10.387213706970215) (1281,10.103772163391113) (1412,9.978629112243652) (162,9.934429168701172) (1521,9.694931030273438) (583,9.456005096435547) (152,9.448055267333984) (843,9.391307830810547) (12,9.011889457702637)* (370,8.859406471252441) (4273,8.733000755310059) (7056,8.671866416931152) (25,8.65146541595459) (3028,8.650144577026367) (1358,8.605001449584961) (954,8.583023071289062)*
587: (707,16.507675170898438) (498,14.535162925720215) (1672,14.371501922607422) (234,13.905205726623535) (808,13.194345474243164) (230,12.94444465637207) (500,12.805274963378906) (917,12.693912506103516) (517,12.627999305725098)* (978,12.583992004394531) (1131,12.400337219238281) (1044,12.360481262207031) (488,12.317490577697754) (1180,11.854180335998535) (706,11.80034065246582) (813,11.756416320800781) (412,11.726405143737793) (486,11.58948040008545) (815,11.5704345703125)* (816,11.562257766723633)
589: (333,21.116374969482422) (295,19.958984375)* (257,16.771202087402344) (679,16.598989486694336) (302,15.214115142822266) (291,14.26915454864502) (67,13.915532112121582) (67,13.915532112121582) (321,13.66302490234375) (306,13.372001647949219) (681,13.190511703491211) (325,13.084104537963867)* (1459,13.042468070983887) (468,12.927656173706055) (326,12.790270805358887) (908,12.776219367980957) (523,12.74094009399414)* (349,12.731821060180664) (680,12.647602081298828) (464,12.441158294677734)
590: (295,15.9163179397583) (292,15.73684024810791) (302,13.114240646362305)* (344,12.632155418395996) (291,12.48633861541748) (680,11.276641845703125) (325,11.223770141601562) (67,11.036163330078125) (67,11.036163330078125) (464,10.97130012512207)* (349,10.8305082321167)* (378,10.697908401489258) (544,10.687267303466797) (523,10.564254760742188)* (681,10.549331665039062) (318,10.529640197753906) (324,10.450923919677734) (55,10.374484062194824) (298,10.352285385131836) (908,10.262937545776367)
592: (377,13.640031814575195) (173,12.873455047607422) (157,12.808954238891602)* (378,11.634040832519531) (959,11.546093940734863) (518,11.333822250366211) (486,11.323945999145508) (930,11.281967163085938) (1001,10.068045616149902) (707,9.630504608154297) (187,9.38037109375) (877,9.189103126525879) (289,8.9352388381958) (972,8.71549129486084) (917,8.67899227142334) (487,8.55925464630127) (1713,8.475116729736328) (198,8.383882522583008) (511,8.34389591217041) (163,8.170631408691406)
593: (289,22.496139526367188) (89,20.623441696166992) (701,19.36424446105957)* (257,16.931177139282227) (295,16.687328338623047)* (679,16.472270965576172) (292,15.738728523254395) (680,14.296610832214355) (466,13.90928840637207)* (1047,13.856599807739258) (342,13.838971138000488) (641,13.806967735290527) (646,13.66421890258789) (4474,13.624187469482422) (291,13.488686561584473) (1459,13.480145454406738) (67,13.25236701965332) (67,13.25236701965332) (1470,13.224698066711426) (161,13.174671173095703)
594: (917,20.879596710205078) (227,16.27139663696289) (230,16.032926559448242) (498,14.176360130310059) (982,13.426856994628906) (841,13.376411437988281) (808,13.228385925292969) (412,13.185179710388184) (959,13.178356170654297) (1513,12.569512367248535) (1044,12.56137752532959)* (1358,12.488554000854492) (1412,12.375001907348633)* (1406,12.290651321411133)* (488,12.021980285644531)* (378,12.003005981445312) (614,11.895811080932617) (533,11.820655822753906) (517,11.78994369506836) (1104,11.645173072814941)
595: (917,31.320465087890625)* (707,27.42527961730957)* (841,23.596282958984375)* (1369,19.025686264038086)* (918,18.364887237548828)* (706,17.72711753845215) (163,16.976551055908203)* (1360,16.845306396484375) (188,16.558868408203125) (959,15.819461822509766) (1131,15.315034866333008) (1372,14.501598358154297) (198,14.309783935546875) (370,14.106572151184082) (1104,14.09426212310791) (1249,14.072771072387695) (923,14.045475006103516)* (152,14.022867202758789) (954,13.994250297546387)* (503,13.897465705871582)
596: (72,18.204315185546875)* (72,18.204315185546875)* (227,11.766864776611328) (163,10.267518043518066) (159,10.029555320739746)* (3280,9.41682243347168) (154,9.40168571472168) (59,8.739834785461426)* (511,7.675065040588379) (1013,7.628645420074463) (874,7.4362077713012695) (2938,7.153440475463867)* (3201,7.134414196014404) (959,7.113716125488281) (238,7.010097503662109) (98,6.812894821166992) (997,6.542434215545654) (173,6.469701766967773) (851,6.386598587036133) (1707,6.111478805541992)
598: (300,16.101367950439453)* (295,14.458294868469238) (67,13.927993774414062) (67,13.927993774414062) (701,13.107791900634766) (302,10.946968078613281) (306,10.257753372192383) (349,9.54542350769043)* (291,9.498271942138672) (298,9.35028076171875) (498,9.307160377502441)* (548,9.284090995788574) (257,9.281370162963867) (526,8.948095321655273) (157,8.932914733886719) (65,8.678647994995117) (65,8.678647994995117) (325,8.506282806396484) (689,8.318909645080566) (532,8.316319465637207)
601: (603,15.130380630493164) (163,14.299029350280762) (583,13.495014190673828) (7056,12.543474197387695) (2896,12.376805305480957) (565,12.125024795532227) (2030,11.806503295898438) (2605,11.765419006347656) (992,11.405025482177734) (744,11.332822799682617) (581,11.179346084594727) (748,11.043331146240234) (8123,10.977581977844238) (1412,10.953489303588867) (969,10.89731216430664) (2842,10.77660083770752) (1244,10.772241592407227) (227,10.76221752166748) (580,10.731182098388672) (162,10.555892944335938)
602: (217,12.819320678710938) (622,12.496753692626953) (2415,11.76003646850586) (4821,10.625547409057617) (1947,10.019673347473145) (3616,9.89244270324707) (440,9.84640121459961) (6773,9.728236198425293) (629,9.316377639770508) (1633,8.997678756713867) (3364,8.922134399414062) (1645,8.776921272277832) (383,8.751142501831055) (195,8.730416297912598) (1131,8.533064842224121) (977,8.476778030395508) (6906,8.42308235168457) (840,8.401861190795898) (2572,8.36434555053711) (632,8.297703742980957)
603: (227,21.111101150512695) (154,18.079158782958984) (163,15.424779891967773) (1412,12.829168319702148) (234,10.787403106689453) (229,10.517380714416504) (65,10.190730094909668) (65,10.190730094909668) (173,10.181436538696289) (220,9.943028450012207)* (917,9.792872428894043) (868,9.625038146972656) (72,9.316913604736328) (72,9.316913604736328) (159,9.309236526489258) (207,9.279654502868652) (735,8.95494556427002) (706,8.86059856414795) (599,8.712579727172852) (533,8.634445190429688)
604: (289,13.687957763671875)* (89,13.36490535736084)* (157,12.605185508728027) (288,12.32841968536377)* (300,9.718415260314941)* (701,9.392488479614258)* (302,9.36845588684082)* (475,8.420169830322266) (310,7.909468650817871)* (349,7.854551315307617)* (466,7.33755350112915) (294,7.270577430725098) (328,7.265777587890625) (903,6.794832229614258) (329,6.662871360778809) (972,6.425795555114746) (468,6.407036304473877) (227,6.397439956665039) (331,6.3470258712768555) (340,6.264338493347168)
605: (154,21.219858169555664)* (1412,12.81269645690918) (735,10.648529052734375) (868,9.961492538452148) (1512,9.644550323486328) (1090,9.415631294250488) (65,9.362375259399414) (65,9.362375259399414) (229,9.21194076538086)* (212,9.111727714538574) (228,9.021642684936523) (429,8.905585289001465) (424,8.822357177734375) (203,8.790319442749023)* (511,8.773077964782715) (706,8.67981243133545) (436,8.51103401184082) (225,8.375520706176758) (418,7.751104354858398) (190,7.698838233947754)
606: (234,11.472681045532227) (707,10.61978530883789) (173,10.563190460205078) (159,9.450575828552246) (227,9.34165096282959) (163,9.239030838012695) (441,8.906285285949707) (429,8.737852096557617) (198,8.131019592285156) (517,7.895388603210449) (229,7.525374889373779) (1119,7.507999420166016) (220,7.466341018676758) (605,7.460187911987305) (1206,7.260738372802734) (1118,7.231410026550293) (1974,6.997371673583984) (88,6.992606163024902) (1116,6.953843116760254) (197,6.832372665405273)
607: (583,16.65699005126953) (162,16.163908004760742) (1521,15.587247848510742) (3417,15.381095886230469) (3792,15.374582290649414) (3028,15.251656532287598) (7056,15.235710144042969) (2896,13.945430755615234) (2756,13.885449409484863) (8111,13.672168731689453) (4273,13.603561401367188) (6997,13.507833480834961) (163,13.396669387817383) (580,13.252166748046875) (4081,13.227526664733887) (1202,13.088705062866211) (1229,13.029157638549805) (1411,13.02826976776123) (3043,12.980701446533203) (748,12.890508651733398)
608: (278,21.88714027404785) (2179,18.9132022857666) (1613,16.774948120117188) (475,13.154808044433594) (1979,11.846305847167969) (2902,11.388385772705078) (267,11.217363357543945) (1705,10.968450546264648) (592,10.238920211791992) (6626,10.133560180664062) (13303,10.061676025390625) (3462,9.911547660827637) (276,9.801905632019043) (1620,9.5213623046875) (227,9.454516410827637) (910,9.354207038879395) (7054,9.206462860107422) (3227,9.16972541809082) (5382,9.149805068969727) (9679,9.119218826293945)
609: (288,14.073400497436523)* (295,11.88785457611084)* (65,11.209531784057617) (65,11.209531784057617) (207,9.666820526123047) (701,9.570754051208496) (190,9.516993522644043) (227,9.48587703704834) (306,9.470928192138672) (532,8.799924850463867) (548,8.771636009216309) (546,8.656817436218262) (1098,8.631468772888184) (302,8.545516014099121) (3200,8.4373779296875) (173,8.290782928466797) (704,8.269012451171875) (903,8.263518333435059) (2521,8.018348693847656) (324,7.9007110595703125)
611: (757,12.028789520263672) (548,11.794387817382812) (1075,10.649177551269531) (229,9.820541381835938) (173,9.710211753845215) (58,9.62974739074707)* (58,9.62974739074707)* (423,9.609045028686523) (1098,9.234780311584473) (546,9.2177734375) (690,9.193036079406738) (1379,9.15400218963623) (182,9.107656478881836) (362,8.853111267089844) (1990,8.777214050292969) (64,8.672050476074219) (64,8.672050476074219) (703,8.593027114868164)* (1983,8.469696044921875) (238,8.465702056884766)
612: (67,15.998624801635742) (67,15.998624801635742) (333,13.61479377746582) (292,12.987403869628906) (295,12.579483032226562) (548,11.769497871398926) (2521,10.61806583404541) (903,10.379255294799805) (1098,10.212532043457031)* (362,10.152531623840332) (302,10.110740661621094) (324,10.109686851501465) (466,9.837404251098633) (306,9.82286548614502)* (3200,9.805545806884766) (690,9.791229248046875) (228,9.765983581542969)* (182,9.447061538696289) (4704,9.417496681213379) (207,9.394580841064453)*
613: (227,24.026973724365234) (163,15.229598045349121) (1412,14.383320808410645) (154,12.478986740112305) (599,11.782971382141113) (959,9.388532638549805) (159,8.96695327758789) (234,8.385680198669434) (511,8.294618606567383) (429,8.27108383178711) (1639,8.190878868103027) (706,8.089273452758789) (917,8.016186714172363) (533,7.548681259155273) (441,7.472814559936523) (733,7.368754863739014) (436,7.3468098640441895) (863,7.321486949920654) (614,7.256491661071777) (562,7.144374370574951)
614: (498,24.113697052001953) (377,21.30490493774414) (816,18.146207809448242) (486,17.995737075805664) (488,17.92092514038086)* (1180,17.900081634521484) (808,17.239871978759766) (190,16.99466896057129) (1186,16.62080955505371) (230,16.462623596191406) (412,16.277421951293945) (1044,15.874692916870117) (2661,15.661067008972168) (536,15.132684707641602)* (517,15.038691520690918)* (815,14.764107704162598)* (1200,14.643791198730469) (6120,14.476812362670898) (982,14.345793724060059) (1854,14.299481391906738)*
616: (841,21.27828598022461)* (1358,17.52284812927246) (706,17.481863021850586) (1369,16.959312438964844) (188,15.330223083496094) (198,15.106224060058594) (1131,14.836965560913086)* (163,14.215373992919922) (1412,13.753971099853516) (923,13.588069915771484) (503,13.581893920898438)* (234,13.57327651977539) (1249,13.392480850219727) (152,13.314541816711426) (1372,13.305153846740723) (614,12.734504699707031) (383,12.472227096557617) (1206,12.38409423828125) (812,12.371944427490234) (959,12.274765014648438)
617: (67,16.423015594482422)* (67,16.423015594482422)* (289,15.806594848632812) (55,12.566512107849121)* (300,12.137798309326172) (375,11.849832534790039) (2094,11.666099548339844) (701,10.960620880126953) (279,10.955731391906738) (306,10.365894317626953) (285,10.138540267944336) (1098,10.107129096984863) (157,9.896329879760742) (302,9.812688827514648) (466,9.647892951965332) (331,9.613767623901367) (333,9.525278091430664) (2101,9.325325965881348) (296,9.27575397491455) (3324,9.207276344299316)
618: (4271,16.14559555053711) (3028,14.873893737792969) (162,14.676258087158203) (3792,12.777223587036133) (583,12.473577499389648) (3417,12.133172035217285) (748,11.691917419433594) (11859,11.573418617248535) (1521,11.55090618133545) (4887,11.19831371307373) (7056,11.048616409301758) (841,11.025829315185547) (1541,11.022642135620117) (45,10.963608741760254) (6997,10.915258407592773) (1202,10.914960861206055) (3809,10.875955581665039) (2756,10.826546669006348) (6759,10.7589750289917) (845,10.736230850219727)
619: (65,14.260438919067383) (65,14.260438919067383) (225,11.926467895507812) (1400,10.806753158569336) (533,10.768267631530762) (173,10.432616233825684) (159,10.218558311462402) (418,10.01517391204834) (203,9.954560279846191) (425,9.666484832763672)* (220,9.347277641296387) (1048,8.700638771057129) (199,8.688425064086914) (182,8.661312103271484) (210,8.361185073852539) (1515,8.072134017944336) (709,7.927796363830566) (982,7.814206123352051) (1106,7.796064376831055) (436,7.7748541831970215)
620: (377,11.384381294250488) (289,11.367551803588867)* (333,10.648571968078613)* (498,10.34530258178711)* (190,10.217611312866211) (67,10.17013168334961)* (67,10.17013168334961)* (157,8.557353973388672) (466,8.510653495788574) (295,8.294675827026367) (701,8.214115142822266)* (191,8.16513729095459) (972,8.156438827514648) (7,8.005941390991211) (306,7.995833396911621)* (704,7.866844654083252) (328,7.675439834594727) (230,7.472382545471191) (1379,7.448993682861328) (488,7.375151634216309)
621: (89,19.81580352783203)* (295,14.984383583068848)* (67,14.530643463134766) (67,14.530643463134766) (333,14.502246856689453) (466,12.490913391113281) (377,12.421073913574219)* (701,12.12954044342041) (302,11.159530639648438)* (157,11.132560729980469) (461,10.947704315185547) (306,10.813969612121582) (679,9.648141860961914)* (475,9.368141174316406) (972,9.092057228088379) (328,8.989424705505371) (325,8.97253704071045) (257,8.873311996459961) (161,8.786149978637695) (310,8.420316696166992)
622: (227,15.566039085388184)* (418,9.386764526367188) (441,9.246176719665527) (429,9.132318496704102)* (159,8.300525665283203)* (234,8.264445304870605) (1131,7.832780361175537) (226,7.5675201416015625) (857,7.39707612991333)* (614,7.3262739181518555) (1412,7.322009086608887) (863,7.045392036437988) (207,6.982458114624023) (220,6.936706066131592) (225,6.7973127365112305) (88,6.67572546005249) (868,6.663366794586182) (605,6.635533332824707) (632,6.5154924392700195) (222,6.409466743469238)
623: (1412,13.60204792022705) (212,9.28729248046875) (152,9.143363952636719)* (599,8.89775562286377) (735,8.644372940063477) (917,8.607197761535645) (959,8.439098358154297) (418,8.377298355102539) (441,8.336641311645508) (1639,8.246557235717773) (162,8.193374633789062) (1369,8.182296752929688) (707,8.111987113952637) (233,8.063617706298828) (562,8.050437927246094) (614,7.944035530090332) (234,7.7554450035095215)* (206,7.626394271850586) (220,7.487989902496338) (429,7.483362197875977)
624: (227,10.081165313720703) (72,7.846736907958984)* (72,7.846736907958984)* (707,7.712306022644043) (190,7.624226093292236) (234,7.35589599609375) (917,7.221554756164551) (868,6.785045146942139) (706,6.536409854888916) (173,6.368259906768799) (220,6.366391658782959) (533,6.330010414123535) (1412,6.051690101623535) (614,5.8754777908325195) (511,5.671193599700928) (159,5.490057945251465)* (1104,5.48997163772583) (1131,5.029742240905762) (436,4.937957286834717) (1513,4.863626480102539)
625: (622,15.895035743713379) (217,13.284158706665039) (604,12.04929256439209) (1627,11.864906311035156) (757,11.665821075439453)* (227,11.37136459350586) (703,11.321943283081055) (1098,11.214431762695312) (84,11.180538177490234) (1943,10.768892288208008) (433,10.4674711227417) (2083,10.20539379119873) (1155,9.873680114746094) (3693,9.868850708007812) (423,9.7138032913208) (1633,9.662946701049805) (618,9.366884231567383) (629,9.352815628051758) (632,9.234996795654297)* (429,9.088693618774414)
627: (72,8.064224243164062) (72,8.064224243164062) (707,7.051547050476074) (51,6.193019866943359) (1369,6.061155796051025) (2787,5.7853264808654785) (1412,5.75590181350708) (1079,5.748856544494629) (1358,5.6369123458862305) (157,5.5662431716918945) (1131,5.467795372009277) (717,5.186476707458496) (506,5.115124225616455) (2936,5.067640781402588) (712,5.00639009475708) (868,4.985800743103027) (1104,4.824966907501221) (2558,4.801280498504639) (718,4.761420249938965) (1366,4.745905876159668)
628: (227,15.151895523071289) (173,12.680561065673828) (207,12.653371810913086)* (418,11.313794136047363)* (225,10.344852447509766)* (228,10.323028564453125) (1098,10.108312606811523) (429,10.021787643432617) (1400,9.787004470825195) (1090,9.500238418579102) (425,8.912982940673828) (203,8.836219787597656) (81,8.755573272705078) (238,8.25493335723877) (689,8.22022533416748) (56,7.993067741394043) (56,7.993067741394043) (599,7.906818389892578) (511,7.84576416015625) (1512,7.829624176025391)
629: (1412,19.343441009521484)* (154,18.137683868408203)* (163,17.509876251220703)* (220,15.215516090393066) (533,15.204497337341309) (234,15.092353820800781) (230,13.784723281860352) (1249,13.544857025146484) (959,13.079633712768555) (190,12.596885681152344) (229,12.497856140136719) (1512,12.364644050598145) (511,12.336793899536133) (159,12.136455535888672) (1090,12.012792587280273)* (614,11.847753524780273) (316,11.676164627075195) (1513,11.38417911529541) (3747,11.323532104492188) (562,11.253881454467773)
631: (707,19.299325942993164)* (1412,19.0859375)* (163,18.99127769470215) (1249,17.664440155029297) (220,17.429195404052734) (868,15.636687278747559) (982,15.497937202453613)* (154,15.207208633422852)* (735,13.913119316101074) (1513,13.877264976501465) (951,13.479473114013672) (228,13.329105377197266)* (1369,13.240151405334473) (229,12.883060455322266)* (562,12.729799270629883) (1244,12.33012866973877) (718,11.819991111755371) (1358,11.76234245300293)* (436,11.754621505737305) (412,11.672076225280762)
632: (289,24.10521125793457)* (461,13.608633041381836)* (679,12.69200325012207) (349,12.266923904418945)* (157,11.495279312133789) (498,11.26233196258545)* (543,10.360050201416016) (320,10.32685661315918) (523,10.156416893005371) (908,9.976036071777344) (328,9.916799545288086) (318,9.87779426574707)* (475,9.857015609741211) (802,9.824469566345215) (301,9.734177589416504) (544,9.656112670898438) (290,9.410390853881836) (1042,9.351155281066895) (456,9.343978881835938) (1032,9.229202270507812)
633: (412,21.658878326416016) (816,20.53578758239746) (1866,20.045337677001953) (1186,19.98882293701172) (1180,19.413978576660156) (500,19.037660598754883) (198,18.843463897705078) (808,18.777217864990234)* (488,18.496414184570312) (2661,18.301088333129883) (1185,17.597198486328125) (333,17.3929500579834) (830,17.342432022094727) (687,17.15410041809082) (2352,17.021011352539062) (540,17.0113468170166) (3928,16.891347885131836) (1200,16.81035804748535) (501,16.767309188842773) (371,16.742910385131836)
634: (289,21.31380844116211) (288,18.229915618896484) (295,17.04739761352539) (701,16.27783203125) (67,16.257980346679688) (67,16.257980346679688) (679,14.750758171081543) (292,14.659255981445312) (230,14.154203414916992) (461,13.959834098815918) (302,13.726156234741211) (378,13.67837905883789) (466,13.615205764770508) (65,13.556886672973633)* (65,13.556886672973633)* (641,13.384317398071289) (291,12.853979110717773) (475,12.813072204589844) (306,12.55770206451416) (455,12.368855476379395)
635: (154,17.62834358215332) (163,16.00902557373047) (1412,15.288690567016602) (599,12.027040481567383) (735,11.461835861206055) (234,10.404808044433594) (533,10.365320205688477) (212,10.3281831741333)* (159,10.247976303100586)* (220,10.174430847167969) (959,9.906932830810547) (511,9.896618843078613)* (706,9.624320030212402) (229,9.208599090576172) (228,8.927051544189453) (424,8.794675827026367) (1512,8.73959732055664) (1090,8.511865615844727) (436,8.249678611755371) (562,8.24579906463623)
636: (289,15.348528861999512)* (300,10.759594917297363) (55,10.326984405517578)* (302,10.22608757019043) (306,10.13438606262207) (333,9.109556198120117) (349,8.832390785217285)* (310,8.266622543334961)* (327,8.175530433654785) (466,8.174507141113281) (294,8.024372100830078)* (291,7.843405723571777)* (328,7.683111667633057) (378,7.604053497314453) (468,7.566664695739746) (907,7.462117671966553) (285,7.27175235748291) (543,7.199690818786621) (525,7.1722822189331055) (475,7.087272644042969)
637: (227,23.498842239379883) (163,17.64470863342285) (1412,17.074832916259766) (707,16.545452117919922) (1249,13.92338752746582)* (1369,13.218485832214355) (1358,12.61113166809082) (868,12.165207862854004) (220,11.432916641235352) (562,10.975516319274902) (533,10.349472999572754) (230,10.172142028808594) (212,9.799325942993164) (1639,9.6731595993042) (2343,9.492216110229492) (1244,9.44219970703125) (718,9.076150894165039) (599,9.025474548339844) (198,8.787572860717773) (2346,8.786111831665039)*
638: (292,18.125417709350586)* (466,13.785982131958008)* (679,11.38925838470459)* (543,10.667624473571777)* (320,10.581849098205566) (157,10.01384449005127) (456,9.961312294006348) (802,9.865728378295898) (525,9.806235313415527) (310,9.781790733337402) (327,9.767526626586914) (1032,9.731745719909668) (1580,9.556571960449219)* (1042,9.51904296875) (318,9.473834991455078)* (1456,9.425935745239258) (332,9.408876419067383) (326,9.300436973571777) (2020,9.160768508911133) (544,9.155233383178711)*
639: (3046,15.703836441040039) (72,15.534523010253906) (72,15.534523010253906) (487,13.311107635498047) (2747,13.075225830078125) (45,12.41653823852539) (1786,12.161606788635254) (190,12.097389221191406) (2667,11.77340030670166) (173,11.276376724243164) (757,11.087675094604492)* (1292,10.901633262634277) (3833,10.839211463928223) (9,10.764134407043457) (2154,10.693696022033691) (390,10.69212532043457) (3109,10.61658000946045) (238,10.394834518432617) (9718,10.117210388183594) (460,9.995200157165527)
