userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,32.04536819458008) (175,31.976829528808594) (51,31.805654525756836)* (157,31.769336700439453) (1836,31.647449493408203) (193,31.518014907836914) (1394,31.508024215698242) (1009,31.30048179626465) (993,31.26662826538086) (1795,31.23754119873047) (511,31.23424530029297) (187,31.209806442260742) (1156,30.946598052978516) (1122,30.911243438720703) (1098,30.80465316772461) (155,30.78659439086914) (1395,30.76462745666504) (722,30.73705291748047) (3501,30.72675323486328) (70,30.61557960510254)*
537: (89,31.96128273010254)* (333,31.458389282226562) (704,31.197927474975586) (374,31.01766586303711) (295,30.76981544494629) (2020,30.681188583374023) (524,30.622407913208008) (377,30.589818954467773) (1246,30.553077697753906) (375,30.53610610961914) (1047,30.462732315063477) (302,30.22640037536621) (325,30.17402458190918)* (486,30.145357131958008) (67,30.058244705200195) (67,30.058244705200195) (686,30.0429744720459) (298,30.003965377807617) (481,29.896034240722656) (464,29.874465942382812)*
538: (295,27.965360641479492)* (317,27.934375762939453) (314,27.932809829711914) (352,27.620922088623047)* (1037,27.61981773376465)* (331,27.347126007080078) (327,27.33844566345215) (544,27.227018356323242) (333,27.053905487060547)* (349,27.026458740234375) (332,26.989797592163086) (1444,26.97173309326172) (1613,26.927318572998047) (308,26.908248901367188) (161,26.904369354248047) (458,26.850019454956055) (5988,26.831512451171875) (1449,26.780067443847656) (257,26.730382919311523) (4814,26.59381675720215)
539: (1713,33.78281784057617)* (187,33.75981903076172) (173,32.073387145996094) (1410,32.01414489746094) (722,31.981557846069336) (1797,31.972963333129883) (157,31.921186447143555) (64,31.88947868347168) (64,31.88947868347168) (1795,31.864965438842773) (529,31.806766510009766) (7,31.76552391052246) (193,31.596221923828125) (1379,31.40581703186035)* (159,31.33847999572754)* (77,31.286365509033203) (77,31.286365509033203) (1061,31.26561164855957)* (63,31.244081497192383) (63,31.244081497192383)
540: (59,31.91896629333496)* (1886,31.367801666259766) (441,31.194717407226562) (1083,30.92352867126465)* (1073,30.85263442993164) (2531,30.60467529296875)* (997,30.53392791748047) (599,30.431934356689453)* (1888,30.360727310180664) (1062,30.275983810424805) (8583,30.25519371032715) (874,30.193429946899414) (172,30.14567756652832) (861,30.1247615814209) (3201,30.027729034423828) (1504,30.002151489257812) (1075,29.748899459838867)* (1213,29.587888717651367)* (1534,29.52227210998535) (173,29.319171905517578)*
541: (1426,33.98280334472656) (1372,33.11956787109375)* (215,32.40854263305664) (1110,32.39614486694336) (1413,32.33257293701172) (614,32.215633392333984)* (3481,32.18646240234375) (2786,32.145442962646484) (920,31.968421936035156) (1411,31.874507904052734)* (4124,31.869247436523438) (6959,31.725582122802734) (734,31.394390106201172) (917,31.35817527770996) (2901,31.24354362487793) (730,31.203216552734375) (2265,31.152803421020508) (511,31.079627990722656) (6957,31.05058479309082) (2013,31.038578033447266)
542: (1475,29.509431838989258) (2182,29.476703643798828) (375,29.3533935546875) (265,28.876907348632812) (161,28.82436752319336) (180,28.757722854614258) (3324,28.74283790588379) (295,28.697603225708008) (89,28.650955200195312) (288,28.648767471313477) (300,28.603458404541016) (466,28.538467407226562) (2046,28.448043823242188) (374,28.429489135742188) (400,28.41390609741211) (292,28.35676383972168) (679,28.301013946533203)* (389,28.288862228393555) (378,28.241518020629883) (67,28.202346801757812)
543: (65,33.3135871887207)* (65,33.3135871887207)* (1098,32.70582962036133)* (210,32.584068298339844) (170,32.36320495605469) (159,32.20587921142578) (1099,32.0659294128418) (432,31.946779251098633) (228,31.90856170654297) (450,31.895612716674805) (56,31.790157318115234) (56,31.790157318115234) (436,31.64280128479004) (757,31.600419998168945) (961,31.59697151184082) (533,31.537519454956055) (238,31.531888961791992) (1075,31.496456146240234) (1231,31.487628936767578) (81,31.47087860107422)
544: (2608,31.9938907623291) (2582,31.45631217956543) (1376,31.41913604736328) (501,31.118877410888672) (2610,30.86484146118164) (182,30.73150062561035) (4074,30.709815979003906) (210,30.531160354614258)* (1116,30.435115814208984) (768,30.425437927246094) (229,30.35053062438965) (225,30.146503448486328) (228,30.094968795776367) (6453,29.974946975708008) (1191,29.821565628051758) (3797,29.808176040649414) (1375,29.772369384765625) (540,29.770837783813477) (6920,29.744325637817383) (154,29.717700958251953)
545: (230,32.07194900512695) (209,31.80703353881836)* (966,31.71048927307129)* (536,31.649072647094727) (499,31.046274185180664) (472,30.96138572692871)* (518,30.73381233215332)* (1905,30.681495666503906) (493,30.63633155822754) (1852,30.481508255004883)* (3859,30.445207595825195)* (1672,30.283418655395508) (403,30.27276039123535)* (2352,30.263185501098633) (808,29.97344398498535) (490,29.952646255493164)* (65,29.903114318847656) (65,29.903114318847656) (1874,29.832517623901367) (198,29.759645462036133)
546: (370,34.0356559753418) (1132,33.89366149902344) (15,33.08892059326172) (920,33.04661178588867) (2654,32.82268142700195)* (1214,32.3763313293457) (25,32.16162109375) (1994,32.146915435791016) (1110,31.860271453857422) (2757,31.79645538330078) (843,31.75656509399414) (186,31.72858428955078) (707,31.69891929626465) (2381,31.659250259399414) (956,31.648258209228516) (1119,31.618738174438477) (3417,31.559833526611328) (1134,31.535308837890625) (883,31.531932830810547) (2763,31.518449783325195)
547: (859,32.283931732177734) (206,32.27581787109375) (630,32.139278411865234) (1426,32.114810943603516) (1216,31.931392669677734) (2624,31.682104110717773) (2375,31.6762752532959) (562,31.658588409423828)* (868,31.619476318359375) (212,31.52907943725586) (234,31.429210662841797) (2637,31.386722564697266) (2475,31.372817993164062) (1131,31.370729446411133) (154,31.319536209106445) (4675,31.317615509033203) (1974,31.250511169433594) (1976,31.151023864746094)* (436,31.141042709350586)* (227,31.09383773803711)*
548: (1521,31.111122131347656) (1528,30.70267105102539) (4271,30.264617919921875) (1533,30.192495346069336) (1261,29.83323860168457) (4272,29.799795150756836) (12,29.531808853149414)* (1531,29.38545799255371) (1260,29.313121795654297) (3636,29.27040672302246) (1257,29.256515502929688) (2835,29.214574813842773) (1281,29.19036865234375) (1532,29.086158752441406) (6258,29.053253173828125) (1535,29.012802124023438) (8341,28.966527938842773) (923,28.910924911499023) (2765,28.873775482177734) (821,28.8648681640625)
549: (1412,33.03294372558594) (717,32.246952056884766) (712,32.05733108520508) (2347,31.994937896728516) (951,31.97857666015625) (562,31.79290008544922) (1122,31.69729995727539) (192,31.63068962097168) (4130,31.535564422607422) (733,31.466947555541992) (2013,31.463939666748047)* (706,31.413450241088867) (607,31.278770446777344) (176,31.213436126708984)* (1369,31.055177688598633) (1639,31.04551887512207) (2343,31.039819717407227) (730,30.756832122802734) (735,30.72422981262207) (2444,30.64400291442871)
550: (918,34.21429443359375) (949,33.84981918334961) (917,33.48777770996094)* (1527,32.99077224731445)* (1261,32.46955490112305)* (821,32.433284759521484)* (1372,32.39189910888672) (1281,32.38846206665039) (1521,32.27159881591797) (706,32.0833854675293)* (956,31.46194839477539) (1522,31.426815032958984)* (3637,31.390844345092773) (1533,31.390607833862305) (1974,31.315120697021484) (724,31.29949378967285) (15,31.133914947509766) (2360,31.06290054321289) (25,31.03731346130371) (1975,31.012271881103516)
551: (377,33.20856857299805) (230,32.74345016479492) (486,32.201438903808594)* (371,31.61635398864746) (1854,31.497604370117188)* (412,31.466821670532227) (536,31.33655548095703) (808,31.181961059570312)* (488,31.126571655273438) (540,30.933818817138672) (1246,30.836727142333984) (481,30.822935104370117) (2352,30.67694854736328) (1905,30.664995193481445) (403,30.648218154907227) (472,30.615524291992188) (1179,30.53556251525879) (5310,30.48172378540039) (497,30.105398178100586) (378,30.086488723754883)
552: (3123,24.98778533935547) (12015,24.88107681274414) (12009,24.670562744140625) (12014,24.65052032470703) (12016,24.645965576171875) (12007,24.643817901611328) (12010,24.496129989624023) (12012,24.485248565673828) (12011,24.459651947021484) (3209,24.405231475830078) (12849,24.290382385253906) (12860,24.259235382080078) (12852,24.23430633544922) (12851,24.21646499633789) (12839,24.197555541992188) (12848,24.19409942626953) (12856,24.190391540527344) (12843,24.167747497558594) (7981,24.129905700683594)* (12853,24.119060516357422)
553: (7390,26.17436408996582) (3951,25.92755699157715) (1449,25.9027156829834) (4707,25.725910186767578) (7301,25.500350952148438) (2018,25.36257553100586) (3833,25.358884811401367) (5683,25.27737808227539) (6313,25.14723014831543) (541,24.972684860229492) (10436,24.94891357421875) (6309,24.94884490966797) (3576,24.875715255737305) (3572,24.848098754882812) (4309,24.743972778320312) (3367,24.699661254882812) (308,24.601396560668945) (972,24.599773406982422) (638,24.560577392578125) (4502,24.541160583496094)
555: (352,28.190265655517578) (323,28.150691986083984)* (3576,27.970298767089844) (535,27.94304084777832) (308,27.939777374267578) (1602,27.604820251464844) (1601,27.554414749145508) (294,27.510862350463867) (299,27.40386962890625) (906,27.347949981689453)* (349,27.290374755859375) (55,27.153417587280273) (543,27.146921157836914) (5535,27.144323348999023) (674,27.141265869140625) (67,27.0548152923584) (67,27.0548152923584) (701,27.013872146606445) (257,26.904266357421875) (5533,26.90130043029785)
556: (190,30.57098960876465) (3769,30.25973892211914) (961,30.24933433532715) (5474,30.154937744140625) (697,30.124042510986328) (2978,30.030014038085938) (162,29.99510383605957) (1875,29.969778060913086) (3617,29.86370277404785) (81,29.819477081298828) (423,29.65981101989746) (5480,29.647167205810547) (154,29.519956588745117) (2607,29.451736450195312) (3890,29.38249969482422) (1700,29.379594802856445)* (1377,29.34956932067871) (182,29.33379554748535) (5472,29.255413055419922) (486,29.255247116088867)
557: (9,34.10909652709961) (515,33.84685516357422) (2,33.079689025878906) (3184,33.0777587890625) (30,32.67205810546875) (36,32.60139083862305) (4871,32.600215911865234) (4872,32.567665100097656) (522,32.522247314453125) (878,32.431053161621094) (13,32.32950973510742) (39,32.17951965332031) (1714,32.02250289916992) (1297,31.875152587890625) (8149,31.862388610839844) (3988,31.684253692626953) (1203,31.64679718017578) (27,31.566566467285156) (153,31.483665466308594) (1083,31.4710636138916)
558: (3313,31.898468017578125) (67,31.742889404296875)* (67,31.742889404296875)* (180,31.52263641357422) (2031,31.389163970947266) (258,31.337400436401367) (1081,31.285892486572266) (1464,31.08111000061035) (6722,30.944368362426758) (77,30.50183868408203) (77,30.50183868408203) (792,30.42347526550293) (55,30.210567474365234) (1825,30.16404151916504) (176,30.14719009399414) (5775,30.132816314697266) (3878,30.109617233276367) (3674,30.070100784301758) (677,29.987728118896484) (265,29.96478843688965)
559: (735,31.728652954101562)* (2899,31.05084800720215) (868,30.983535766601562) (857,30.652864456176758) (554,30.59800148010254) (2127,30.53948402404785) (709,30.357988357543945) (1639,30.337852478027344) (96,30.31133270263672) (718,30.198440551757812) (1244,30.1760196685791) (2855,30.13015365600586) (2786,29.920019149780273) (212,29.90959930419922) (562,29.762807846069336) (1814,29.74631690979004) (234,29.711679458618164) (1415,29.67530632019043) (4541,29.54749870300293)* (1804,29.482702255249023)*
560: (72,34.265113830566406)* (72,34.265113830566406)* (233,33.61719512939453) (173,33.54874801635742) (450,33.099063873291016) (441,32.97597122192383) (190,32.85635757446289) (7,32.686397552490234)* (59,32.6662712097168)* (1075,32.53386306762695) (599,32.27538299560547) (154,32.19951248168945) (172,32.19658660888672) (420,32.01558303833008) (4025,31.993240356445312) (234,31.9512882232666) (1713,31.864883422851562) (1886,31.862382888793945) (1534,31.70807456970215) (875,31.609996795654297)
561: (2179,27.548320770263672) (3317,27.007556915283203) (6387,26.925668716430664) (14749,26.750898361206055) (5038,26.56800651550293) (1613,26.5247802734375) (14748,26.425369262695312) (331,25.91279411315918) (3314,25.791662216186523) (907,25.708209991455078) (14366,25.68497657775879) (278,25.53797721862793) (330,25.38413429260254) (10912,25.3386287689209) (5679,25.165985107421875) (7433,25.1380615234375) (6562,25.120960235595703) (8188,25.043785095214844) (6618,24.981718063354492) (4617,24.91659927368164)
562: (1489,31.675554275512695) (2439,30.658483505249023) (2437,30.499797821044922)* (2449,30.066926956176758)* (1459,30.051387786865234) (2451,29.755001068115234) (3598,29.33473014831543) (9417,29.205772399902344) (2454,28.87729835510254) (1694,28.77243423461914) (2467,28.743196487426758)* (2447,28.67782211303711) (3581,28.571455001831055) (2457,28.44517707824707) (3583,28.265758514404297) (2466,28.247817993164062) (291,28.23898696899414) (4542,28.23262596130371) (3593,28.175813674926758) (2977,28.008861541748047)
563: (975,33.126930236816406) (1244,33.05335235595703) (2459,33.02674865722656) (2864,33.01558303833008) (2842,32.92225646972656) (212,32.60908508300781) (3019,32.585269927978516) (1639,32.303497314453125) (617,32.18787384033203) (1426,32.07078170776367) (735,31.982786178588867) (986,31.887325286865234) (610,31.851726531982422) (733,31.759597778320312) (2902,31.61290740966797) (578,31.594806671142578) (11124,31.5750732421875) (570,31.461746215820312) (3001,31.442481994628906) (4541,31.43448829650879)
565: (72,33.24250411987305)* (72,33.24250411987305)* (1001,33.11250305175781) (51,32.53759002685547) (1062,32.3952522277832) (3201,32.15346908569336) (99,32.069091796875) (2531,31.998985290527344) (1014,31.880273818969727) (1075,31.628604888916016) (1073,31.289207458496094)* (429,31.251245498657227) (64,31.11994171142578)* (64,31.11994171142578)* (193,30.985925674438477) (985,30.891794204711914) (4732,30.88692855834961) (2938,30.88140296936035) (441,30.833362579345703) (1394,30.77240562438965)
566: (194,32.50333786010742) (1534,32.2096061706543) (163,32.12080383300781) (8042,32.118675231933594) (1109,32.03767776489258) (215,32.025062561035156) (1118,32.002105712890625) (715,31.995576858520508) (81,31.78296661376953) (173,31.768308639526367) (450,31.751733779907227) (614,31.738113403320312) (511,31.65879249572754) (159,31.627826690673828)* (726,31.420635223388672) (190,31.350107192993164) (233,31.333736419677734) (4872,31.317062377929688) (156,31.297887802124023) (858,31.234785079956055)
567: (199,32.37776184082031)* (3258,31.93964958190918)* (416,31.87602996826172) (1957,31.86570930480957) (211,31.854251861572266)* (434,31.77875328063965) (615,31.660165786743164)* (1949,31.390869140625) (2415,31.298004150390625) (223,31.22603416442871) (629,31.09039306640625) (2424,30.991243362426758) (1944,30.988040924072266) (1239,30.95123863220215) (1159,30.855484008789062) (1632,30.79399871826172)* (1164,30.72846794128418) (618,30.72020149230957)* (10610,30.714385986328125) (859,30.63499641418457)*
568: (65,32.95112609863281) (65,32.95112609863281) (157,32.321990966796875) (1122,32.130950927734375) (1384,31.90416145324707) (429,31.604894638061523) (155,31.592212677001953) (99,31.44753074645996) (67,31.422931671142578)* (67,31.422931671142578)* (159,31.384084701538086) (3889,31.325164794921875) (3201,31.246488571166992) (900,31.170351028442383) (227,31.153364181518555) (229,31.00901222229004) (72,30.999719619750977)* (72,30.999719619750977)* (689,30.93285369873047) (1098,30.87177848815918)
569: (342,29.643054962158203) (261,29.379350662231445) (1775,29.113628387451172) (714,29.076929092407227) (2986,28.98996353149414) (291,28.81719970703125) (913,28.777067184448242) (1241,28.771408081054688) (300,28.690906524658203)* (67,28.671558380126953)* (67,28.671558380126953)* (89,28.5754451751709)* (708,28.56866455078125) (320,28.56252098083496) (1681,28.54909896850586) (184,28.539127349853516) (311,28.508333206176758) (2082,28.408733367919922) (161,28.39242172241211) (455,28.390695571899414)
570: (475,33.68241500854492)* (2179,32.30472183227539) (330,31.76824188232422)* (278,31.60496711730957)* (527,31.2725772857666)* (3317,30.025657653808594) (2923,29.932518005371094) (547,29.813602447509766) (1444,29.76934814453125) (250,29.727378845214844) (1433,29.6893253326416) (1455,29.589902877807617)* (9384,29.56667709350586) (328,29.480690002441406)* (2919,29.35198974609375) (13292,29.18250274658203) (7766,29.120649337768555) (5988,28.994983673095703) (6626,28.962329864501953) (959,28.949403762817383)
571: (906,30.672372817993164) (535,30.562435150146484) (302,30.46404457092285) (298,30.173011779785156)* (310,30.15089988708496)* (523,29.950632095336914) (534,29.924169540405273) (1601,29.808319091796875) (306,29.746536254882812)* (2094,29.729751586914062) (340,29.674428939819336) (2523,29.629146575927734) (296,29.40023422241211) (972,29.339017868041992) (903,29.333818435668945) (300,29.318544387817383)* (798,29.131488800048828) (257,29.125518798828125) (293,29.101350784301758) (291,29.031980514526367)
572: (532,30.390676498413086) (55,30.3083553314209)* (289,30.307723999023438)* (4704,29.946561813354492)* (2083,29.647212982177734) (2521,29.645668029785156) (292,29.634464263916016)* (544,29.544721603393555) (1243,29.48303985595703) (526,29.303142547607422) (333,29.0894775390625) (525,29.02425193786621) (2543,28.9854793548584) (1037,28.853492736816406) (352,28.83595848083496)* (461,28.763505935668945)* (704,28.741588592529297) (323,28.70565414428711) (530,28.690187454223633) (689,28.62215805053711)
573: (2919,29.462324142456055) (1402,29.118019104003906) (331,28.874713897705078) (2236,27.937332153320312) (3317,27.911027908325195) (2222,27.89067268371582) (267,27.857240676879883) (1641,27.849184036254883)* (9907,27.816499710083008) (2226,27.79581069946289)* (7766,27.70077896118164) (2247,27.617387771606445) (1620,27.534351348876953) (547,27.44751739501953) (6384,27.31629180908203) (4344,27.256223678588867) (1979,27.246337890625) (3316,27.24562644958496) (527,27.127073287963867) (2220,27.099878311157227)
574: (2080,30.95897102355957)* (4850,30.782928466796875) (932,30.56824493408203) (4823,30.4730281829834)* (5087,30.33304214477539) (5226,30.321332931518555) (1046,30.27251625061035) (1247,30.120384216308594) (3382,29.919279098510742) (1809,29.86602210998535) (1681,29.718948364257812) (1241,29.67935562133789) (472,29.610851287841797) (412,29.581167221069336) (2655,29.578590393066406) (2797,29.544532775878906) (1246,29.508926391601562) (1659,29.48464012145996) (1866,29.43524742126465) (1672,29.424287796020508)
575: (377,33.678810119628906) (65,33.13755798339844) (65,33.13755798339844) (907,32.42108154296875) (187,32.409908294677734)* (1713,32.399200439453125)* (64,32.38816452026367) (64,32.38816452026367) (1104,32.20368957519531) (1099,32.15909957885742) (55,32.1448974609375) (722,32.12186050415039) (295,31.964332580566406) (173,31.931921005249023) (229,31.825096130371094) (475,31.776147842407227)* (1009,31.6468563079834) (292,31.536767959594727)* (538,31.488365173339844)* (300,31.42296600341797)
576: (1801,29.39229965209961) (4316,28.753135681152344) (3995,28.324562072753906) (81,28.237632751464844) (1833,28.12816047668457) (38,28.11450958251953) (5447,27.982114791870117) (1790,27.655742645263672)* (13454,27.605209350585938) (3310,27.483131408691406) (238,27.431665420532227) (57,27.409137725830078) (8513,27.311946868896484) (986,27.071941375732422) (3992,27.044300079345703) (214,27.039888381958008) (5237,27.0091552734375) (4997,26.999286651611328) (864,26.99721908569336) (10663,26.975536346435547)
577: (238,33.02605438232422)* (858,32.63115310668945) (1790,32.471588134765625) (173,32.29323196411133) (1787,32.167015075683594)* (986,31.924482345581055) (715,31.591020584106445) (13888,31.58542251586914) (878,31.469322204589844) (867,31.437477111816406) (166,31.302581787109375) (190,31.259044647216797)* (1707,31.171432495117188) (8042,31.16099739074707) (961,31.020469665527344) (450,31.001789093017578) (70,30.930328369140625) (233,30.927446365356445) (3988,30.883892059326172) (156,30.821514129638672)
578: (687,31.7211971282959)* (1038,31.22756004333496) (691,30.9143009185791) (481,30.858596801757812) (1043,30.50278663635254)* (1246,30.338623046875) (2653,30.17904281616211) (704,30.14504623413086) (680,29.91523551940918) (333,29.837833404541016) (5253,29.7432861328125) (1047,29.735795974731445) (2839,29.703815460205078) (679,29.681949615478516) (682,29.599700927734375) (486,29.50956916809082) (1189,29.36275291442871) (544,29.326059341430664) (2665,29.175689697265625) (5950,29.142667770385742)
579: (5666,30.725284576416016) (1281,30.59729766845703)* (1917,29.597238540649414) (5673,29.59664535522461) (5671,29.382055282592773) (954,29.368858337402344)* (1274,29.332489013671875)* (5669,29.266075134277344) (1522,29.157882690429688) (1206,29.118276596069336) (12,29.089094161987305) (4277,28.880098342895508) (5066,28.877674102783203) (2143,28.802045822143555) (6798,28.7950439453125) (2386,28.718631744384766) (2378,28.69131851196289) (1533,28.48497772216797) (2963,28.396638870239258) (2961,28.285030364990234)
580: (1875,29.097158432006836) (1116,29.02425193786621) (3737,28.955307006835938) (499,28.588333129882812) (510,28.477083206176758) (1179,28.447429656982422) (3616,28.412321090698242) (2425,28.244707107543945) (2850,28.184616088867188) (1118,28.11069107055664) (4365,28.092681884765625) (7260,28.081369400024414) (512,27.994417190551758)* (2206,27.983488082885742) (490,27.945104598999023) (412,27.904640197753906) (1743,27.879318237304688) (5310,27.864791870117188) (198,27.855751037597656) (359,27.831954956054688)
581: (180,33.01771545410156) (1729,32.89456558227539) (3795,32.27898406982422) (959,31.92048454284668) (258,31.863903045654297) (5485,31.44850730895996) (389,31.431629180908203) (729,31.413305282592773) (5845,31.37995719909668) (176,31.366504669189453) (2342,31.23811912536621) (2569,31.058189392089844) (192,31.046585083007812) (265,31.00270652770996)* (2454,30.94660186767578) (63,30.874351501464844) (63,30.874351501464844) (1705,30.760522842407227) (378,30.74774932861328) (1464,30.743303298950195)
582: (3721,31.466991424560547) (1540,31.28885841369629) (849,31.23526382446289) (2850,31.180133819580078) (2586,31.095369338989258)* (815,31.050945281982422)* (5066,31.00438117980957) (1541,30.950416564941406)* (818,30.67601203918457) (1550,30.66413688659668) (1195,30.660573959350586) (816,30.638158798217773)* (2190,30.590801239013672) (1561,30.590486526489258) (2847,30.485366821289062) (770,30.479015350341797) (1547,30.462177276611328)* (4096,30.456125259399414) (5137,30.345420837402344) (2186,30.23370361328125)
583: (1863,31.4819278717041) (377,31.198211669921875) (486,31.078670501708984)* (1179,31.0540714263916) (500,30.895214080810547) (45,30.872167587280273) (209,30.7371883392334) (808,30.637128829956055)* (1191,30.564849853515625) (1541,30.493986129760742)* (2847,30.431482315063477) (1091,30.137685775756836) (540,30.13033676147461) (1196,30.10247802734375) (2850,29.96687889099121) (2829,29.834423065185547) (814,29.83357048034668) (5966,29.811864852905273) (968,29.73394203186035) (2820,29.665504455566406)
584: (1489,31.67472267150879) (892,30.743816375732422) (455,30.39881134033203) (1459,30.309986114501953)* (2437,30.13385581970215) (2454,29.84682273864746) (2442,29.803136825561523) (2455,29.584213256835938) (8742,29.460533142089844) (2176,29.434764862060547) (96,29.380966186523438) (3071,29.304290771484375) (2031,29.260744094848633) (2439,29.174911499023438) (459,28.887706756591797) (157,28.750980377197266) (2467,28.643352508544922) (1464,28.612815856933594) (3065,28.608562469482422) (3588,28.600757598876953)
585: (1511,29.52649688720703) (10390,28.869388580322266) (10389,28.19818878173828) (198,28.191574096679688) (7038,28.093990325927734) (2128,27.86337661743164) (11754,27.7639102935791) (229,27.76015281677246) (7323,27.750478744506836) (189,27.720870971679688) (1981,27.65304946899414) (1104,27.6473331451416) (377,27.635421752929688) (2738,27.623897552490234) (10050,27.61618995666504) (5615,27.59710121154785) (182,27.578060150146484) (1126,27.5768985748291) (2836,27.57094383239746) (1989,27.538330078125)
586: (6,30.783939361572266) (949,29.88666534423828) (841,29.267715454101562) (947,29.060577392578125) (707,28.978322982788086) (2774,28.891010284423828) (7922,28.878496170043945) (194,28.81219482421875) (1260,28.702346801757812)* (18727,28.701690673828125) (13978,28.658878326416016) (18728,28.64779281616211) (18729,28.611101150512695) (10894,28.58238983154297) (18726,28.56960678100586) (920,28.555973052978516) (4290,28.49224281311035) (47,28.331722259521484) (12,28.283477783203125)* (181,28.257949829101562)
587: (503,30.98042869567871)* (978,30.5578556060791) (707,30.428178787231445) (517,30.331546783447266)* (10390,30.141387939453125) (489,29.85955238342285) (815,29.66990852355957)* (506,29.661273956298828) (1870,29.548221588134766) (2794,29.507862091064453) (1873,29.442319869995117) (1044,29.43419075012207) (830,29.39760971069336) (1118,29.357463836669922) (2379,29.352943420410156) (810,29.228410720825195) (1145,29.123579025268555) (174,29.11945915222168) (514,29.0341796875)* (3563,29.01823616027832)
589: (468,30.334768295288086) (545,29.6050968170166) (306,29.57703971862793) (295,29.56765365600586)* (304,29.40367889404297) (484,29.289812088012695) (321,28.969785690307617) (1444,28.945556640625) (538,28.86516761779785) (333,28.761741638183594) (464,28.732898712158203) (544,28.71630096435547)* (342,28.60661506652832) (1475,28.55425262451172) (679,28.50847625732422) (302,28.482070922851562) (531,28.481775283813477) (299,28.44234848022461) (301,28.328899383544922) (257,28.23380470275879)
590: (1447,28.29580307006836) (344,27.965879440307617) (538,27.856260299682617) (321,27.78996467590332) (468,27.717994689941406) (1042,27.52418327331543) (456,27.310077667236328) (295,27.193588256835938) (484,27.06180191040039) (793,27.059532165527344) (4468,27.029420852661133) (2176,26.960285186767578) (455,26.902578353881836) (291,26.89171028137207) (1054,26.812114715576172) (464,26.80453109741211)* (8155,26.79690933227539) (301,26.78382682800293) (327,26.709728240966797)* (4474,26.70603370666504)
592: (157,34.510005950927734)* (1797,34.21501541137695) (198,33.906524658203125) (3462,33.75738525390625) (517,33.61011505126953) (377,33.51338577270508) (1394,33.50013732910156) (220,33.424800872802734) (1009,33.40382766723633) (534,33.21501541137695) (378,33.03799819946289) (329,32.91111373901367) (930,32.88739013671875) (234,32.872188568115234)* (707,32.85011291503906) (701,32.77865982055664) (295,32.73151397705078) (529,32.6482048034668) (525,32.64440155029297) (306,32.57516098022461)
593: (4710,31.93492889404297) (1447,31.721769332885742) (1475,31.283706665039062) (161,31.046375274658203) (2080,30.946109771728516) (1042,30.92595863342285) (538,30.925769805908203) (683,30.901744842529297) (4474,30.769380569458008) (295,30.72994041442871)* (327,30.68869972229004) (701,30.686840057373047)* (544,30.63959312438965) (89,30.613765716552734) (289,30.57646369934082) (342,30.510761260986328) (1444,30.489437103271484) (679,30.470714569091797) (455,30.278461456298828) (466,30.206279754638672)*
594: (230,34.16905212402344) (1044,33.70395278930664)* (978,33.58560562133789) (982,33.14231491088867) (808,33.04994583129883) (500,32.91847610473633) (951,32.87648010253906) (486,32.64545822143555) (2346,32.63348388671875) (917,32.47344207763672) (489,32.380859375) (209,32.36302947998047)* (497,32.32457733154297) (488,32.30847930908203)* (517,32.29066848754883) (966,32.22438049316406) (2595,32.195072174072266) (1406,32.15613555908203)* (503,32.09428405761719) (1412,31.940664291381836)*
595: (917,35.31084060668945)* (841,35.18027114868164)* (918,34.605892181396484)* (957,34.58396911621094)* (949,33.99778366088867) (1360,33.95071029663086) (1527,33.500099182128906)* (1342,33.424644470214844) (946,33.41568374633789) (707,33.3515739440918)* (1350,32.996639251708984) (1369,32.896484375)* (706,32.7266731262207) (710,32.5504264831543) (1533,32.54110336303711) (2009,32.532936096191406) (6282,32.52432632446289) (1261,32.44636917114258) (15,32.433250427246094) (5689,32.384761810302734)
596: (59,34.79368591308594)* (2938,34.52055740356445)* (2488,34.494632720947266) (3451,33.70262145996094) (5260,33.6992301940918)* (874,33.656978607177734) (1878,33.61898422241211) (159,33.47864532470703)* (997,33.46554946899414) (852,33.266258239746094) (3430,33.08871841430664) (857,32.95613479614258) (3280,32.9011116027832) (99,32.82547378540039) (9332,32.70313262939453) (1019,32.68528747558594)* (4129,32.617244720458984) (861,32.52891159057617) (172,32.4692497253418) (875,32.41619110107422)*
598: (972,31.969459533691406) (67,31.776222229003906) (67,31.776222229003906) (3128,31.545429229736328) (526,31.238887786865234) (903,31.186626434326172)* (300,31.169857025146484)* (295,31.076862335205078) (298,31.073745727539062) (701,31.067590713500977) (525,30.958044052124023) (535,30.92322540283203) (2521,30.86595916748047) (302,30.8370304107666) (1463,30.757612228393555) (306,30.75477409362793) (1601,30.7037410736084) (2083,30.348936080932617) (161,30.326536178588867) (97,30.315296173095703)
601: (2337,31.577455520629883) (8230,30.781339645385742) (4548,30.556673049926758) (2338,30.48537254333496) (2317,30.250091552734375) (2300,30.061134338378906) (2330,30.026901245117188) (2298,29.72696876525879) (6390,29.529605865478516) (2304,29.525493621826172) (9054,29.508058547973633) (2323,29.50178337097168) (6930,29.346942901611328) (13988,29.156896591186523) (7261,29.091970443725586) (2314,29.09140968322754) (2836,29.042606353759766) (5151,28.96537971496582) (214,28.93675994873047) (13633,28.787717819213867)
