userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (70,11.027851104736328)* (238,10.108229637145996) (1001,9.866653442382812) (1098,9.48542594909668) (1394,9.27556324005127) (159,9.233038902282715) (1464,9.1077299118042) (511,8.796530723571777) (187,8.655597686767578) (1122,8.624711036682129) (51,8.614142417907715)* (157,8.204042434692383) (1073,7.901272773742676) (599,7.803216457366943) (4316,7.7607316970825195) (154,7.729551315307617) (1156,7.631448268890381) (193,7.575323104858398) (155,7.550449848175049) (57,7.534350395202637)*
507: (910,7.590665340423584) (7146,7.450836658477783) (2629,7.353643894195557) (206,7.20563268661499) (5605,7.1586384773254395) (5153,7.118579864501953) (235,6.7384443283081055) (6297,6.724307060241699) (2071,6.672176361083984) (1242,6.644480228424072) (4079,6.604763984680176) (4073,6.594115734100342) (1501,6.582249164581299) (205,6.551705837249756) (3112,6.513863563537598) (1130,6.500833034515381) (7435,6.486697196960449) (2641,6.473114967346191) (18473,6.460859775543213) (7425,6.404745578765869)
508: (11542,8.037344932556152) (5347,8.036252975463867) (5352,7.966968536376953) (1238,7.883613109588623) (5493,7.8098955154418945) (14846,7.782595634460449) (5326,7.75337028503418) (5364,7.730513572692871) (5355,7.723269462585449) (5357,7.722832679748535) (5330,7.722696781158447) (5336,7.7107768058776855) (5328,7.708459854125977) (5351,7.707718372344971) (5325,7.7068281173706055) (5362,7.705037593841553) (5327,7.703530788421631) (5334,7.698637962341309) (5333,7.69310188293457) (5339,7.692749500274658)
509: (536,10.501280784606934)* (966,10.445170402526855)* (488,10.421695709228516)* (486,10.052038192749023)* (378,10.020166397094727)* (230,9.460972785949707) (1186,9.22938346862793) (209,9.181146621704102) (481,9.047791481018066) (371,8.992660522460938) (403,8.690971374511719) (499,8.597879409790039) (540,8.4044828414917)* (1852,8.220733642578125) (537,8.160964012145996) (1200,8.099038124084473) (198,8.095483779907227) (500,7.965132713317871) (490,7.69303035736084) (510,7.630799770355225)
510: (407,7.286821365356445) (5605,7.1693596839904785) (4987,7.125295162200928) (9656,6.982479095458984) (4037,6.949008941650391) (1009,6.871634006500244) (7172,6.865534782409668) (7173,6.809357643127441) (7168,6.79291296005249) (7174,6.787508010864258) (7163,6.7486114501953125) (7161,6.7408246994018555) (1705,6.727014064788818) (7176,6.722323417663574) (7171,6.717569351196289) (7169,6.70628023147583) (378,6.699693202972412) (7158,6.662496089935303) (7164,6.648168563842773) (7162,6.646955490112305)
511: (227,8.70842170715332) (226,8.608723640441895)* (159,7.918282985687256) (88,7.908599853515625) (190,7.812187194824219) (199,7.477634429931641)* (225,7.227834701538086) (220,7.217613697052002) (56,7.075115203857422) (56,7.075115203857422) (429,7.06967306137085) (709,7.008366107940674)* (229,6.948541641235352)* (203,6.927452564239502) (969,6.912866592407227) (233,6.901993751525879) (1116,6.823054790496826) (1090,6.665405750274658) (599,6.570500373840332) (512,6.497035980224609)
512: (198,9.36703109741211) (377,9.268733978271484) (378,9.260111808776855) (504,9.043317794799805)* (1104,8.936927795410156) (1044,8.848209381103516)* (830,8.815333366394043) (497,8.787145614624023) (488,8.73744010925293) (930,8.598605155944824) (510,8.565773010253906) (6257,8.494685173034668) (500,8.38713550567627) (518,8.186882019042969) (726,8.045404434204102) (1116,7.995973587036133) (806,7.815225601196289) (536,7.660319805145264) (1179,7.656262397766113)* (486,7.655474662780762)
513: (217,8.727899551391602) (154,8.666316032409668) (199,8.536199569702148) (418,7.393863201141357) (1090,7.130399703979492) (210,7.038939952850342) (1239,6.954337120056152) (1116,6.849963188171387) (632,6.767392635345459) (424,6.715095520019531) (206,6.606546878814697) (182,6.536641597747803) (602,6.484783172607422) (533,6.47575044631958) (2277,6.44167423248291) (4118,6.425363540649414) (196,6.343445301055908) (421,6.333514213562012) (1106,6.3244733810424805) (1632,6.3243408203125)
514: (289,8.72727108001709) (300,8.71597671508789)* (680,8.367011070251465) (298,8.331860542297363) (292,8.309654235839844)* (679,8.180717468261719) (302,8.054322242736816)* (461,8.037009239196777)* (318,7.932483673095703)* (55,7.7831130027771) (295,7.692766189575195) (1934,7.629396438598633) (311,7.477930068969727) (1243,7.4351277351379395) (257,7.4167022705078125) (908,7.3936052322387695) (324,7.266711235046387) (1459,7.1688032150268555) (498,7.145357131958008) (1684,7.003024101257324)
515: (3673,7.427624702453613) (12752,7.417286396026611) (1954,7.398106575012207) (1963,7.259387493133545) (5048,7.059785842895508) (1960,7.032217502593994) (12753,6.985121726989746) (1976,6.798379421234131) (1958,6.736913204193115) (1622,6.686001777648926) (206,6.607460975646973) (199,6.5919599533081055) (527,6.541226387023926) (3702,6.536957263946533) (223,6.533824920654297) (4450,6.490122318267822) (1164,6.483633518218994) (629,6.4767913818359375) (271,6.40082311630249) (2921,6.358236789703369)
516: (1104,8.109126091003418) (2014,8.032957077026367) (504,7.967391490936279) (1714,7.694911956787109) (377,7.629681587219238) (959,7.229691028594971) (198,7.153594493865967) (707,7.095889091491699) (230,7.072037696838379) (209,7.0702033042907715) (234,7.062006950378418) (486,7.035096168518066) (72,6.947544574737549)* (72,6.947544574737549)* (1914,6.820377349853516) (30,6.798973560333252) (5079,6.772854328155518)* (190,6.645083904266357) (1249,6.636806964874268) (159,6.572495460510254)
517: (418,8.762308120727539) (3686,8.553400993347168) (53,8.395071983337402) (53,8.395071983337402) (603,8.288596153259277) (2605,8.277609825134277)* (1098,8.194287300109863) (1961,8.175262451171875) (1833,8.145837783813477) (748,8.082599639892578) (52,7.920022964477539) (52,7.920022964477539) (1971,7.816770553588867) (444,7.671335697174072) (10002,7.635421276092529) (1950,7.577142715454102) (757,7.535072326660156) (81,7.440932273864746) (445,7.40871524810791) (1236,7.345761775970459)
518: (300,8.956079483032227)* (302,8.156633377075195) (544,8.121973991394043) (306,7.879971504211426)* (646,7.840677261352539) (679,7.830474853515625)* (1032,7.780704975128174)* (464,7.6451568603515625) (325,7.560669898986816) (344,7.455862522125244)* (528,7.406647682189941) (681,7.298283100128174) (458,7.211093902587891) (704,7.046046257019043) (321,6.950297832489014)* (790,6.8732500076293945)* (2020,6.871395111083984) (318,6.865427494049072) (1047,6.854780673980713) (299,6.788456916809082)
519: (707,9.156033515930176) (930,9.123332977294922) (1249,8.825820922851562) (1338,8.550250053405762) (724,8.436187744140625) (936,8.313467025756836)* (1104,8.041972160339355) (957,7.81500768661499) (951,7.662520408630371) (7,7.622037887573242) (2343,7.497790813446045) (2838,7.370079040527344) (504,7.356541633605957) (176,7.340197563171387) (928,7.262241363525391)* (955,7.237298965454102) (378,7.216926574707031) (732,7.1631574630737305) (5076,7.0811638832092285) (1360,6.9640607833862305)
520: (1104,9.694820404052734) (504,9.241388320922852) (407,8.503657341003418) (7,8.386913299560547) (173,8.345398902893066) (72,7.98673152923584)* (72,7.98673152923584)* (377,7.643356800079346) (6252,7.607322692871094) (1714,7.537917613983154) (968,7.509548187255859) (486,7.480520248413086) (726,7.404537200927734) (722,7.340143203735352) (70,7.231146812438965) (378,7.15371036529541) (1379,7.104537010192871) (157,7.098759651184082) (1099,7.093694686889648) (3501,6.61756706237793)
521: (412,10.710213661193848) (540,10.470516204833984) (501,9.900404930114746) (1046,9.492094039916992) (1672,9.145173072814941) (1091,9.059372901916504) (481,9.03157901763916) (6453,8.994369506835938) (4262,8.933197021484375) (3398,8.899937629699707) (808,8.89250373840332) (2661,8.451348304748535) (816,8.146703720092773) (1197,8.073801040649414) (488,8.069859504699707) (1182,8.05086898803711) (1180,8.043129920959473) (3373,7.909491539001465)* (497,7.8843793869018555) (1116,7.806822776794434)
523: (208,8.863363265991211) (2533,7.769162654876709) (1804,7.761727809906006) (1390,7.474430084228516) (428,7.394221782684326) (427,7.322519779205322) (13416,7.048607349395752) (1514,7.031944274902344) (12013,7.019141674041748) (429,7.0170464515686035) (203,6.924822807312012) (5429,6.890875339508057) (620,6.857998847961426) (432,6.82792854309082) (4384,6.8029704093933105) (4129,6.78367805480957) (1101,6.714483261108398) (10657,6.703306674957275) (863,6.697532653808594) (3767,6.662658214569092)
525: (536,10.110833168029785)* (540,9.756783485412598)* (816,9.092304229736328)* (488,9.06511116027832)* (1186,9.006442070007324) (1179,8.933333396911621)* (377,8.717779159545898) (830,8.685887336730957) (486,8.601690292358398) (1091,8.535943031311035) (1246,8.315059661865234)* (493,8.22970199584961)* (2661,8.225202560424805) (499,8.22053337097168) (507,8.16932201385498) (4262,8.136277198791504) (1194,8.048070907592773) (1866,8.043274879455566) (2847,8.014663696289062)* (481,8.002740859985352)*
526: (230,10.172035217285156) (234,10.107569694519043) (1249,9.400691032409668)* (377,8.814061164855957) (1974,8.68452262878418) (209,8.458250045776367) (1672,8.421407699584961)* (1406,8.40794849395752) (2346,8.369604110717773) (808,8.027840614318848) (917,8.0200834274292) (614,7.944222450256348) (475,7.680591106414795) (497,7.639628887176514) (190,7.630532264709473) (1873,7.581065654754639) (227,7.514350891113281) (498,7.382391452789307) (1513,7.285321235656738) (1145,7.273987770080566)
527: (298,8.112064361572266) (89,7.898329257965088)* (2083,7.586156368255615) (532,7.5212907791137695) (300,7.395771026611328)* (526,7.347982406616211) (67,7.165972709655762)* (67,7.165972709655762)* (1243,7.110569953918457) (980,7.032018184661865) (701,6.89910888671875) (306,6.630366325378418) (679,6.569553375244141) (333,6.503226280212402) (548,6.252687454223633)* (546,6.219170570373535) (539,6.149462699890137) (972,6.130743026733398) (157,6.101992130279541) (167,6.048761367797852)
529: (6362,9.044036865234375) (1372,9.018446922302246) (1369,8.900715827941895)* (3470,8.295879364013672) (1412,8.242767333984375) (2013,8.22860336303711) (3777,8.095739364624023) (1425,8.086286544799805) (4784,8.080537796020508)* (5175,8.016175270080566) (1813,7.9903106689453125) (3774,7.986433506011963)* (3230,7.954036235809326) (2901,7.843760967254639) (2853,7.742717742919922) (562,7.7086076736450195) (1415,7.69248104095459) (2342,7.670611381530762) (9916,7.648503303527832) (12081,7.612246036529541)
530: (1098,9.455965995788574) (418,8.693840026855469) (604,8.419048309326172) (154,8.041634559631348) (2277,7.936559677124023) (1772,7.761795997619629) (196,7.654538154602051) (3057,7.613706588745117) (58,7.230256080627441) (58,7.230256080627441) (246,6.985574245452881) (3902,6.962442398071289) (65,6.906355381011963) (65,6.906355381011963) (1109,6.886246204376221) (227,6.88477897644043) (1167,6.878312587738037) (1424,6.872077465057373) (1833,6.784305572509766) (64,6.567104339599609)
531: (544,7.927865505218506) (288,7.924640655517578)* (704,7.520573139190674)* (679,7.4838151931762695)* (292,7.381417274475098)* (89,7.301478385925293)* (1032,7.119002819061279) (680,6.772286415100098) (1034,6.688148021697998) (321,6.609808444976807) (318,6.548189163208008) (797,6.45032262802124)* (646,6.429036617279053) (352,6.137038707733154) (531,6.13670015335083) (1037,6.128733158111572) (790,5.996414661407471) (802,5.9177680015563965) (1453,5.855067253112793) (349,5.846493721008301)
532: (1043,8.546008110046387) (1246,8.534370422363281)* (230,8.393086433410645) (209,8.305830001831055) (1186,8.189748764038086) (481,8.02192211151123) (412,7.991030216217041)* (1046,7.683588981628418) (1047,7.632800102233887) (691,7.572140216827393) (1198,7.551758289337158)* (324,7.4231486320495605) (501,7.274775981903076) (403,7.243744850158691) (537,7.198497295379639) (6453,7.095522880554199) (816,7.083107948303223)* (1194,7.043381690979004) (1866,7.029397964477539) (1035,7.014509677886963)
533: (1475,7.834512710571289) (4817,7.423564910888672) (3466,7.388607025146484) (15334,7.188268661499023) (2064,7.126936435699463) (389,7.112998962402344) (1432,7.085422992706299) (3311,7.065456390380859) (15337,7.052872657775879) (14929,7.028940200805664) (15342,7.002427101135254) (18557,6.997341156005859) (15336,6.992095947265625) (15330,6.980189800262451) (15340,6.97450590133667) (15343,6.962205410003662) (15331,6.956840515136719) (11219,6.95614767074585) (15341,6.955147743225098) (15333,6.932967185974121)
534: (157,8.951306343078613) (67,8.519476890563965)* (67,8.519476890563965)* (288,7.6631903648376465)* (328,7.457233905792236)* (302,7.39669942855835) (55,7.232250213623047) (301,7.027335166931152) (310,6.796082496643066) (300,6.759788513183594)* (538,6.348262786865234) (525,6.340912818908691) (285,6.23205041885376) (1601,6.152383327484131) (377,6.0677032470703125) (257,6.012994766235352) (544,6.011584281921387) (333,5.907914638519287) (913,5.904562950134277) (190,5.849282264709473)
535: (300,9.341370582580566) (333,9.194307327270508) (288,9.001809120178223) (295,8.897358894348145) (498,8.84471321105957) (291,8.831114768981934) (1447,8.76609992980957) (2176,8.547440528869629) (344,8.377941131591797) (304,8.336502075195312) (157,8.269115447998047) (701,8.24655818939209)* (67,8.214376449584961) (67,8.214376449584961) (679,8.134984016418457) (1464,8.096992492675781) (265,8.080791473388672) (538,8.03542423248291) (349,7.803382396697998) (641,7.749434471130371)
536: (157,8.539669036865234)* (295,8.214906692504883) (538,8.105741500854492) (1244,8.042054176330566) (302,7.86452054977417) (306,7.680518627166748) (1464,7.458670616149902) (355,7.346440315246582) (641,6.777863502502441) (466,6.686781883239746) (544,6.503441333770752) (975,6.471999168395996) (907,6.4409356117248535) (344,6.323871612548828) (646,6.270632743835449) (349,6.247262954711914) (55,6.238175392150879) (475,6.212278366088867) (461,6.183024883270264) (257,6.139249801635742)
537: (89,8.664508819580078)* (333,8.405630111694336) (295,8.16114330291748) (302,7.941936492919922) (704,7.764463901519775) (1032,7.5023908615112305) (464,7.498239517211914)* (528,7.323425769805908) (646,7.31312370300293) (681,7.201399326324463) (55,6.990187644958496) (686,6.947309494018555) (328,6.828182697296143) (325,6.790762424468994)* (531,6.781301498413086) (2020,6.71696138381958) (324,6.6863484382629395) (67,6.664748668670654) (67,6.664748668670654) (458,6.581912994384766)
538: (295,8.23267936706543)* (544,7.578176021575928) (352,7.519122123718262)* (349,7.498288631439209) (1037,7.366601943969727)* (314,7.337574481964111) (327,7.220958709716797) (333,7.115067958831787)* (257,6.959840774536133) (1032,6.871736526489258)* (528,6.6447672843933105) (332,6.610036373138428) (161,6.503134727478027) (290,6.461968421936035) (308,6.4355034828186035) (317,6.413217067718506) (318,6.372372150421143) (386,6.330857753753662) (329,6.307168960571289) (325,6.297327041625977)
539: (187,8.559569358825684) (157,8.390427589416504) (159,8.354154586791992)* (511,7.70607852935791)* (155,7.589444160461426) (378,7.514452934265137) (173,7.470821857452393) (1713,7.2891764640808105)* (722,7.03702974319458) (56,7.02446174621582) (56,7.02446174621582) (229,6.817629814147949) (7,6.812028884887695) (1394,6.735459804534912) (959,6.70921516418457) (99,6.641304969787598)* (172,6.597809791564941) (88,6.390138626098633) (1098,6.3513054847717285) (238,6.186122894287109)
540: (59,9.987250328063965)* (1083,9.75473690032959)* (852,9.278520584106445) (2531,8.976317405700684)* (599,8.780304908752441)* (1886,8.778884887695312) (3201,8.724287986755371) (1073,8.593084335327148) (51,8.580452919006348)* (441,8.562480926513672) (1075,8.561995506286621)* (1062,8.414302825927734) (997,8.301315307617188) (1001,8.25426959991455)* (2488,8.22927188873291) (1534,8.15475845336914) (3281,7.810430526733398) (1888,7.808360576629639) (851,7.749523639678955) (875,7.717108726501465)
541: (734,9.152508735656738) (733,8.875185012817383) (630,8.525361061096191)* (1426,8.501971244812012) (2265,8.357352256774902) (959,8.231154441833496) (614,7.6934614181518555)* (1413,7.676840782165527) (1416,7.633113384246826) (554,7.616147041320801) (1244,7.3023600578308105) (2853,7.26230525970459) (975,7.239649772644043) (730,7.184919834136963) (1372,7.162763595581055)* (235,7.138589382171631) (2901,7.073833465576172) (3481,6.9868316650390625) (234,6.908328056335449) (718,6.8568806648254395)
542: (288,9.238242149353027) (295,9.20019817352295) (89,9.125930786132812) (300,8.72568130493164) (3572,8.55715560913086) (292,8.55057430267334) (3570,8.496349334716797) (461,8.468402862548828) (466,8.36118221282959) (67,8.245603561401367) (67,8.245603561401367) (455,8.22391128540039) (333,8.1779146194458) (1673,8.01939868927002) (386,7.995782375335693) (257,7.916889667510986) (701,7.880855560302734) (302,7.8582763671875) (679,7.797585964202881)* (352,7.789007186889648)
543: (159,9.211729049682617) (65,8.398611068725586)* (65,8.398611068725586)* (1098,7.901134967803955)* (228,7.587535858154297) (81,7.525757312774658) (1109,6.992109775543213) (533,6.740180492401123) (227,6.66286563873291) (196,6.620109558105469) (166,6.578402996063232) (436,6.5634379386901855) (88,6.553920745849609) (851,6.518682479858398) (56,6.510929107666016) (56,6.510929107666016) (429,6.505880355834961) (1075,6.478433132171631) (221,6.422477722167969) (1375,6.377125263214111)
544: (210,6.772335052490234)* (2582,6.548150539398193) (1097,6.188714504241943) (432,6.139536380767822) (768,5.98702335357666) (2815,5.93624210357666) (3767,5.875645637512207) (1376,5.801418781280518) (13376,5.70405387878418) (2608,5.700986385345459) (225,5.661655426025391) (228,5.634835720062256) (1191,5.587850570678711) (3797,5.486279487609863) (2587,5.426135063171387) (3730,5.386946201324463) (757,5.358872890472412) (429,5.285002708435059) (162,5.271886825561523) (154,5.255338191986084)
545: (536,10.801026344299316) (209,9.817102432250977)* (966,9.124417304992676)* (499,8.856759071350098) (230,8.621740341186523) (493,8.302736282348633) (472,8.226716041564941)* (540,8.128181457519531) (403,7.806764602661133)* (490,7.611375331878662)* (1905,7.582059860229492) (518,7.5514373779296875)* (1180,7.536244869232178) (1852,7.170662879943848)* (1672,7.135960578918457) (1200,7.0449700355529785) (1874,6.958561420440674) (1145,6.954624176025391) (500,6.900981903076172) (198,6.8140459060668945)
546: (920,10.206372261047363) (506,9.903726577758789) (3940,9.152999877929688) (370,9.023897171020508) (1118,8.906705856323242) (163,8.744665145874023)* (186,8.425239562988281) (707,8.301025390625) (943,7.997013568878174) (1110,7.937771320343018) (1710,7.761113166809082)* (2654,7.709749221801758)* (1134,7.618154525756836) (503,7.589349269866943) (2370,7.556804180145264) (2966,7.5274739265441895) (1119,7.523099899291992) (3420,7.417173385620117) (11516,7.404189586639404) (1113,7.358031749725342)
547: (562,8.967939376831055)* (206,8.922800064086914) (859,8.504501342773438) (1131,8.340649604797363) (436,8.284048080444336)* (227,8.242393493652344)* (234,8.209528923034668) (235,8.180742263793945) (868,8.000875473022461) (154,7.991243362426758) (512,7.775474548339844) (1974,7.679349422454834) (605,7.644650936126709) (1426,7.598851680755615) (6830,7.529814720153809) (5175,7.515077114105225) (599,7.453962326049805)* (630,7.444958209991455) (152,7.40028190612793) (1976,7.39782190322876)*
548: (1260,9.850143432617188) (1521,9.845552444458008) (1264,9.540934562683105) (917,9.212387084960938) (1528,9.080568313598633) (2749,9.076231956481934) (1281,9.039475440979004) (1251,8.932880401611328) (2964,8.921977996826172) (2746,8.84367847442627) (47,8.799047470092773)* (2772,8.798192024230957) (1992,8.742537498474121) (1364,8.72819995880127) (2013,8.661062240600586) (2763,8.660541534423828) (821,8.594291687011719) (4271,8.557419776916504) (1261,8.550260543823242) (1360,8.541167259216309)
549: (1464,9.580484390258789) (1244,8.692880630493164) (1122,8.560403823852539) (2343,8.482414245605469) (176,8.471802711486816)* (511,8.416202545166016) (77,8.383977890014648) (77,8.383977890014648) (735,8.321133613586426) (192,8.150157928466797) (706,8.100109100341797) (1412,8.085206031799316) (712,8.035664558410645) (180,7.9158124923706055) (732,7.810538291931152) (2346,7.777893543243408) (562,7.761250019073486) (1810,7.604986190795898) (2901,7.579812526702881) (717,7.567557334899902)
550: (917,10.502641677856445)* (918,9.864544868469238) (15,8.147531509399414) (949,7.894697666168213) (1527,7.891547203063965)* (25,7.88167142868042) (706,7.870856761932373)* (821,7.81524658203125)* (517,7.7061262130737305) (1372,7.619670867919922) (1249,7.540382385253906) (1131,7.521021842956543) (920,7.468172073364258) (724,7.45407247543335) (957,7.444777011871338) (1281,7.357300758361816) (503,7.33143949508667) (956,7.281651973724365) (928,7.259737014770508) (234,7.237832546234131)
551: (377,11.00766372680664) (536,10.90263557434082) (230,10.816512107849121) (486,10.560117721557617)* (403,10.478114128112793) (540,10.35987663269043) (1186,10.136771202087402) (488,9.738011360168457) (497,9.501762390136719) (538,9.439109802246094) (499,9.138816833496094) (412,9.058777809143066) (378,9.057794570922852) (537,8.933476448059082) (1378,8.930137634277344) (1375,8.786149024963379) (481,8.740349769592285) (1246,8.645013809204102) (2661,8.586226463317871) (2840,8.583701133728027)
552: (12843,10.111189842224121) (12857,10.085573196411133) (12852,10.057313919067383) (12847,10.024511337280273) (12851,10.019195556640625) (12839,10.01762866973877) (12853,10.01607894897461) (12849,10.014874458312988) (12856,10.008382797241211) (12850,10.005390167236328) (12860,9.98716926574707) (12864,9.983880043029785) (12844,9.956953048706055) (7981,9.941816329956055)* (12840,9.882874488830566) (3725,9.880609512329102) (12848,9.878952026367188) (17365,9.301506996154785) (17361,9.267982482910156) (17371,9.26002311706543)
553: (295,7.421156406402588)* (3500,7.37816858291626) (7390,7.325190544128418) (89,7.27310848236084) (4565,7.193697929382324) (4309,7.193525791168213) (15574,7.177548885345459) (5487,7.131053924560547) (292,7.085361957550049)* (4257,7.0112762451171875) (289,6.982373237609863)* (18461,6.9560465812683105) (1057,6.867629051208496) (55,6.7605133056640625) (701,6.705461025238037) (3570,6.672639846801758) (294,6.574389934539795) (463,6.568144798278809) (302,6.492196083068848) (5683,6.387378692626953)
555: (294,8.963061332702637) (349,8.697164535522461) (257,8.696830749511719) (352,8.64315128326416) (386,8.61266803741455)* (535,8.388952255249023) (674,8.37325668334961) (3570,8.219735145568848) (291,8.198243141174316) (55,8.11412525177002) (300,8.094083786010742)* (466,8.063698768615723) (265,7.9519429206848145) (544,7.82023811340332) (323,7.811502933502197)* (67,7.778065204620361) (67,7.778065204620361) (906,7.759366035461426)* (299,7.614917755126953) (157,7.558171272277832)
556: (170,7.654094696044922) (190,7.525155544281006) (171,7.312771797180176) (182,7.292316913604736) (1518,7.272016525268555) (2607,7.044209957122803) (229,6.899075508117676) (3255,6.881020545959473) (3273,6.804755210876465) (486,6.80314826965332) (210,6.797647953033447) (1377,6.788907051086426) (228,6.781201362609863) (1470,6.595738410949707) (5480,6.426385879516602) (221,6.388660430908203) (1378,6.380494594573975) (217,6.364129066467285) (403,6.185491561889648) (4435,6.143401622772217)
557: (2,8.417688369750977) (515,8.123857498168945) (1270,7.821094512939453) (1083,7.767422199249268) (9,7.6661882400512695) (867,7.526480674743652) (504,7.521671772003174) (30,7.3907341957092285) (9144,7.310139179229736) (36,7.228396415710449) (5670,7.063752174377441) (930,7.026464462280273) (172,6.963740348815918) (4876,6.9580864906311035) (3988,6.822268009185791) (4871,6.762491226196289) (1062,6.718976020812988) (1714,6.5795722007751465) (861,6.578752040863037) (3551,6.567816257476807)
558: (1464,10.754190444946289) (258,8.683926582336426) (67,8.582847595214844)* (67,8.582847595214844)* (180,8.323419570922852) (77,8.276924133300781) (77,8.276924133300781) (1244,7.91361141204834) (5787,7.829308986663818) (959,7.701113700866699) (601,7.345641136169434) (985,7.332220077514648) (69,7.068335056304932) (69,7.068335056304932) (6721,7.031651020050049) (1249,6.8840227127075195) (3313,6.845137596130371) (55,6.814294815063477) (4352,6.782135009765625) (94,6.681980133056641)
559: (1244,10.316617965698242) (735,10.043200492858887)* (868,8.822453498840332) (1804,8.7871675491333)* (1464,8.638877868652344) (1412,8.512367248535156) (718,8.487014770507812) (157,8.438575744628906) (2857,8.367347717285156) (986,8.10749340057373) (511,7.972253322601318)* (234,7.950650215148926) (554,7.9058451652526855) (159,7.870184898376465) (203,7.703394889831543) (429,7.636687278747559) (1639,7.551438331604004) (1249,7.550844192504883) (4541,7.460009574890137)* (562,7.395259380340576)
560: (1075,9.97779369354248) (72,9.67734432220459)* (72,9.67734432220459)* (173,9.661975860595703) (441,9.650696754455566) (233,9.311598777770996) (154,8.990147590637207) (190,8.843067169189453) (851,8.63681697845459) (450,8.549430847167969) (234,8.044947624206543) (1376,8.040445327758789) (59,7.952606201171875)* (599,7.908298015594482) (1062,7.780566692352295) (172,7.736677169799805) (229,7.7005462646484375) (225,7.548980236053467) (226,7.548410415649414) (1090,7.5450005531311035)
561: (331,11.722838401794434) (527,11.623095512390137) (3317,11.569232940673828) (1613,11.024088859558105) (547,11.01687240600586) (2923,10.611576080322266) (6226,9.920675277709961) (14734,9.340279579162598) (2132,9.293854713439941) (1941,9.246883392333984) (3318,8.991124153137207) (468,8.918296813964844) (3716,8.821968078613281) (1409,8.654667854309082) (2179,8.654458999633789) (6384,8.648233413696289) (475,8.536784172058105) (6346,8.512232780456543) (11754,8.367792129516602) (3314,8.282814025878906)
562: (2467,9.569685935974121)* (1489,9.230415344238281) (2439,9.201496124267578) (2449,9.015901565551758)* (1459,8.66291618347168) (2437,8.578801155090332)* (455,8.53847599029541) (2447,8.319145202636719) (2466,8.308046340942383) (3583,8.194910049438477) (2438,8.140591621398926) (2454,8.133491516113281) (3761,8.099028587341309) (975,8.015549659729004) (3593,7.999765396118164) (2451,7.982263088226318) (2464,7.9737629890441895) (2457,7.950503826141357) (2461,7.904080867767334) (3766,7.863680362701416)
563: (2842,11.560341835021973) (2265,10.484967231750488) (2864,10.084474563598633) (2419,9.814160346984863) (2894,9.813203811645508)* (975,9.64615535736084) (12061,9.617918014526367) (735,9.561430931091309) (212,9.534917831420898) (2873,9.519346237182617) (554,9.402932167053223) (630,9.341479301452637) (718,9.251286506652832) (1244,9.241047859191895) (733,9.197698593139648) (728,9.035399436950684)* (562,9.021149635314941) (567,9.007447242736816) (11885,8.886046409606934) (1242,8.882781028747559)
565: (72,9.79429817199707)* (72,9.79429817199707)* (1075,9.281502723693848) (1062,8.46696662902832) (51,8.437768936157227) (1001,8.376023292541504) (99,7.740014553070068) (3988,7.518206596374512) (441,7.212519645690918) (429,7.168033599853516) (193,7.092345237731934) (1073,7.075038909912109)* (1014,6.9415740966796875) (1376,6.866255760192871) (153,6.82770299911499) (3201,6.779594898223877) (1083,6.761593818664551) (1072,6.757925987243652) (450,6.599712371826172) (2531,6.581525802612305)
566: (159,10.79019832611084)* (867,9.026533126831055) (1534,8.437911987304688) (851,8.348051071166992) (163,8.243342399597168) (959,8.008003234863281) (233,7.955965042114258) (227,7.901140213012695)* (173,7.88922643661499) (429,7.875312328338623) (1083,7.752265930175781) (861,7.595424175262451) (1703,7.562863349914551) (436,7.508378505706787) (854,7.474770545959473)* (715,7.439986228942871) (190,7.431002616882324) (441,7.395594596862793) (857,7.380559921264648) (718,7.374476909637451)
567: (199,9.156251907348633)* (615,8.974176406860352)* (223,8.658021926879883) (1633,8.208195686340332) (429,7.976259231567383)* (618,7.953946590423584)* (1242,7.758039474487305) (197,7.692100524902344) (858,7.621532917022705) (1389,7.494235515594482)* (6229,7.469353675842285) (2277,7.321645736694336) (206,7.275146484375) (2541,7.240240573883057) (3258,7.208291053771973)* (159,7.2075395584106445) (898,7.182750701904297) (416,7.153571605682373) (211,7.084117412567139)* (1164,7.071387767791748)
568: (159,9.001901626586914) (190,8.375482559204102) (229,8.068319320678711) (65,7.998918533325195) (65,7.998918533325195) (227,7.9442973136901855) (155,7.940523147583008) (182,7.937849044799805) (72,7.3160600662231445)* (72,7.3160600662231445)* (157,7.309988975524902) (429,7.277088165283203) (221,7.208290100097656) (203,7.201227188110352) (1375,7.171786308288574) (154,6.92929744720459) (5000,6.792346000671387) (1122,6.619354724884033) (969,6.607726573944092) (67,6.5240583419799805)*
569: (67,8.275707244873047)* (67,8.275707244873047)* (89,8.157886505126953)* (300,8.130844116210938)* (1464,8.035499572753906) (1556,7.871695518493652) (291,7.621532917022705) (256,7.613277912139893) (342,7.556143283843994) (3332,7.5533294677734375) (261,7.524547100067139) (455,7.512624740600586) (329,7.465182304382324)* (251,7.4023237228393555)* (316,7.352491855621338) (333,7.339912414550781) (889,7.204428672790527) (2082,7.184365749359131) (913,7.160208225250244) (2523,7.106211185455322)
