userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,19.14917755126953) (187,17.879959106445312) (1073,17.69434356689453) (51,17.44790267944336)* (238,16.99650001525879) (1014,16.93637466430664) (157,16.921934127807617) (1394,16.867881774902344) (1098,16.862279891967773) (1156,16.79456329345703) (3992,16.552627563476562) (3501,16.521425247192383) (1795,16.505102157592773) (70,16.474353790283203)* (511,16.19260597229004) (877,15.860902786254883) (993,15.845769882202148) (1713,15.836653709411621) (1836,15.747299194335938) (155,15.697300910949707)
574: (1681,17.29263687133789) (412,17.15277862548828) (705,17.055383682250977) (1186,16.863067626953125) (220,16.68808364868164)* (2346,16.66362190246582) (1406,16.502891540527344) (1545,16.45656967163086) (3382,16.426090240478516) (1246,16.411544799804688) (4823,16.393470764160156)* (5772,16.27184295654297) (932,16.087743759155273) (209,16.04733657836914) (12104,16.04662322998047) (951,15.9839506149292) (3333,15.887234687805176) (4375,15.76359748840332) (1249,15.679685592651367)* (540,15.625687599182129)*
575: (65,18.878812789916992) (65,18.878812789916992) (173,18.719865798950195) (187,18.18441390991211)* (475,18.025543212890625)* (377,17.826492309570312) (1001,17.6993408203125) (56,17.3380126953125) (56,17.3380126953125) (378,17.265289306640625) (180,17.188858032226562) (55,17.168636322021484) (534,17.08721160888672) (722,17.084449768066406) (229,17.06968116760254) (295,17.06421661376953) (172,17.059062957763672) (300,16.874345779418945) (1098,16.831165313720703) (1464,16.79991912841797)
576: (1835,15.452448844909668) (3993,14.902388572692871) (52,14.362222671508789) (52,14.362222671508789) (6762,14.315081596374512) (3992,14.24682331085205) (603,14.23316764831543) (81,13.96230697631836) (57,13.915081977844238) (5073,13.8357515335083) (2605,13.829352378845215) (53,13.822702407836914) (53,13.822702407836914) (5503,13.796539306640625) (1801,13.760701179504395) (15881,13.75330924987793) (63,13.667000770568848) (63,13.667000770568848) (5192,13.619240760803223) (1851,13.505735397338867)
577: (238,19.93813133239746)* (511,19.13961410522461) (1384,19.025251388549805) (3892,18.75578498840332) (715,18.753419876098633) (986,18.69466781616211) (2616,18.666851043701172) (418,18.452150344848633) (7810,18.393476486206055) (215,17.85004425048828) (166,17.839967727661133) (3158,17.801729202270508) (3884,17.79046058654785) (1790,17.744613647460938) (1739,17.712860107421875) (15722,17.686006546020508) (606,17.679304122924805) (2469,17.602460861206055) (237,17.533212661743164) (95,17.357316970825195)
578: (481,18.404211044311523) (333,18.010631561279297) (1043,17.985368728637695)* (1198,17.841901779174805)* (687,17.56407356262207)* (1246,17.53339195251465) (1038,17.1811580657959) (1047,17.156112670898438) (2839,17.00556755065918) (1189,16.868221282958984) (378,16.78544044494629) (680,16.75029182434082) (2653,16.748123168945312) (691,16.668296813964844) (704,16.655200958251953) (499,16.46277618408203) (209,16.411630630493164)* (679,16.34566307067871) (230,16.232206344604492) (537,16.107437133789062)
579: (1281,21.034196853637695)* (1521,20.602622985839844) (12,20.033063888549805) (2744,19.566974639892578)* (785,19.497255325317383) (2379,18.892650604248047) (2750,18.595006942749023) (1216,18.422595977783203) (4290,18.31772232055664) (10098,18.049991607666016) (10087,18.035293579101562) (2374,18.0169734954834) (1260,18.016590118408203) (2763,17.996034622192383) (10103,17.973857879638672) (10104,17.97250747680664) (10099,17.971298217773438) (10086,17.96923828125) (10092,17.960437774658203) (10094,17.959014892578125)
580: (4118,18.798826217651367) (6391,18.35259437561035) (1116,17.87371063232422) (1375,17.46955680847168) (2206,17.303287506103516) (1378,17.25379753112793) (2352,17.181236267089844) (5966,17.16560935974121) (2580,16.88153839111328) (1105,16.624807357788086) (229,16.603862762451172) (3616,16.555965423583984) (182,16.54202651977539) (190,16.53589630126953) (210,16.481544494628906) (814,16.477476119995117) (1377,16.476253509521484) (4435,16.39493751525879) (490,16.338130950927734) (815,16.269306182861328)
581: (67,16.114192962646484)* (67,16.114192962646484)* (535,15.02780532836914) (10076,14.760422706604004) (155,14.642899513244629) (180,14.215474128723145) (1601,14.207742691040039) (475,14.114856719970703) (329,14.03811264038086) (302,13.948288917541504) (534,13.923442840576172) (89,13.856467247009277)* (525,13.848222732543945) (789,13.828909873962402) (1104,13.67378044128418) (1805,13.649864196777344) (340,13.59617805480957) (306,13.560723304748535) (7,13.525229454040527)* (190,13.506874084472656)
582: (809,17.949569702148438) (825,17.881202697753906) (1561,17.540485382080078) (1541,17.46190071105957)* (815,17.36922836303711)* (2187,16.26103973388672) (2850,16.234844207763672) (1559,16.087980270385742) (814,15.934258460998535) (1547,15.861642837524414)* (953,15.857503890991211) (2586,15.82862377166748)* (4934,15.794379234313965) (1192,15.743053436279297) (1552,15.735640525817871) (2379,15.70843505859375) (4940,15.667524337768555) (2384,15.640417098999023) (5130,15.632699966430664) (8261,15.61106014251709)
583: (808,19.303014755249023)* (377,18.844751358032227) (2850,18.487957000732422) (209,18.167816162109375) (486,18.06242561340332)* (412,17.928518295288086) (540,17.887165069580078) (1179,17.861221313476562) (500,17.75487518310547) (1863,17.721195220947266) (2847,17.47015953063965) (1541,17.429061889648438)* (814,17.302684783935547) (5966,17.282825469970703) (830,17.238656997680664) (1181,17.20048713684082)* (1186,17.17207908630371) (1196,17.03229331970215) (1191,16.811325073242188) (2829,16.764753341674805)
584: (892,16.641206741333008) (1459,15.23424243927002)* (718,15.027030944824219)* (257,14.792641639709473) (3611,14.501605033874512) (3581,14.409322738647461) (1415,14.300114631652832) (2467,14.29000473022461) (523,14.278650283813477) (157,14.078229904174805) (1694,14.074071884155273) (302,14.069806098937988) (889,13.905683517456055) (2855,13.904303550720215) (554,13.888683319091797) (2523,13.886404991149902) (2442,13.756380081176758) (575,13.724100112915039) (1242,13.633535385131836) (455,13.620668411254883)
585: (1055,19.47034454345703) (88,18.9716854095459) (538,18.513193130493164) (329,18.30729103088379) (969,17.736713409423828) (229,17.668521881103516) (331,17.570560455322266) (982,17.53971290588379) (1052,17.498308181762695) (511,17.259090423583984) (154,17.206335067749023) (1873,17.16996955871582) (1981,17.115781784057617) (1090,17.11208724975586) (69,17.089448928833008) (69,17.089448928833008) (182,17.088764190673828) (534,17.004135131835938) (1984,16.90449333190918) (226,16.895023345947266)
586: (6658,15.679080963134766) (47,15.397721290588379) (10894,14.918089866638184) (18729,14.870107650756836) (1339,14.803731918334961) (917,14.799786567687988) (18727,14.799769401550293) (13978,14.780628204345703) (18726,14.70529556274414) (18728,14.652709007263184) (8533,14.578713417053223) (3660,14.534029006958008) (3,14.508504867553711) (8525,14.403033256530762) (8531,14.373091697692871) (13677,14.066262245178223) (710,13.979414939880371) (841,13.913538932800293) (1260,13.7615966796875)* (4137,13.723695755004883)
587: (2794,19.79743766784668) (503,19.793012619018555)* (978,19.42727279663086) (1145,19.309947967529297) (1870,19.209163665771484) (964,18.941919326782227) (2379,18.90534210205078) (3563,18.63726234436035) (815,18.499309539794922)* (519,18.44193458557129) (490,18.421445846557617) (830,18.287702560424805) (1873,18.281143188476562) (5966,18.247133255004883) (808,18.199222564697266) (1179,18.195775985717773) (2941,18.161396026611328) (4170,18.144657135009766) (1131,18.053312301635742) (846,18.02283477783203)
589: (333,16.504318237304688) (1444,16.4133243560791) (306,16.04071617126465) (295,16.02124786376953)* (679,15.806260108947754) (321,15.718571662902832) (464,15.578178405761719) (257,15.431941032409668) (544,15.313031196594238)* (1456,15.31201171875) (302,15.272424697875977) (484,15.13911247253418) (802,15.046369552612305)* (291,14.99620532989502) (304,14.974519729614258) (686,14.964971542358398)* (468,14.919942855834961) (543,14.911495208740234) (1241,14.874781608581543) (1247,14.779996871948242)
590: (344,17.04681968688965) (321,16.58660316467285) (291,16.44394302368164) (538,16.43130111694336) (456,16.088817596435547) (683,15.766738891601562) (295,15.582626342773438) (1447,15.565131187438965) (302,15.53424072265625)* (464,15.528692245483398)* (292,15.401702880859375) (455,15.392523765563965) (1043,15.389287948608398) (325,15.216053009033203) (329,15.205565452575684) (468,15.073795318603516) (320,15.01913833618164) (1247,14.97143840789795) (1045,14.96168041229248) (349,14.914264678955078)*
592: (173,19.46419906616211) (157,18.361793518066406)* (187,18.240644454956055) (377,17.97222900390625) (1001,17.84319305419922) (233,17.809106826782227) (198,17.749258041381836) (172,17.729534149169922) (70,17.60824966430664) (959,17.545629501342773) (972,17.363033294677734) (56,17.32024574279785) (56,17.32024574279785) (378,17.091678619384766) (1379,17.051923751831055) (234,17.020118713378906)* (289,17.00185203552246) (65,16.971952438354492) (65,16.971952438354492) (1009,16.927223205566406)
593: (1441,17.9952392578125) (1447,17.628202438354492) (89,17.289573669433594) (191,17.11131477355957) (290,17.054414749145508) (289,16.750818252563477) (545,16.686199188232422) (291,16.532094955444336) (1241,16.489971160888672) (691,16.446592330932617)* (466,16.432884216308594)* (701,16.421611785888672)* (1444,16.211320877075195) (4716,16.171018600463867) (679,16.14279556274414) (2080,16.023212432861328) (342,15.89261245727539) (161,15.879271507263184) (292,15.813874244689941) (295,15.715898513793945)*
594: (230,20.137353897094727) (982,19.334428787231445) (2346,18.984779357910156) (917,18.91926383972168) (808,18.635112762451172) (1044,18.626747131347656)* (1513,18.031538009643555) (951,17.99955940246582) (498,17.96566390991211) (209,17.826900482177734)* (978,17.790590286254883) (486,17.717533111572266) (227,17.671354293823242) (500,17.649160385131836) (533,17.64059066772461) (1412,17.569774627685547)* (1406,17.439687728881836)* (614,17.231491088867188) (538,17.219266891479492) (1145,17.194561004638672)*
595: (917,19.998987197875977)* (1360,19.237102508544922) (841,19.12189292907715)* (918,19.03550148010254)* (957,17.754783630371094)* (1527,17.533119201660156)* (954,17.38625717163086)* (710,17.386072158813477) (707,17.24677276611328)* (949,17.119470596313477) (1350,17.066530227661133) (923,17.016992568969727)* (1369,16.97992515563965)* (5157,16.940452575683594) (1342,16.928667068481445) (1353,16.809818267822266) (706,16.613954544067383) (946,16.431594848632812) (1522,16.425859451293945) (1261,16.357778549194336)
596: (59,18.502363204956055)* (874,18.220640182495117) (1019,18.004419326782227)* (997,17.726388931274414) (3280,17.702800750732422) (1073,17.317832946777344)* (2043,17.302562713623047) (1878,17.20085334777832) (193,16.89298439025879) (852,16.859575271606445) (61,16.807559967041016) (1889,16.679723739624023) (857,16.66448402404785) (72,16.6500186920166)* (72,16.6500186920166)* (1884,16.59527015686035) (875,16.572595596313477)* (159,16.557512283325195)* (99,16.54688262939453) (3201,16.543184280395508)
598: (67,17.313079833984375) (67,17.313079833984375) (302,16.739837646484375) (295,16.67527198791504) (701,16.539199829101562) (697,16.494869232177734) (972,16.45220184326172) (310,16.399566650390625) (291,16.37814712524414) (300,16.240123748779297)* (349,16.185104370117188)* (257,16.147720336914062) (294,15.938018798828125) (71,15.794238090515137) (71,15.794238090515137) (296,15.781942367553711) (525,15.778369903564453) (548,15.631280899047852) (298,15.5845947265625) (306,15.553484916687012)
601: (2338,19.952526092529297) (13633,19.33001708984375) (8230,18.921140670776367) (2339,17.995906829833984) (727,17.890056610107422) (2317,17.76573371887207) (2300,17.508665084838867) (1736,17.360836029052734) (13502,17.30552864074707) (986,17.2021484375) (12085,16.995595932006836) (1226,16.664806365966797) (2330,16.620859146118164) (4113,16.5246524810791) (13988,16.39629554748535) (1747,16.353931427001953) (2644,16.243515014648438) (6930,16.243322372436523) (389,16.231426239013672) (6945,16.198766708374023)
602: (1858,19.757232666015625) (808,18.884784698486328) (6773,18.883316040039062) (964,18.532922744750977) (3616,18.451324462890625) (1195,17.81443977355957) (1216,17.64370346069336) (2576,17.527631759643555) (2850,17.381458282470703) (3227,17.126110076904297) (977,16.95308494567871) (815,16.907333374023438) (9649,16.866228103637695) (9122,16.86038589477539) (813,16.813440322875977) (223,16.805007934570312) (6765,16.760147094726562) (2573,16.716428756713867) (8464,16.636516571044922)* (4262,16.59722137451172)
603: (154,19.48627471923828) (182,18.632436752319336) (229,18.26033592224121) (227,18.2029972076416) (217,18.095041275024414) (429,18.011722564697266) (1375,17.989694595336914) (1151,17.979251861572266) (204,17.96040916442871) (4435,17.86217498779297) (65,17.83680534362793) (65,17.83680534362793) (1116,17.675125122070312) (210,17.55912971496582) (2775,17.414852142333984) (225,17.396350860595703) (166,17.393770217895508) (962,17.37147331237793) (162,17.36197280883789) (4118,17.272350311279297)
604: (157,17.12041664123535) (285,15.724753379821777) (251,15.490141868591309) (310,15.35653018951416)* (302,15.256159782409668)* (2068,14.66678237915039) (89,14.641193389892578)* (329,14.625078201293945) (289,14.51938247680664)* (349,14.47311782836914)* (1463,14.399190902709961) (294,14.378890037536621) (5787,14.30366039276123) (265,14.220891952514648)* (701,14.156685829162598)* (69,14.096445083618164) (69,14.096445083618164) (180,13.948514938354492) (903,13.895970344543457) (8853,13.854297637939453)
605: (154,21.540372848510742)* (429,19.712465286254883) (418,19.515975952148438) (199,19.458662033081055) (65,19.432329177856445) (65,19.432329177856445) (190,19.142562866210938) (436,18.600563049316406) (859,18.53403663635254) (511,18.524600982666016) (715,18.522001266479492) (88,18.473432540893555) (615,18.456584930419922) (203,18.410972595214844)* (223,18.29753875732422) (81,18.26889991760254) (173,18.25861167907715) (1239,18.21455955505371) (206,18.03040313720703) (229,18.027830123901367)*
606: (162,21.529619216918945) (2006,20.837322235107422)* (920,20.44833755493164) (755,20.363117218017578) (1118,20.345046997070312) (3417,19.8902587890625) (163,19.861482620239258) (977,19.699398040771484) (632,19.6108455657959) (707,19.010879516601562) (1119,18.8265438079834) (812,18.809741973876953) (1418,18.754648208618164) (506,18.568687438964844) (1134,18.52728843688965) (2716,18.462512969970703) (2574,18.238801956176758) (227,18.125904083251953) (1994,18.11153793334961) (1216,18.107004165649414)
607: (47,17.037485122680664) (3,16.869714736938477) (6658,16.609031677246094) (8341,15.790102005004883) (13677,15.731562614440918) (2749,15.72160530090332)* (2772,15.621431350708008) (6258,15.597529411315918) (1254,15.582392692565918) (1259,15.268749237060547) (4605,15.231040000915527) (1214,15.156976699829102) (5299,14.589629173278809) (1276,14.532852172851562) (18729,14.518912315368652) (1260,14.495575904846191) (18727,14.487422943115234) (2761,14.481757164001465) (13978,14.455341339111328) (10894,14.425191879272461)
608: (2871,15.934260368347168) (2869,15.299861907958984) (5375,15.128227233886719) (8111,14.958187103271484) (11918,14.845765113830566) (2902,14.694812774658203) (2882,14.582837104797363) (2885,14.547479629516602) (2867,14.512206077575684) (2872,14.503083229064941) (5382,14.496940612792969) (2863,14.487730979919434) (2878,14.455610275268555) (2884,14.351337432861328) (2868,14.341123580932617) (2890,14.331122398376465) (2862,14.321627616882324) (2881,14.278690338134766) (11923,14.260353088378906) (2883,14.234854698181152)
609: (430,17.71413230895996) (546,16.551410675048828) (548,16.529178619384766) (690,16.392532348632812) (1632,16.271696090698242) (1097,16.248754501342773) (1090,16.239498138427734) (423,16.203290939331055) (207,16.166400909423828) (199,16.150022506713867) (4704,16.080476760864258) (65,15.896841049194336) (65,15.896841049194336) (5926,15.810493469238281) (437,15.774208068847656) (2083,15.769015312194824) (679,15.694730758666992) (2521,15.693296432495117) (903,15.692631721496582) (532,15.63891315460205)
611: (4025,19.25179672241211) (757,19.023340225219727) (7324,18.386648178100586) (3186,18.3017578125) (5149,18.195356369018555) (1405,17.914230346679688) (4382,17.7103328704834) (3300,17.49297332763672) (1075,17.30497932434082) (56,17.220218658447266) (56,17.220218658447266) (9718,17.19954490661621) (8674,17.13407325744629) (2083,17.12420082092285) (1983,17.120079040527344) (1986,17.0223445892334) (1398,16.916101455688477) (173,16.623674392700195) (1379,16.433490753173828) (172,16.398040771484375)
612: (548,19.078712463378906) (690,18.44035530090332) (2521,18.27273178100586) (2083,18.252275466918945) (4704,18.067319869995117) (757,17.658334732055664) (430,17.55299949645996) (423,17.37913703918457) (1390,17.24416160583496)* (980,17.240232467651367) (530,17.11737823486328) (1486,17.014892578125) (5147,16.858619689941406) (5150,16.677236557006836) (1934,16.406431198120117)* (1632,16.381378173828125) (425,16.35015869140625) (703,16.212377548217773) (432,15.935338973999023) (4706,15.909863471984863)
613: (4620,19.433761596679688) (554,18.142608642578125) (1242,18.091197967529297) (2265,18.05422592163086) (609,17.453968048095703) (227,17.32509422302246) (13000,17.323749542236328) (4531,17.22661590576172) (2632,17.127979278564453) (730,17.020849227905273) (2277,17.01565933227539)* (728,16.92252540588379) (1244,16.887807846069336) (426,16.82843780517578) (3110,16.672138214111328) (618,16.657453536987305) (9433,16.652843475341797) (562,16.634904861450195) (205,16.541627883911133) (1772,16.5015869140625)
614: (808,21.065242767333984) (1179,20.301206588745117) (488,20.076541900634766)* (377,19.750732421875) (503,19.362436294555664) (486,19.22263526916504) (1854,19.141965866088867)* (815,19.015405654907227)* (5966,18.87069320678711) (490,18.67171859741211) (1091,18.646045684814453) (1044,18.460119247436523) (230,18.42647933959961) (2206,18.33101463317871) (816,18.306991577148438) (2661,18.194120407104492) (2956,18.16779899597168) (1195,18.118844985961914) (514,18.08409881591797) (4179,18.024593353271484)*
616: (841,19.981733322143555)* (198,19.1059513092041) (923,19.09441566467285) (1261,18.559968948364258) (2360,18.37477684020996) (1369,18.01825523376465) (1358,17.924774169921875) (949,17.40237808227539) (1974,17.259323120117188) (1364,17.241979598999023)* (6259,17.185016632080078) (517,17.18320083618164) (1281,17.169321060180664) (3719,16.913185119628906)* (503,16.781497955322266)* (7419,16.73227310180664) (1257,16.71739959716797) (1873,16.642410278320312) (1044,16.603002548217773)* (1216,16.5861759185791)
617: (331,17.96695899963379) (485,17.90834617614746) (308,17.799842834472656) (1449,17.359317779541016) (317,17.324813842773438)* (262,17.22797966003418) (279,17.225330352783203) (67,17.119606018066406)* (67,17.119606018066406)* (285,17.067598342895508) (310,17.056888580322266) (6562,16.91309356689453) (332,16.855337142944336)* (55,16.840227127075195)* (306,16.807825088500977) (907,16.73877716064453) (701,16.629989624023438) (302,16.349872589111328) (2083,16.344743728637695) (327,16.28821563720703)
618: (3462,17.59650230407715) (11006,16.358640670776367) (6414,16.354106903076172) (7895,16.211563110351562) (12413,16.040210723876953) (3817,15.925817489624023) (759,15.88296890258789) (11625,15.84880256652832) (10035,15.723357200622559) (4241,15.48501205444336) (4173,15.398216247558594) (632,15.375421524047852) (4239,15.315316200256348) (4231,15.305639266967773) (751,15.266825675964355) (11896,15.216241836547852) (1858,15.185967445373535) (11265,15.168014526367188) (2829,15.108863830566406) (5628,15.06859016418457)
619: (716,17.717906951904297) (1048,17.46719741821289) (210,17.233556747436523) (225,17.006999969482422) (199,16.88022232055664) (969,16.67530059814453) (430,16.54088592529297)* (1400,16.349563598632812) (2614,16.213054656982422) (203,16.036466598510742) (3030,15.983113288879395) (1515,15.976622581481934) (1106,15.819402694702148) (533,15.75912857055664) (709,15.739455223083496) (443,15.667496681213379) (425,15.658080101013184)* (65,15.507119178771973) (65,15.507119178771973) (2611,15.50085735321045)
620: (972,17.51831817626953) (4136,15.896419525146484)* (1857,15.882247924804688) (3429,15.874512672424316) (289,15.782705307006836)* (333,15.404918670654297)* (7191,15.361727714538574) (1109,15.352568626403809) (6282,15.300833702087402) (67,15.282522201538086)* (67,15.282522201538086)* (903,15.2189359664917)* (936,15.17883014678955) (316,15.129289627075195) (374,15.079472541809082) (498,15.0568208694458)* (3124,15.019133567810059) (2441,14.909700393676758) (2059,14.795312881469727) (680,14.795088768005371)
621: (333,17.7979736328125) (972,17.599571228027344) (374,17.50909996032715) (89,17.44170379638672)* (375,17.35868263244629) (466,17.181535720825195) (461,16.867534637451172) (302,16.389036178588867)* (686,16.346609115600586) (3124,16.326038360595703) (325,16.319759368896484) (318,16.21742820739746) (679,16.078065872192383)* (386,15.927183151245117) (1590,15.840675354003906) (297,15.821793556213379) (523,15.801451683044434) (257,15.712614059448242) (1114,15.667784690856934) (544,15.550329208374023)
622: (429,20.481693267822266)* (227,20.03742218017578)* (1957,19.752120971679688) (562,19.63418960571289) (159,19.630218505859375)* (441,19.53187370300293) (222,19.22825813293457) (2375,19.208515167236328) (612,19.087921142578125) (1504,19.072139739990234) (7147,19.023115158081055) (718,18.914018630981445) (4079,18.846647262573242) (1976,18.744033813476562) (2475,18.67218780517578) (857,18.58692741394043)* (614,18.581378936767578) (226,18.541229248046875) (234,18.539785385131836) (1412,18.293704986572266)
623: (607,21.677885055541992) (152,21.540422439575195)* (1412,19.304262161254883) (562,19.274791717529297) (609,19.247119903564453) (3776,19.147348403930664) (1426,19.140092849731445) (1639,19.056774139404297) (1425,18.84815788269043) (3264,18.686717987060547) (212,18.682174682617188) (3272,18.565753936767578)* (3405,18.507205963134766) (1119,18.349239349365234) (5175,18.293087005615234) (215,18.281339645385742)* (162,18.259382247924805) (4451,18.253440856933594) (1134,18.225753784179688) (920,18.185832977294922)
624: (227,19.038909912109375) (190,18.96651840209961) (173,18.945003509521484) (707,18.59142303466797) (159,18.33176612854004)* (234,18.005929946899414) (706,17.475879669189453) (436,17.46138572692871) (1244,17.421083450317383) (1104,16.93822479248047) (157,16.92940330505371) (917,16.88292121887207) (65,16.83930778503418) (65,16.83930778503418) (1513,16.829811096191406) (533,16.826824188232422) (72,16.825931549072266)* (72,16.825931549072266)* (89,16.82272720336914) (3739,16.800739288330078)
625: (429,19.55474281311035) (2289,19.101478576660156) (757,19.097043991088867)* (5549,19.088130950927734) (84,18.88878059387207) (1504,18.870777130126953) (199,18.815799713134766) (7665,18.63654327392578) (615,18.5379638671875) (8705,18.492507934570312) (3279,18.225112915039062) (441,18.166662216186523) (2531,18.15791130065918) (618,18.029001235961914) (12491,17.951114654541016) (1957,17.918254852294922) (703,17.687942504882812) (195,17.668188095092773) (7324,17.610918045043945) (222,17.570337295532227)
627: (707,15.88467025756836) (1109,15.46841049194336) (188,15.430146217346191) (1126,15.41910171508789) (10585,15.289603233337402) (1131,14.908340454101562) (227,14.88664436340332) (868,14.85649585723877) (1104,14.850203514099121) (157,14.819308280944824) (1130,14.731515884399414) (2006,14.693296432495117) (1412,14.674958229064941) (72,14.636798858642578) (72,14.636798858642578) (963,14.633164405822754) (1998,14.544285774230957) (957,14.402859687805176)* (883,14.377042770385742) (1124,14.352880477905273)
628: (418,20.142810821533203)* (81,20.111108779907227) (173,19.357831954956055) (225,18.93284797668457)* (199,18.907011032104492) (429,18.80085563659668) (425,18.635154724121094) (615,18.594846725463867) (703,18.59148406982422) (858,18.58177947998047) (238,18.510494232177734) (1098,18.430057525634766) (1090,18.414901733398438) (217,18.19442367553711) (7324,18.179292678833008) (1400,18.161109924316406) (56,18.126245498657227) (56,18.126245498657227) (1983,18.108652114868164) (237,18.093252182006836)
629: (1755,17.830671310424805) (447,17.713619232177734) (3747,17.12837791442871) (1766,17.109642028808594) (163,17.069395065307617)* (5441,17.04236602783203) (1412,16.869091033935547)* (562,16.66068458557129) (6137,16.45717430114746) (10418,16.33696746826172) (1764,16.085330963134766)* (154,16.000978469848633)* (709,15.990240097045898) (1090,15.961596488952637)* (421,15.927020072937012) (215,15.924120903015137) (533,15.834452629089355) (1515,15.805875778198242) (615,15.772536277770996) (1639,15.745354652404785)
631: (982,18.580228805541992)* (1249,18.473827362060547) (220,18.41891860961914) (1513,17.92881965637207) (707,17.766414642333984)* (1412,17.75035285949707)* (163,17.22783088684082) (868,16.803377151489258) (228,16.433795928955078)* (562,16.227603912353516) (951,16.01504898071289) (176,15.949923515319824) (932,15.784873008728027) (735,15.777190208435059) (226,15.732867240905762) (229,15.720491409301758)* (709,15.685114860534668)* (2797,15.667673110961914) (1974,15.471185684204102) (1639,15.399468421936035)
632: (289,16.209089279174805)* (349,15.50541877746582)* (679,15.3212308883667) (523,15.156020164489746) (318,14.905671119689941)* (461,14.903045654296875)* (301,14.698272705078125) (323,14.58044719696045) (906,14.245266914367676) (320,14.076614379882812) (528,14.05683708190918) (1580,14.035155296325684) (1934,14.02785587310791) (544,14.015573501586914) (535,14.005027770996094) (686,13.864777565002441) (314,13.760828018188477) (157,13.759175300598145) (1243,13.638235092163086) (290,13.611272811889648)
633: (198,18.1800479888916) (2850,17.943920135498047) (2847,17.927988052368164) (489,17.876726150512695) (412,17.556194305419922) (4166,17.225791931152344) (808,17.107606887817383)* (816,17.04851531982422) (830,16.96942901611328) (2661,16.936786651611328) (779,16.8077392578125) (492,16.74825668334961) (2983,16.617595672607422) (190,16.59708023071289) (1044,16.582075119018555) (1116,16.563018798828125) (1145,16.510334014892578) (5239,16.499523162841797) (4828,16.455358505249023) (500,16.391813278198242)
634: (679,15.782427787780762) (2607,15.602523803710938) (291,15.548110008239746) (2176,15.38490104675293) (1447,15.341726303100586)* (892,15.31092643737793) (1047,15.238924026489258) (1043,15.213552474975586) (683,15.201141357421875) (1242,15.057031631469727) (3171,14.937047004699707) (694,14.928291320800781) (538,14.8400239944458) (1934,14.815181732177734)* (1243,14.801591873168945) (1244,14.737173080444336) (5746,14.736751556396484) (3081,14.70462417602539) (342,14.700994491577148) (5267,14.65412425994873)*
635: (154,20.487478256225586) (163,19.059520721435547) (215,18.779306411743164) (217,18.711687088012695) (212,18.440820693969727)* (533,18.41399383544922) (562,18.410076141357422) (199,18.16297721862793) (604,18.10956382751465) (4620,17.935388565063477) (2616,17.889999389648438) (1772,17.83955955505371) (1639,17.78886604309082) (196,17.658952713012695) (221,17.63166046142578) (228,17.563030242919922) (204,17.548364639282227) (511,17.521556854248047)* (734,17.494966506958008) (2265,17.34596824645996)
636: (294,17.03885269165039)* (349,16.65764617919922)* (55,16.270404815673828)* (455,15.85145378112793) (289,15.785521507263184)* (310,15.775949478149414)* (1602,15.763993263244629) (285,15.750438690185547) (1601,15.640924453735352) (972,15.609214782714844) (465,15.444525718688965)* (479,15.391181945800781) (291,15.376337051391602)* (2018,15.327980041503906) (302,15.324172973632812) (535,15.308635711669922) (161,15.175162315368652)* (798,15.14224624633789) (323,15.125911712646484) (354,15.012259483337402)*
637: (2343,17.735679626464844) (1412,17.724239349365234) (1639,17.44366455078125) (1249,17.228107452392578)* (868,17.154197692871094) (227,16.933748245239258) (2346,16.851987838745117)* (562,16.848941802978516) (163,16.694257736206055) (707,16.668724060058594) (1369,16.528345108032227) (732,16.346721649169922) (533,16.185651779174805) (2834,16.08253288269043) (2789,16.06884002685547) (2855,16.032032012939453) (1803,15.851337432861328) (718,15.814932823181152) (952,15.803936004638672) (1813,15.791478157043457)*
638: (292,15.608918190002441)* (318,14.884177207946777)* (310,14.851675033569336) (466,14.601161003112793)* (326,14.589685440063477) (293,14.58914566040039) (301,14.198616981506348)* (525,14.185654640197754) (320,14.15445327758789) (679,13.948617935180664)* (311,13.940407752990723) (544,13.809666633605957)* (686,13.804193496704102) (352,13.655461311340332) (913,13.636738777160645) (1580,13.536983489990234)* (907,13.479545593261719) (456,13.479093551635742) (332,13.420120239257812) (1459,13.405529022216797)
639: (3501,20.205514907836914) (3109,20.04566764831543) (757,19.583843231201172)* (1379,19.41340446472168) (58,19.32120132446289) (58,19.32120132446289) (2667,19.043630599975586) (1098,19.00404167175293) (70,18.972028732299805) (4024,18.85787582397461) (1075,18.818937301635742) (238,18.720375061035156) (1983,18.621580123901367) (11031,18.505830764770508) (1787,18.166261672973633) (1409,18.166173934936523) (2824,18.092227935791016) (38,18.007469177246094) (1394,17.967384338378906) (1099,17.892330169677734)
640: (1639,20.6718692779541) (2346,19.55270004272461) (1426,19.44441032409668)* (227,19.383169174194336)* (917,19.35256004333496) (2834,19.251678466796875) (212,18.886369705200195)* (1249,18.828495025634766) (730,18.64104652404785) (607,18.413206100463867) (733,18.40223503112793) (2855,18.291181564331055)* (724,18.201396942138672) (718,18.034482955932617) (707,17.993633270263672) (176,17.956153869628906) (2265,17.94069480895996) (1358,17.878381729125977) (2861,17.854629516601562) (614,17.646554946899414)*
