userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,50.174537658691406) (51,49.95536804199219)* (1014,49.106544494628906) (187,49.09053039550781) (997,48.900047302246094) (59,48.88568115234375)* (4308,48.70415496826172) (998,48.684844970703125) (1073,48.46005630493164) (1892,48.42245101928711) (61,48.31501007080078)* (1013,48.30491256713867) (193,48.29257583618164) (877,48.16304016113281) (993,48.14425277709961) (1713,48.136940002441406) (1019,48.09062194824219) (3201,48.00580596923828) (511,47.96918487548828) (91,47.937923431396484)*
517: (103,53.86370086669922) (748,53.47414779663086) (1405,53.27613067626953) (1167,53.22119140625)* (2675,53.04950714111328) (1964,52.96654510498047) (3691,52.84699249267578) (444,52.780372619628906) (1098,52.76042938232422) (5152,52.75178527832031) (1969,52.69768524169922) (3695,52.56739807128906) (266,52.55677795410156) (1971,52.55311584472656) (84,52.518062591552734) (6835,52.507694244384766) (616,52.50081253051758) (2605,52.50004196166992)* (12020,52.46636962890625) (757,52.45539093017578)
518: (300,50.49357986450195)* (306,50.29583740234375)* (790,49.80916213989258)* (302,49.797950744628906) (679,49.618595123291016)* (464,49.61701202392578) (325,49.59236145019531) (458,49.55286407470703) (544,49.54808807373047) (542,49.470306396484375) (1032,49.40202331542969)* (344,49.36134338378906)* (299,49.31144714355469) (681,49.14191436767578) (318,49.135955810546875) (646,49.120880126953125) (704,49.107635498046875) (67,49.092926025390625)* (67,49.092926025390625)* (528,49.06950378417969)
519: (707,53.226158142089844) (930,52.942230224609375) (936,52.8856086730957)* (25,52.66691589355469) (1104,52.47381591796875) (503,52.43083953857422) (1338,52.417030334472656) (957,52.311973571777344) (2963,52.27733612060547) (843,52.16568374633789) (7100,52.13714599609375) (1249,52.05910110473633) (841,52.05539321899414) (923,52.037269592285156) (953,51.997657775878906) (955,51.990989685058594) (1263,51.98926544189453) (726,51.95026397705078) (1044,51.93551254272461) (928,51.86827850341797)*
520: (72,50.59211349487305)* (72,50.59211349487305)* (1104,50.549835205078125) (7,49.93160629272461) (173,49.8609504699707) (377,49.73314666748047) (2014,49.545406341552734) (930,49.405921936035156) (486,49.19154357910156) (234,49.182090759277344) (518,49.16170120239258) (189,49.038124084472656)* (1713,49.02815246582031)* (487,49.0181884765625) (504,48.9941291809082) (5079,48.93549728393555) (65,48.923030853271484) (65,48.923030853271484) (517,48.91392135620117) (1300,48.89701461791992)
521: (412,51.52004623413086) (808,50.85121154785156) (2661,50.83979415893555) (1672,50.63521957397461) (540,50.61507797241211) (1046,50.56707000732422) (687,50.13660430908203)* (1185,50.00388717651367) (982,49.95655059814453)* (1180,49.933475494384766) (816,49.90266036987305) (220,49.81648254394531) (3398,49.765350341796875) (1182,49.763023376464844) (507,49.76203155517578) (4262,49.75495529174805) (190,49.74460983276367) (501,49.700538635253906) (234,49.67173385620117) (1043,49.66162872314453)*
523: (217,51.837249755859375) (154,51.23645782470703) (1048,51.206600189208984) (228,51.1660270690918) (199,51.12118911743164) (622,51.01230239868164) (3057,50.998844146728516) (1239,50.940574645996094) (3258,50.93311309814453) (65,50.92089080810547) (65,50.92089080810547) (604,50.89784622192383) (683,50.89278793334961) (223,50.79985046386719) (428,50.75068283081055) (2277,50.74342727661133) (225,50.7171516418457)* (426,50.71324920654297) (195,50.686134338378906) (229,50.65671920776367)
525: (377,50.35808181762695) (540,50.314510345458984)* (486,50.272239685058594) (779,50.23316955566406) (816,50.20824432373047)* (412,49.96647262573242) (1246,49.84241485595703)* (1188,49.840126037597656)* (1186,49.74839401245117) (507,49.64573669433594) (2661,49.600494384765625) (2850,49.412269592285156) (492,49.399024963378906) (1043,49.30463790893555) (1197,49.23028564453125) (488,49.22711181640625)* (830,49.21333312988281) (499,49.209228515625) (536,49.166873931884766)* (190,49.0997428894043)
526: (917,53.504600524902344) (234,53.30614471435547) (1249,53.063777923583984)* (1672,53.00165557861328)* (230,53.00151824951172) (1513,52.79377365112305) (808,52.68694305419922) (377,52.597434997558594) (1974,52.221961975097656) (190,52.11808776855469) (209,52.102901458740234) (1406,52.08513641357422) (498,52.04033660888672) (503,52.01042175292969) (978,51.993412017822266) (2346,51.923675537109375) (918,51.92055892944336) (854,51.91790771484375) (500,51.80584716796875) (1206,51.804988861083984)
527: (89,52.1169319152832)* (306,51.89348602294922) (300,51.867103576660156)* (532,51.639976501464844) (333,51.462806701660156) (298,51.30923843383789) (701,51.109222412109375) (67,51.09782409667969)* (67,51.09782409667969)* (461,51.05852508544922)* (2083,51.026676177978516) (328,50.99789810180664) (548,50.94491195678711)* (679,50.93705749511719) (526,50.813575744628906) (291,50.76310729980469) (525,50.6622314453125) (318,50.625999450683594) (352,50.596397399902344) (293,50.58147430419922)
529: (1369,54.771514892578125)* (1412,54.620033264160156) (1372,54.091976165771484) (2834,53.802284240722656) (16449,53.75599670410156) (841,53.63137435913086) (6541,53.556427001953125) (3011,53.54230499267578) (9345,53.42359161376953) (7055,53.38124465942383) (1264,53.365474700927734) (1703,53.33381652832031) (1639,53.25156021118164) (8423,53.247215270996094) (1531,53.235008239746094) (1254,53.23089599609375) (1360,53.202266693115234) (3470,53.198463439941406) (1343,53.193477630615234) (7407,53.13829040527344)
530: (2277,53.69630432128906) (1772,53.54401779174805) (697,53.36375427246094) (5790,53.265586853027344) (227,53.236671447753906) (65,53.22515869140625) (65,53.22515869140625) (8054,53.12511444091797) (3057,53.052642822265625) (3706,52.99086380004883) (1383,52.981529235839844) (10918,52.83887481689453) (604,52.82860565185547) (1098,52.812904357910156) (3202,52.81257629394531) (2544,52.794498443603516) (154,52.768795013427734) (10969,52.743003845214844) (618,52.71244812011719) (3110,52.71220397949219)
531: (288,49.77363586425781)* (89,49.72948455810547)* (292,49.35628128051758)* (679,49.22496032714844)* (544,49.044715881347656) (704,48.92061233520508)* (802,48.78062438964844) (790,48.74211120605469) (680,48.64381408691406) (318,48.633209228515625) (542,48.579132080078125) (1032,48.499839782714844) (1034,48.37415313720703) (293,48.30254364013672)* (321,48.22817611694336) (328,48.22600555419922) (349,48.15201187133789) (1037,48.11528396606445) (646,48.112762451171875) (352,48.10958480834961)
532: (1035,48.34687805175781) (1043,48.31258773803711) (2618,48.30510711669922)* (1046,48.27735900878906) (1038,48.05305480957031)* (816,48.016300201416016)* (1045,48.01593780517578)* (1197,47.94401168823242) (412,47.91484832763672)* (4837,47.904502868652344) (1198,47.81639862060547)* (1868,47.76893615722656) (1246,47.76526641845703)* (4385,47.582210540771484) (209,47.54376983642578) (1181,47.538063049316406) (537,47.501731872558594) (1187,47.497623443603516) (1670,47.48382568359375)* (2850,47.460784912109375)
533: (2054,53.0297966003418) (1694,53.013633728027344) (157,52.86143493652344) (6710,52.83137893676758) (7203,52.36906814575195) (1427,51.93569564819336) (2952,51.92063903808594) (265,51.89495849609375)* (253,51.89122009277344) (13164,51.88651657104492) (3611,51.88639831542969) (987,51.85886764526367) (572,51.66807174682617) (2046,51.63443374633789)* (389,51.5831413269043) (575,51.58195114135742) (2934,51.54701614379883) (8152,51.54317092895508) (1740,51.53892135620117) (8991,51.528900146484375)
534: (67,48.48478698730469)* (67,48.48478698730469)* (157,48.32021713256836) (288,47.78833770751953)* (190,47.7029914855957) (377,47.651145935058594) (378,47.588890075683594) (300,47.5832633972168)* (302,47.57605743408203) (972,47.446231842041016) (55,47.43037796020508) (333,47.34925079345703) (328,47.29922103881836)* (310,47.1905403137207) (518,47.13166809082031) (538,47.10242462158203) (486,47.09369659423828) (65,47.00770568847656) (65,47.00770568847656) (498,46.88126754760742)
535: (498,51.4615592956543) (333,51.42477798461914) (300,51.23126983642578) (344,50.90078353881836) (542,50.684574127197266) (288,50.65361022949219) (679,50.64593505859375) (67,50.60452651977539) (67,50.60452651977539) (701,50.542266845703125)* (461,50.510963439941406) (291,50.48381042480469) (295,50.43149185180664) (538,50.410606384277344) (283,50.328529357910156) (157,50.29411697387695) (230,50.28564453125) (306,50.266273498535156) (321,50.2025032043457) (951,50.068851470947266)*
536: (157,52.937721252441406)* (306,52.34029006958008) (966,52.16001510620117) (498,52.0796012878418) (230,51.995208740234375) (302,51.987857818603516) (378,51.82856750488281) (295,51.810176849365234) (1244,51.740386962890625) (951,51.614776611328125) (903,51.60426330566406) (283,51.52908706665039) (538,51.52708435058594) (461,51.4445686340332) (316,51.403228759765625) (257,51.389678955078125) (542,51.38956069946289) (2346,51.388729095458984) (1249,51.3801383972168) (344,51.3783073425293)
537: (89,53.14236068725586)* (333,53.06548309326172) (475,52.51404571533203) (295,52.298744201660156) (464,52.22804260253906)* (302,52.22645568847656) (704,51.898136138916016) (377,51.873199462890625) (328,51.859703063964844) (1455,51.847633361816406) (686,51.785316467285156) (680,51.72838592529297) (378,51.63296890258789) (458,51.60106658935547) (528,51.56675720214844) (1042,51.51123046875) (318,51.484371185302734) (67,51.47462463378906) (67,51.47462463378906) (681,51.45357131958008)
538: (295,52.75189208984375)* (333,52.59634017944336)* (67,52.098697662353516) (67,52.098697662353516) (544,52.015438079833984) (349,51.95290756225586) (257,51.81647491455078) (318,51.81052017211914) (352,51.57444381713867)* (1037,51.5594482421875)* (161,51.55672836303711) (686,51.55485916137695)* (528,51.46180725097656) (344,51.46027374267578)* (329,51.381752014160156) (325,51.373741149902344) (523,51.344364166259766) (525,51.33647537231445) (327,51.324668884277344) (972,51.21869659423828)
539: (1713,47.14015579223633)* (187,47.00319290161133) (173,46.82533264160156) (1379,46.4228630065918)* (7,46.418941497802734) (30,46.39213943481445) (1061,46.35010528564453)* (1300,46.17839050292969) (159,46.125205993652344)* (157,46.115081787109375) (229,46.11404037475586) (511,46.083736419677734)* (172,46.077091217041016) (518,46.05784606933594) (1075,45.98017883300781) (1791,45.950687408447266) (877,45.9210205078125) (155,45.8690185546875) (5079,45.837615966796875) (153,45.83150863647461)*
540: (59,48.379783630371094)* (3201,47.959320068359375) (1001,47.761539459228516)* (1098,47.742210388183594) (51,47.70934295654297)* (1062,47.68194580078125) (874,47.61920928955078) (1073,47.61487579345703) (1083,47.4592170715332)* (1886,47.39714813232422) (997,47.31376266479492) (627,47.31254577636719) (599,47.294002532958984)* (81,47.292938232421875) (58,47.20833206176758)* (58,47.20833206176758)* (1890,47.193572998046875) (238,47.15687561035156) (4308,47.04536056518555) (76,46.97726058959961)
541: (1426,51.690765380859375) (959,51.577396392822266) (733,51.49027633666992) (554,51.48320770263672) (599,51.22806167602539) (614,51.20972442626953)* (917,51.20438766479492) (718,51.178375244140625) (1513,51.112613677978516) (630,51.0777587890625)* (234,50.90349578857422) (1244,50.867462158203125) (857,50.849403381347656) (1416,50.825401306152344) (1372,50.76506423950195)* (1804,50.75662612915039) (3011,50.67416000366211) (2786,50.64506912231445) (436,50.61978530883789) (7407,50.558387756347656)
542: (802,51.71855926513672) (790,51.59111785888672) (2548,51.575523376464844) (461,51.5417366027832) (300,51.496524810791016) (1429,51.403560638427734) (288,51.403282165527344) (333,51.26531982421875) (295,51.176937103271484) (646,51.15924072265625) (2080,51.115936279296875) (466,51.08452606201172) (89,51.06536102294922) (292,51.05953598022461) (306,51.02320098876953) (2498,51.01081466674805) (701,51.00701904296875) (1453,50.82559585571289) (161,50.82200241088867) (299,50.81311798095703)
543: (450,44.549530029296875) (56,44.49182891845703) (56,44.49182891845703) (441,44.320213317871094) (159,44.308624267578125) (228,44.27040100097656) (432,44.149234771728516) (1075,44.13534927368164) (65,43.947628021240234)* (65,43.947628021240234)* (203,43.9134521484375) (969,43.87553405761719) (533,43.8211784362793) (1098,43.82105255126953)* (3186,43.80572509765625) (429,43.7498664855957) (424,43.62556838989258) (757,43.59642791748047) (234,43.478965759277344) (1384,43.46410369873047)
544: (1187,47.89777374267578) (2582,47.894256591796875) (5966,47.716888427734375) (154,47.707462310791016) (3616,47.69031524658203) (210,47.50129699707031)* (199,47.49680709838867) (2608,47.49140167236328) (6594,47.46122741699219) (1100,47.457786560058594) (195,47.41645431518555) (757,47.39728546142578) (207,47.3961296081543) (3685,47.32206726074219) (223,47.28821563720703) (440,47.22584533691406) (1096,47.18089294433594) (2572,47.17790603637695) (768,47.169342041015625) (6773,47.15358352661133)
545: (230,49.42580795288086) (209,49.236114501953125)* (966,49.0469970703125)* (499,48.85424041748047) (536,48.791053771972656) (518,48.64700698852539)* (472,48.62843704223633)* (475,48.556495666503906) (540,48.54438400268555) (1672,48.360530853271484) (1180,48.275352478027344) (300,48.26530456542969) (493,48.258296966552734) (403,48.17741012573242)* (1044,48.157875061035156) (930,48.13472366333008) (65,47.974918365478516) (65,47.974918365478516) (1673,47.940582275390625) (306,47.70729446411133)
546: (707,54.8465690612793) (370,54.60223388671875) (920,54.39981460571289) (843,54.396671295166016) (506,54.03924560546875) (841,54.00300216674805)* (1206,53.87971496582031) (854,53.855342864990234) (1710,53.603118896484375)* (1369,53.57612228393555)* (1119,53.569175720214844) (1274,53.540016174316406) (163,53.5153694152832)* (198,53.45701217651367) (503,53.43248748779297) (1412,53.30450439453125) (1132,53.276058197021484) (234,53.24641799926758) (3940,53.242393493652344) (25,53.15963363647461)
547: (1131,53.83589172363281) (152,53.6248893737793) (154,53.59248733520508) (854,53.53303146362305)* (227,53.4688720703125)* (162,53.41416549682617) (1206,53.3004264831543) (1418,53.283241271972656) (234,53.09712219238281) (859,53.081356048583984) (188,53.07947540283203) (436,53.059417724609375)* (418,53.03040313720703) (868,53.02532196044922) (867,52.91555404663086) (2493,52.84965896606445) (429,52.729759216308594) (707,52.664825439453125) (1118,52.66001510620117) (159,52.63027572631836)
548: (6286,51.90898132324219) (4271,51.83611297607422) (9540,51.78263854980469) (1264,51.259056091308594) (1521,51.253997802734375) (4611,50.670013427734375) (1344,50.6684684753418) (1528,50.594337463378906) (1531,50.45241165161133) (917,50.435585021972656) (7055,50.34748840332031) (1261,50.26807403564453) (1522,50.18635559082031) (1281,50.18014907836914) (2765,50.171817779541016) (1992,50.0749397277832) (12,49.9941520690918)* (954,49.955570220947266) (1535,49.95210647583008) (1525,49.95087432861328)
549: (1412,56.40795135498047) (1369,55.406280517578125) (1639,55.31520462036133) (735,55.22093200683594) (1244,54.98527908325195) (2901,54.81541442871094) (1372,54.806087493896484) (2834,54.7982063293457) (607,54.73975372314453) (706,54.70685577392578) (717,54.66312789916992) (732,54.652305603027344) (562,54.630001068115234) (712,54.605960845947266) (2343,54.57359313964844) (728,54.492462158203125) (2569,54.45603561401367) (1426,54.37946319580078) (2786,54.347103118896484) (1413,54.32714080810547)
550: (917,54.53009796142578)* (918,53.51056671142578) (949,52.944576263427734) (953,52.875274658203125) (920,52.86872863769531) (503,52.73512649536133) (2654,52.634700775146484) (1261,52.47505187988281)* (1206,52.45518493652344) (854,52.40943145751953) (1527,52.39423751831055)* (25,52.352821350097656) (370,52.31861877441406) (706,52.28068923950195)* (1531,52.23681640625) (957,52.0998649597168) (1513,52.06406021118164) (1281,51.99427032470703) (1110,51.99090576171875) (1338,51.97542190551758)
551: (230,54.042274475097656) (377,53.9384880065918) (486,53.815853118896484)* (540,53.57488250732422) (412,53.442935943603516) (537,53.128753662109375) (499,53.01137924194336) (1186,52.97908401489258) (403,52.96806335449219) (1246,52.862239837646484) (536,52.84367370605469) (475,52.781776428222656) (207,52.768310546875) (220,52.73850631713867) (333,52.721736907958984) (234,52.64726257324219) (89,52.64522933959961)* (1866,52.59761047363281) (1378,52.52457046508789) (808,52.5179328918457)*
552: (17655,39.25053787231445) (17670,39.217403411865234) (12439,39.206417083740234) (8394,39.17961883544922) (17667,39.17659378051758) (17664,39.15241241455078) (17660,39.14800262451172) (17659,39.102962493896484) (17668,39.09959030151367) (17665,39.087703704833984) (17657,39.086570739746094) (8397,38.9488639831543) (17676,38.94447326660156) (13564,38.89454650878906) (12805,38.885284423828125) (17671,38.87644958496094) (12434,38.86101531982422) (6994,38.860626220703125) (17658,38.84999084472656) (17681,38.84876251220703)
553: (2179,60.91338348388672) (1613,60.7244987487793) (375,60.37734603881836) (278,60.037757873535156) (2226,59.814125061035156) (2247,59.76953125) (374,59.7662353515625) (330,59.639713287353516) (89,59.631553649902344) (3317,59.61637878417969) (3982,59.60948181152344) (3324,59.58815383911133) (397,59.535308837890625) (475,59.524192810058594) (2102,59.45713424682617) (388,59.448974609375) (2086,59.4093017578125) (1009,59.331886291503906) (2441,59.311134338378906) (2500,59.26549530029297)
555: (257,58.77851867675781) (67,58.680076599121094) (67,58.680076599121094) (55,58.40132522583008) (306,58.343589782714844) (299,58.272064208984375) (701,58.24492645263672) (349,58.231468200683594) (310,58.144107818603516) (300,58.024497985839844)* (301,57.95411682128906) (157,57.915992736816406) (294,57.848915100097656) (314,57.719764709472656)* (525,57.69321060180664) (907,57.63301467895508) (468,57.51513671875) (285,57.49496841430664) (291,57.4521484375) (328,57.406150817871094)
556: (154,55.19060134887695) (757,54.934146881103516) (56,54.91777801513672)* (56,54.91777801513672)* (229,54.79574966430664) (190,54.69504165649414) (1098,54.62355041503906) (703,54.556129455566406) (7324,54.52324295043945) (423,54.421546936035156) (210,54.416465759277344) (1383,54.36595916748047) (228,54.360618591308594) (3057,54.351200103759766) (1400,54.292381286621094) (1632,54.251609802246094) (81,54.225608825683594) (425,54.223182678222656) (207,54.19363784790039) (88,54.17495346069336)
557: (1104,48.78591537475586) (30,48.48240280151367) (1713,48.17234420776367) (2,48.133758544921875) (1099,47.99961471557617) (190,47.862510681152344) (70,47.759822845458984) (1072,47.74424362182617) (9,47.72472381591797) (3988,47.633609771728516) (7,47.626136779785156) (187,47.4936637878418) (153,47.46476364135742) (880,47.42299270629883) (51,47.376068115234375) (36,47.360408782958984) (75,47.312644958496094) (75,47.312644958496094) (1075,47.298912048339844) (1061,47.29414367675781)
558: (67,53.68951416015625)* (67,53.68951416015625)* (1464,53.54140090942383) (180,53.34601593017578) (959,53.071998596191406) (253,52.795047760009766) (2044,52.57709884643555) (1244,52.51409149169922) (258,52.425262451171875) (601,52.416038513183594) (2183,52.37287139892578) (289,52.3563346862793) (511,52.348228454589844) (77,52.27592086791992) (77,52.27592086791992) (192,52.23368835449219) (3966,52.14915084838867) (3063,52.11518096923828) (641,52.09770965576172) (1081,52.08464813232422)
559: (511,48.64399719238281)* (533,48.50352096557617) (735,47.88470458984375)* (159,47.82065963745117) (868,47.7735481262207) (1244,47.673126220703125) (212,47.622867584228516) (429,47.62242126464844) (715,47.50507736206055) (562,47.49165344238281) (203,47.48811721801758) (554,47.44979476928711) (439,47.377098083496094) (424,47.35764694213867) (1412,47.27471160888672) (228,47.248756408691406) (65,47.247703552246094) (65,47.247703552246094) (96,47.14366149902344) (154,47.10934066772461)
560: (72,46.133296966552734)* (72,46.133296966552734)* (190,46.05461883544922) (173,46.05265426635742) (233,45.87424850463867) (154,45.81304168701172) (450,45.804588317871094) (1075,45.548126220703125) (441,45.37143325805664) (70,45.293636322021484) (229,44.96531677246094) (1151,44.89056396484375) (81,44.879207611083984) (1098,44.82144546508789)* (238,44.805625915527344) (1376,44.75265884399414) (969,44.72050857543945) (1090,44.65340805053711) (234,44.5888671875) (59,44.567630767822266)*
561: (1544,57.133056640625) (278,55.9611701965332) (5332,55.645225524902344) (3982,55.46263122558594) (2226,55.418556213378906) (1641,55.3027229309082) (3318,55.301719665527344) (2906,55.23765563964844) (14540,55.22414016723633) (8188,55.189109802246094) (3317,55.17011260986328) (260,55.14860534667969) (2180,54.99809265136719) (1613,54.963600158691406) (9388,54.90034103393555) (8174,54.87546920776367) (11063,54.850955963134766) (11067,54.8357048034668) (67,54.80197525024414) (67,54.80197525024414)
562: (1462,52.04542541503906) (2439,51.837215423583984) (683,51.20342254638672) (3081,51.123634338378906) (694,50.98088836669922) (1489,50.97798538208008) (2449,50.96132278442383)* (899,50.904685974121094) (307,50.833396911621094) (3749,50.80573272705078) (355,50.79580307006836) (4815,50.71891784667969) (3078,50.6170768737793) (5099,50.53369140625) (7252,50.51897430419922) (12209,50.50362014770508) (498,50.50355911254883) (3871,50.49425506591797) (1447,50.480377197265625) (333,50.412479400634766)
563: (2864,52.12289047241211) (2842,51.99932861328125) (554,51.85806655883789) (2902,51.739906311035156) (212,51.67354202270508) (2265,51.4343147277832) (735,51.242523193359375) (570,51.16896438598633) (1740,51.16623306274414) (1639,50.95469284057617) (1412,50.93369674682617) (2871,50.89113235473633) (8555,50.88036346435547) (2419,50.85860824584961) (7623,50.7928581237793) (1469,50.75865173339844) (11442,50.716949462890625) (9424,50.67557144165039) (2855,50.67169189453125) (2786,50.666847229003906)
565: (72,47.134681701660156)* (72,47.134681701660156)* (1001,46.36374282836914) (51,46.243141174316406) (70,45.80033874511719) (64,45.7480583190918)* (64,45.7480583190918)* (1072,45.628604888916016) (1075,45.586387634277344) (1062,45.43789291381836) (1014,45.30570983886719) (1098,45.14350891113281) (1073,45.00536346435547)* (99,44.923831939697266) (511,44.868003845214844) (75,44.77309799194336) (75,44.77309799194336) (56,44.763710021972656) (56,44.763710021972656) (229,44.73538589477539)
566: (163,49.18650436401367) (159,48.66917037963867)* (959,48.624183654785156) (1412,48.441566467285156) (233,48.33135986328125) (1534,48.317626953125) (51,48.30432891845703) (511,48.19251251220703) (227,48.154991149902344)* (190,48.12538146972656) (1104,48.1102294921875) (1083,48.10401916503906) (506,48.024288177490234) (187,48.01592254638672) (173,47.995426177978516) (30,47.97674560546875) (1122,47.90205001831055) (152,47.66405487060547) (851,47.59070587158203) (614,47.559844970703125)
567: (199,48.318824768066406)* (223,48.03417205810547) (207,47.97544860839844) (629,47.824153900146484) (228,47.64470672607422) (615,47.644020080566406)* (1400,47.50417709350586) (1390,47.48314666748047) (430,47.4312744140625) (425,47.375003814697266) (1239,47.32400131225586) (618,47.277198791503906)* (416,47.2714958190918) (424,47.17321014404297) (1976,47.172969818115234) (429,47.171051025390625)* (1090,47.11281967163086) (1632,46.98273849487305)* (434,46.959041595458984) (1048,46.94550323486328)
568: (72,46.39292526245117)* (72,46.39292526245117)* (159,45.95944595336914) (429,45.889122009277344) (229,45.872947692871094) (1098,45.86499786376953) (182,45.7928466796875) (65,45.76051712036133) (65,45.76051712036133) (903,45.731590270996094) (227,45.7133903503418) (3201,45.696510314941406) (190,45.68251419067383) (58,45.68071746826172) (58,45.68071746826172) (203,45.64076232910156) (67,45.58531188964844)* (67,45.58531188964844)* (99,45.484130859375) (154,45.481361389160156)
569: (333,49.62461853027344) (300,49.5778694152832)* (542,49.34716033935547) (498,49.344871520996094) (89,49.336856842041016)* (344,49.22941589355469) (1775,49.10901641845703) (67,48.99374771118164)* (67,48.99374771118164)* (3332,48.783119201660156) (291,48.76374435424805) (321,48.615325927734375) (342,48.50672912597656) (464,48.43291091918945) (714,48.43157196044922) (3393,48.42833709716797) (298,48.365211486816406)* (466,48.304298400878906)* (523,48.28800964355469) (681,48.2717170715332)
570: (2179,61.63484573364258) (67,60.578067779541016) (67,60.578067779541016) (1433,60.56517028808594) (475,60.39482879638672)* (518,60.19660949707031) (2044,60.11012268066406) (89,60.102867126464844) (378,60.066551208496094) (3982,60.028404235839844) (930,60.010009765625) (2040,59.95688247680664) (2068,59.84945297241211) (330,59.82181167602539)* (2441,59.8203010559082) (13292,59.810997009277344) (389,59.77391052246094) (727,59.725711822509766) (1440,59.67147445678711) (1114,59.6593017578125)
571: (306,52.508689880371094)* (300,52.33635711669922)* (302,52.240882873535156) (157,51.892478942871094) (310,51.802467346191406)* (257,51.66045379638672) (466,51.54419708251953)* (291,51.50739669799805) (328,51.4092903137207) (461,51.302940368652344) (301,51.267398834228516) (972,51.20732879638672) (298,51.14302062988281)* (907,51.123146057128906) (544,51.098602294921875) (294,51.0816535949707) (331,50.97303771972656) (1934,50.8709716796875) (523,50.86268615722656) (161,50.86261749267578)
572: (55,48.53916549682617)* (289,48.44866180419922)* (292,48.023738861083984)* (903,47.812591552734375) (310,47.717994689941406)* (525,47.605064392089844) (2083,47.534934997558594) (1243,47.39044952392578) (2521,47.37188720703125) (523,47.35182571411133)* (349,47.290130615234375) (333,47.26233673095703) (906,47.22267150878906)* (301,47.05318832397461) (461,47.05157470703125)* (329,47.037384033203125) (532,47.034236907958984) (291,46.95829391479492) (526,46.91815948486328) (485,46.876609802246094)
573: (267,55.367103576660156) (2226,55.31682205200195)* (3863,55.20839309692383) (1641,55.17325210571289)* (2923,55.16187286376953) (2500,54.9838981628418) (2919,54.914730072021484) (3317,54.91200637817383) (2252,54.87822723388672) (2101,54.7300910949707) (1620,54.72478103637695) (276,54.633460998535156) (527,54.54212951660156) (6052,54.52409744262695) (9388,54.48968505859375) (1009,54.42757034301758) (2247,54.427101135253906) (1402,54.40229034423828) (4024,54.39860153198242) (331,54.37791442871094)
574: (1681,52.78337860107422) (932,52.284423828125) (4850,51.86245346069336) (917,51.75258255004883) (1545,51.708011627197266) (2080,51.707130432128906)* (1672,51.627586364746094) (924,51.617801666259766) (1249,51.5546989440918)* (4087,51.33191680908203) (1241,51.312957763671875) (412,51.269596099853516) (2346,51.234214782714844) (1513,51.1772575378418) (1809,51.1472053527832) (1186,51.016536712646484) (707,50.94572067260742)* (3383,50.904781341552734) (3743,50.90144348144531) (472,50.88249969482422)
575: (173,46.73768997192383) (377,46.70516586303711) (65,46.668704986572266) (65,46.668704986572266) (229,46.633033752441406) (56,46.446998596191406) (56,46.446998596191406) (329,46.17632293701172) (7,46.134273529052734)* (182,46.130191802978516) (228,46.114601135253906) (378,46.09952163696289) (1001,46.06748962402344) (538,46.0327033996582)* (159,46.026878356933594) (689,45.98832702636719) (972,45.98508071899414) (903,45.968441009521484) (475,45.96580123901367)* (172,45.949134826660156)
576: (2698,53.504642486572266) (276,53.223182678222656) (1952,53.1495361328125) (271,52.995609283447266) (747,52.97206115722656) (3158,52.965572357177734) (1946,52.74809646606445) (2605,52.49919509887695) (4586,52.463706970214844) (1620,52.394187927246094) (1963,52.39067459106445) (3357,52.346126556396484) (13827,52.344947814941406) (1640,52.326744079589844) (617,52.22355270385742) (619,52.19435119628906) (3227,52.13168716430664) (750,52.03888702392578) (267,52.0035514831543) (238,51.98202896118164)
577: (1886,43.72502136230469) (450,43.67887496948242) (1083,43.360992431640625) (30,43.27478790283203) (70,43.16012191772461) (51,43.10431671142578)* (233,43.059871673583984) (238,43.034523010253906)* (1534,43.00714111328125) (515,42.999507904052734) (56,42.99818420410156) (56,42.99818420410156) (173,42.98738479614258) (997,42.823692321777344) (1001,42.819122314453125) (4308,42.80564498901367) (1073,42.79820251464844)* (3201,42.789913177490234) (190,42.783477783203125)* (64,42.7236213684082)
578: (333,53.18747329711914) (687,53.13201141357422)* (691,52.77449035644531) (1043,52.736175537109375)* (1201,52.60917282104492) (89,52.597591400146484) (1038,52.439491271972656) (1198,52.372108459472656)* (704,52.28984832763672) (1045,52.289493560791016) (680,52.285369873046875) (679,52.27130126953125) (289,52.2271842956543) (209,52.209163665771484)* (1047,52.16730499267578) (1185,52.14514923095703) (412,52.135162353515625) (1246,52.109161376953125) (481,52.10453414916992) (288,52.036685943603516)
579: (1521,52.40546417236328) (3806,52.37718963623047) (1281,52.25493621826172)* (9540,52.092769622802734) (12,52.083221435546875) (4271,52.019073486328125) (4273,51.953250885009766) (6286,51.810890197753906) (5667,51.787811279296875) (954,51.57194900512695)* (4611,51.501380920410156) (1276,51.45680236816406) (4182,51.385704040527344) (1259,51.34921646118164) (370,51.34730529785156) (1992,51.26841735839844) (917,51.24241256713867) (4268,51.11670684814453) (1344,51.04735565185547) (48,50.99129867553711)
