userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,53.743186950683594) (51,53.6226921081543)* (187,52.742835998535156) (1014,52.682289123535156) (1073,52.478580474853516) (59,52.15489196777344)* (193,52.08202362060547) (3768,52.08128356933594) (511,52.05740737915039) (1013,51.96367645263672) (1019,51.921756744384766) (599,51.904022216796875) (993,51.81451416015625) (998,51.702423095703125) (1885,51.68733596801758) (1892,51.66470718383789) (3201,51.65154266357422) (1098,51.6512336730957) (997,51.5468635559082) (61,51.48124694824219)*
566: (959,56.007266998291016) (163,55.891845703125) (1412,55.447509765625) (227,54.93891906738281)* (159,54.8668212890625)* (706,54.80992126464844) (233,54.648216247558594) (2343,54.62882614135742) (1249,54.612937927246094) (511,54.58820343017578) (51,54.54676818847656) (1703,54.5184326171875) (1534,54.41648483276367) (917,54.303810119628906) (854,54.2435302734375)* (1083,54.22996520996094) (1814,54.21490478515625) (190,54.20808410644531) (614,54.195831298828125) (1369,54.16533279418945)
567: (199,59.874290466308594)* (207,59.79892349243164) (615,59.72327423095703)* (223,59.69556427001953) (1239,59.65877914428711) (898,59.525901794433594) (424,59.47490692138672) (429,59.442710876464844)* (618,59.3568000793457)* (430,59.23255920410156) (228,59.21537780761719) (1390,59.12865447998047) (629,59.108428955078125) (425,59.0308837890625) (1090,59.016143798828125) (1400,59.01081085205078) (416,58.93441390991211) (229,58.90544891357422) (1632,58.819087982177734)* (419,58.742408752441406)
568: (154,49.787925720214844) (1098,49.7432861328125) (65,49.69934844970703) (65,49.69934844970703) (67,49.5789794921875)* (67,49.5789794921875)* (227,49.554351806640625) (58,49.55434799194336) (58,49.55434799194336) (167,49.32463073730469) (182,49.31983947753906) (203,49.23919677734375) (316,49.15422058105469) (229,49.153907775878906) (155,49.08931350708008) (173,49.029422760009766) (72,49.009090423583984)* (72,49.009090423583984)* (961,48.944644927978516) (298,48.90001678466797)
569: (89,54.25605010986328)* (300,54.19818115234375)* (67,54.15413284301758)* (67,54.15413284301758)* (333,54.150211334228516) (316,53.7327880859375) (889,53.456695556640625) (298,53.44269943237305)* (344,53.39305877685547) (542,53.3795051574707) (291,53.28781509399414) (1771,53.18151092529297) (694,53.170799255371094) (261,53.12935256958008) (342,53.123374938964844) (1775,53.113441467285156) (3332,53.057315826416016) (2523,53.056453704833984) (714,53.034912109375) (455,52.92485809326172)
570: (2179,57.41709518432617) (278,57.348201751708984)* (6626,56.90052795410156) (4344,56.55436706542969) (2905,56.42498779296875) (475,56.39128112792969)* (6288,56.16450881958008) (1433,56.04814529418945) (13303,55.74233627319336) (13292,55.527584075927734) (2924,55.47665786743164) (7540,55.44303894042969) (6633,55.18716812133789) (7530,55.171504974365234) (5239,55.12794876098633) (330,55.05189514160156)* (4543,55.01569747924805) (7766,54.9428825378418) (16697,54.89387512207031) (12141,54.82332992553711)
571: (300,51.24222183227539)* (306,51.17584228515625)* (302,50.987117767333984) (157,50.908931732177734) (466,50.66053009033203)* (544,50.592803955078125) (257,50.579673767089844) (328,50.447166442871094) (461,50.37322235107422) (291,50.268898010253906) (310,50.26568603515625)* (294,50.10285949707031) (523,50.01580047607422) (298,49.983055114746094)* (352,49.92560577392578) (161,49.92540740966797) (1934,49.92372131347656) (906,49.87568283081055) (972,49.79560852050781) (296,49.75624465942383)
572: (55,52.712493896484375)* (292,52.23634338378906)* (2521,51.957366943359375) (289,51.868995666503906)* (333,51.47052764892578) (532,51.42625045776367) (906,51.36865234375)* (903,51.34673309326172) (526,51.34077453613281) (525,51.12733459472656) (328,51.097049713134766) (2083,51.095821380615234) (301,51.081504821777344) (689,50.93366241455078) (285,50.91027069091797) (352,50.89967346191406)* (690,50.84880828857422) (3502,50.83845520019531) (349,50.822601318359375) (97,50.798484802246094)*
573: (1641,56.20048904418945)* (2226,55.86152267456055)* (2247,55.39787673950195) (2919,55.19102478027344) (267,55.18588638305664) (1620,55.123138427734375) (2916,55.049964904785156)* (4344,55.048458099365234) (1402,54.908653259277344) (2905,54.84442138671875) (6288,54.816741943359375) (13303,54.740638732910156) (2252,54.72164535522461) (271,54.717613220214844) (249,54.692344665527344) (276,54.57219696044922) (2222,54.483970642089844) (7766,54.40935516357422) (2251,54.34601593017578) (2923,54.21150207519531)
574: (1681,57.2033805847168) (932,57.05987548828125) (412,56.82145309448242) (1545,56.81831359863281) (4087,56.75769805908203) (4823,56.59568786621094)* (1186,56.34913635253906) (1672,56.33477783203125) (1046,56.077392578125) (4850,56.01565933227539) (6123,55.906402587890625) (1645,55.85883331298828) (1662,55.841453552246094) (1246,55.82830810546875) (4164,55.818267822265625) (6480,55.79597473144531) (209,55.778968811035156) (3384,55.77552795410156) (1513,55.75258255004883) (6531,55.733314514160156)
575: (377,47.8277702331543) (7,47.69099426269531)* (229,47.407691955566406) (1104,47.07537841796875) (173,47.074466705322266) (56,46.99357604980469) (56,46.99357604980469) (227,46.909446716308594) (65,46.895240783691406) (65,46.895240783691406) (475,46.83375930786133)* (172,46.815460205078125) (538,46.78971862792969)* (378,46.6281623840332) (228,46.556182861328125) (903,46.54710006713867) (230,46.533363342285156) (329,46.42692565917969) (689,46.41728210449219) (187,46.270240783691406)*
576: (13700,55.392147064208984) (2699,54.62866973876953) (7119,54.26680374145508) (2312,54.124752044677734) (154,53.8428840637207) (1790,53.742488861083984)* (1130,53.703399658203125) (162,53.638282775878906) (3019,53.63249969482422) (5605,53.535152435302734) (5806,53.52906799316406) (5358,53.482810974121094) (1109,53.426509857177734) (13503,53.38751220703125) (57,53.360450744628906) (227,53.252769470214844) (3670,53.23826599121094) (11754,53.22459411621094) (2735,53.20750045776367) (2300,53.19015884399414)
577: (238,52.432472229003906)* (53,51.60723114013672) (53,51.60723114013672) (599,51.56305694580078) (1073,51.519874572753906)* (52,51.34429168701172) (52,51.34429168701172) (51,51.338069915771484)* (54,51.30780029296875) (54,51.30780029296875) (1001,51.28213119506836) (70,51.268245697021484) (58,51.15804672241211) (58,51.15804672241211) (2616,51.15672302246094) (64,51.12583923339844) (64,51.12583923339844) (511,51.123435974121094) (1836,51.04909896850586) (715,51.03868865966797)
578: (333,56.49781799316406) (486,56.40708923339844) (377,56.29772186279297) (89,56.23406219482422) (687,55.89356994628906)* (475,55.87555694580078) (691,55.82726287841797) (209,55.730751037597656)* (1180,55.53392791748047) (481,55.51626205444336) (288,55.481807708740234) (499,55.45319366455078) (704,55.43647766113281) (816,55.434783935546875)* (289,55.35042190551758) (403,55.243072509765625) (537,55.240562438964844) (680,55.20209884643555) (1185,55.18817901611328) (1186,55.182945251464844)
579: (1281,59.61817932128906)* (12,59.42474365234375) (1521,58.99755859375) (1260,58.94012451171875) (2143,58.90651321411133) (1522,58.80854797363281) (4273,58.549766540527344) (1259,58.50440216064453) (2963,58.365318298339844) (835,58.28192138671875) (1276,58.254173278808594) (2967,58.00796890258789) (1344,58.00177001953125) (370,57.980613708496094) (813,57.9471321105957) (2961,57.88153076171875) (3806,57.86796188354492) (5100,57.78736114501953) (5667,57.768680572509766) (4280,57.69435119628906)
580: (4994,57.36537170410156) (460,57.360450744628906) (4225,56.877647399902344) (489,56.460411071777344) (1378,56.374427795410156) (154,56.24257278442383) (190,56.16480255126953) (1116,56.16230010986328) (198,56.152320861816406) (162,55.99689483642578) (1091,55.98185729980469) (11754,55.945030212402344) (512,55.93755340576172)* (13854,55.89070129394531) (4155,55.8252067565918) (4896,55.81464385986328) (2580,55.79685592651367) (234,55.770469665527344) (2699,55.62474822998047) (3053,55.62442398071289)
581: (959,54.469085693359375) (601,53.92253494262695) (67,53.855709075927734)* (67,53.855709075927734)* (389,53.53651428222656) (5848,53.23704528808594) (475,53.2257080078125) (930,53.196617126464844) (5850,53.13258361816406) (176,52.844722747802734) (2222,52.83573532104492) (1412,52.781185150146484) (378,52.77991485595703) (1114,52.76356506347656) (707,52.71815872192383) (1427,52.712528228759766) (306,52.674747467041016) (1729,52.625301361083984) (4344,52.62257385253906) (1244,52.60327911376953)
582: (815,59.39797592163086)* (1547,58.86229705810547)* (1541,58.7564697265625)* (1285,58.710411071777344) (45,58.50761032104492) (2850,58.463260650634766) (503,58.45942687988281) (953,58.38581848144531) (9216,58.29283905029297) (825,58.20820236206055) (816,58.168678283691406)* (5066,58.14833450317383) (2429,58.12546157836914) (814,58.019439697265625) (11818,58.0190315246582) (5667,57.939186096191406) (809,57.93507385253906) (4181,57.91917037963867) (2200,57.87434005737305) (1861,57.74370574951172)
583: (808,55.553375244140625)* (1179,55.230064392089844) (377,55.216575622558594) (1091,55.14930725097656) (497,55.04889678955078) (486,55.046600341796875)* (489,54.94987487792969) (1191,54.77143096923828) (209,54.7700080871582) (1116,54.75474166870117) (1378,54.472389221191406) (1863,54.45496368408203) (815,54.44524383544922) (2829,54.404396057128906) (493,54.38164138793945)* (512,54.367103576660156) (517,54.29731750488281) (978,54.24455261230469) (1186,54.23523712158203) (2850,54.22936248779297)
584: (1694,58.70478057861328) (157,58.09880828857422) (1464,57.5457763671875) (251,57.51521301269531) (1427,57.49538803100586) (67,57.347984313964844) (67,57.347984313964844) (892,56.999794006347656) (257,56.990447998046875) (1489,56.826454162597656) (701,56.792388916015625)* (288,56.728355407714844) (889,56.60920333862305) (2175,56.57599639892578) (289,56.567665100097656) (295,56.534786224365234) (3065,56.531166076660156) (3760,56.51576232910156) (601,56.509918212890625) (258,56.47893142700195)
585: (72,50.37782287597656) (72,50.37782287597656) (511,50.0749397277832) (157,49.84644317626953) (229,49.483970642089844) (1375,49.398948669433594) (959,49.320396423339844) (377,49.28282165527344) (4037,49.18877410888672) (722,49.18518829345703) (63,49.166263580322266) (63,49.166263580322266) (1795,49.145851135253906) (155,49.055904388427734) (187,49.04696273803711) (3046,49.032073974609375) (1104,48.974891662597656) (1705,48.87697982788086) (67,48.86820983886719) (67,48.86820983886719)
586: (1363,53.864227294921875) (841,53.41759490966797) (954,53.36591339111328)* (6271,53.35271072387695) (2746,53.25346374511719) (6266,53.22609329223633) (6270,53.201969146728516) (6278,53.185298919677734) (6268,53.136924743652344) (6279,53.03901672363281) (1345,53.012821197509766) (917,52.972076416015625) (1264,52.971221923828125) (6272,52.95501708984375) (1367,52.83808135986328) (1353,52.83524703979492) (1358,52.79136657714844) (1354,52.7248649597168) (1111,52.66130828857422) (6273,52.6378288269043)
587: (489,56.251495361328125) (503,56.151206970214844)* (497,55.795074462890625) (808,55.721412658691406) (517,55.674102783203125)* (707,55.65825271606445) (1104,55.438011169433594) (1118,55.06139373779297) (1406,55.04905700683594) (2835,55.043052673339844) (815,54.905826568603516)* (1650,54.73081970214844) (978,54.66338348388672) (1131,54.63562774658203) (504,54.619476318359375) (2794,54.543460845947266) (488,54.51813888549805) (1145,54.514984130859375) (230,54.41841125488281) (512,54.374332427978516)
589: (333,56.02325439453125) (295,55.55976104736328)* (291,55.12127685546875) (321,55.10395812988281) (544,55.07765197753906)* (306,55.06829071044922) (793,55.03187561035156) (302,54.97744369506836) (257,54.90625762939453) (681,54.764007568359375) (356,54.71248245239258) (908,54.622535705566406) (679,54.607635498046875) (349,54.55902099609375) (378,54.49177932739258) (5267,54.447654724121094) (325,54.41827392578125)* (464,54.33704376220703) (1459,54.3116455078125) (468,54.25929260253906)
590: (344,54.96585464477539) (321,54.25303649902344) (302,54.24250793457031)* (291,54.22785186767578) (295,54.21271514892578) (1246,54.01416778564453) (481,53.990318298339844) (378,53.98598098754883) (230,53.97389221191406) (544,53.973350524902344) (680,53.95477294921875) (464,53.94164276123047)* (683,53.93087387084961) (542,53.89801025390625) (292,53.89574432373047) (2080,53.875370025634766) (324,53.86132049560547) (1447,53.84474182128906) (538,53.76731872558594) (67,53.713226318359375)
592: (157,49.009307861328125)* (930,48.855796813964844) (377,48.7254638671875) (959,48.42304992675781) (518,48.30842208862305) (378,48.11671829223633) (475,48.025489807128906) (1705,47.99848175048828) (2014,47.83938217163086) (173,47.83503723144531) (707,47.69613265991211) (1114,47.50923538208008) (187,47.497371673583984) (234,47.4764289855957)* (163,47.4747200012207) (1379,47.406883239746094) (306,47.378211975097656) (511,47.32534408569336) (295,47.312599182128906) (172,47.310428619384766)
593: (356,55.895206451416016) (5267,55.529972076416016) (2439,55.3607177734375) (2455,55.173011779785156) (1447,55.16796112060547) (3588,54.96916198730469) (2436,54.89537048339844) (289,54.85467529296875) (1462,54.80662536621094) (701,54.660545349121094)* (89,54.621097564697266) (295,54.59181213378906)* (475,54.58637237548828) (291,54.580745697021484) (2453,54.55094909667969) (2449,54.462276458740234) (681,54.29939270019531)* (1459,54.297359466552734) (466,54.22419738769531)* (257,54.18838119506836)
594: (1044,54.236331939697266)* (917,53.68675994873047) (230,53.3287353515625) (7,53.05476760864258) (412,52.94698715209961) (843,52.92741394042969) (517,52.911102294921875) (2595,52.893760681152344) (978,52.832618713378906) (1513,52.757301330566406) (209,52.74021911621094)* (982,52.672542572021484) (1412,52.60890197753906)* (953,52.531795501708984) (1406,52.49147033691406)* (498,52.438255310058594) (2343,52.31109619140625) (1360,52.29366683959961) (841,52.26373291015625) (2379,52.23821258544922)
595: (918,57.29787826538086)* (841,57.26957702636719)* (917,57.2469596862793)* (707,56.45359802246094)* (954,56.401222229003906)* (1360,56.28774642944336) (1369,55.892757415771484)* (957,55.785308837890625)* (710,55.71343994140625) (923,55.55793762207031)* (956,55.50727844238281)* (949,55.49645233154297) (2342,55.202842712402344) (1527,55.047542572021484)* (1372,55.046791076660156) (1366,55.03590393066406) (2343,54.921817779541016) (1353,54.880455017089844) (1350,54.842159271240234) (5157,54.828975677490234)
596: (2938,60.736534118652344)* (3201,60.519927978515625) (98,60.3796272277832) (874,60.28468704223633) (1878,60.15635681152344) (59,60.137939453125)* (1889,59.95188903808594) (159,59.842071533203125)* (193,59.66443634033203) (875,59.62944030761719)* (997,59.598758697509766) (852,59.572227478027344) (72,59.55216979980469)* (72,59.55216979980469)* (1013,59.550697326660156) (3280,59.548614501953125) (3451,59.52771759033203) (2552,59.29254913330078)* (985,59.25470733642578) (511,59.25292205810547)
598: (67,55.23596954345703) (67,55.23596954345703) (298,53.872703552246094) (295,53.87152099609375) (157,53.82568359375) (302,53.681732177734375) (300,53.650299072265625)* (701,53.52954864501953) (1934,53.51418685913086) (2521,53.350196838378906) (903,53.22256088256836)* (306,53.1387939453125) (535,53.08586120605469) (906,53.026611328125) (1243,53.01869583129883) (257,53.01434326171875) (532,52.976661682128906) (97,52.91780471801758) (526,52.83123016357422) (291,52.70307540893555)
601: (2300,53.19059753417969) (2298,52.64815902709961) (2337,52.62779235839844) (2338,52.532958984375) (4988,52.327232360839844) (7142,52.25543975830078) (63,52.237762451171875) (63,52.237762451171875) (4037,52.126953125) (2308,52.12298583984375) (7119,52.00404739379883) (2339,51.97017288208008) (13502,51.928428649902344) (1800,51.923561096191406) (1130,51.87360382080078) (6960,51.82453155517578) (963,51.812957763671875) (3992,51.78501510620117) (3863,51.74642562866211) (2314,51.74432373046875)
602: (4821,60.79637908935547) (6997,60.791324615478516) (15499,60.159629821777344) (6773,60.1379280090332) (1645,60.054527282714844) (6906,60.04401779174805) (1206,59.972354888916016) (964,59.86086654663086) (3705,59.84746170043945) (10955,59.807289123535156) (2572,59.7571907043457) (3616,59.75177764892578) (2643,59.73353958129883) (1237,59.733299255371094) (9649,59.72797393798828) (383,59.68738555908203) (3169,59.68611145019531) (3737,59.66981506347656) (1979,59.608978271484375) (512,59.58778381347656)
603: (154,58.936439514160156) (227,58.12739181518555) (88,57.9217529296875) (234,57.89862823486328) (217,57.688873291015625) (206,57.447303771972656) (220,57.432411193847656)* (207,57.42843246459961) (602,57.405906677246094) (632,57.382198333740234) (1090,57.267601013183594) (1976,57.256309509277344) (199,57.23297882080078) (1239,57.180763244628906) (223,57.14897155761719) (56,57.13047790527344) (56,57.13047790527344) (196,57.117919921875) (226,57.11073684692383) (229,57.11000061035156)
604: (157,49.94609832763672) (89,48.454315185546875)* (701,48.33145523071289)* (288,48.27912902832031)* (285,48.27798080444336) (289,48.21128463745117)* (302,48.207435607910156)* (310,48.13481140136719)* (251,48.11083221435547) (329,48.108734130859375) (349,48.04925537109375)* (475,47.84193420410156) (294,47.76289367675781) (300,47.65296936035156)* (258,47.525306701660156) (328,47.474159240722656) (340,47.46177291870117) (601,47.45404052734375) (1601,47.45193862915039) (161,47.35197830200195)
605: (154,55.8583984375)* (203,54.867942810058594)* (88,54.710853576660156) (206,54.686370849609375) (1976,54.4921760559082) (436,54.4702033996582) (418,54.419795989990234) (1090,54.41136169433594) (199,54.37870788574219) (190,54.274658203125) (65,54.22379684448242) (65,54.22379684448242) (602,54.22188186645508) (229,54.15718078613281)* (196,54.1494140625) (1239,54.054420471191406) (859,53.95732116699219) (429,53.93994140625) (228,53.92926025390625) (226,53.88807678222656)
606: (1118,55.83726119995117) (163,55.68070983886719) (1119,55.38140106201172) (234,55.31892013549805) (162,55.14720916748047) (512,55.14120101928711) (1099,54.999595642089844) (707,54.859920501708984) (769,54.85383224487305) (173,54.846435546875) (605,54.76220703125) (2473,54.73830032348633) (186,54.67560958862305) (506,54.647605895996094) (631,54.639163970947266) (2369,54.52541732788086) (1216,54.522430419921875) (1104,54.51860809326172) (2006,54.51658248901367)* (441,54.46632385253906)
607: (6286,54.50056457519531) (47,54.296146392822266) (3806,54.08540344238281) (8320,53.8965950012207) (1276,53.673858642578125) (1521,53.60137176513672) (8341,53.542152404785156) (6658,53.49242401123047) (2756,53.42396545410156) (2765,53.42123031616211) (13677,53.27682113647461) (8327,53.165252685546875) (8326,53.14860534667969) (2750,53.132110595703125) (8335,53.05590057373047) (11372,53.01189041137695) (3,52.9477653503418) (1214,52.916717529296875) (8322,52.85284423828125)* (13978,52.83416748046875)
608: (583,55.78935241699219) (9916,54.88257598876953) (2873,54.859127044677734) (4542,54.67979431152344) (2896,54.66633987426758) (2871,54.62371826171875) (2895,54.621498107910156) (2842,54.47972869873047) (1468,54.4725341796875) (8111,54.40032196044922) (5456,54.25445556640625) (3581,54.23170852661133) (2463,54.22949981689453)* (2055,54.219581604003906) (730,54.174217224121094) (11770,54.169952392578125) (6165,54.085113525390625) (2869,54.06808853149414) (11771,54.02005386352539) (4520,53.99335861206055)
609: (690,50.2347297668457) (1409,50.23291015625) (56,50.20582580566406) (56,50.20582580566406) (65,50.102073669433594) (65,50.102073669433594) (2521,50.061981201171875) (423,50.04905700683594) (2083,49.98750686645508) (903,49.94568634033203) (1098,49.88404083251953) (548,49.77050018310547) (546,49.76166534423828) (1934,49.75871276855469) (207,49.717140197753906) (532,49.651859283447266) (430,49.5587158203125) (980,49.47936248779297) (173,49.472328186035156) (190,49.43452453613281)
611: (1075,53.50048828125) (4382,53.3065071105957) (757,52.59148406982422) (1983,52.52385711669922) (423,52.22370910644531) (59,52.08797836303711) (11031,51.8474235534668) (173,51.83608627319336) (229,51.83076477050781) (703,51.73713302612305)* (6920,51.70391082763672) (4153,51.69158172607422) (64,51.68773651123047) (64,51.68773651123047) (3186,51.550811767578125) (81,51.53883361816406) (1379,51.5228271484375) (689,51.50531768798828) (690,51.45301818847656) (159,51.42417907714844)
612: (690,53.433998107910156) (2083,53.28184509277344) (757,53.04625701904297) (703,52.866737365722656) (423,52.85762023925781) (2521,52.848243713378906) (56,52.77021789550781)* (56,52.77021789550781)* (425,52.63494873046875) (1934,52.57685852050781)* (903,52.56175231933594) (548,52.53086853027344) (980,52.48543167114258) (430,52.32430648803711) (1098,52.28827667236328)* (4704,52.261878967285156) (1390,52.21916198730469)* (228,52.1848258972168)* (697,52.04621124267578) (1486,52.01513671875)
613: (227,61.705142974853516) (1242,61.56489181518555) (554,61.33598327636719) (863,61.002197265625) (5416,60.488624572753906) (2265,60.4503059387207) (733,60.3885498046875) (857,60.378082275390625) (615,60.35142135620117) (429,60.3511962890625) (1414,60.30706024169922) (859,60.202659606933594) (599,60.156654357910156) (562,60.02080535888672) (630,59.98637390136719)* (1639,59.96282196044922) (2637,59.91164016723633) (4079,59.901702880859375) (154,59.87565612792969) (1239,59.84536361694336)
614: (377,55.482879638671875) (486,55.259803771972656) (230,55.202728271484375) (1091,55.04447937011719) (808,55.02134704589844) (1044,54.908294677734375) (498,54.85951232910156) (412,54.79907989501953) (1186,54.72077178955078) (234,54.67878723144531) (488,54.65415573120117)* (190,54.62144470214844) (517,54.531028747558594)* (982,54.46484375) (220,54.38744354248047) (489,54.330833435058594) (1406,54.32649230957031) (1854,54.30094909667969)* (1179,54.251434326171875) (7,54.09307861328125)
616: (503,57.896026611328125)* (923,57.8828239440918) (841,57.55376434326172)* (198,57.25065612792969) (517,56.527992248535156) (854,56.49850082397461) (957,56.47056579589844) (25,56.45867156982422) (1206,56.4581298828125) (953,56.426422119140625) (383,56.315853118896484) (815,56.24977493286133) (370,56.08948516845703) (1339,56.076194763183594) (2967,56.062435150146484) (1249,56.02812194824219) (806,56.019615173339844) (1044,56.011714935302734)* (1131,55.9983024597168)* (188,55.8613166809082)
617: (67,52.3050651550293)* (67,52.3050651550293)* (306,51.756717681884766) (55,51.711219787597656)* (279,51.657020568847656) (157,51.53853988647461) (331,51.503562927246094) (310,51.345787048339844) (285,51.334571838378906) (525,51.332462310791016) (2919,51.2978515625) (328,51.28201675415039) (701,51.254032135009766) (289,51.23523712158203) (907,51.20843505859375) (296,51.1470832824707) (302,51.048221588134766) (1942,51.042327880859375) (475,50.988914489746094) (1098,50.988685607910156)
618: (13857,57.727134704589844) (3335,57.68391418457031) (2704,57.08477020263672) (4232,56.779483795166016) (770,56.62847900390625) (3362,56.46844482421875) (1614,56.21563720703125) (11265,56.207786560058594) (13827,56.03982162475586) (763,55.95186233520508)* (1100,55.95073699951172) (3169,55.946739196777344) (162,55.904701232910156) (276,55.903995513916016) (3366,55.85756301879883) (2699,55.672698974609375) (5305,55.59296798706055) (11865,55.51829528808594) (4108,55.51219940185547) (3343,55.44232177734375)
619: (225,53.201393127441406) (425,52.69939041137695)* (210,52.48704528808594) (1400,52.408912658691406) (170,52.3236083984375) (173,52.182533264160156) (1048,52.04129409790039) (65,51.89966583251953) (65,51.89966583251953) (969,51.87754821777344) (418,51.864715576171875) (199,51.84515380859375) (159,51.7318115234375) (203,51.68021011352539) (716,51.65338134765625) (2582,51.64070129394531) (182,51.62085723876953) (757,51.558895111083984) (533,51.53010559082031) (1239,51.52241516113281)
620: (377,52.225502014160156) (157,52.18929672241211) (190,51.953277587890625) (7,51.93585205078125) (959,51.8939208984375) (230,51.46075439453125) (1104,51.43609619140625) (180,51.36085891723633) (67,51.25267028808594)* (67,51.25267028808594)* (1249,51.19660949707031) (966,51.18955993652344) (511,51.15113830566406) (707,51.06727600097656) (498,51.041351318359375)* (227,50.970191955566406) (289,50.96135711669922)* (72,50.932151794433594) (72,50.932151794433594) (951,50.84373474121094)
621: (89,52.44670867919922)* (67,51.90619659423828) (67,51.90619659423828) (377,51.79118347167969)* (295,51.752342224121094)* (306,51.661930084228516) (333,51.65007019042969) (157,51.57001495361328) (475,51.5372200012207) (328,51.5166130065918) (1449,51.47329330444336) (972,51.415000915527344) (296,51.20643615722656) (302,51.196929931640625)* (466,51.076416015625) (701,51.06346130371094) (1379,50.912391662597656) (907,50.88605499267578) (161,50.86956024169922) (1009,50.861236572265625)
622: (441,59.3712158203125) (226,59.295555114746094) (227,59.155517578125)* (1504,59.11034393310547) (418,59.09874725341797) (429,58.99041748046875)* (863,58.976226806640625) (709,58.756256103515625) (234,58.70362854003906) (2542,58.545989990234375) (222,58.476959228515625) (159,58.413307189941406)* (857,58.348365783691406)* (1412,58.278297424316406) (1418,58.19228744506836) (1131,58.12506866455078) (225,58.075767517089844) (1206,58.06312942504883) (1510,58.058570861816406) (614,58.052040100097656)
623: (1412,60.136444091796875) (1119,59.98073959350586) (599,59.91851806640625) (863,59.80683135986328) (1639,59.74456787109375) (152,59.60255813598633)* (959,59.57725524902344) (857,59.433738708496094) (707,59.234764099121094) (436,59.218013763427734)* (234,59.214744567871094)* (562,59.18133544921875) (607,59.175010681152344) (1703,59.15361785888672) (851,59.111000061035156) (159,59.09931945800781) (630,59.03601837158203) (614,59.03282928466797) (233,58.979713439941406) (875,58.931663513183594)
624: (234,54.15204620361328) (72,53.94825744628906)* (72,53.94825744628906)* (227,53.899742126464844) (707,53.72145080566406) (1412,53.69525909423828) (173,53.6036376953125) (190,53.60316467285156) (706,53.43296813964844) (511,53.4046745300293) (233,53.36686706542969) (868,53.34938049316406) (7,53.27717590332031) (159,53.161766052246094)* (51,53.13201904296875) (1104,53.069801330566406) (2343,52.87360382080078) (917,52.761741638183594) (220,52.749267578125) (436,52.698612213134766)
625: (622,59.21664810180664) (433,59.13441467285156) (1155,58.87360763549805) (618,58.81242370605469) (757,58.751792907714844)* (445,58.55172348022461) (429,58.54849624633789) (1390,58.52241897583008)* (604,58.45376968383789) (629,58.42283630371094) (199,58.379913330078125) (703,58.37532043457031) (1097,58.34815216064453) (615,58.257652282714844) (84,58.24217224121094) (3693,58.20135498046875) (441,58.18365478515625) (2541,58.145912170410156) (425,58.12559509277344) (231,58.053131103515625)
627: (2746,55.9612922668457) (707,55.89010238647461) (1412,55.1856803894043) (1369,55.09202575683594) (957,55.0887565612793)* (245,55.070919036865234) (963,54.88569641113281) (506,54.73265838623047) (7930,54.7098503112793) (4126,54.64316177368164) (176,54.57476043701172) (712,54.53596496582031) (1372,54.50088119506836) (380,54.477779388427734) (726,54.36820602416992) (4917,54.33624267578125) (1124,54.282222747802734) (1249,54.26268768310547) (1104,54.22604751586914) (2013,54.194087982177734)
628: (173,56.156578063964844) (1075,56.07240676879883) (418,55.93497848510742)* (1376,55.82513427734375) (1983,55.76873779296875) (233,55.73069763183594) (56,55.42331314086914) (56,55.42331314086914) (425,55.32118225097656) (3411,55.29251480102539) (1090,55.290565490722656) (84,55.28504943847656)* (81,55.26998519897461) (703,55.266578674316406) (1062,55.23038101196289) (4025,55.20147705078125) (225,55.135562896728516)* (429,55.08967208862305) (420,55.01569366455078) (1400,55.000343322753906)
629: (1513,55.564186096191406) (533,55.313140869140625) (714,55.13189697265625) (234,54.89921569824219) (1414,54.880828857421875) (220,54.875267028808594) (1755,54.8582878112793) (1239,54.75294494628906) (4087,54.69767761230469) (1807,54.64751434326172) (230,54.55623245239258) (1775,54.44780349731445) (159,54.43501281738281) (190,54.418601989746094) (1515,54.36471176147461) (3333,54.27982711791992) (1669,54.26815414428711) (429,54.259918212890625) (3744,54.23908996582031) (554,54.164241790771484)*
631: (707,51.198768615722656)* (1249,51.05265808105469) (220,50.791725158691406) (982,50.77442169189453)* (1412,50.69104766845703)* (7,50.09637451171875) (163,50.037330627441406) (1513,49.98016357421875) (377,49.97612380981445) (951,49.88483810424805) (229,49.51697540283203)* (176,49.45630645751953) (868,49.44234085083008) (1974,49.4071044921875) (724,49.301971435546875) (1044,49.29427719116211) (1672,49.28867721557617) (1116,49.22075653076172) (517,49.20610427856445) (498,49.10845947265625)
632: (289,48.236297607421875)* (157,47.75006103515625) (328,47.426483154296875) (349,47.35234069824219)* (679,47.243896484375) (544,47.204986572265625) (329,47.04212188720703) (1934,47.00300598144531) (461,46.9959716796875)* (523,46.90446853637695) (475,46.866050720214844) (906,46.85356140136719) (301,46.733665466308594) (318,46.6397819519043)* (320,46.56170654296875) (532,46.519073486328125) (331,46.51475524902344) (907,46.493064880371094) (1580,46.389137268066406) (526,46.383995056152344)
