userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,69.11055755615234) (1073,68.00506591796875) (51,67.45714569091797)* (3501,67.16667938232422) (1014,67.0721435546875) (187,66.75701141357422) (998,66.66470336914062) (157,66.63823699951172) (993,66.62583923339844) (3768,66.51156616210938) (1836,66.45092010498047) (238,66.26002502441406) (1713,66.2319564819336) (627,66.22425842285156) (1892,66.20221710205078) (59,66.17524719238281)* (877,66.13526153564453) (1013,66.11346435546875) (1098,66.10675811767578) (61,66.09306335449219)*
572: (289,72.10765838623047)* (55,71.73046875)* (292,71.64852905273438)* (349,70.797607421875) (461,70.41145324707031)* (333,70.3867416381836) (525,70.26419067382812) (523,70.08809661865234)* (1243,70.05289459228516) (352,69.91615295410156)* (310,69.79840850830078)* (296,69.69068908691406) (903,69.68740844726562) (544,69.67410278320312) (291,69.66522979736328) (906,69.64889526367188)* (323,69.44843292236328) (293,69.43338775634766) (908,69.28048706054688) (532,69.25277709960938)
573: (331,59.75339126586914) (2919,59.70154571533203) (527,59.48077392578125) (267,59.29216766357422) (6052,59.22737121582031) (7766,59.21306610107422) (4024,59.185813903808594) (2236,59.164676666259766) (2923,59.00251388549805) (3823,58.90853500366211) (3317,58.84678268432617) (1943,58.80611038208008) (661,58.65990447998047) (468,58.64281463623047) (1620,58.63335037231445) (249,58.62135314941406) (2668,58.56460952758789) (1596,58.54573440551758) (2226,58.52281188964844)* (913,58.51371383666992)
574: (1681,68.28963470458984) (4823,67.65275573730469)* (2080,66.82041931152344)* (932,66.654541015625) (4850,66.61273956298828) (5772,66.40887451171875) (4087,66.40861511230469) (1672,66.26087951660156) (1046,66.00666809082031) (3743,65.75778198242188) (412,65.6669921875) (6123,65.5655517578125) (2346,65.53157043457031) (472,65.52803802490234) (924,65.52631378173828) (3382,65.37279510498047) (8732,65.366943359375) (1241,65.30654907226562) (1186,65.29598999023438) (3746,65.2918701171875)
575: (65,66.79393768310547) (65,66.79393768310547) (229,66.7206039428711) (227,66.47979736328125) (377,66.42620849609375) (295,66.37772369384766) (173,66.00823211669922) (55,65.89987182617188) (182,65.86248779296875) (228,65.80902862548828) (292,65.755126953125)* (302,65.73072814941406) (7,65.72069549560547)* (310,65.6507568359375) (300,65.61627197265625) (333,65.60665893554688) (378,65.42965698242188) (234,65.40091705322266) (220,65.36613464355469) (475,65.26509094238281)*
576: (10200,60.286651611328125) (1508,59.80046844482422) (1098,59.530662536621094) (154,59.40617370605469) (6762,59.35930633544922) (266,59.32793045043945) (616,59.31938934326172) (238,59.21083450317383) (2605,59.154842376708984) (81,59.01711654663086) (72,58.99773406982422) (72,58.99773406982422) (603,58.890377044677734) (52,58.828433990478516) (52,58.828433990478516) (227,58.8231315612793) (10207,58.820072174072266) (6004,58.811283111572266) (10195,58.683685302734375) (748,58.666748046875)
577: (238,69.35078430175781)* (173,68.4861068725586) (233,68.46063995361328) (65,68.27147674560547) (65,68.27147674560547) (1787,68.25139617919922)* (70,68.08544921875) (190,67.88995361328125)* (1109,67.84095764160156) (418,67.80721282958984) (54,67.77489471435547) (54,67.77489471435547) (66,67.74168395996094) (66,67.74168395996094) (1151,67.60411834716797) (2616,67.57010650634766) (52,67.41610717773438) (52,67.41610717773438) (851,67.35222625732422) (1384,67.3328628540039)
578: (687,72.3945083618164)* (1201,72.18539428710938) (333,72.06341552734375) (499,72.00701904296875) (1043,71.7093734741211)* (816,71.55347442626953)* (1038,71.5500717163086) (1185,71.5091552734375) (403,71.49537658691406) (1182,71.3283462524414) (691,71.32823181152344) (1189,71.32035827636719) (89,71.26968383789062) (289,71.23345184326172) (1470,71.1827392578125) (481,71.11166381835938) (2653,71.08906555175781) (2977,71.07945251464844) (682,71.06303405761719) (2840,71.03775024414062)
579: (12,69.28844451904297) (4273,69.17481231689453) (1281,68.14881134033203)* (370,67.96333312988281) (1260,67.87162017822266) (2963,67.78849029541016) (1259,67.44044494628906) (2143,67.39278411865234) (4271,67.33426666259766) (3806,67.2159423828125) (815,67.13534545898438) (813,66.86480712890625) (2586,66.8531265258789) (1521,66.8047103881836) (10956,66.77967071533203) (1276,66.7005844116211) (2172,66.60585021972656) (2744,66.59785461425781)* (3809,66.52727508544922) (2370,66.46176147460938)
580: (1378,71.52124786376953) (154,71.12553405761719) (190,71.0901107788086) (11754,70.93119049072266) (1218,70.62635803222656) (8043,70.6195068359375) (390,70.46534729003906) (1231,70.30380249023438) (5605,70.13738250732422)* (1380,70.07550811767578) (173,70.00699615478516) (3870,69.9770736694336) (4118,69.93101501464844) (3057,69.89096069335938) (1091,69.88645935058594) (234,69.83435821533203) (1859,69.80213165283203) (227,69.77782440185547) (4103,69.64730834960938) (217,69.63187408447266)
581: (1729,73.64274597167969) (8802,73.3787612915039) (930,73.21556091308594) (67,73.19407653808594)* (67,73.19407653808594)* (77,73.15596771240234) (77,73.15596771240234) (389,73.07103729248047) (2044,72.72135925292969) (1601,72.60032653808594) (378,72.58396911621094) (1464,72.48818969726562) (2222,72.45684051513672) (72,72.37767791748047) (72,72.37767791748047) (959,72.35948944091797) (63,72.12423706054688) (63,72.12423706054688) (4988,72.11940002441406) (93,72.04948425292969)
582: (815,72.2158432006836)* (2850,71.90277862548828) (825,71.67754364013672) (1541,71.64299774169922)* (1561,71.26876831054688) (842,71.23652648925781)* (2586,71.10717010498047)* (816,71.05838775634766)* (809,70.95429229736328) (850,70.93223571777344) (818,70.82425689697266) (4948,70.76441955566406) (503,70.69371795654297) (1550,70.66637420654297) (814,70.62831115722656) (14208,70.60758972167969) (4096,70.55880737304688) (5807,70.5380859375) (2429,70.48011779785156) (830,70.31304168701172)
583: (808,67.81733703613281)* (486,67.38174438476562)* (1863,67.17044067382812) (45,67.11325073242188) (1541,66.96319580078125)* (209,66.89379119873047) (1191,66.83168029785156) (377,66.79952239990234) (460,66.78640747070312) (2150,66.58116912841797) (540,66.4776382446289) (512,66.46151733398438) (2200,66.3956298828125) (488,66.32968139648438) (497,66.31001281738281) (500,66.20235443115234) (4896,66.15745544433594) (412,66.09119415283203) (1672,66.0890884399414) (1100,66.06905364990234)
584: (889,67.02742767333984) (1459,66.8163070678711)* (2463,66.71525573730469) (253,66.69893646240234) (3306,66.47837829589844) (289,66.3167495727539) (892,66.17400360107422) (9299,66.07144165039062) (257,66.01952362060547) (1464,65.93116760253906) (1694,65.92623901367188) (1469,65.88703918457031) (1467,65.77033996582031) (679,65.76578521728516) (1447,65.61848449707031) (295,65.58580017089844) (157,65.57490539550781) (1465,65.54649353027344) (1740,65.54139709472656) (5452,65.52163696289062)
585: (10917,66.73391723632812) (5151,66.2681655883789) (14135,65.8823471069336) (979,65.83109283447266) (72,65.7933349609375) (72,65.7933349609375) (1055,65.54623413085938) (1118,65.40960693359375) (965,65.361328125) (154,65.34624481201172) (990,65.3432388305664) (182,65.33869934082031) (12909,65.17241668701172) (15296,65.14669036865234) (969,65.14070892333984) (233,65.0898208618164) (1982,65.07646942138672) (15295,64.97014617919922) (8915,64.95824432373047) (1385,64.95747375488281)
586: (917,69.19197845458984) (963,68.60548400878906) (928,68.58837127685547) (944,68.57514953613281) (1134,68.48587036132812) (1214,68.4783706665039) (920,68.38346862792969) (4965,68.34432983398438) (4335,68.28584289550781) (370,68.23922729492188) (943,68.23870086669922) (841,68.22864532470703) (937,68.1983871459961) (6,68.10623168945312) (954,68.09845733642578)* (3472,67.96770477294922) (2966,67.94039916992188) (1374,67.92279815673828) (188,67.88356018066406) (47,67.85599517822266)
587: (808,70.26165008544922) (1145,70.10296630859375) (707,70.05167388916016) (503,69.95108032226562)* (978,69.82612609863281) (517,69.75963592529297)* (1104,69.3463363647461) (1873,69.30429077148438) (504,69.23065948486328) (497,69.22962951660156) (813,69.20169067382812) (1131,69.10021209716797) (1118,69.07510375976562) (234,68.82298278808594) (1672,68.81991577148438) (489,68.78965759277344) (230,68.77865600585938) (1091,68.77033233642578) (2835,68.73521423339844) (2379,68.68344116210938)
589: (295,74.57381439208984)* (306,74.32098388671875) (333,74.16156005859375) (464,73.66636657714844) (257,73.59674072265625) (302,73.23558807373047) (1681,73.18136596679688) (468,73.15668487548828) (291,73.0947494506836) (4260,73.00540924072266) (349,72.95093536376953) (299,72.8287124633789) (320,72.792724609375) (966,72.79253387451172) (325,72.78477478027344)* (321,72.76838684082031) (679,72.73949432373047) (913,72.6665267944336) (329,72.50267028808594) (301,72.47844696044922)
590: (295,72.67888641357422) (329,72.52539825439453) (464,72.30085754394531)* (302,72.1767807006836)* (538,72.1207275390625) (344,72.02594757080078) (230,71.9381103515625) (292,71.82421875) (4474,71.72520446777344) (1042,71.66997528076172) (475,71.64729309082031)* (291,71.60005187988281) (468,71.42237091064453) (321,71.4170913696289) (349,71.28998565673828)* (1447,71.21443939208984) (324,71.17976379394531) (470,71.12691497802734) (540,71.10839080810547) (966,71.07044982910156)
592: (930,68.58576202392578) (157,68.47077178955078)* (77,68.33707427978516) (77,68.33707427978516) (378,68.28353881835938) (233,68.26412963867188) (234,68.21458435058594)* (173,68.06028747558594) (238,67.99241638183594) (65,67.86602020263672) (65,67.86602020263672) (517,67.86308288574219) (377,67.78887176513672) (154,67.76612854003906) (518,67.63285064697266) (917,67.63128662109375) (198,67.6096420288086) (959,67.59663391113281) (70,67.47199249267578) (475,67.46038818359375)
593: (1681,68.79124450683594) (4474,68.472412109375) (2080,67.80060577392578) (295,67.743408203125)* (289,67.48594665527344) (701,67.38490295410156)* (8364,67.26778411865234) (2545,67.2505111694336) (1613,66.86577606201172) (257,66.83699035644531) (464,66.7618179321289) (283,66.72483825683594) (1447,66.61571502685547) (89,66.56544494628906) (470,66.48880767822266) (4850,66.44892883300781) (292,66.4472885131836) (683,66.40874481201172) (9155,66.298095703125) (329,66.2503433227539)
594: (1044,70.74697875976562)* (230,70.62632751464844) (498,70.43338775634766) (808,70.35753631591797) (982,70.0572509765625) (1406,70.01163482666016)* (209,69.9775619506836)* (978,69.85379791259766) (227,69.72674560546875) (917,69.70317077636719) (412,69.63461303710938) (497,69.60685729980469) (966,69.57514190673828) (488,69.5699462890625)* (489,69.47032928466797) (500,69.45323181152344) (1351,69.34202575683594) (517,69.30561065673828) (1104,69.29774475097656) (486,69.18871307373047)
595: (841,74.82987976074219)* (917,74.6541976928711)* (918,73.56239318847656)* (954,73.37100219726562)* (949,72.7317886352539) (1360,72.67877960205078) (1369,72.58160400390625)* (1342,72.54438018798828) (957,72.44807434082031)* (6,72.44388580322266) (710,72.34817504882812) (707,72.15064239501953)* (1281,71.83702850341797) (1261,71.65890502929688) (1372,71.51721954345703) (956,71.48452758789062)* (1350,71.43718719482422) (15,71.3683853149414) (503,71.27312469482422) (2009,71.25330352783203)
596: (2938,73.24883270263672)* (1878,73.00088500976562) (852,72.20314025878906) (874,72.08938598632812) (59,72.05409240722656)* (72,72.04549407958984)* (72,72.04549407958984)* (2488,71.80612182617188) (875,71.78079223632812)* (3451,71.70161437988281) (1013,71.50897216796875) (227,71.14828491210938) (3280,71.06918334960938) (861,71.01177215576172) (997,70.92306518554688) (193,70.8598403930664) (159,70.85948181152344)* (5260,70.8438949584961)* (867,70.82878112792969) (9332,70.77435302734375)
598: (295,73.59541320800781) (300,73.01032257080078)* (67,72.91046905517578) (67,72.91046905517578) (298,72.73912811279297) (548,72.65921783447266) (701,72.57485961914062) (302,72.54600524902344) (1934,72.50531005859375) (306,72.45616912841797) (526,72.33769989013672) (65,72.17993927001953) (65,72.17993927001953) (349,72.01849365234375)* (310,72.01460266113281) (291,71.98028564453125) (2521,71.9422836303711) (697,71.88017272949219) (903,71.74609375)* (257,71.73953247070312)
601: (5073,70.21427154541016) (2338,70.11991119384766) (4931,69.97541046142578) (63,69.91666412353516) (63,69.91666412353516) (1908,69.78263854980469) (1178,69.71404266357422) (3876,69.57453918457031) (2339,69.50819396972656) (2337,69.41960144042969) (1226,69.38285827636719) (4613,69.34191131591797) (727,69.3293228149414) (1130,69.22909545898438) (15972,69.17958068847656) (592,69.16815948486328) (4437,69.1487045288086) (1124,69.12252044677734) (9555,69.01324462890625) (4548,69.00749969482422)
602: (2850,66.06678009033203) (779,65.49931335449219) (3616,65.45821380615234) (1187,65.24208068847656) (6906,65.21685791015625) (6594,65.19644165039062) (6773,65.13909912109375) (1192,65.04603576660156) (154,65.02172088623047) (512,64.92581939697266) (977,64.79890441894531) (1191,64.79478454589844) (1195,64.75042724609375) (964,64.73701477050781) (10449,64.73380279541016) (12980,64.70159149169922) (7665,64.60362243652344) (1858,64.60299682617188) (227,64.45845794677734) (5966,64.40548706054688)
603: (154,74.13477325439453) (225,73.27688598632812) (233,72.7416000366211) (173,72.72101593017578) (65,72.64051055908203) (65,72.64051055908203) (632,72.31595611572266) (207,72.07991027832031) (964,71.77821350097656) (199,71.54357147216797) (228,71.38214111328125) (1090,71.36865997314453) (1116,71.27082061767578) (1118,71.24417877197266) (226,71.1640853881836) (229,71.12334442138672) (920,71.01378631591797) (152,71.01183319091797) (223,71.01042938232422) (234,70.95211791992188)
604: (157,74.24444580078125) (302,74.15641784667969)* (288,74.06767272949219)* (89,74.00577545166016)* (289,74.0003662109375)* (300,73.72518920898438)* (161,73.4352035522461) (310,73.37693786621094)* (701,73.24334716796875)* (349,73.2042236328125)* (265,73.04520416259766)* (294,72.9123306274414) (251,72.76061248779297) (1601,72.73989868164062) (285,72.71837615966797) (329,72.62503814697266) (2523,72.50565338134766)* (328,72.36772918701172) (1464,72.28910827636719) (466,72.27721405029297)
605: (154,78.56294250488281)* (65,76.37425231933594) (65,76.37425231933594) (199,76.32533264160156) (418,76.20182800292969) (206,76.15030670166016) (3057,76.04936218261719) (190,75.97441101074219) (222,75.81372833251953) (228,75.81157684326172) (1090,75.7901382446289) (715,75.70405578613281) (203,75.57125854492188)* (225,75.54043579101562) (604,75.52924346923828) (88,75.46253967285156) (859,75.431884765625) (226,75.4017562866211) (229,75.3939437866211)* (602,75.37786102294922)
606: (1418,72.63457489013672) (162,72.52991485595703) (632,71.94046020507812) (1118,71.73541259765625) (2006,71.59659576416016)* (3417,71.54644775390625) (2775,71.24870300292969) (920,71.22771453857422) (163,70.90690612792969) (755,70.84659576416016) (1700,70.7086181640625) (1109,70.65989685058594) (2605,70.57686614990234) (1119,70.50980377197266) (506,70.36968994140625) (186,70.30416107177734) (1216,70.20784759521484) (234,70.10030364990234) (173,69.82257843017578) (1116,69.81395721435547)
607: (1251,60.5953369140625) (20,60.27483367919922) (6657,60.09093475341797) (2761,59.534847259521484) (1259,59.4766960144043) (7926,59.27443313598633) (3417,59.218772888183594) (47,59.185611724853516) (7918,59.149959564208984) (3,58.99286651611328) (1282,58.96556854248047) (7920,58.61595916748047) (7921,58.51396560668945) (4273,58.43572998046875) (4182,58.22657775878906) (28,58.143531799316406) (1134,58.105690002441406) (7923,58.049129486083984) (7919,57.99744415283203) (6658,57.95268249511719)
608: (5375,67.94081115722656) (5403,67.7462158203125) (6368,67.03060150146484) (2902,66.00606536865234) (583,65.92932891845703) (1468,65.83599090576172) (15803,65.75749206542969) (8807,65.67536926269531) (945,65.47966003417969) (1220,65.44324493408203) (9427,65.38626098632812) (4183,65.3175048828125) (2436,65.31128692626953) (9528,65.28929901123047) (15544,65.24813079833984) (2463,65.1602783203125)* (15813,65.1322021484375) (9418,65.0898208618164) (6357,65.07579803466797) (3777,65.03305053710938)
609: (690,67.76264190673828) (3200,67.27313232421875) (903,67.26321411132812) (548,67.23674774169922) (65,67.20622253417969) (65,67.20622253417969) (306,67.15156555175781) (190,67.10485076904297) (546,67.09374237060547) (532,67.05838775634766) (2083,67.04524993896484) (288,67.0401840209961)* (1090,66.91242218017578) (182,66.912353515625) (207,66.89581298828125) (2137,66.89569091796875)* (430,66.86786651611328) (1409,66.86296081542969) (1934,66.85948944091797) (2521,66.84306335449219)
611: (1400,60.09640121459961) (3186,59.867618560791016) (423,59.79507064819336) (229,59.64451217651367) (1075,59.55187225341797) (1379,59.44214630126953) (7324,59.41461944580078) (6920,59.33374786376953) (2715,59.33321762084961) (8674,59.32829666137695) (757,59.30268096923828) (8144,59.291770935058594) (1101,59.26266098022461) (690,59.207557678222656) (1983,59.122310638427734) (3200,58.95243453979492) (59,58.93696594238281) (64,58.878082275390625) (64,58.878082275390625) (2137,58.87479782104492)
612: (548,66.6081314086914) (2521,66.46537017822266) (690,66.30078125) (423,66.230224609375) (4704,66.22441101074219) (58,65.87799835205078)* (58,65.87799835205078)* (67,65.62621307373047) (67,65.62621307373047) (903,65.54864501953125) (1934,65.4778060913086)* (2083,65.46741485595703) (703,65.36917877197266) (425,65.26170349121094) (757,65.17730712890625) (430,65.11544799804688) (292,65.08775329589844) (1098,65.06560516357422)* (1243,65.01235961914062) (980,64.96333312988281)
613: (227,73.10090637207031) (11229,73.05303955078125) (2632,73.03187561035156) (13939,72.49386596679688) (554,72.48101806640625) (1421,72.46314239501953) (565,72.25406646728516) (9543,72.19426727294922) (13102,72.19337463378906) (618,72.15483093261719) (2629,72.03791809082031) (1242,71.99494934082031) (1414,71.85372924804688) (1755,71.83170318603516) (4620,71.74730682373047) (12726,71.74344635009766) (2277,71.67985534667969)* (4446,71.65973663330078) (154,71.62588500976562) (737,71.62100982666016)
614: (498,72.64053344726562) (488,72.41793060302734)* (230,72.2956314086914) (1854,72.23857879638672)* (377,72.20038604736328) (486,72.02616119384766) (190,72.02104187011719) (1852,71.83768463134766) (808,71.68730163574219) (982,71.59593200683594) (412,71.52143096923828) (1180,71.4986801147461) (220,71.4531021118164) (2661,71.40623474121094) (816,71.37358093261719) (1866,71.36339569091797) (1246,71.32658386230469) (3084,71.25440979003906) (234,71.2461929321289) (1186,71.21914672851562)
616: (841,70.8002700805664)* (923,70.06534576416016) (957,70.0650863647461) (3719,70.01933288574219)* (1369,69.78092956542969) (1358,69.75286102294922) (1281,69.70479583740234) (1338,69.35318756103516) (198,69.2953872680664) (1261,69.25962829589844) (503,68.87323760986328)* (953,68.7613296508789) (808,68.69799041748047) (25,68.67205810546875) (188,68.6538314819336) (949,68.61436462402344) (785,68.6142578125) (1044,68.5184326171875)* (1364,68.50239562988281)* (1131,68.4266357421875)*
617: (306,65.93260192871094) (289,65.69820404052734) (241,65.3943862915039) (331,65.24409484863281) (328,65.21031951904297) (67,65.2037353515625)* (67,65.2037353515625)* (157,65.0337905883789) (310,65.0181655883789) (55,64.82506561279297)* (4024,64.82121276855469) (279,64.78687286376953) (4696,64.739990234375) (2083,64.70800018310547) (485,64.59278869628906) (332,64.58155822753906)* (907,64.57482147216797) (285,64.54942321777344) (701,64.5036392211914) (4566,64.4530258178711)*
618: (3729,57.95579147338867) (1220,57.49860382080078) (9794,57.16197204589844) (276,57.047996520996094) (4504,56.99533462524414) (3028,56.67021179199219) (9805,56.55200958251953) (839,56.46175765991211) (9796,56.38933181762695) (5352,56.124107360839844) (10955,56.08427429199219) (13260,56.00798034667969) (8947,55.961387634277344) (4520,55.87550735473633) (3357,55.70520782470703) (4002,55.6783561706543) (2771,55.54880905151367) (227,55.53542709350586) (11859,55.36735916137695) (3335,55.33965301513672)
619: (225,69.39617156982422) (1400,69.07526397705078) (425,68.97824096679688)* (5027,68.69025421142578) (1048,68.61495971679688) (1988,68.58106231689453)* (199,68.52176666259766) (430,68.31129455566406)* (3293,68.15774536132812) (210,68.15397644042969) (716,68.11675262451172) (4435,68.03162384033203) (1101,68.02426147460938) (208,67.94275665283203)* (2533,67.93699645996094) (898,67.91719818115234) (173,67.91645050048828) (182,67.89921569824219) (6217,67.89698028564453) (419,67.8839111328125)
620: (190,70.3045883178711) (65,70.0671157836914) (65,70.0671157836914) (67,69.88602447509766)* (67,69.88602447509766)* (498,69.77461242675781)* (333,69.51610565185547)* (316,69.46866607666016) (4136,69.41527557373047)* (182,69.35578918457031) (362,69.12354278564453) (173,69.05962371826172) (972,69.05390930175781) (55,69.00240325927734) (229,68.97863006591797) (157,68.88815307617188) (2059,68.85830688476562) (161,68.78594970703125) (1377,68.76004028320312) (71,68.71186828613281)
621: (89,70.41791534423828)* (333,70.38166809082031) (302,69.8208236694336)* (4980,69.68193054199219) (295,69.54399871826172)* (722,69.22824096679688) (3859,69.12810516357422) (67,69.04914855957031) (67,69.04914855957031) (466,68.9830551147461) (4257,68.95838165283203) (4923,68.76997375488281)* (377,68.74878692626953)* (71,68.74636840820312) (71,68.74636840820312) (3320,68.70834350585938) (1857,68.66593170166016) (972,68.61082458496094) (374,68.58993530273438) (161,68.56884765625)
622: (418,70.37470245361328) (1418,70.159912109375) (162,69.91961669921875) (227,69.70198822021484)* (1131,69.50342559814453) (441,69.4366683959961) (234,69.27558135986328) (238,69.23976135253906) (226,69.22793579101562) (632,69.15707397460938) (429,69.05130004882812)* (2542,69.02472686767578) (1412,68.89856719970703) (159,68.73429107666016)* (748,68.73265075683594) (709,68.68070983886719) (81,68.66780853271484) (222,68.58861541748047) (88,68.51549530029297) (190,68.466064453125)
623: (152,74.78594207763672)* (1412,73.73332214355469) (920,73.53549194335938) (1425,73.3720474243164) (1119,72.64823913574219) (607,72.62602233886719) (3405,72.56888580322266) (212,72.56034088134766) (215,72.23515319824219)* (6730,72.15579223632812) (609,71.98365020751953) (3788,71.90142822265625) (562,71.85835266113281) (707,71.80747985839844) (599,71.68988037109375) (881,71.66093444824219) (614,71.6496353149414) (6724,71.64017486572266) (3272,71.58921813964844)* (1426,71.54598236083984)
624: (72,71.9785385131836)* (72,71.9785385131836)* (227,71.83595275878906) (234,71.80330657958984) (190,71.47798919677734) (159,71.03185272216797)* (706,70.88996124267578) (1412,70.74749755859375) (173,70.74454498291016) (707,70.6988296508789) (220,70.375) (533,70.24433898925781) (511,70.21253204345703) (157,70.20673370361328) (67,70.19261169433594) (67,70.19261169433594) (868,70.16325378417969) (1104,70.15448760986328) (65,70.12020874023438) (65,70.12020874023438)
625: (757,66.65028381347656)* (618,66.47462463378906) (8705,66.44451904296875) (441,66.31941223144531) (429,66.23772430419922) (2541,65.95697021484375) (1400,65.86675262451172) (425,65.78213500976562) (615,65.74429321289062) (84,65.70430755615234) (703,65.70246887207031) (1888,65.61908721923828) (5925,65.56291198730469) (1155,65.52120208740234) (199,65.47986602783203) (217,65.43049621582031) (444,65.42088317871094) (5027,65.4195785522461) (1504,65.40658569335938) (1633,65.30779266357422)
627: (1124,75.88151550292969) (8802,75.60838317871094) (93,75.5702133178711) (963,75.36278533935547) (1123,75.31846618652344) (3940,75.1724624633789) (4548,75.06293487548828) (1893,75.04212188720703) (5787,74.9688720703125) (8283,74.95598602294922) (506,74.76207733154297) (1358,74.38855743408203) (2044,74.37748718261719) (1412,74.3638687133789) (6258,74.34565734863281) (7802,74.28392028808594) (3264,74.27415466308594) (1372,74.2136459350586) (1369,74.09935760498047) (607,73.97279357910156)
628: (703,66.84970092773438) (429,66.73169708251953) (227,66.67613220214844) (603,66.62271881103516) (173,66.57888793945312) (418,66.40055847167969)* (1075,66.37063598632812) (425,66.36189270019531) (1400,66.33856201171875) (84,66.25525665283203)* (1090,66.24053955078125) (88,66.17897033691406)* (170,66.16690826416016) (238,66.143798828125) (207,66.08197021484375)* (199,66.07176971435547) (1098,66.02672576904297) (56,65.91889190673828) (56,65.91889190673828) (70,65.89031219482422)
629: (1755,71.21206665039062) (533,70.74117279052734) (3747,70.52875518798828) (5441,70.33624267578125) (3742,70.2806396484375) (1664,70.19640350341797) (4087,70.07786560058594) (2786,70.01313018798828) (1761,69.9925308227539) (1412,69.95204162597656)* (163,69.90637969970703)* (1651,69.80464172363281) (5446,69.79505920410156) (154,69.75102996826172)* (6726,69.71780395507812) (1766,69.58112335205078) (714,69.43352508544922) (6137,69.4222183227539) (3741,69.41232299804688) (1763,69.40933990478516)
631: (982,71.65208435058594)* (1249,71.4385757446289) (707,71.42460632324219)* (1412,71.27604675292969)* (220,70.76347351074219) (951,70.63416290283203) (163,70.5279541015625) (1513,70.40841674804688) (735,70.19760131835938) (498,70.07705688476562) (1803,69.97114562988281) (868,69.95027923583984) (228,69.91842651367188)* (724,69.86275482177734) (176,69.81739044189453) (1672,69.7630615234375) (562,69.755615234375) (854,69.63877868652344) (229,69.60208129882812)* (1244,69.58116149902344)
632: (289,68.93521118164062)* (461,68.109619140625)* (349,67.87833404541016)* (679,67.861328125) (544,67.19953155517578) (523,67.14224243164062) (1934,67.07746124267578) (318,66.97118377685547)* (328,66.91995239257812) (301,66.8785400390625) (323,66.8045883178711) (157,66.68767547607422) (161,66.66056060791016) (329,66.56462860107422) (528,66.55574798583984) (704,66.53097534179688) (1243,66.52925109863281) (314,66.3851318359375) (532,66.36613464355469) (686,66.29560089111328)
633: (2352,73.81842041015625) (2850,73.74436950683594) (830,73.53829193115234) (472,73.47698211669922) (1195,73.37264251708984) (412,73.31163024902344) (2983,73.10167694091797) (2661,73.05987548828125) (683,73.0462646484375) (816,72.98542785644531) (366,72.9813461303711) (355,72.9020004272461) (966,72.8873062133789) (507,72.79174041748047) (1181,72.67434692382812) (2840,72.64813995361328) (9187,72.54856872558594) (499,72.54801177978516) (8732,72.49962615966797)* (9183,72.40523529052734)
634: (2436,77.00140380859375) (356,76.93919372558594) (289,75.84960174560547) (455,75.83641052246094) (1447,75.59285736083984)* (966,75.37425994873047) (681,75.2870864868164) (3489,75.26316833496094) (892,75.23767852783203) (342,75.1169662475586) (1691,75.10082244873047) (1467,74.93863677978516) (364,74.89849090576172) (253,74.63811492919922) (461,74.56209564208984) (304,74.53424835205078) (355,74.47647094726562) (321,74.433349609375) (3859,74.3936538696289) (2449,74.38848876953125)
635: (154,76.25108337402344) (5446,75.69242858886719) (439,75.68919372558594) (163,75.45596313476562) (1412,75.17033386230469) (228,75.13704681396484) (424,75.07133483886719) (1755,75.06371307373047) (5441,74.85607147216797) (533,74.82788848876953) (709,74.76817321777344) (196,74.72710418701172) (6137,74.69890594482422) (1090,74.65728759765625) (4448,74.58416748046875) (223,74.49507904052734) (199,74.44003295898438) (5169,74.40865325927734) (225,74.3972396850586) (1941,74.39043426513672)
636: (289,71.24317932128906)* (294,71.1203842163086)* (55,71.01871490478516)* (913,70.82408142089844) (349,70.65465545654297)* (4880,70.41535949707031) (302,70.41002655029297) (7390,70.2422103881836) (660,70.16151428222656) (285,70.14619445800781) (306,70.11292266845703) (77,70.09529113769531) (77,70.09529113769531) (3966,70.03807830810547) (310,69.99934387207031)* (187,69.79328155517578) (161,69.79039001464844)* (640,69.72527313232422) (258,69.68038177490234) (300,69.59171295166016)
637: (1249,72.4405288696289)* (2343,72.0995101928711) (2346,72.07423400878906)* (227,71.87008666992188) (707,71.65202331542969) (1412,71.5597915649414) (728,71.47421264648438) (562,71.15066528320312) (1803,71.13687896728516) (732,71.13429260253906) (1244,71.1239242553711) (533,70.89887237548828) (163,70.79574584960938) (868,70.73748016357422) (220,70.65850067138672) (2834,70.58602905273438) (712,70.50055694580078) (4369,70.39039611816406) (230,70.35648345947266) (733,70.3471908569336)
638: (292,72.21432495117188)* (466,71.2808609008789)* (157,70.84437561035156) (310,70.71121215820312) (318,70.67768096923828)* (679,70.59757995605469)* (293,70.2153091430664) (544,70.18721008300781)* (525,70.17059326171875) (320,70.1643295288086) (498,70.0644760131836) (352,70.05753326416016) (913,70.02214813232422) (681,70.01300048828125) (458,69.77519989013672) (464,69.744140625) (301,69.70738220214844)* (328,69.66913604736328) (326,69.66490173339844) (1243,69.56458282470703)*
