userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,75.0465316772461) (3768,74.84757995605469) (1073,74.75566101074219) (51,74.49420928955078)* (3920,74.2337875366211) (1014,73.69796752929688) (1019,73.68535614013672) (1013,73.63550567626953) (998,73.54996490478516) (1836,73.5308609008789) (997,73.46241760253906) (187,73.40522766113281) (3501,73.39506530761719) (1885,73.39071655273438) (59,73.33796691894531)* (157,73.26742553710938) (1886,73.21783447265625) (4308,73.1673355102539) (91,73.10387420654297)* (61,73.01515197753906)*
493: (187,77.6065673828125) (227,77.57609558105469) (51,77.31163787841797) (157,77.23847961425781) (1001,76.9991455078125) (1122,76.61085510253906) (220,76.54443359375) (599,76.4372329711914) (163,76.40510559082031) (88,76.33267974853516) (77,76.2488021850586) (77,76.2488021850586) (533,76.19493103027344) (7,76.08766174316406) (56,76.0009765625) (56,76.0009765625) (70,75.99263763427734) (857,75.976318359375) (1104,75.93981170654297) (173,75.93694305419922)
494: (344,78.01982879638672)* (679,77.92253875732422) (333,77.91252136230469)* (300,77.77679443359375) (291,77.66925811767578)* (466,77.28463745117188) (288,77.05520629882812) (311,76.959228515625) (302,76.95011138916016) (1459,76.83258056640625) (295,76.79226684570312) (325,76.72373962402344)* (257,76.46198272705078) (293,76.4294662475586)* (1934,76.40709686279297) (298,76.40530395507812)* (701,76.37896728515625) (67,76.37632751464844) (67,76.37632751464844) (324,76.34674835205078)
495: (3173,78.16093444824219) (802,77.678466796875) (67,77.65522003173828) (67,77.65522003173828) (461,77.56529998779297) (89,77.35955047607422) (679,77.2458267211914) (646,77.11243438720703) (302,76.92361450195312) (2523,76.62275695800781) (349,76.552001953125)* (306,76.52591705322266) (466,76.50970458984375) (344,76.49762725830078)* (1580,76.47148895263672) (889,76.36923217773438) (908,76.35855102539062) (3176,76.35232543945312)* (4869,76.3032455444336) (161,76.18772888183594)
496: (506,75.05086517333984) (72,73.43824005126953) (72,73.43824005126953) (3901,73.26547241210938) (1534,73.17451477050781) (936,73.073486328125) (1066,72.95223999023438) (238,72.75758361816406) (487,72.53304290771484) (955,72.50365447998047) (2014,72.49150085449219) (156,72.35930633544922) (2038,72.3017349243164) (186,72.24671936035156) (163,72.10369110107422)* (1104,71.98445892333984) (1121,71.93052673339844) (36,71.91082763671875) (1743,71.90914916992188) (181,71.8990249633789)
497: (466,77.21739959716797)* (292,77.09392547607422)* (55,76.47021484375)* (67,76.35755157470703)* (67,76.35755157470703)* (461,76.15992736816406) (544,75.83888244628906) (328,75.68222045898438) (686,75.63177490234375) (344,75.5617904663086) (1037,75.5128173828125) (324,75.40650939941406) (318,75.3690185546875) (299,75.28364562988281) (523,75.13692474365234) (972,75.13651275634766) (543,75.1198501586914) (349,75.07518768310547) (293,75.04727172851562) (1034,75.04248046875)*
498: (67,78.45464324951172)* (67,78.45464324951172)* (257,77.42449951171875)* (301,77.4049072265625)* (525,76.58319854736328)* (294,76.51152038574219)* (320,76.21087646484375) (296,76.0770492553711) (331,76.042724609375)* (161,76.02838134765625) (291,76.00454711914062)* (328,75.95850372314453)* (265,75.92704772949219) (333,75.89946746826172) (2523,75.79680633544922) (1601,75.70891571044922) (534,75.7060546875) (155,75.68386840820312) (468,75.65025329589844)* (455,75.62843322753906)
499: (959,74.86477661132812) (1249,74.09564208984375) (176,73.99430847167969) (707,73.712158203125) (1104,73.60525512695312)* (917,73.45291900634766) (1810,73.41405487060547) (227,73.35851287841797) (163,73.2589111328125) (190,72.9889907836914) (511,72.97362518310547) (951,72.96734619140625) (7,72.81490325927734)* (712,72.69845581054688) (220,72.69402313232422) (2346,72.61764526367188) (198,72.54937744140625)* (1244,72.52495574951172) (230,72.49658203125) (1079,72.48902130126953)
500: (2668,66.36582946777344) (1801,66.06964874267578)* (1835,65.6358871459961) (7700,65.4126205444336) (9361,64.82291412353516) (2161,64.72660064697266) (16367,64.4691390991211) (1945,64.36140441894531) (141,64.29798889160156) (2289,64.29036712646484) (3294,63.896568298339844) (1969,63.74726867675781) (11206,63.689849853515625) (2670,63.271568298339844) (2677,63.14546203613281) (10161,63.107757568359375) (5192,63.09930419921875) (3995,63.084632873535156) (10108,63.06151580810547) (132,62.9554443359375)
501: (344,77.82809448242188) (300,77.40702819824219) (89,77.32096862792969)* (679,77.18167114257812) (289,77.00535583496094)* (1459,76.76738739013672) (292,76.7481460571289)* (342,76.73613739013672) (302,76.72599792480469)* (288,76.61237335205078)* (1447,76.58334350585938) (311,76.55939483642578) (466,76.53047943115234) (257,76.4552230834961)* (2977,76.34076690673828) (680,76.26233673095703) (67,76.2175521850586)* (67,76.2175521850586)* (325,76.1184310913086)* (498,76.106201171875)
502: (67,77.85830688476562) (67,77.85830688476562) (55,77.63394165039062)* (289,77.32633209228516)* (295,77.29061889648438)* (701,76.56190490722656) (306,76.33448791503906)* (257,76.29374694824219)* (679,76.26304626464844)* (466,76.11555480957031)* (525,75.82002258300781) (333,75.79841613769531) (889,75.7883071899414) (298,75.69517517089844)* (340,75.56953430175781)* (461,75.54981231689453) (535,75.50967407226562) (523,75.40238952636719) (329,75.36012268066406) (1580,75.30221557617188)
503: (89,77.43743896484375)* (289,77.3193359375)* (55,76.84687042236328)* (333,76.68099212646484) (288,76.67256927490234)* (701,76.42329406738281)* (302,76.35147857666016) (466,76.32251739501953) (306,76.16064453125)* (461,75.73307037353516) (298,75.67792510986328)* (349,75.51058959960938)* (544,75.48993682861328) (972,75.42788696289062)* (344,75.35404205322266) (498,75.31744384765625) (523,75.31552124023438) (291,75.27186584472656) (903,75.26815795898438) (329,75.17522430419922)
504: (300,78.65560913085938)* (486,78.0994644165039) (324,77.8514175415039)* (679,77.78538513183594)* (464,77.7572250366211) (704,77.73336029052734) (687,77.6891098022461)* (1043,77.61383819580078) (377,77.557373046875) (65,77.54920196533203) (65,77.54920196533203) (190,77.34464263916016) (191,77.32406616210938) (470,77.23348999023438)* (230,77.1794204711914) (298,77.12098693847656) (680,77.09627532958984) (1198,77.01151275634766) (461,76.9823989868164) (291,76.92980194091797)
506: (1303,71.1626205444336) (1295,70.84300994873047) (238,70.61756896972656) (81,70.5546646118164) (1300,70.52931213378906) (1298,70.50765228271484) (32,70.38142395019531) (1098,70.20848846435547) (487,70.05960083007812) (154,70.03926849365234) (2,70.01622009277344) (1700,69.92030334472656) (173,69.9068832397461)* (72,69.88976287841797) (72,69.88976287841797) (1707,69.83540344238281) (1736,69.77812957763672) (162,69.7149429321289) (3551,69.56635284423828) (1066,69.5525131225586)*
507: (1900,68.67539978027344) (2037,67.8690414428711) (69,67.8021240234375) (69,67.8021240234375) (6390,67.669921875) (3992,67.66889953613281) (1837,67.58547973632812) (11146,67.54835510253906) (2490,67.48523712158203) (8383,67.39530944824219) (1836,67.24636840820312) (1826,67.2228775024414) (601,67.20661926269531) (1878,67.13037872314453) (52,67.11746978759766) (52,67.11746978759766) (4928,67.11148834228516) (1824,67.10553741455078) (11753,67.10210418701172) (12834,67.09745025634766)
508: (2952,76.8321304321289) (4972,76.2724609375) (11712,75.82500457763672) (7111,75.36669921875) (12414,75.3068618774414) (12713,75.28456115722656) (6983,75.1623306274414) (12719,75.16138458251953) (12709,75.13977813720703) (7119,75.11737060546875) (12703,75.1129150390625) (2895,75.11166381835938) (12714,75.08740234375) (12705,75.08428955078125) (12712,75.0722427368164) (12711,75.05995178222656) (12720,75.03334045410156) (12706,74.97885131835938) (12722,74.97101593017578) (6286,74.81177520751953)
509: (500,76.89862823486328) (230,76.87501525878906) (1186,76.81666564941406) (371,76.47467041015625) (486,76.44633483886719)* (966,76.34979248046875)* (209,76.18922424316406) (2062,76.13519287109375) (536,76.11227416992188)* (1200,75.95189666748047) (1185,75.87820434570312) (2080,75.80308532714844) (488,75.78549194335938)* (499,75.7629165649414) (540,75.76229095458984)* (537,75.738037109375) (481,75.68872833251953) (1044,75.6187515258789) (4170,75.60819244384766) (1866,75.59305572509766)
510: (2923,77.36720275878906) (1613,76.64885711669922) (2101,76.08528900146484) (2179,75.92375946044922) (1846,75.8235855102539) (11147,75.810302734375) (722,75.80641174316406) (5568,75.7685546875) (374,75.7240219116211) (278,75.68025970458984) (2086,75.61693572998047) (388,75.55866241455078) (475,75.540283203125) (89,75.42813873291016) (157,75.36685180664062) (331,75.35509490966797) (527,75.16576385498047) (67,75.15751647949219) (67,75.15751647949219) (3317,74.97086334228516)
511: (227,78.21361541748047) (226,78.149169921875)* (429,77.54911804199219) (190,77.45249938964844) (159,77.33475494384766) (709,77.07408142089844)* (88,77.07202911376953) (199,77.04768371582031)* (233,76.99356079101562) (203,76.86021423339844) (220,76.81178283691406) (1090,76.70038604736328) (207,76.57931518554688) (225,76.52397918701172) (222,76.48371124267578) (229,76.47872924804688)* (173,76.44133758544922) (969,76.29737854003906) (56,76.15726470947266) (56,76.15726470947266)
512: (806,73.75370788574219) (815,73.21271514892578) (497,72.97423553466797) (830,72.57653045654297) (504,72.41517639160156)* (2744,72.40042114257812) (488,72.3487548828125) (2062,72.23685455322266) (4162,72.1961898803711) (1104,72.19320678710938) (2794,72.12370300292969) (953,72.05059814453125) (377,72.04376983642578) (493,71.96672058105469) (835,71.96513366699219) (1179,71.94033813476562)* (198,71.89497375488281) (507,71.84683990478516) (923,71.80722045898438) (930,71.8001480102539)
513: (154,78.51657104492188) (217,77.88719940185547) (190,77.87355041503906) (199,77.54476928710938) (2815,77.39131164550781) (210,77.38640594482422) (1090,77.36137390136719) (429,77.11646270751953) (170,77.1126708984375) (969,77.0832290649414) (1376,77.07647705078125) (227,76.99124145507812) (441,76.74654388427734) (418,76.6813735961914) (533,76.67880249023438) (206,76.61112213134766) (416,76.56794738769531) (159,76.54183197021484) (2582,76.52935791015625) (1375,76.50255584716797)
514: (300,82.52948760986328)* (679,82.16238403320312) (289,81.74959564208984) (461,81.67585754394531)* (2977,81.57060241699219) (292,81.545166015625)* (295,81.29680633544922) (302,81.27131652832031)* (1447,81.12403106689453) (1459,81.10362243652344) (318,81.05291748046875)* (324,81.00201416015625) (680,80.88552856445312) (1684,80.87760925292969) (691,80.87006378173828) (498,80.86216735839844) (342,80.82184600830078) (548,80.65388488769531) (257,80.65296936035156) (191,80.65269470214844)
515: (199,80.4030532836914) (222,80.34748077392578) (622,80.1722412109375) (3673,79.88422393798828) (1944,79.85381317138672) (1954,79.775390625) (527,79.6999740600586) (617,79.48282623291016) (6229,79.45777130126953) (9727,79.439697265625) (5048,79.27559661865234) (1622,79.2151870727539) (227,79.14865112304688)* (12183,79.09297943115234) (3693,79.09139251708984) (1155,79.0416488647461) (223,79.00707244873047) (217,78.98777770996094) (2541,78.97792053222656) (9485,78.93486022949219)
516: (955,74.46701049804688) (5079,73.81912994384766)* (1807,73.74772644042969) (704,73.70974731445312) (377,73.60174560546875) (498,73.56267547607422) (1109,73.55198669433594) (714,73.51366424560547) (5180,73.51016235351562) (5670,73.40186309814453) (486,73.37722778320312) (56,73.2540512084961) (56,73.2540512084961) (1099,73.22576904296875) (174,73.22366333007812) (706,73.2216796875) (542,73.20624542236328) (1098,73.18743133544922) (298,73.13899993896484) (234,73.08809661865234)
517: (1971,72.72724151611328) (1953,72.08750915527344) (748,72.08170318603516) (266,72.07674407958984) (1964,71.67625427246094) (2139,71.61658477783203) (3691,71.58119201660156) (2535,71.54170989990234)* (8676,71.49999237060547) (418,71.35456085205078) (84,71.34886169433594) (757,71.32488250732422) (1833,71.28616333007812) (4053,71.21765899658203) (1098,71.15876007080078) (2083,71.11199951171875) (2289,71.11126708984375) (231,71.10069274902344)* (3902,71.05311584472656) (1167,71.05221557617188)*
518: (300,78.59185791015625)* (1428,78.12133026123047) (458,77.93961334228516) (790,77.8424072265625)* (1453,77.81025695800781) (4474,77.80224609375) (646,77.56271362304688) (1429,77.543701171875) (2548,77.50691223144531) (679,77.3584976196289)* (306,77.25015258789062)* (544,77.23222351074219) (1452,77.2026138305664) (325,77.05340576171875) (704,76.99522399902344) (2984,76.85802459716797) (464,76.81066131591797) (1037,76.7677993774414) (321,76.73991394042969)* (1034,76.73197174072266)
519: (726,77.00470733642578) (707,76.76265716552734) (928,76.68041229248047)* (1104,76.64383697509766) (930,76.34466552734375) (176,76.29928588867188) (1914,76.15400695800781) (1366,76.12985229492188) (2963,76.09727478027344) (957,76.0008544921875) (2038,75.89212799072266) (504,75.85232543945312) (1338,75.7669448852539) (2664,75.59458923339844) (952,75.56802368164062) (1347,75.53375244140625) (1348,75.39549255371094) (2835,75.3746566772461) (1249,75.34440612792969) (936,75.26543426513672)*
520: (1104,73.37947082519531) (176,73.14962768554688) (959,72.9239273071289) (72,72.89888000488281)* (72,72.89888000488281)* (1366,72.5874252319336) (1249,72.28593444824219) (726,72.26427459716797) (380,72.25291442871094) (2014,72.20269775390625) (1704,72.18728637695312) (1810,72.07280731201172) (930,72.00492095947266) (928,71.86424255371094) (7,71.86246490478516) (2038,71.81937408447266) (504,71.81756591796875) (1803,71.67567443847656) (1079,71.603759765625) (951,71.4889907836914)
521: (412,77.07704162597656) (540,76.9444808959961) (1672,76.59977722167969) (2661,75.92805480957031) (1185,75.74168395996094) (1046,75.70036315917969) (816,75.68889617919922) (1180,75.41787719726562) (687,75.29451751708984)* (1043,75.2441635131836)* (6453,75.22207641601562) (808,75.1921157836914) (2850,75.09491729736328)* (830,75.03060150146484) (501,74.9751968383789) (4262,74.879150390625) (507,74.86893463134766) (966,74.82205963134766) (3333,74.77701568603516) (472,74.74618530273438)
523: (604,73.91483306884766) (554,73.55680847167969)* (429,73.54469299316406) (715,73.2432861328125) (208,73.08221435546875) (1242,73.0220947265625) (159,72.93009185791016) (154,72.75474548339844) (3112,72.73181915283203) (599,72.72651672363281) (12165,72.63504791259766) (533,72.61785125732422) (511,72.5570068359375) (1090,72.5494613647461) (969,72.52423095703125) (203,72.4826431274414) (229,72.47274017333984) (228,72.36341094970703) (857,72.33470153808594) (620,72.31568145751953)
525: (2661,75.41332244873047) (1186,74.98275756835938) (1200,74.76042175292969) (816,74.69556427001953)* (540,74.64469909667969)* (830,74.46150207519531) (2850,74.4592514038086) (377,74.44171905517578) (1866,74.43975830078125) (371,74.30442810058594) (499,74.28588104248047) (507,74.24760437011719) (1043,74.18157958984375) (779,74.12676239013672) (472,74.12181854248047) (4170,74.06513214111328) (488,74.06044006347656)* (536,73.90904998779297)* (1046,73.8163833618164) (486,73.73955535888672)
526: (230,75.51360321044922) (1672,75.14859008789062)* (1974,75.10665893554688) (234,75.07283782958984) (1249,74.96461486816406)* (1513,74.89820861816406) (917,74.85966491699219) (1645,74.71688842773438) (1406,74.6475830078125) (1206,74.60315704345703) (808,74.5633316040039) (4821,74.5530776977539) (2346,74.42841339111328) (1351,74.37590789794922) (1650,74.34236145019531) (918,74.27316284179688) (377,74.09119415283203) (475,73.93877410888672) (5306,73.90987396240234) (1274,73.900390625)
527: (89,76.71620178222656)* (300,75.99537658691406)* (67,75.91716766357422)* (67,75.91716766357422)* (526,75.74553680419922) (532,75.64684295654297) (298,75.43350219726562) (306,75.42731475830078) (333,75.20931243896484) (352,75.17636108398438) (679,75.17411804199219) (328,75.0422134399414) (701,74.74552154541016) (548,74.48828887939453)* (2083,74.46580505371094) (525,74.2029037475586) (972,74.20169830322266) (535,74.17933654785156) (2025,74.16328430175781)* (157,74.1546630859375)
529: (928,73.74183654785156) (1425,73.01716613769531) (1369,72.84349060058594)* (730,72.62277221679688) (3470,72.47779083251953) (2624,72.38900756835938) (2873,72.34703063964844) (2013,72.29013061523438) (2842,72.2864990234375) (1372,72.21693420410156) (2901,72.19703674316406) (1426,72.15782165527344) (6576,71.95865631103516) (3421,71.82258605957031) (841,71.78327178955078) (1343,71.776123046875) (4784,71.75695037841797)* (1813,71.72626495361328) (2834,71.5654067993164) (1415,71.48793029785156)
530: (8676,69.57698822021484) (3068,69.24490356445312) (618,69.23552703857422) (604,69.09632873535156) (2277,69.02784729003906) (10969,68.79601287841797) (3112,68.48111724853516) (903,68.46741485595703) (3057,68.43692016601562) (962,68.42877960205078) (1424,68.33934020996094) (1098,68.267578125) (298,68.24732208251953) (2544,68.24276733398438) (154,68.13226318359375) (4704,68.06475067138672) (8583,67.96668243408203) (425,67.96620178222656) (2632,67.95199584960938) (3293,67.91368103027344)
531: (89,77.86785888671875)* (288,77.61945343017578)* (679,77.52430725097656)* (292,77.22528076171875)* (544,77.07188415527344) (704,76.9203109741211)* (680,76.54867553710938) (1037,76.42330169677734) (1034,76.24650573730469) (318,76.19918823242188) (352,76.11128997802734) (321,76.0512924194336) (797,75.98566436767578)* (802,75.93276977539062) (386,75.7892074584961) (790,75.7696533203125) (293,75.73406982421875)* (1032,75.6035385131836) (475,75.60224914550781) (257,75.5975112915039)
532: (1043,70.82833099365234) (1035,70.65274047851562) (412,70.58843231201172)* (2618,70.5084228515625)* (1868,70.47908020019531) (816,70.43697357177734)* (1045,70.25652313232422)* (1038,70.0657958984375)* (1186,70.06147766113281) (1670,69.99950408935547)* (209,69.9510726928711) (333,69.85972595214844) (12791,69.8555908203125) (1047,69.82230377197266) (230,69.8201675415039) (1678,69.78740692138672) (1246,69.77526092529297)* (1866,69.76497650146484) (481,69.65998840332031) (704,69.60757446289062)
533: (5249,73.70097351074219) (9820,73.23623657226562) (3060,73.05010986328125) (1740,72.96117401123047) (2064,72.8488998413086) (3073,72.73487854003906) (8372,72.40083312988281) (356,72.11673736572266) (253,72.00141906738281) (945,71.9770278930664) (3307,71.69440460205078)* (1432,71.67581939697266) (3570,71.67045593261719) (3864,71.52626037597656) (2053,71.4282455444336) (788,71.40996551513672) (479,71.37298583984375) (1015,71.37053680419922) (6308,71.34041595458984) (2047,71.33525085449219)
534: (67,77.29320526123047)* (67,77.29320526123047)* (157,76.6733169555664) (328,76.43885803222656)* (378,76.35246276855469) (377,76.17972564697266) (190,75.93243408203125) (55,75.79707336425781) (1104,75.79533386230469) (56,75.71928405761719) (56,75.71928405761719) (518,75.5585708618164) (972,75.53743743896484) (300,75.51730346679688)* (288,75.45890808105469)* (173,75.44844055175781) (486,75.3181381225586) (1099,75.1620864868164)* (65,75.08905029296875) (65,75.08905029296875)
535: (498,77.04685974121094) (333,76.92862701416016) (300,76.84938049316406) (344,76.83965301513672) (1447,76.46147918701172) (679,76.43267822265625) (291,76.19861602783203) (321,76.1873779296875) (461,76.15388488769531) (542,76.1015625) (646,76.04853820800781) (316,75.95074462890625) (283,75.9253921508789) (701,75.91647338867188)* (1775,75.67210388183594) (295,75.66889953613281) (680,75.66146087646484) (288,75.60847473144531) (184,75.60739135742188) (714,75.57351684570312)
536: (157,76.00638580322266)* (295,75.41351318359375) (180,75.34598541259766) (641,75.25235748291016) (257,75.22224426269531) (316,75.1258316040039) (951,75.09889221191406) (302,75.03787231445312) (55,75.02310943603516) (2523,75.01236724853516) (378,74.99356079101562) (966,74.85591888427734) (538,74.85359954833984) (283,74.77555084228516) (306,74.63655090332031) (349,74.62191772460938) (355,74.60346984863281) (1464,74.599365234375) (498,74.579345703125) (291,74.50952911376953)
537: (89,80.30088806152344)* (295,79.819580078125) (333,79.57781219482422) (378,79.51821899414062) (67,79.32304382324219) (67,79.32304382324219) (486,79.104248046875) (972,79.05328369140625) (475,78.99210357666016) (377,78.91744232177734) (55,78.58106994628906) (161,78.53794860839844) (157,78.47407531738281) (302,78.40022277832031) (704,78.090576171875) (328,77.98092651367188) (190,77.90849304199219) (329,77.90574645996094) (458,77.90386962890625) (299,77.61965942382812)
538: (295,81.24888610839844)* (333,80.50365447998047)* (317,80.47567749023438) (314,80.33340454101562) (257,80.27545166015625) (67,79.9888687133789) (67,79.9888687133789) (327,79.95696258544922) (331,79.91217041015625) (318,79.81825256347656) (349,79.77381896972656) (352,79.76781463623047)* (386,79.7286376953125) (1037,79.60533905029297)* (325,79.46215057373047) (484,79.4376220703125) (528,79.3418960571289) (309,79.24134063720703) (329,79.2162857055664) (332,79.20331573486328)
539: (1713,74.52735137939453)* (187,73.89970397949219) (7,73.82532501220703) (1379,73.77397918701172)* (173,73.45977783203125) (1061,73.43045043945312)* (1704,73.15743255615234) (3046,72.84954833984375) (157,72.76046752929688) (2014,72.71900177001953) (959,72.56098175048828) (159,72.48261260986328)* (378,72.40021514892578) (1014,72.39006805419922) (511,72.38331604003906)* (1791,72.3454360961914) (1714,72.28319549560547) (6246,72.17559051513672) (229,72.16226196289062) (518,72.14359283447266)
540: (59,70.38127136230469)* (1098,70.23865509033203) (81,69.9759292602539) (1073,69.94367980957031) (3201,69.84423828125) (599,69.49446105957031)* (2616,69.43096160888672) (58,69.37645721435547)* (58,69.37645721435547)* (238,69.3296127319336) (154,69.28528594970703) (1083,69.24674987792969)* (1062,69.07829284667969) (961,69.0774917602539) (1001,68.99576568603516)* (51,68.97901153564453)* (53,68.88207244873047)* (53,68.88207244873047)* (441,68.87508392333984) (64,68.8171157836914)
541: (1426,80.08967590332031) (599,80.03083801269531) (2265,79.59357452392578) (1416,79.3443832397461) (1413,79.28234100341797) (3481,79.22842407226562) (959,79.22479248046875) (734,79.09569549560547) (733,78.8577880859375) (614,78.70716094970703)* (511,78.6410140991211) (554,78.59346771240234) (1122,78.4384536743164) (1372,78.38255310058594)* (159,78.32205200195312) (1414,78.31705474853516) (4369,78.23749542236328) (429,78.2012939453125) (6724,78.10457611083984) (234,78.00359344482422)
542: (802,78.6776351928711) (2548,78.447021484375) (1453,78.341796875) (461,78.05996704101562) (1429,78.0512466430664) (4350,77.76224517822266) (1428,77.66500854492188) (4474,77.61024475097656) (790,77.3770751953125) (458,77.37322998046875) (300,77.2136001586914) (288,77.15694427490234) (9169,77.0824966430664) (295,77.05663299560547) (646,76.99061584472656) (3176,76.93633270263672) (1659,76.84575653076172) (3173,76.8307876586914) (1452,76.75328826904297) (797,76.59654235839844)
543: (1098,71.11023712158203)* (450,70.65499114990234) (81,70.6230239868164) (238,70.34139251708984) (1075,70.07987213134766) (1109,69.96919250488281) (65,69.85843658447266)* (65,69.85843658447266)* (757,69.56198120117188) (159,69.45562744140625) (441,69.28306579589844) (961,69.27417755126953) (237,69.14861297607422) (172,69.10406494140625) (227,69.01978302001953) (432,68.97282409667969) (487,68.8331298828125) (56,68.82196044921875) (56,68.82196044921875) (53,68.7307357788086)
544: (162,74.84471893310547) (1100,74.4028091430664) (10613,74.3677978515625) (154,74.33087158203125) (632,74.17789459228516) (763,73.81936645507812) (1747,73.79550170898438) (1700,73.64886474609375) (190,73.59111022949219) (3616,73.38819122314453) (1736,73.32258605957031)* (1735,73.2348861694336) (1195,73.2137222290039) (2582,73.17440032958984) (755,73.16363525390625) (210,73.11170959472656)* (2850,73.10582733154297) (454,72.94205474853516) (45,72.924560546875) (4103,72.91327667236328)
545: (966,75.44774627685547)* (536,75.18247985839844) (499,74.8886947631836) (209,74.84016418457031)* (300,74.75716400146484) (230,74.6766586303711) (518,74.58995819091797)* (1905,74.50789642333984) (472,74.49188995361328)* (2978,74.31552124023438) (3859,74.31501007080078)* (403,74.28733825683594)* (493,74.21900177001953) (65,74.12677764892578) (65,74.12677764892578) (475,74.01333618164062) (704,73.98974609375) (1183,73.98648071289062) (540,73.9668197631836) (466,73.87567901611328)
546: (920,77.864013671875) (841,77.52626037597656)* (370,77.38835144042969) (707,77.21932983398438) (821,76.58284759521484) (843,76.44637298583984) (4271,76.37152099609375) (1369,76.28807830810547)* (1110,76.21873474121094) (928,76.1939926147461) (1992,76.12741088867188) (1113,76.03190612792969) (1119,75.98252868652344) (3940,75.97916412353516) (163,75.9643783569336)* (1134,75.85799407958984) (1132,75.83753204345703) (25,75.73048400878906) (506,75.72465515136719) (186,75.71821594238281)
547: (1206,77.61642456054688) (227,77.56414794921875)* (605,77.47625732421875) (234,77.16138458251953) (154,77.1594009399414) (441,77.03931427001953) (859,77.03569793701172) (868,77.0020751953125) (2493,76.91941833496094) (707,76.71070861816406) (197,76.61769104003906) (3444,76.53477478027344) (562,76.52686309814453)* (1216,76.4976806640625) (1974,76.44547271728516) (977,76.4281997680664) (436,76.36024475097656)* (159,76.33531188964844) (1411,76.28511810302734) (429,76.25719451904297)
548: (4271,74.5970458984375) (4272,74.21620178222656) (1264,74.11466979980469) (188,74.0546646118164)* (953,74.04251098632812) (370,73.71556854248047) (1521,73.66141510009766) (2763,73.6268310546875) (5689,73.62609100341797) (15,73.55258178710938) (12,73.46671295166016)* (917,73.38874816894531) (4277,73.34400177001953) (3417,73.25150299072266) (4611,73.24976348876953) (8251,73.22195434570312) (4965,73.17964935302734) (1260,73.16243743896484) (1281,73.11327362060547) (731,73.0626449584961)
549: (728,78.32581329345703) (2901,78.14353942871094) (992,77.88750457763672) (712,77.63251495361328) (1103,77.5812759399414) (176,77.42449951171875)* (5020,77.33544158935547) (717,77.31355285644531) (2787,77.19085693359375) (1244,77.14616394042969) (735,77.1455078125) (380,77.08098602294922) (732,77.02163696289062) (1639,76.98159790039062) (1412,76.97572326660156) (2040,76.89972686767578) (706,76.89105224609375) (730,76.87960052490234) (4620,76.73644256591797) (6959,76.7306900024414)
550: (917,76.14710998535156)* (918,75.25475311279297) (949,74.65656280517578) (920,74.56627655029297) (821,74.38433837890625)* (953,74.33641815185547) (1261,74.25946044921875)* (1992,74.09273529052734) (1527,74.08570098876953)* (1206,74.08528900146484) (957,74.03936004638672) (1533,74.02792358398438) (383,73.98643493652344) (1372,73.92411804199219) (928,73.69233703613281) (706,73.66522216796875)* (1281,73.64724731445312) (1521,73.56938934326172) (1110,73.5455322265625) (1522,73.53762817382812)*
551: (540,76.98106384277344) (2840,76.63240814208984) (403,76.43466186523438) (1378,76.15482330322266) (412,76.13287353515625) (2661,76.0385513305664) (537,76.03258514404297) (230,76.0260009765625) (217,75.8082504272461) (1246,75.73372650146484) (2850,75.7244644165039) (333,75.70527648925781) (691,75.60957336425781) (1866,75.52919006347656) (291,75.46015167236328) (1186,75.42941284179688) (687,75.4076919555664) (89,75.38560485839844)* (472,75.33209991455078) (1043,75.28573608398438)
552: (4324,80.64973449707031) (3972,79.81681823730469) (5021,79.12309265136719) (3968,78.52142333984375) (3964,78.41719055175781) (17468,78.32743835449219) (17467,78.3016128540039) (13564,78.1374282836914) (13244,78.11473083496094) (3977,78.10476684570312) (2922,78.09452056884766) (4491,78.07749938964844) (1543,77.89492797851562) (3960,77.8849868774414) (2833,77.78691864013672) (3962,77.57765197753906) (10807,77.55889892578125) (17247,77.48344421386719) (17246,77.36502838134766) (3953,77.31340026855469)
553: (388,76.55442810058594) (3947,76.09030151367188) (289,76.04560852050781)* (3982,75.95826721191406) (2514,75.82914733886719) (475,75.82649993896484) (295,75.67860412597656)* (3951,75.60578918457031) (89,75.57508087158203) (2076,75.34312438964844) (4686,75.29145812988281) (7390,75.24114990234375) (10436,75.07384490966797) (5988,75.069091796875) (2098,74.97787475585938) (474,74.93083190917969) (333,74.9195785522461) (4309,74.8874740600586) (12625,74.8570785522461) (480,74.8372802734375)
555: (67,75.6566162109375) (67,75.6566162109375) (257,75.61827087402344) (55,75.15239715576172) (285,75.09175109863281) (349,75.00382995605469) (299,74.98070526123047) (701,74.96277618408203) (306,74.49005126953125) (265,74.45399475097656) (1475,74.28675842285156) (310,74.21492004394531) (308,74.15357971191406) (320,74.06428527832031) (301,74.0594253540039) (157,74.05445098876953) (465,74.03534698486328) (1937,74.01849365234375) (329,73.95270538330078) (314,73.88243865966797)*
