userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,74.55168914794922) (187,73.03765869140625) (51,72.87222290039062)* (1713,72.80648803710938) (3501,72.65637969970703) (1073,72.46194458007812) (157,72.06377410888672) (238,71.9781265258789) (1098,71.9620361328125) (1394,71.91475677490234) (1795,71.90744018554688) (3992,71.90199279785156) (511,71.79154205322266) (1014,71.66934204101562) (1379,71.54679870605469) (1892,71.3944091796875) (70,71.37683868408203)* (175,71.3460693359375) (61,71.24837493896484)* (59,71.24139404296875)*
501: (89,71.3212890625)* (289,71.20626068115234)* (300,71.08672332763672) (344,70.9283676147461) (288,70.89756774902344)* (292,70.64022064208984)* (679,70.33271789550781) (466,70.18859100341797) (302,70.1166000366211)* (67,69.89466094970703)* (67,69.89466094970703)* (498,69.86898040771484) (680,69.82170867919922) (257,69.71280670166016)* (802,69.46566772460938) (349,69.39224243164062)* (306,69.21842956542969) (686,69.1742935180664) (157,69.14972686767578) (542,69.12310791015625)
502: (295,69.40335083007812)* (289,69.29463195800781)* (257,68.76579284667969)* (55,68.51878356933594)* (67,68.46365356445312) (67,68.46365356445312) (466,68.23380279541016)* (701,67.80297088623047) (306,67.7582015991211)* (333,67.69526672363281) (679,67.68704986572266)* (310,67.68350219726562) (525,67.67344665527344) (301,67.52346801757812) (523,67.52242279052734) (461,67.48194885253906) (298,67.37348175048828)* (318,67.27167510986328) (344,67.13052368164062) (311,67.1278305053711)
503: (89,69.84220123291016)* (333,69.3861083984375) (291,69.0102310180664) (288,68.92095184326172)* (344,68.91903686523438) (289,68.86968231201172)* (466,68.66120147705078) (302,68.44564056396484) (298,68.27508544921875)* (461,68.13079833984375) (55,68.01744079589844)* (680,67.8801498413086) (701,67.78887939453125)* (1934,67.54351806640625) (306,67.5013427734375)* (498,67.34270477294922) (903,67.1557388305664) (704,67.10346221923828) (548,67.0677261352539) (301,67.01963806152344)
504: (687,73.61556243896484)* (230,73.00208282470703) (377,72.66880798339844) (779,72.57968139648438) (693,72.5082778930664)* (403,72.34842681884766) (1186,72.17720794677734) (537,72.01109313964844) (1043,71.85897064208984) (816,71.84272766113281) (464,71.65973663330078) (1198,71.59661102294922) (412,71.53499603271484)* (461,71.45499420166016) (300,71.39292907714844)* (190,71.3707046508789) (808,71.35728454589844) (499,71.35575866699219) (486,71.32435607910156) (680,71.19640350341797)
506: (72,78.693603515625) (72,78.693603515625) (173,77.94698333740234)* (32,77.48930358886719) (3087,77.48775482177734) (7078,77.42708587646484) (4138,77.40145874023438) (4735,77.34008026123047) (11031,77.15320587158203) (1297,77.15298461914062) (3183,77.10855865478516) (1376,77.0803451538086)* (757,77.07788848876953) (31,77.06394958496094) (1298,77.042236328125) (14286,76.97760772705078) (1400,76.91680908203125)* (432,76.85664367675781) (1062,76.76998901367188) (238,76.75614929199219)
507: (250,69.82534790039062) (2226,69.627685546875) (1122,68.64306640625) (245,68.51486206054688) (278,68.17102813720703) (2179,68.13056182861328) (3019,68.07926940917969) (1620,67.9260482788086) (565,67.67424774169922) (220,67.58765411376953) (569,67.49118041992188) (286,67.48339080810547) (447,67.37553405761719) (2919,67.36384582519531) (5073,67.15994262695312) (475,67.13970947265625) (511,67.11304473876953) (9689,67.03584289550781) (331,67.00402069091797) (157,66.96994018554688)
508: (5433,71.62062072753906) (8553,69.09412384033203) (17049,69.01707458496094) (17047,68.89944458007812) (11542,68.81782531738281) (17044,68.75880432128906) (17045,68.67901611328125) (8597,68.56536102294922) (17037,68.52347564697266) (17033,68.396240234375) (12445,68.35316467285156) (17039,68.25094604492188) (17050,68.22736358642578) (12441,68.21977233886719) (18615,68.20075988769531) (17013,68.18586730957031) (12437,68.1839828491211) (2796,68.18209075927734) (12433,68.16853332519531) (17027,68.1620101928711)
509: (230,71.52992248535156) (488,70.5262222290039)* (371,70.48892211914062) (966,70.46944427490234)* (490,70.38048553466797) (198,70.13226318359375) (403,69.87889099121094) (1186,69.86165618896484) (536,69.45040130615234)* (687,69.40448760986328) (707,69.2094497680664) (1866,69.20442962646484) (2843,69.1068344116211) (9183,69.03199005126953) (1044,69.01939392089844) (344,69.01055908203125) (500,68.96012878417969) (499,68.93329620361328) (537,68.92094421386719) (816,68.84596252441406)
510: (4987,77.28864288330078) (475,76.73014831542969) (1613,76.38807678222656) (69,76.28739929199219) (69,76.28739929199219) (2222,76.0599594116211) (67,75.83074188232422) (67,75.83074188232422) (1705,75.77550506591797) (1009,75.70758819580078) (302,75.69076538085938) (1433,75.67405700683594) (2500,75.6686782836914) (12138,75.60922241210938) (89,75.5621566772461) (6052,75.56175231933594) (157,75.50450897216797) (6626,75.50434875488281) (13292,75.45669555664062) (289,75.41413116455078)
511: (56,75.36940002441406) (56,75.36940002441406) (709,74.09416961669922)* (233,73.67129516601562) (757,73.66045379638672) (1099,73.60269165039062) (227,73.58429718017578) (88,73.49483489990234) (605,73.44524383544922) (226,73.33161926269531)* (190,73.26290893554688) (512,73.18099975585938) (173,72.63731384277344) (220,72.60855102539062) (207,72.5718994140625) (964,72.56428527832031)* (72,72.5632553100586) (72,72.5632553100586) (3621,72.46664428710938) (199,72.45834350585938)*
512: (1044,70.9319839477539)* (830,70.88784790039062) (497,70.86582946777344) (6257,70.78167724609375) (377,70.76355743408203) (198,70.75425720214844) (726,70.72562408447266) (811,70.5625) (930,70.3145980834961) (953,70.30497741699219) (1104,70.2557144165039) (2062,70.23464965820312) (500,70.22016906738281) (504,70.13175964355469)* (1091,70.09257507324219) (813,70.00846099853516) (7,69.84378051757812) (488,69.73609924316406) (2850,69.6983871459961) (815,69.62713623046875)
513: (154,67.78855895996094) (210,67.04035949707031) (217,66.82322692871094) (418,66.78457641601562) (199,66.16360473632812) (622,65.8853759765625) (190,65.69844818115234) (969,65.52503204345703) (203,65.39391326904297) (1090,65.22126007080078) (196,65.20184326171875) (1239,65.19080352783203) (1116,65.05908203125) (173,65.05384826660156) (237,65.05355834960938) (227,65.05085754394531) (632,65.02845764160156) (533,64.93126678466797) (1151,64.89324951171875) (206,64.8741455078125)
514: (300,75.98218536376953)* (679,75.49037170410156) (292,75.42131805419922)* (289,75.1261215209961) (295,74.87815856933594) (461,74.63140106201172)* (302,74.6176986694336)* (55,74.46180725097656) (318,74.29264831542969)* (298,74.25677490234375) (680,74.15742492675781) (498,73.76463317871094) (324,73.76004028320312) (352,73.75228118896484) (528,73.71977233886719) (305,73.4764633178711) (323,73.32744598388672) (972,73.19841003417969)* (2025,73.06719970703125) (1243,73.05108642578125)
515: (2535,65.53026580810547) (11463,65.45172882080078) (12753,65.21456146240234) (1954,65.18092346191406) (7743,65.09175109863281) (618,65.08048248291016) (1486,65.0755844116211) (5048,65.00839233398438) (3730,65.00446319580078) (6382,64.94134521484375) (217,64.8537368774414) (2416,64.82890319824219) (1155,64.82664489746094) (1976,64.78010559082031) (1944,64.76304626464844) (622,64.75455474853516) (8649,64.74806213378906) (433,64.68712615966797) (11849,64.64321899414062) (227,64.64026641845703)*
516: (344,78.37286376953125) (2014,78.34386444091797) (333,78.22444915771484) (209,78.15245819091797) (67,78.12971496582031) (67,78.12971496582031) (466,77.78508758544922) (679,77.78231048583984) (234,77.51493072509766) (56,77.47589111328125) (56,77.47589111328125) (1104,77.46207427978516) (1044,77.4332504272461) (289,77.42001342773438) (498,77.35884857177734) (951,77.336181640625) (1714,77.31809997558594) (302,77.28795623779297) (1513,77.27776336669922) (1914,77.27560424804688)
517: (611,65.30729675292969) (608,65.27571105957031) (1961,65.0744857788086) (3697,64.63667297363281) (1953,64.33688354492188) (1964,64.3154067993164) (3702,64.15967559814453) (1117,64.0846939086914) (3691,64.06185913085938) (3121,63.976585388183594) (1135,63.83149337768555) (7742,63.785606384277344) (748,63.68630599975586) (617,63.678619384765625) (3695,63.445465087890625) (619,63.4158935546875) (266,63.295448303222656) (247,63.294219970703125) (1956,63.19622039794922) (80,63.1835823059082)
518: (464,69.17815399169922) (300,69.01934051513672)* (325,68.92362213134766) (306,68.8562240600586)* (680,68.74026489257812) (544,68.6187973022461) (1032,68.56478881835938)* (458,68.42686462402344) (1428,68.3987045288086) (646,68.39057159423828) (790,68.37584686279297)* (681,68.28902435302734) (344,68.03612518310547)* (1034,67.84174346923828) (704,67.70270538330078) (679,67.62516784667969)* (542,67.56990051269531) (318,67.55061340332031) (2548,67.54828643798828) (908,67.46833801269531)*
519: (707,80.18486022949219) (1104,80.02713775634766) (4137,79.2347412109375) (957,79.18022155761719) (930,79.05020141601562) (710,78.96014404296875) (504,78.92282104492188) (952,78.897216796875) (2664,78.80408477783203) (1044,78.6878890991211) (176,78.6126937866211) (7,78.49720764160156) (923,78.4744873046875) (841,78.41809844970703) (724,78.06778717041016) (4342,78.0553970336914)* (726,77.96365356445312) (1249,77.96154022216797) (928,77.78742218017578)* (1366,77.77346801757812)
520: (72,70.91449737548828)* (72,70.91449737548828)* (4155,70.78262329101562) (4156,70.7157211303711) (1704,70.2569808959961) (1859,70.01548767089844) (726,69.95608520507812) (173,69.76203918457031) (9263,69.67742919921875) (1796,69.54948425292969) (1104,69.47098541259766) (486,69.31353759765625) (1091,69.31022644042969) (504,69.20496368408203) (1854,69.16532135009766) (2060,69.13992309570312) (1713,69.104248046875)* (377,69.09969329833984) (2747,69.08734893798828) (3053,69.07584381103516)
521: (412,73.13294982910156) (540,72.97295379638672) (1672,72.76557159423828) (501,72.32596588134766) (1043,72.19429779052734)* (1046,72.15493774414062) (1182,72.0825424194336) (4262,72.07842254638672) (1180,71.98646545410156) (816,71.95118713378906) (3398,71.907958984375) (2661,71.86275482177734) (687,71.84446716308594)* (982,71.81734466552734)* (1185,71.62358093261719) (808,71.56859588623047) (190,71.33056640625) (6453,71.29195404052734) (1239,71.15432739257812) (1195,71.1290283203125)
523: (428,67.37223052978516) (429,67.14556884765625) (225,67.130126953125)* (2524,67.00807189941406) (10407,66.86518859863281) (857,66.79804229736328) (159,66.737548828125) (154,66.6755142211914) (208,66.46607971191406) (5429,66.45153045654297) (1515,66.29423522949219) (7190,66.25068664550781) (217,66.24867248535156) (441,66.24826049804688) (427,66.16980743408203) (615,65.87346649169922) (424,65.86264038085938)* (228,65.8406753540039) (190,65.78365325927734) (1239,65.739013671875)
525: (816,71.08247375488281)* (377,70.98651885986328) (486,70.46521759033203) (540,70.3420181274414)* (488,70.31007385253906)* (1186,70.16868591308594) (779,70.07405090332031) (1043,70.05872344970703) (493,69.76483917236328)* (1866,69.71195220947266) (830,69.63749694824219) (507,69.62287902832031) (1246,69.61347961425781)* (1874,69.59300994873047) (2661,69.51925659179688) (492,69.5103530883789) (536,69.401611328125)* (1188,69.38204193115234)* (4995,69.37446594238281) (1200,69.34843444824219)
526: (1406,72.20774841308594) (377,71.48606872558594) (1974,71.4828872680664) (1672,71.44886779785156)* (475,71.4279556274414) (808,71.20866394042969) (230,71.07553100585938) (234,70.94249725341797) (1873,70.923583984375) (1249,70.89349365234375)* (1145,70.74433898925781) (489,70.6635513305664) (614,70.5177230834961) (250,70.49567413330078) (500,70.4310531616211) (1351,70.41239166259766) (1513,70.30953979492188) (2346,70.15386962890625) (978,70.1281509399414) (1274,70.0707778930664)
527: (89,71.31391906738281)* (532,70.82331085205078) (526,70.41773223876953) (548,70.20073699951172)* (1034,70.17719268798828)* (3319,70.16053009033203) (306,70.13352966308594) (328,69.94475555419922) (296,69.8928451538086) (4706,69.86863708496094) (524,69.85308837890625) (300,69.73246002197266)* (67,69.70219421386719)* (67,69.70219421386719)* (5149,69.6890640258789) (298,69.65451049804688) (701,69.6456298828125) (539,69.57698059082031) (972,69.55913543701172) (4575,69.54315185546875)
529: (1369,70.33750915527344)* (1425,70.1884765625) (1412,70.17215728759766) (1372,69.35935974121094) (5172,69.12104034423828) (707,68.8283462524414)* (188,68.73851776123047) (2624,68.65724182128906) (1426,68.34249877929688) (841,68.2658462524414) (2016,68.2618179321289) (918,68.23817443847656) (4605,68.12403106689453) (1119,68.03492736816406) (4784,68.00358581542969)* (920,67.84715270996094) (152,67.8189697265625) (3470,67.80294036865234) (4458,67.40083312988281) (2901,67.38404846191406)
530: (3706,63.73280715942383) (1609,63.360206604003906) (604,63.06167221069336) (12993,62.92504119873047) (1971,62.91631317138672) (3681,62.838748931884766) (65,62.4594612121582) (65,62.4594612121582) (154,62.41456985473633) (962,62.317996978759766) (697,62.27811050415039) (7667,62.226287841796875) (896,62.18619918823242) (8054,62.17864227294922) (5414,62.060577392578125) (1098,62.0426139831543) (1375,61.94635009765625) (2601,61.89727783203125) (423,61.840370178222656) (221,61.819923400878906)
531: (89,68.93848419189453)* (288,68.57048797607422)* (704,68.35729217529297)* (292,68.3077621459961)* (679,68.1872787475586)* (680,67.5777816772461) (293,67.32456970214844)* (318,67.13984680175781) (470,67.13931274414062) (352,67.04573059082031) (3397,66.91434478759766) (544,66.75914764404297) (1032,66.72787475585938) (1037,66.72381591796875) (797,66.53985595703125)* (349,66.35189819335938) (691,66.32242584228516) (2025,66.15958404541016) (802,66.13119506835938) (257,66.1196517944336)
532: (1043,68.78551483154297) (1038,67.93656158447266)* (5950,67.53079986572266)* (1035,67.44332885742188) (1198,67.12259674072266)* (691,66.88365936279297) (816,66.81350708007812)* (1246,66.77881622314453)* (1182,66.71601104736328) (537,66.45193481445312) (1045,66.43798065185547)* (2839,66.33161163330078) (1181,66.26573944091797) (1046,66.21800231933594) (1047,66.13420867919922) (6453,66.07957458496094) (412,66.06820678710938)* (1868,65.97840118408203) (1186,65.92642974853516) (324,65.89690399169922)
533: (2045,73.54900360107422) (389,73.44146728515625) (2054,73.2196273803711) (657,72.88701629638672) (2046,72.58055114746094)* (2934,72.17431640625) (11219,72.15806579589844) (3307,72.0125503540039)* (1740,71.67424011230469) (4817,71.6280517578125) (8844,71.62611389160156) (909,71.6123046875) (2073,71.46218872070312) (945,71.44807434082031) (2076,71.43147277832031) (13265,71.35889434814453) (518,71.35552215576172) (3311,71.32274627685547) (2067,71.30205535888672) (4126,71.29414367675781)
534: (67,70.04708099365234)* (67,70.04708099365234)* (157,69.66927337646484) (288,69.37794494628906)* (55,68.78316497802734) (302,68.74272155761719) (300,68.63853454589844)* (333,68.61229705810547) (1601,68.5810317993164) (377,68.479248046875) (491,68.37337493896484) (4309,68.24028778076172) (190,68.19074249267578) (2179,68.12289428710938) (5988,68.08641052246094) (525,67.95467376708984) (310,67.90508270263672) (328,67.8188247680664)* (161,67.80938720703125)* (3795,67.74891662597656)
535: (333,66.56747436523438) (498,66.36353302001953) (300,66.36299896240234) (701,66.17446899414062)* (288,66.11625671386719) (2080,66.03398132324219) (291,65.99854278564453) (295,65.75172424316406) (283,65.70203399658203) (3332,65.46760559082031) (306,65.42086029052734) (461,65.41958618164062) (344,65.41943359375) (157,65.31996154785156) (2082,65.16069030761719) (714,65.1199722290039) (679,65.10298919677734) (1775,65.0713882446289) (542,65.03594207763672) (67,64.9167709350586)
536: (157,68.73186492919922)* (257,68.7021484375) (295,68.41451263427734) (306,68.30940246582031) (355,68.30781555175781) (913,68.05963897705078) (310,67.54820251464844) (302,67.50463104248047) (320,67.39045715332031) (291,67.37418365478516) (283,67.35071563720703) (294,67.33499145507812) (538,67.33184814453125) (366,67.26155853271484) (261,67.14501953125) (475,67.1163101196289) (349,67.08920288085938) (265,67.04065704345703) (241,66.95257568359375) (461,66.92108917236328)
537: (89,74.01173400878906)* (295,72.43269348144531) (333,72.31354522705078) (67,72.00312042236328) (67,72.00312042236328) (318,71.93998718261719) (523,71.92842102050781) (386,71.84686279296875) (302,71.84095001220703) (55,71.75096893310547) (1453,71.6312026977539) (349,71.61797332763672) (7,71.60588836669922) (299,71.59017181396484) (686,71.45687103271484) (543,71.3914794921875) (352,71.30564880371094) (209,71.2967758178711) (524,71.20767211914062) (1044,71.18885040283203)
538: (295,66.25083923339844)* (333,65.84811401367188)* (458,65.2978744506836) (349,65.19244384765625) (257,65.15379333496094) (327,65.0836181640625) (314,65.05620574951172) (344,65.00028228759766)* (352,64.99059295654297)* (1037,64.84706115722656)* (325,64.76710510253906) (318,64.72764587402344) (1032,64.55827331542969)* (331,64.55406951904297) (544,64.5484390258789) (525,64.52985382080078) (464,64.51798248291016) (309,64.41697692871094) (332,64.40234375) (320,64.36539459228516)
539: (173,72.46739196777344) (1713,72.28036499023438)* (1379,71.91619873046875)* (1075,71.78509521484375) (4313,71.78227233886719) (187,71.57238006591797) (3047,71.42155456542969) (3046,71.3218994140625) (153,71.16651153564453)* (1014,71.0925521850586) (877,71.01707458496094) (229,70.81671905517578) (1061,70.8115234375)* (64,70.81067657470703) (64,70.81067657470703) (378,70.73104095458984) (193,70.6304931640625) (7,70.57003784179688) (972,70.56144714355469) (3501,70.4954833984375)
540: (59,76.78864288330078)* (5833,75.76908874511719) (51,75.73966217041016)* (3201,75.72491455078125) (1073,75.69503021240234) (997,75.65367126464844) (1886,75.52238464355469) (599,75.49939727783203)* (1062,75.32801055908203) (1001,75.27095031738281)* (1083,75.16978454589844)* (1885,75.06182861328125) (441,74.9456787109375) (3281,74.89608001708984) (76,74.83344268798828) (76,74.83344268798828) (4308,74.73872375488281) (4732,74.6753921508789) (874,74.63717651367188) (58,74.63023376464844)*
541: (614,68.50149536132812)* (1426,68.10761260986328) (1110,67.88400268554688) (3481,67.34317779541016) (1411,67.29988098144531)* (931,67.14598083496094) (917,67.12235260009766) (920,67.09219360351562) (188,67.07365417480469) (4790,66.98382568359375) (5844,66.97735595703125)* (1372,66.94965362548828)* (1413,66.94120788574219) (6724,66.91351318359375) (5297,66.86980438232422) (10537,66.77539825439453) (854,66.76245880126953)* (220,66.68011474609375) (436,66.54466247558594) (2853,66.49114990234375)
542: (288,72.93366241455078) (89,72.87647247314453) (300,72.02297973632812) (295,71.98320007324219) (333,71.94743347167969) (292,71.88943481445312) (466,71.78871154785156) (461,71.69891357421875) (344,71.51192474365234) (67,71.33380889892578) (67,71.33380889892578) (679,71.29938507080078)* (302,71.26566314697266) (523,71.25154876708984) (349,71.22550964355469) (257,71.2081298828125) (325,71.08386993408203) (299,71.0816879272461) (55,71.06201171875) (646,71.01860809326172)
543: (65,69.6280288696289)* (65,69.6280288696289)* (228,69.02737426757812) (81,68.99296569824219) (533,68.6849136352539) (1098,68.65475463867188)* (1109,68.5428466796875) (234,68.49871063232422) (238,68.31242370605469) (159,68.11679077148438) (227,68.11564636230469) (1375,68.10832214355469) (969,68.02579498291016) (432,67.97138977050781) (166,67.80569458007812) (436,67.78919982910156) (203,67.78518676757812) (441,67.77814483642578) (424,67.75389862060547) (56,67.69671630859375)
544: (2582,72.8758316040039) (2829,72.10173034667969) (1376,72.02599334716797) (1191,72.02020263671875) (768,72.01850128173828) (420,71.824462890625) (190,71.73723602294922) (10033,71.73396301269531) (779,71.70193481445312) (2816,71.54080200195312) (229,71.53938293457031) (3362,71.5380630493164) (432,71.49085235595703) (10385,71.44670104980469) (154,71.41385650634766) (757,71.40003204345703) (7188,71.3503646850586) (207,71.33296966552734) (3040,71.33128356933594) (173,71.22645568847656)
545: (230,70.54299926757812) (966,70.27275848388672)* (536,70.19429779052734) (403,70.06398010253906)* (209,69.97736358642578)* (3859,69.85420989990234)* (540,69.76152038574219) (1672,69.6652603149414) (300,69.61771392822266) (472,69.54779815673828)* (1043,69.44158172607422) (65,69.4321517944336) (65,69.4321517944336) (1180,69.38008117675781) (1874,69.23137664794922) (499,69.19474792480469) (475,69.18873596191406) (344,69.05731964111328) (1183,68.9732437133789) (687,68.87663269042969)
546: (707,75.68206024169922) (370,75.56137084960938) (920,75.06465911865234) (503,74.70428466796875) (25,74.46435546875) (821,74.44041442871094) (824,74.42074584960938) (726,73.97430419921875) (2966,73.87871551513672) (6,73.82503509521484) (15,73.80403137207031) (1132,73.71863555908203) (3940,73.70181274414062) (9716,73.54792785644531) (2654,73.54568481445312)* (506,73.4643325805664) (843,73.45649719238281) (841,73.42850494384766)* (6257,73.4088363647461) (3416,73.34902954101562)
547: (859,72.39527893066406) (1974,72.00843811035156) (234,71.9888687133789) (2637,71.9792251586914) (868,71.87846374511719) (441,71.78089904785156) (227,71.77105712890625)* (154,71.77066040039062) (707,71.60814666748047) (599,71.57106018066406)* (429,71.53756713867188) (1206,71.50869750976562) (197,71.38375091552734) (854,71.38018798828125)* (159,71.36004638671875) (605,71.32042694091797) (1216,71.27598571777344) (436,71.20281219482422)* (206,71.09197998046875) (2491,71.08921813964844)
548: (4271,89.59762573242188) (1264,89.04017639160156) (12,88.76325225830078)* (7472,88.0023193359375) (1521,87.67845153808594) (1281,87.01719665527344) (917,86.98700714111328) (4272,86.74554443359375) (370,86.69027709960938) (9212,85.73233795166016) (4965,85.70883178710938) (3809,85.62353515625) (1260,85.39702606201172) (2970,85.35420989990234)* (10672,85.31474304199219) (1533,85.27644348144531) (15,85.20648956298828) (1992,85.13436126708984) (11159,85.07051849365234) (9215,85.00338745117188)
549: (728,72.21902465820312) (975,71.60237121582031) (730,71.53158569335938) (712,71.52857208251953) (706,71.43122100830078) (735,71.33291625976562) (734,71.18143463134766) (562,71.16600036621094) (511,71.15431213378906) (176,71.03038024902344)* (1412,70.92938232421875) (1639,70.87890625) (2901,70.85102081298828) (717,70.84004211425781) (2346,70.74961853027344) (1372,70.7320556640625) (2786,70.62528228759766) (4369,70.5227279663086) (2787,70.51581573486328) (2783,70.51468658447266)
550: (918,72.28529357910156) (917,72.23551177978516)* (957,70.37245178222656) (3624,69.70481872558594) (706,69.6925277709961)* (949,69.57352447509766) (1351,69.392822265625) (1406,69.34793853759766) (978,69.31674194335938) (956,69.2801513671875) (1974,69.25750732421875) (1527,69.19564056396484)* (1249,69.19378662109375) (2844,69.1678237915039) (489,69.16703796386719) (724,69.16556549072266) (517,69.16383361816406) (4500,69.12287902832031) (503,69.08966064453125) (220,69.02912902832031)
551: (540,69.45510864257812) (403,69.45327758789062) (230,69.25850677490234) (412,69.17341613769531) (217,69.07853698730469) (344,68.98657989501953) (2840,68.98180389404297) (475,68.9599838256836) (333,68.92282104492188) (1866,68.89306640625) (1105,68.89247131347656) (377,68.70954132080078) (691,68.6904525756836) (331,68.66627502441406) (1186,68.65848541259766) (355,68.46695709228516) (5310,68.44325256347656) (1378,68.35259246826172) (220,68.28996276855469) (3078,68.20835876464844)
552: (10719,74.5023193359375) (4232,73.75385284423828) (1100,73.36861419677734) (763,73.2983169555664) (1731,73.27216339111328) (103,73.01170349121094) (12838,72.65357971191406) (1747,72.64924621582031) (7887,72.34618377685547) (11311,72.26113891601562) (9585,72.24772644042969) (11314,72.12818908691406) (11304,72.08431243896484) (11303,71.84561157226562) (1201,71.83665466308594) (11308,71.71710205078125) (11312,71.637939453125) (11307,71.58879852294922) (4237,71.5164794921875) (11315,71.48290252685547)
553: (4565,62.75380325317383) (1057,61.98710632324219) (4765,61.77287292480469) (4568,61.66880798339844) (3500,61.190521240234375) (4880,61.08968734741211) (5728,60.88592529296875) (5725,60.650291442871094) (7390,60.57891082763672) (6002,60.54206085205078) (483,60.25950622558594) (1587,60.242958068847656) (1379,60.134361267089844) (3570,60.110599517822266) (3947,59.996944427490234) (475,59.94724655151367) (4572,59.92572784423828) (3951,59.870765686035156) (5988,59.78622055053711) (479,59.76523208618164)
555: (349,66.86982727050781) (386,66.58831787109375)* (2094,66.49816131591797) (352,66.43358612060547) (299,66.39075469970703) (2392,66.16539001464844) (309,66.12237548828125) (257,65.97842407226562) (794,65.87615203857422) (67,65.85516357421875) (67,65.85516357421875) (312,65.83203887939453) (279,65.78593444824219) (318,65.762939453125) (55,65.7278060913086) (310,65.72710418701172) (308,65.62239074707031) (906,65.6048355102539)* (314,65.55216979980469)* (1503,65.4946060180664)
556: (3057,71.88526916503906) (697,71.54768371582031) (1383,71.3781967163086) (5480,70.95215606689453) (182,70.83462524414062) (190,70.69255065917969) (1377,70.62486267089844) (1470,70.5658187866211) (217,70.3968505859375) (154,70.38717651367188) (1747,70.15167236328125) (103,70.02669525146484) (7194,69.91388702392578) (689,69.91011810302734) (1378,69.84577178955078) (548,69.7917251586914) (228,69.77777099609375) (430,69.7333984375) (2407,69.65109252929688) (229,69.5250015258789)
557: (9144,81.26123809814453) (9,80.30450439453125) (930,79.71588897705078) (515,79.43258666992188) (390,79.42254638671875) (2945,79.40813446044922) (1797,79.25969696044922) (36,79.17417907714844) (504,79.16967010498047) (1069,79.12422943115234) (1203,79.10978698730469) (3196,78.96050262451172) (45,78.95518493652344) (3197,78.92577362060547) (3367,78.92471313476562) (11186,78.81918334960938) (3087,78.76124572753906) (3267,78.7387466430664) (3244,78.72306060791016) (15290,78.71728515625)
558: (67,70.05579376220703)* (67,70.05579376220703)* (51,69.76704406738281) (1464,69.22689819335938) (77,68.86331939697266) (77,68.86331939697266) (258,68.82854461669922) (72,68.81294250488281) (72,68.81294250488281) (601,68.80870056152344) (792,68.80349731445312) (959,68.69320678710938) (55,68.5577621459961) (1081,68.4196548461914) (1079,68.38190460205078) (1479,68.35662078857422) (349,68.22640991210938) (677,68.20549774169922) (193,68.11277770996094) (89,68.10332489013672)
559: (857,70.70853424072266) (735,70.60189056396484)* (868,70.06907653808594) (234,69.6744384765625) (1639,69.59004211425781) (159,69.52477264404297) (4251,69.28144073486328) (734,69.26827239990234) (511,69.2047119140625)* (1412,69.2029800415039) (2343,69.13159942626953) (982,69.11993408203125) (554,69.03878021240234) (562,69.01055908203125) (1814,68.98211669921875) (202,68.92618560791016) (212,68.86786651611328) (424,68.86760711669922) (1513,68.7508544921875) (192,68.64373779296875)
560: (72,75.45884704589844)* (72,75.45884704589844)* (173,75.01265716552734) (441,74.84103393554688) (233,74.35321044921875) (1075,74.14256286621094) (234,73.92613983154297) (59,73.88299560546875)* (190,73.859375) (154,73.53706359863281) (7,73.39666748046875)* (450,73.22661590576172) (969,72.74434661865234) (1090,72.70254516601562) (207,72.49156951904297) (1886,72.4732666015625) (757,72.45647430419922) (229,72.44816589355469) (172,72.40277099609375) (425,72.39800262451172)
561: (6563,72.11211395263672) (6626,71.1491470336914) (1596,70.62472534179688) (2500,70.43476867675781) (2923,70.42557525634766) (1613,70.37610626220703) (400,70.2146987915039) (6562,69.85546112060547) (18644,69.69281005859375) (2222,69.6272964477539) (285,69.57859802246094) (4926,69.57733917236328) (16694,69.50162506103516) (5565,69.46420288085938) (7340,69.4397964477539) (3314,69.40375518798828) (475,69.34893798828125) (18651,69.25560760498047) (1037,69.19944763183594) (4348,69.1910629272461)
562: (2439,71.68173217773438) (1489,70.1728515625) (1459,69.62911224365234) (2449,69.6129150390625)* (1696,69.26777648925781) (2437,68.99079132080078)* (9277,68.83988952636719) (694,68.4881820678711) (1447,68.13981628417969) (3081,68.08042907714844) (7395,67.93856811523438) (5266,67.92723846435547) (2184,67.88040161132812) (1462,67.82083129882812) (3489,67.54119110107422) (4815,67.50188446044922) (679,67.47049713134766) (8649,67.37816619873047) (7403,67.35697174072266) (7400,67.3113021850586)
563: (567,71.73240661621094) (585,71.20590209960938) (3019,70.74451446533203) (2629,70.3092041015625) (286,69.93781280517578) (245,69.88972473144531) (2864,69.88116455078125) (2873,69.1548080444336) (4251,68.8433837890625) (2419,68.81855010986328) (2894,68.80779266357422)* (10663,68.45714569091797) (7525,68.41072845458984) (2633,68.3957290649414) (2639,68.3138427734375) (1639,68.27725982666016) (2842,68.25050354003906) (2490,68.16618347167969) (15268,68.04519653320312) (857,68.01485443115234)
