userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,65.89234924316406)* (1001,65.65420532226562) (187,64.37413024902344) (1073,64.36953735351562) (59,64.2488784790039)* (1824,64.08040618896484) (1014,64.03302764892578) (627,63.97802734375) (1836,63.826751708984375) (157,63.7722053527832) (3768,63.72329330444336) (4308,63.64678955078125) (1394,63.629295349121094) (1892,63.520938873291016) (3992,63.51335525512695) (70,63.407649993896484)* (175,63.354522705078125) (601,63.354087829589844) (193,63.33505630493164) (511,63.30375671386719)
536: (295,62.24325942993164) (378,62.051597595214844) (951,61.98173904418945) (966,61.980133056640625) (1244,61.94320297241211) (257,61.91319274902344) (344,61.782318115234375) (157,61.75666809082031)* (498,61.63849639892578) (355,61.59499740600586) (302,61.565956115722656) (461,61.543270111083984) (306,61.41509246826172) (538,61.39200210571289) (349,61.37396240234375) (304,61.323509216308594) (291,61.32126998901367) (2346,61.13731384277344) (321,61.029563903808594) (646,61.027130126953125)
537: (89,62.345455169677734)* (333,61.749141693115234) (464,61.534202575683594)* (2498,61.42231750488281) (295,61.418514251708984) (458,61.232913970947266) (704,61.00215148925781) (1452,60.949615478515625) (386,60.94883728027344) (161,60.94468688964844) (681,60.834903717041016) (486,60.82962417602539) (972,60.79597091674805) (646,60.652137756347656) (475,60.62764358520508) (686,60.603004455566406) (325,60.569541931152344)* (1042,60.545745849609375) (531,60.52812576293945) (524,60.51285171508789)
538: (1037,72.89325714111328)* (317,72.63519287109375) (295,72.27845001220703)* (257,72.24663543701172) (327,72.19684600830078) (333,71.9832763671875)* (331,71.9394302368164) (314,71.87843322753906) (349,71.76126098632812) (484,71.7154541015625) (352,71.70441436767578)* (329,71.52272033691406) (528,71.51190948486328) (1444,71.49154663085938) (309,71.47691345214844) (320,71.46874237060547) (686,71.46315002441406)* (332,71.45780944824219) (318,71.44985961914062) (344,71.26250457763672)*
539: (173,61.81947326660156) (1713,61.392791748046875)* (7,61.246482849121094) (64,61.02172088623047) (64,61.02172088623047) (187,60.72999572753906) (1075,60.607547760009766) (1061,60.5399169921875)* (1379,60.52931594848633)* (172,60.47615051269531) (153,60.39949035644531)* (1410,60.36341094970703) (238,60.3326416015625) (518,59.99506759643555) (229,59.98850631713867) (722,59.864776611328125) (3046,59.786014556884766) (66,59.7455940246582) (66,59.7455940246582) (378,59.73202133178711)
540: (59,62.49796676635742)* (997,62.06892395019531) (51,61.73649597167969)* (3201,61.16092300415039) (599,61.140689849853516)* (3281,60.84086990356445) (1837,60.65280532836914) (1001,60.581275939941406)* (4493,60.386837005615234) (1886,60.36006546020508) (1062,60.21826171875) (2638,60.12028121948242) (1083,60.02714538574219)* (5913,60.01603698730469)* (874,59.970703125) (1883,59.872596740722656) (193,59.75929641723633) (620,59.74077606201172) (81,59.673744201660156) (95,59.616764068603516)
541: (2265,62.800819396972656) (630,62.72962188720703)* (1416,62.46255874633789) (959,62.39958190917969) (733,62.36302947998047) (1426,62.17058181762695) (599,62.06378936767578) (614,61.90900802612305)* (234,61.794246673583984) (511,61.55430603027344) (554,61.54584503173828) (1372,61.47660446166992)* (734,61.358680725097656) (857,61.28074264526367) (718,61.268348693847656) (1414,61.26454162597656) (730,61.23159408569336) (159,61.19376754760742) (533,61.132904052734375) (1413,61.11850357055664)
542: (457,69.8143081665039) (161,69.5887222290039) (295,69.53921508789062) (292,69.38714599609375) (6308,69.38270568847656) (300,69.3754653930664) (1475,69.27345275878906) (288,69.22476196289062) (701,69.2226791381836) (646,69.21834564208984) (802,69.2069320678711) (455,69.11884307861328) (1429,69.0802001953125) (790,69.0421142578125) (89,68.9642333984375) (334,68.92224884033203) (461,68.89486694335938) (257,68.65632629394531) (299,68.59463500976562) (333,68.54638671875)
543: (65,61.207027435302734)* (65,61.207027435302734)* (450,60.28118896484375) (1098,60.26619338989258)* (81,60.03738021850586) (1109,60.0359001159668) (159,60.03486633300781) (1075,60.01109313964844) (7,59.92616271972656) (228,59.90861511230469) (486,59.864627838134766) (238,59.77013397216797) (166,59.750450134277344) (172,59.67750549316406) (533,59.59926223754883) (1384,59.497745513916016) (89,59.46192932128906)* (432,59.347412109375) (377,59.340572357177734) (689,59.33910369873047)
544: (768,61.22997283935547) (7079,60.96257019042969) (3026,60.830135345458984) (1195,60.592689514160156) (210,60.458492279052734)* (1735,60.45448303222656) (1191,60.36550521850586) (154,60.3331184387207) (1700,60.26884460449219) (757,60.13032150268555) (1100,60.08575439453125) (2824,60.03770446777344) (2608,60.02906799316406) (45,60.024269104003906) (2582,59.977394104003906) (1858,59.949302673339844) (1091,59.927764892578125) (632,59.87373352050781) (2850,59.85868835449219) (1116,59.84349822998047)
545: (536,63.718318939208984) (209,63.67478561401367)* (966,63.180912017822266)* (540,63.17644119262695) (493,63.02876281738281) (1672,62.9957160949707) (499,62.91505432128906) (3859,62.848052978515625)* (518,62.8303108215332)* (230,62.755496978759766) (1874,62.66659164428711) (1180,62.65419006347656) (65,62.536094665527344) (65,62.536094665527344) (3084,62.241493225097656) (472,62.199546813964844)* (408,62.183921813964844)* (1375,62.159523010253906) (490,62.04681396484375)* (1852,62.02051544189453)*
546: (920,65.36125183105469) (370,65.277587890625) (841,64.29388427734375)* (1110,64.27655029296875) (1134,64.21076965332031) (1994,63.875343322753906) (506,63.72163009643555) (843,63.58740997314453) (1992,63.57436752319336) (2654,63.55365753173828)* (1119,63.53194046020508) (707,63.47268295288086) (1132,63.419776916503906) (163,63.36724853515625)* (3272,63.33839416503906) (3940,63.31941223144531) (2370,63.28096008300781) (943,63.28057098388672) (2962,63.23345184326172) (947,63.21243667602539)
547: (859,65.9539794921875) (868,65.27362060546875) (603,65.18505096435547) (441,65.13235473632812) (605,64.94648742675781) (197,64.82722473144531) (227,64.76875305175781)* (2491,64.71508026123047) (2493,64.59881591796875) (748,64.56743621826172) (2473,64.52548217773438) (234,64.5047607421875) (1131,64.43350982666016) (154,64.18164825439453) (3354,64.04568481445312) (863,63.932411193847656) (6830,63.875511169433594) (882,63.82590866088867) (206,63.793373107910156) (2542,63.779571533203125)
548: (1281,71.57584381103516) (12,71.2744369506836)* (4271,71.17273712158203) (1521,70.83451080322266) (2765,70.60413360595703) (1264,70.55268859863281) (188,70.35173034667969)* (1261,70.28018188476562) (2970,70.13513946533203)* (1522,70.07279968261719) (1533,69.94451904296875) (4611,69.79276275634766) (1274,69.75817108154297) (16449,69.74159240722656) (370,69.6933822631836) (917,69.63807678222656) (1134,69.6307373046875) (1992,69.4957275390625) (2757,69.45832824707031) (3780,69.35121154785156)
549: (2901,62.52276611328125) (1412,62.42191696166992) (2787,62.332454681396484) (1369,62.22599792480469) (732,62.1756591796875) (176,61.844913482666016)* (1639,61.7486686706543) (2347,61.70221710205078) (717,61.65840148925781) (1372,61.64836120605469) (1427,61.60865783691406) (728,61.5402946472168) (2343,61.52490997314453) (735,61.42790985107422) (1413,61.39237976074219) (2342,61.380367279052734) (1358,61.368133544921875) (992,61.253273010253906) (1244,61.20527648925781) (734,61.160221099853516)
550: (917,67.78080749511719)* (918,66.77014923095703) (1206,66.68360900878906) (920,66.37643432617188) (1281,66.06548309326172) (821,65.7815933227539)* (383,65.7686538696289) (949,65.73790740966797) (1261,65.69145202636719)* (706,65.63868713378906)* (1527,65.5875015258789)* (163,65.52764892578125) (2746,65.49766540527344) (1992,65.3171157836914) (2381,65.29698181152344) (1974,65.27571105957031) (953,65.27371978759766) (1110,65.25900268554688) (234,65.1954345703125) (1521,65.15451049804688)
551: (1186,67.6019287109375) (540,67.5887451171875) (403,67.1563491821289) (230,66.94093322753906) (1866,66.89683532714844) (486,66.82229614257812)* (412,66.71473693847656) (377,66.7083969116211) (687,66.69058990478516) (536,66.65766143798828) (1246,66.60087585449219) (537,66.53173828125) (344,66.49642181396484) (816,66.17350769042969) (333,66.1133804321289) (471,66.07984924316406) (691,65.96620178222656) (1180,65.96468353271484) (488,65.96385192871094) (808,65.88488006591797)*
552: (2309,72.7979507446289) (2952,71.99279022216797) (10271,71.86015319824219) (5352,71.69270324707031) (10281,71.14820098876953) (11542,70.81832122802734) (10255,70.7700424194336) (10276,70.68921661376953) (10252,70.54779052734375) (10274,70.48394012451172) (10253,70.44326782226562) (10256,70.4271011352539) (10258,70.39051818847656) (10273,70.38538360595703) (10266,70.36528015136719) (10251,70.28697204589844) (10261,70.28497314453125) (2336,70.27083587646484) (10254,70.25908660888672) (10265,70.23786163330078)
553: (2179,73.48329162597656) (6626,73.38176727294922) (7390,73.36610412597656) (1443,72.93242645263672) (1433,72.55136108398438) (13303,72.52118682861328) (5988,72.5174560546875) (388,72.34854888916016) (3047,72.3274917602539) (295,72.28851318359375)* (475,72.11357116699219) (1613,72.10970306396484) (7160,72.037841796875) (2247,71.89665985107422) (5568,71.87969970703125) (1444,71.84703063964844) (468,71.74636840820312) (330,71.70223236083984) (1500,71.68868255615234) (502,71.68336486816406)
555: (299,65.94756317138672) (701,65.880859375) (349,65.80158233642578) (3572,65.70610809326172) (2094,65.67756652832031) (257,65.52945709228516) (300,65.44495391845703)* (334,65.43238067626953) (67,65.3946533203125) (67,65.3946533203125) (55,65.23255920410156) (800,65.06436157226562) (466,64.94231414794922) (308,64.9266357421875) (318,64.90302276611328) (660,64.87381744384766) (352,64.855224609375) (294,64.85171508789062) (461,64.82085418701172) (8002,64.76595306396484)
556: (13633,65.6689224243164) (1747,65.59016418457031) (238,65.22073364257812) (190,65.08245849609375) (5927,65.06183624267578) (154,64.95634460449219) (182,64.76258087158203) (444,64.43583679199219)* (968,64.4050064086914) (229,64.353515625) (486,64.28045654296875) (4049,64.22515106201172) (1098,64.21994018554688) (88,64.20084381103516) (697,64.19689178466797) (606,64.1637191772461) (1109,64.09016418457031) (64,64.0859375) (64,64.0859375) (6756,64.0196304321289)
557: (2,61.92144012451172) (3087,61.02836227416992) (390,61.02783203125) (3184,60.48766326904297) (936,60.46285629272461) (9,60.404109954833984) (4162,60.14337921142578) (3546,60.13729476928711) (2945,59.98798751831055) (6847,59.91843795776367) (2038,59.909236907958984) (515,59.86357879638672) (9637,59.85490417480469) (9636,59.79637145996094) (9144,59.563316345214844) (16,59.535892486572266) (12668,59.48761749267578) (930,59.3864631652832) (1704,59.33060073852539) (2003,59.31814193725586)
558: (67,62.584224700927734)* (67,62.584224700927734)* (789,62.0096435546875) (180,61.96333312988281) (55,61.5776252746582) (77,61.17948532104492) (77,61.17948532104492) (285,61.173282623291016) (292,61.12800979614258) (258,61.10804748535156) (3313,61.0755615234375) (295,61.01565170288086) (1081,60.63274383544922) (2523,60.57651901245117) (89,60.527000427246094) (6429,60.51515579223633) (289,60.49075698852539) (349,60.4890251159668) (6721,60.330894470214844) (701,60.31337356567383)*
559: (1412,59.40182876586914) (735,59.35727310180664)* (1639,59.17046356201172) (868,59.14009094238281) (212,59.13580322265625) (562,58.925899505615234) (630,58.608341217041016) (234,58.0394401550293) (1426,58.024471282958984) (614,57.86379623413086) (1806,57.751502990722656) (511,57.65339279174805)* (2855,57.60370635986328) (734,57.54331970214844) (533,57.517906188964844) (1244,57.4030647277832) (1413,57.39414978027344) (436,57.34107208251953) (1369,57.2548828125) (859,57.24748992919922)
560: (72,62.21905517578125)* (72,62.21905517578125)* (173,61.183433532714844) (233,61.17218017578125) (154,60.93122863769531) (441,60.91272735595703) (70,60.67646026611328) (190,60.61757278442383) (1713,60.454811096191406) (1075,60.39928436279297) (234,60.38623046875) (969,60.3477783203125) (229,60.2354850769043) (1090,60.18825149536133) (88,60.175559997558594) (1072,60.171871185302734) (51,60.15863037109375) (3053,60.04436111450195) (59,59.94258117675781)* (226,59.8087043762207)
561: (11069,64.94097137451172) (18652,64.92559051513672) (6562,64.82455444335938) (6563,64.62724304199219) (3985,64.54075622558594) (3318,64.45816040039062) (260,64.36080932617188) (18649,64.21156311035156) (18653,64.20816040039062) (5565,64.16492462158203) (285,64.07903289794922) (5988,64.0577621459961) (2919,63.803253173828125) (16694,63.76523971557617) (11083,63.70793151855469) (3314,63.661746978759766) (484,63.65161895751953) (5891,63.64850997924805) (18643,63.62520980834961) (327,63.61896514892578)
562: (2439,74.10282135009766) (1489,72.44090270996094) (1459,72.21931457519531) (2437,72.02745819091797)* (1684,71.74627685546875) (2449,71.63220977783203)* (6389,71.54449462890625) (4542,71.24720764160156) (257,71.22935485839844)* (5627,71.18795013427734) (2454,71.17170715332031) (5948,71.11504364013672) (1447,71.08763122558594) (9849,71.08232879638672) (2467,70.9498291015625)* (2451,70.94532012939453) (4520,70.7790756225586) (1694,70.7626724243164) (333,70.69166564941406) (7160,70.60340881347656)
563: (2842,64.54289245605469) (2864,64.1930923461914) (12115,63.789161682128906) (2894,63.766788482666016)* (554,63.6773796081543) (585,63.53839874267578) (11885,63.4031982421875) (212,63.322086334228516) (4062,63.21014404296875) (10766,63.18344497680664) (15268,63.174320220947266) (2855,63.16481399536133) (8122,63.14567565917969)* (1242,63.13683319091797) (735,63.08925247192383) (2419,62.98440170288086) (1639,62.86705780029297) (2871,62.815826416015625) (567,62.7170524597168) (733,62.653167724609375)
565: (72,62.493247985839844)* (72,62.493247985839844)* (51,62.18754577636719) (1001,61.83616256713867) (64,60.556026458740234)* (64,60.556026458740234)* (511,59.9603385925293) (70,59.88444137573242) (84,59.800472259521484) (1073,59.771602630615234)* (229,59.667015075683594) (1014,59.60493850708008) (65,59.580379486083984) (65,59.580379486083984) (154,59.57118225097656) (203,59.5548095703125) (193,59.421348571777344) (99,59.37254333496094) (227,59.3497428894043) (1075,59.330039978027344)
566: (159,59.8935432434082)* (163,59.889137268066406) (1534,59.770450592041016) (51,59.33493423461914) (959,59.29859161376953) (173,59.15159606933594) (227,59.10293197631836)* (233,59.01793670654297) (190,59.01764678955078) (511,58.91059494018555) (854,58.873233795166016)* (851,58.74901580810547) (2469,58.65464782714844) (152,58.60683822631836) (1104,58.43092346191406) (1412,58.42643356323242) (715,58.423309326171875) (187,58.35408401489258) (867,58.323570251464844) (450,58.31240463256836)
567: (445,61.83894348144531) (223,61.77852249145508) (1159,61.44377136230469) (4118,61.35804748535156)* (602,61.33473205566406) (199,61.28099060058594)* (1949,61.08242416381836) (898,60.829200744628906) (3258,60.80712127685547)* (632,60.79924774169922) (629,60.75320053100586) (211,60.671485900878906)* (3057,60.64950180053711) (2425,60.64251708984375) (2276,60.533294677734375) (615,60.483726501464844)* (618,60.426605224609375)* (11416,60.36371612548828) (1633,60.35859680175781) (2424,60.24162673950195)
568: (72,60.23435592651367)* (72,60.23435592651367)* (58,59.894752502441406) (58,59.894752502441406) (67,59.845176696777344)* (67,59.845176696777344)* (167,59.744720458984375) (227,59.739810943603516) (159,59.67603302001953) (3201,59.62490463256836) (157,59.423404693603516) (429,59.33584213256836) (229,59.314361572265625) (65,59.29448318481445) (65,59.29448318481445) (155,59.22604751586914) (154,58.88249206542969) (203,58.83821105957031) (99,58.80304718017578) (985,58.78802490234375)
569: (542,66.44113159179688) (300,66.39422607421875)* (261,66.18408966064453) (89,65.8858642578125)* (1775,65.86998748779297) (333,65.54791259765625) (67,65.24212646484375)* (67,65.24212646484375)* (3332,65.14544677734375) (291,65.01779174804688) (714,64.99465942382812) (340,64.92597961425781) (466,64.83732604980469)* (246,64.82518005371094) (256,64.79830169677734) (1556,64.78895568847656) (2523,64.75785827636719) (523,64.63301849365234) (2082,64.49442291259766) (316,64.45369720458984)
570: (6626,75.75322723388672) (2179,75.62321472167969) (1825,74.51934814453125) (2919,74.46565246582031) (1433,74.40442657470703) (475,73.8550033569336)* (3313,73.82183074951172) (278,73.6307144165039)* (4348,73.60099029541016) (329,73.5055923461914) (2905,73.29736328125) (13303,73.18622589111328) (2068,73.13056945800781) (67,72.98458862304688) (67,72.98458862304688) (330,72.95777130126953)* (285,72.94190216064453) (69,72.90188598632812) (69,72.90188598632812) (9692,72.69976043701172)
571: (300,64.23027801513672)* (291,63.45850372314453) (298,63.38835525512695)* (906,63.274742126464844) (466,63.254600524902344)* (535,63.248268127441406) (302,63.21404266357422) (1934,62.966712951660156) (157,62.85109329223633) (257,62.73311996459961) (301,62.718345642089844) (689,62.7126350402832) (310,62.69854736328125)* (265,62.643394470214844) (1505,62.52894592285156) (294,62.469844818115234) (972,62.440513610839844) (306,62.39234924316406)* (2523,62.354225158691406) (296,62.270355224609375)
572: (55,64.23454284667969)* (292,63.9766960144043)* (289,63.717857360839844)* (349,62.980262756347656) (301,62.5775260925293) (310,62.33885955810547)* (296,62.2149658203125) (525,62.18186569213867) (2521,62.163551330566406) (285,62.16206359863281) (903,62.11418151855469) (906,61.95893096923828)* (58,61.86785888671875) (58,61.86785888671875) (97,61.854331970214844)* (333,61.70337677001953) (328,61.69256591796875) (2083,61.66004943847656) (523,61.60371780395508)* (526,61.59270095825195)
573: (1641,74.34558868408203)* (6621,74.01957702636719)* (6631,73.21531677246094) (9692,73.19666290283203) (8160,73.19454956054688) (2919,73.11634826660156) (13303,73.03788757324219) (267,72.9444351196289) (2247,72.83184051513672) (1825,72.77523803710938) (4344,72.7683334350586) (6903,72.7071533203125) (2236,72.67282104492188) (2226,72.57076263427734)* (1402,72.45616149902344) (3992,72.24887084960938) (331,72.17284393310547) (1620,71.9756088256836) (1433,71.93743896484375) (2923,71.85359954833984)
574: (1681,75.2467041015625) (4823,75.17916107177734)* (1672,74.81114196777344) (3382,74.61416625976562) (932,74.43732452392578) (4850,74.00955963134766) (1545,73.94441986083984) (2080,73.82501220703125)* (4164,73.55321502685547) (4832,73.23873138427734) (924,73.2052001953125) (705,73.19621276855469) (439,73.18214416503906) (4087,73.0827865600586) (7835,72.90283966064453) (7328,72.90129852294922) (1646,72.86912536621094) (220,72.86229705810547)* (9153,72.83818054199219) (3378,72.78069305419922)
575: (65,63.760536193847656) (65,63.760536193847656) (475,63.58418655395508)* (64,63.14468765258789) (64,63.14468765258789) (329,63.029457092285156) (229,63.01291275024414) (173,63.00065994262695) (55,62.811683654785156) (295,62.73495101928711) (377,62.68745040893555) (907,62.68687438964844) (56,62.65665054321289) (56,62.65665054321289) (227,62.651512145996094) (7,62.542510986328125)* (292,62.490264892578125)* (1099,62.48231887817383) (538,62.466670989990234)* (302,62.4158821105957)
576: (3827,68.49342346191406) (6046,68.44061279296875) (6052,68.24685668945312) (1970,67.9143295288086) (4887,67.8983383178711) (2667,67.53985595703125) (2747,67.4599380493164) (6336,67.43533325195312) (5358,67.32829284667969) (4316,67.20993041992188) (8068,67.06292724609375) (2735,66.97042846679688) (10659,66.94544219970703) (2101,66.82829284667969) (10491,66.69287872314453) (207,66.65858459472656) (2158,66.64156341552734) (6583,66.61670684814453) (5073,66.58602142333984) (3886,66.5448226928711)
577: (173,63.02851104736328) (1790,62.98019790649414) (233,62.79079818725586) (851,62.703887939453125) (238,62.662139892578125)* (450,62.624366760253906) (70,62.5671272277832) (172,62.521949768066406) (190,61.86809539794922)* (1151,61.74718475341797) (4069,61.73739242553711) (51,61.68727493286133)* (599,61.64173889160156) (1109,61.5725212097168) (878,61.565120697021484) (156,61.446720123291016) (1384,61.42356491088867) (66,61.375732421875) (66,61.375732421875) (1787,61.325714111328125)*
578: (333,66.02543640136719) (687,65.9700698852539)* (209,65.58757781982422)* (1186,65.47361755371094) (691,65.29292297363281) (537,65.2804946899414) (686,65.19927978515625)* (1043,65.15481567382812)* (679,65.0749282836914) (289,65.04065704345703) (680,65.02670288085938) (816,65.01141357421875)* (1185,65.00251770019531) (1246,64.94551086425781) (486,64.90892028808594) (403,64.90243530273438) (325,64.86238861083984)* (1038,64.83041381835938) (291,64.74738311767578) (1684,64.74337768554688)
579: (1281,69.94804382324219)* (3806,69.29277801513672) (4271,69.20464324951172) (1521,69.1751708984375) (12,69.13888549804688) (370,68.60356140136719) (4273,68.39691925048828) (188,68.28846740722656) (954,68.21292114257812)* (1522,68.06279754638672) (10956,67.8711166381836) (1274,67.86605072021484)* (2961,67.86094665527344) (949,67.84501647949219) (14892,67.7765884399414) (4971,67.6964111328125) (4611,67.64715576171875) (4290,67.49649047851562) (812,67.44959259033203) (917,67.44416046142578)
580: (840,62.12331008911133) (4833,61.99726486206055) (198,61.84258270263672) (1645,61.50514221191406) (4155,61.296112060546875) (4189,61.26630783081055) (4118,61.20581817626953) (190,61.196533203125) (3057,60.9717903137207) (3328,60.93899917602539) (154,60.9232292175293) (1145,60.9149284362793) (227,60.862159729003906) (707,60.849388122558594) (3737,60.84357833862305) (5638,60.803123474121094) (1650,60.80173110961914) (412,60.776344299316406) (217,60.76877212524414) (229,60.76092529296875)
581: (67,70.6832046508789)* (67,70.6832046508789)* (518,70.11690521240234) (378,70.08120727539062) (930,69.81102752685547) (959,69.74745178222656) (2068,69.63188171386719) (1729,69.53887939453125) (89,69.5057373046875)* (1104,69.432373046875) (726,69.27552795410156) (180,69.19061279296875) (389,69.01068115234375) (8853,68.97903442382812) (8422,68.94132995605469) (7,68.9261245727539)* (288,68.88401794433594)* (955,68.7697982788086) (329,68.59102630615234) (176,68.5484619140625)
582: (825,72.16584014892578) (5126,71.07987976074219) (809,71.07600402832031) (1541,70.74768829345703)* (1547,70.72449493408203)* (2429,70.53661346435547) (815,70.52371978759766)* (8261,70.50906372070312) (3721,70.41493225097656) (814,70.22799682617188) (4002,70.05622863769531) (842,69.9677505493164)* (2187,69.77100372314453) (5667,69.70201873779297) (8293,69.69200134277344)* (5100,69.66413116455078) (3997,69.59361267089844)* (4948,69.56748962402344) (3722,69.48103332519531) (816,69.45103454589844)*
583: (808,66.59539031982422)* (1179,66.19214630126953) (1186,65.53720092773438) (377,65.49757385253906) (1541,65.37690734863281)* (486,65.34918212890625)* (209,65.27020263671875) (497,65.12494659423828) (500,64.92610168457031) (1091,64.80944061279297) (1863,64.62560272216797) (2850,64.57996368408203) (1672,64.51004791259766) (540,64.44496154785156) (2847,64.42048645019531) (978,64.40107727050781) (1044,64.39837646484375)* (493,64.39402770996094)* (1191,64.30493927001953) (488,64.28302764892578)
584: (2455,70.4944839477539) (257,70.2884292602539) (1489,69.42366027832031) (2439,69.39238739013672) (455,69.08436584472656) (295,69.07537078857422) (1447,69.03295135498047) (310,68.9017562866211) (718,68.8902816772461)* (289,68.87574768066406) (3060,68.77951049804688) (2047,68.71613311767578) (161,68.69996643066406) (67,68.68306732177734) (67,68.68306732177734) (1459,68.67778015136719)* (2437,68.66612243652344) (157,68.65618896484375) (701,68.65276336669922)* (477,68.56124114990234)
585: (157,62.129371643066406) (67,62.12209701538086) (67,62.12209701538086) (229,61.45539855957031) (533,61.22915267944336) (538,61.198272705078125) (3313,61.05466842651367) (234,61.03849411010742) (329,61.02477264404297) (959,60.98747253417969) (230,60.96286392211914) (155,60.95090866088867) (72,60.89142990112305) (72,60.89142990112305) (89,60.85966110229492) (511,60.84019088745117) (1090,60.79621505737305) (969,60.75819778442383) (903,60.717742919921875) (88,60.61019515991211)
586: (6,74.74677276611328) (1132,74.47216033935547) (4288,74.40381622314453) (4335,74.13272094726562) (917,73.90544128417969) (4290,73.88108825683594) (841,73.85688018798828) (3472,73.80723571777344) (4284,73.80443572998047) (1521,73.74507141113281) (4289,73.70719909667969) (4274,73.67298126220703) (8699,73.5747299194336) (4267,73.54084014892578) (4965,73.374267578125) (1997,73.24443054199219) (188,73.24340057373047) (920,73.20512390136719) (707,73.0751724243164) (1522,72.9555435180664)
587: (978,62.58979797363281) (503,62.47804641723633)* (504,62.01509094238281) (815,61.82789993286133)* (808,61.75634765625) (726,61.75165557861328) (517,61.60734558105469)* (1145,61.542423248291016) (2379,61.53117752075195) (3563,61.4570198059082) (1104,61.37334060668945) (1179,61.34010314941406) (813,61.31439208984375) (6257,61.255855560302734) (519,61.19093322753906) (1044,61.1819953918457) (497,61.038387298583984) (5202,61.03601837158203) (488,60.95304870605469) (2794,60.94792175292969)
589: (333,71.8005599975586) (295,71.40019226074219)* (321,71.17770385742188) (257,70.97659301757812) (1453,70.97069549560547) (291,70.74443817138672) (378,70.7281265258789) (325,70.68818664550781)* (679,70.63359832763672) (681,70.6148681640625) (686,70.52909088134766)* (802,70.25910949707031)* (966,70.22842407226562) (306,70.21307373046875) (302,70.17244720458984) (1458,70.16218566894531) (908,70.10122680664062) (464,70.04731750488281) (304,70.03834533691406) (1470,69.96052551269531)
590: (344,72.50677490234375) (321,71.64698028564453) (378,71.37992095947266) (1447,71.26900482177734) (2080,71.21223449707031) (291,71.17791748046875) (966,71.16938018798828) (295,71.01060485839844) (542,70.9088134765625) (464,70.89683532714844)* (1045,70.82799530029297) (292,70.81695556640625) (6600,70.7354965209961) (325,70.5908203125) (681,70.5847396850586) (456,70.53807830810547) (683,70.50105285644531) (790,70.48126983642578) (802,70.47695922851562) (680,70.40219116210938)
592: (726,66.9559097290039) (377,66.81660461425781) (930,66.77979278564453) (518,66.496337890625) (378,66.46407318115234) (517,66.2674560546875) (2014,66.05203247070312) (722,65.85964965820312) (198,65.7544174194336) (475,65.71717834472656) (5074,65.70846557617188) (1009,65.67962646484375) (486,65.67182159423828) (1714,65.63714599609375) (529,65.54759216308594) (173,65.52355194091797) (1705,65.522216796875) (157,65.49406433105469)* (70,65.44193267822266) (63,65.32324981689453)
593: (1453,72.3284912109375) (2439,71.91876983642578) (1458,71.88861083984375) (681,71.6551284790039)* (1698,71.37248229980469)* (1447,71.1738510131836) (1054,71.07536315917969) (289,71.03491973876953) (11010,70.99112701416016) (679,70.80594635009766) (1691,70.76231384277344) (5267,70.71368408203125) (325,70.66180419921875) (356,70.60099792480469) (466,70.54935455322266)* (161,70.54244232177734) (4879,70.52257537841797) (89,70.46167755126953) (295,70.45208740234375)* (464,70.43537902832031)
594: (808,67.3402099609375) (1044,67.2744140625)* (230,67.09027862548828) (500,66.75975799560547) (517,66.73221588134766) (489,66.6026611328125) (1406,66.36475372314453)* (978,66.32546997070312) (982,66.25311279296875) (412,66.19488525390625) (486,66.15958404541016) (497,66.13526916503906) (498,65.99292755126953) (209,65.8792724609375)* (488,65.86738586425781)* (917,65.773193359375) (7,65.5236587524414) (2352,65.50025939941406) (1873,65.48931121826172) (1513,65.38922119140625)
595: (917,71.37498474121094)* (954,71.06919860839844)* (918,70.40008544921875)* (841,70.37997436523438)* (957,70.2530746459961)* (923,70.14645385742188)* (710,69.91704559326172) (1360,69.90125274658203) (956,69.89540100097656)* (707,69.70477294921875)* (1342,69.49223327636719) (1366,69.32496643066406) (953,69.25164794921875)* (1350,69.12542724609375) (1523,69.02879333496094) (1527,68.98731994628906)* (949,68.91349792480469) (2963,68.84941864013672) (1369,68.84553527832031)* (946,68.81172943115234)
596: (193,55.18251037597656) (163,54.807952880859375) (72,54.479827880859375)* (72,54.479827880859375)* (1013,54.2520637512207) (98,54.19162368774414) (99,54.172245025634766) (159,54.108619689941406)* (851,54.10129165649414) (1413,54.1007194519043) (511,54.06129837036133) (959,53.94927978515625) (59,53.8306884765625)* (227,53.734153747558594) (852,53.707359313964844) (874,53.6962776184082) (2469,53.6805419921875) (1412,53.544307708740234) (1884,53.417999267578125) (1122,53.41799545288086)
598: (300,72.27798461914062)* (344,72.14222717285156) (291,71.62065887451172) (680,71.23489379882812) (293,70.89511108398438) (318,70.86128997802734) (302,70.79169464111328) (681,70.65621185302734) (523,70.5807113647461) (295,70.47598266601562) (298,70.39222717285156) (548,70.37391662597656) (2546,70.3265609741211) (691,70.30218505859375) (528,70.28846740722656) (701,70.1292724609375) (498,70.11366271972656)* (689,70.00399017333984) (352,69.99290466308594) (294,69.99016571044922)
