userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,60.729061126708984) (51,60.478668212890625)* (4308,60.35188293457031) (1073,60.26145935058594) (1014,60.11940383911133) (187,60.02652359008789) (59,59.92206573486328)* (1713,59.8930549621582) (1098,59.7582893371582) (1072,59.57716751098633) (1892,59.5313835144043) (1885,59.50275802612305) (3768,59.46878433227539) (1836,59.41993713378906) (11794,59.418235778808594) (3501,59.34492492675781) (1394,59.28071212768555) (157,59.23124694824219) (1062,59.20265197753906) (70,59.15004348754883)*
497: (292,56.82464599609375)* (466,56.69993209838867)* (461,56.548702239990234) (55,56.22633743286133)* (544,56.14090347290039) (67,56.0711555480957)* (67,56.0711555480957)* (349,55.98191833496094) (318,55.97846221923828) (291,55.958885192871094) (299,55.84677505493164) (523,55.79838180541992) (293,55.67350769042969) (310,55.650516510009766)* (525,55.628822326660156) (344,55.6180305480957) (686,55.53532791137695) (320,55.40081787109375) (329,55.33220672607422) (1037,55.2564697265625)
498: (67,55.075416564941406)* (67,55.075416564941406)* (294,55.049110412597656)* (257,54.78411102294922)* (301,54.59482192993164)* (525,54.56705856323242)* (161,54.481178283691406) (328,54.24016189575195)* (1601,53.878807067871094) (2018,53.85847854614258) (468,53.853965759277344)* (308,53.84701919555664) (475,53.763954162597656) (320,53.730987548828125) (484,53.69189453125)* (4566,53.57180404663086) (291,53.544219970703125)* (309,53.46830749511719) (1613,53.44138717651367) (322,53.417606353759766)
499: (1249,55.521175384521484) (707,55.2762336730957) (959,55.17332077026367) (917,55.0109748840332) (176,54.77617645263672) (190,54.68558120727539) (1810,54.63343811035156) (1104,54.549964904785156)* (220,54.51399612426758) (227,54.338111877441406) (1079,54.29913330078125) (163,54.228736877441406) (7,54.217830657958984)* (377,54.08229446411133) (982,54.041526794433594) (1513,53.97304916381836) (951,53.94850158691406) (533,53.93452072143555) (1369,53.90681457519531) (724,53.900814056396484)
500: (2149,67.58110809326172) (2668,66.843017578125) (1745,66.78956604003906) (2691,66.60511016845703) (2677,66.49376678466797) (2670,66.35608673095703) (6582,66.22474670410156) (1945,66.0965805053711) (1801,65.97949981689453)* (2667,65.97535705566406) (756,65.9200439453125) (137,65.88797760009766) (1969,65.83055114746094) (2671,65.807373046875) (4865,65.77330017089844) (11206,65.7485122680664) (2684,65.74042510986328) (772,65.66083526611328) (2161,65.65792083740234) (1156,65.59564208984375)
501: (289,63.48455810546875)* (89,63.142799377441406)* (300,63.127742767333984) (679,63.05901336669922) (288,62.69267654418945)* (292,62.692047119140625)* (344,62.63941192626953) (466,62.56527328491211) (302,62.5281867980957)* (67,62.432865142822266)* (67,62.432865142822266)* (544,62.36144256591797) (681,62.25241470336914)* (680,62.207244873046875) (790,62.100589752197266) (802,62.05815505981445) (325,62.014278411865234)* (257,61.943641662597656)* (2498,61.93143844604492) (686,61.92287063598633)
502: (55,57.127384185791016)* (295,57.09054183959961)* (289,56.83512496948242)* (67,56.8250732421875) (67,56.8250732421875) (257,56.39887237548828)* (701,56.3819694519043) (306,56.24048614501953)* (323,56.138755798339844)* (310,56.12933349609375) (466,56.007625579833984)* (318,55.920719146728516) (525,55.82136917114258) (1580,55.76533126831055) (913,55.68167495727539) (301,55.642234802246094) (535,55.62498092651367) (2024,55.62234115600586) (461,55.507320404052734) (320,55.49693298339844)
503: (289,58.69611358642578)* (89,58.64208221435547)* (288,58.43098068237305)* (701,58.11720275878906)* (333,58.10188293457031) (306,58.0566291809082)* (302,58.03837966918945) (466,57.856895446777344) (55,57.82481384277344)* (291,57.667579650878906) (461,57.64554977416992) (310,57.455013275146484) (349,57.40596389770508)* (344,57.28361129760742) (544,57.251914978027344) (301,57.22249984741211) (298,57.16291046142578)* (329,57.060394287109375) (1934,56.963077545166016) (523,56.872013092041016)
504: (377,58.413063049316406) (486,58.40480422973633) (464,58.00740432739258) (230,57.85687255859375) (300,57.789649963378906)* (537,57.700504302978516) (687,57.678836822509766)* (1186,57.49261474609375) (403,57.36207580566406) (461,57.2833366394043) (499,57.27421951293945) (481,57.27131652832031) (693,57.26901626586914)* (544,57.23811721801758)* (536,57.20942306518555) (704,57.20209884643555) (190,57.18965148925781) (324,57.17838668823242)* (412,57.164119720458984)* (679,57.15422821044922)*
506: (72,64.59912872314453) (72,64.59912872314453) (1098,64.12413024902344) (64,63.83680725097656) (64,63.83680725097656) (1066,63.75598907470703)* (1394,63.70398712158203) (1062,63.68594741821289) (56,63.6842041015625) (56,63.6842041015625) (1065,63.65334701538086) (5358,63.60664367675781) (70,63.596004486083984) (238,63.440399169921875) (4308,63.39213180541992) (777,63.346527099609375) (1304,63.264488220214844) (1713,63.18453598022461) (1292,63.142417907714844) (5475,63.06066131591797)
507: (10041,59.14553451538086) (1123,58.58717727661133) (3158,58.449363708496094) (2419,58.277687072753906) (3057,58.24240493774414) (1242,58.023651123046875) (1772,58.01626205444336) (196,57.969154357910156) (1740,57.901641845703125) (9271,57.818111419677734) (1833,57.76958465576172) (2124,57.73280334472656) (1770,57.6617546081543) (718,57.65281295776367) (1725,57.622615814208984) (1220,57.57182693481445) (3862,57.569007873535156) (1109,57.55997848510742) (266,57.47338104248047) (7148,57.44491958618164)
508: (5352,41.849185943603516) (5391,41.554134368896484) (5370,41.53742599487305) (16274,41.39626693725586) (5395,41.39188003540039) (5409,41.384498596191406) (5398,41.368892669677734) (5408,41.353546142578125) (5374,41.33907699584961) (5373,41.313331604003906) (5404,41.28441619873047) (5386,41.27769470214844) (5384,41.27321243286133) (14963,41.266170501708984) (5406,41.26192092895508) (5405,41.2509765625) (5397,41.24909973144531) (5381,41.234737396240234) (5383,41.21833801269531) (5380,41.21343231201172)
509: (488,61.210140228271484)* (486,61.14284896850586)* (500,61.133026123046875) (209,60.99051284790039) (230,60.97840881347656) (1044,60.75105667114258) (537,60.579124450683594) (1186,60.57583236694336) (1246,60.36537551879883) (1185,60.319129943847656) (540,60.30031967163086)* (816,60.25887680053711) (536,60.08951950073242)* (813,60.02063751220703) (966,60.00638961791992)* (481,59.920894622802734) (412,59.909454345703125) (198,59.90837097167969) (2941,59.879554748535156) (779,59.87752151489258)
510: (475,64.615478515625) (1613,64.32804107666016) (388,63.92809295654297) (527,63.77975845336914) (374,63.73270034790039) (356,63.447776794433594) (2923,63.330238342285156) (410,63.31351852416992) (289,63.29104232788086) (2440,63.23649215698242) (1009,63.11201858520508) (161,63.109222412109375) (4437,63.06544494628906) (399,63.01116180419922) (331,62.991844177246094) (333,62.97584915161133) (1443,62.938785552978516) (89,62.933563232421875) (4686,62.92937088012695) (2179,62.9019775390625)
511: (226,51.14860153198242)* (227,50.69398880004883) (233,50.62406539916992) (56,50.363582611083984) (56,50.363582611083984) (429,50.33494567871094) (190,50.31024169921875) (418,50.277000427246094) (709,50.25198745727539)* (199,50.197731018066406)* (159,50.18648147583008) (173,50.134151458740234) (1090,50.111934661865234) (225,50.09207534790039) (207,50.0650634765625) (88,50.061180114746094) (424,50.01874542236328)* (203,49.99409103393555) (220,49.92086410522461) (229,49.839332580566406)*
512: (497,63.67261505126953) (1044,63.59275817871094)* (500,63.46674728393555) (377,63.46174240112305) (504,63.4409294128418)* (953,63.23999786376953) (930,63.214332580566406) (815,63.15979766845703) (1104,63.125144958496094) (813,63.069091796875) (2062,63.0379638671875) (7639,62.99858856201172)* (486,62.916709899902344) (1914,62.86632537841797) (2944,62.84109115600586)* (487,62.82017135620117) (198,62.79522705078125) (25,62.78424835205078) (811,62.679744720458984) (488,62.650794982910156)
513: (199,57.31599426269531) (154,57.066349029541016) (217,56.79793167114258) (418,56.64247512817383) (196,56.58405303955078) (195,56.39978790283203) (227,56.398033142089844) (1976,56.30799865722656) (859,56.284828186035156) (1239,56.19708251953125) (429,56.153175354003906) (210,56.149471282958984) (602,56.06418228149414) (632,55.916587829589844) (428,55.89992141723633) (206,55.73958206176758) (416,55.717811584472656) (208,55.70682144165039) (88,55.6945915222168) (1090,55.65183639526367)
514: (679,61.79607009887695) (289,61.74625778198242) (300,61.68244552612305)* (292,61.23012161254883)* (461,61.191104888916016)* (528,60.983009338378906) (790,60.946739196777344) (55,60.919803619384766) (295,60.88092803955078) (302,60.790016174316406)* (680,60.724403381347656) (318,60.676231384277344)* (544,60.60605239868164)* (298,60.53297805786133) (1934,60.364986419677734) (498,60.294246673583984) (352,60.1243896484375) (530,60.10108947753906) (802,60.058387756347656) (1453,60.02952575683594)
515: (196,58.881614685058594) (604,58.62274169921875) (199,58.53898239135742) (418,58.447608947753906) (3057,58.33134841918945) (629,58.24016189575195) (195,58.219749450683594) (618,58.2099609375) (223,58.145538330078125) (622,58.13185119628906) (217,58.090843200683594) (454,58.0335578918457) (1633,57.919246673583984) (981,57.844871520996094) (1954,57.84264373779297) (2277,57.82388687133789) (1944,57.788021087646484) (445,57.77141571044922) (433,57.74769973754883) (1976,57.682559967041016)
516: (190,59.95361328125) (377,59.816368103027344) (486,59.669921875) (72,59.621150970458984)* (72,59.621150970458984)* (1104,59.57071304321289) (157,59.455448150634766) (67,59.34784698486328) (67,59.34784698486328) (475,59.102691650390625) (65,59.00569534301758) (65,59.00569534301758) (289,58.99558639526367) (230,58.96935272216797) (707,58.913795471191406) (959,58.90826416015625) (234,58.88545608520508) (1249,58.8701057434082) (498,58.830650329589844) (2014,58.66416931152344)
517: (103,63.33226776123047) (418,63.14378356933594) (1098,63.12162399291992) (81,62.92312240600586) (748,62.90597152709961) (1824,62.73493576049805) (444,62.69855499267578) (603,62.67168045043945) (7324,62.663414001464844) (3902,62.66252517700195) (2605,62.65116882324219)* (454,62.578651428222656) (1971,62.53077697753906) (1731,62.499481201171875) (757,62.44839096069336) (53,62.42625045776367) (53,62.42625045776367) (2535,62.3807373046875)* (1747,62.292572021484375) (3164,62.24006271362305)
518: (300,55.82342529296875)* (544,54.969295501708984) (325,54.958248138427734) (679,54.90964126586914)* (1032,54.87077331542969)* (302,54.847415924072266) (306,54.80200958251953)* (528,54.798641204833984) (318,54.794273376464844) (790,54.6760368347168)* (299,54.59345245361328) (293,54.57331848144531) (464,54.5593376159668) (704,54.51506423950195) (542,54.423397064208984) (7706,54.320518493652344)* (67,54.26701736450195)* (67,54.26701736450195)* (1047,54.25994873046875) (1456,54.210601806640625)
519: (930,63.54203414916992) (707,63.24061584472656) (1104,62.58859634399414) (936,62.25517654418945)* (1338,62.22032928466797) (1249,61.94272994995117) (504,61.881736755371094) (957,61.85243606567383) (7,61.81406784057617) (176,61.717777252197266) (1914,61.67886734008789) (4342,61.6032829284668)* (952,61.59627914428711) (1366,61.56821823120117) (955,61.56658172607422) (1044,61.51679229736328) (25,61.477115631103516) (928,61.455989837646484)* (923,61.442012786865234) (497,61.418479919433594)
520: (72,64.07276916503906)* (72,64.07276916503906)* (1104,63.96800231933594) (930,63.38041305541992) (7,62.96818923950195) (1797,62.88045883178711) (518,62.8072395324707) (407,62.77143096923828) (173,62.760955810546875) (157,62.715087890625) (1705,62.64021301269531)* (39,62.6175651550293) (968,62.61180877685547) (1300,62.59491729736328) (70,62.546363830566406) (936,62.4889030456543) (1127,62.48866271972656) (377,62.48065948486328) (1298,62.42375183105469) (2,62.37046432495117)
521: (412,58.536338806152344) (540,58.04372787475586) (1672,57.75286865234375) (2661,57.66238021850586) (1046,57.541080474853516) (687,57.45823287963867)* (3398,57.32967758178711) (1043,57.30726623535156)* (1185,57.186073303222656) (808,57.18372344970703) (472,57.11886215209961) (501,57.05632781982422) (816,56.836181640625) (1201,56.785823822021484) (982,56.7308235168457)* (481,56.6472053527832) (1045,56.59652328491211) (1198,56.58990478515625)* (6453,56.58309555053711) (470,56.55264663696289)
523: (429,56.55763626098633) (1755,56.3784065246582) (428,56.230892181396484) (1424,56.17884826660156) (228,56.110443115234375) (1242,56.0904655456543) (3112,56.00067901611328) (154,55.94359588623047) (2277,55.94078826904297) (199,55.90906524658203) (225,55.85369873046875)* (2606,55.84619903564453) (196,55.81877136230469) (5414,55.7956657409668) (5416,55.78348159790039) (424,55.762149810791016)* (1776,55.74345016479492) (1764,55.734771728515625) (217,55.671958923339844) (1239,55.63855743408203)
525: (816,60.9350700378418)* (540,60.56203842163086)* (2661,60.44158172607422) (779,60.43461990356445) (1186,60.364444732666016) (377,60.348270416259766) (486,60.235111236572266) (2850,60.19902038574219) (412,60.18190383911133) (1246,60.10781478881836)* (1541,60.045204162597656) (1188,59.99790954589844)* (488,59.97594451904297)* (813,59.91728973388672) (2150,59.77880859375) (507,59.76603698730469) (830,59.60013961791992) (492,59.588226318359375) (1043,59.53242111206055) (1678,59.50735092163086)
526: (230,54.63800811767578) (234,54.4326171875) (377,54.3043098449707) (808,54.18198776245117) (1974,54.123687744140625) (917,54.1212158203125) (1513,54.10551834106445) (1672,54.02314376831055)* (1249,53.907630920410156)* (489,53.878414154052734) (1406,53.79928970336914) (475,53.76304244995117) (1873,53.627193450927734) (190,53.483367919921875) (1351,53.45923614501953) (614,53.321678161621094) (1274,53.23931884765625) (497,53.236331939697266) (918,53.18205642700195) (227,53.168094635009766)
527: (89,59.537784576416016)* (67,58.9908447265625)* (67,58.9908447265625)* (532,58.802330017089844) (526,58.697853088378906) (2083,58.50606918334961) (300,58.50148010253906)* (298,58.4401741027832) (306,58.43389129638672) (352,58.37971496582031) (323,58.279014587402344) (535,58.27027893066406) (679,58.22309875488281) (548,58.21062088012695)* (701,58.1849365234375) (906,58.144527435302734) (333,58.017765045166016) (310,57.89479446411133) (296,57.78575897216797) (525,57.77726364135742)
529: (1369,61.334999084472656)* (2013,61.10148620605469) (1372,60.7093620300293) (1425,60.685577392578125) (3445,60.60566711425781) (4807,60.58592224121094) (1412,60.28826141357422) (593,60.198036193847656) (1703,60.184051513671875) (1343,60.15754318237305) (2016,60.13588333129883) (2343,60.12744903564453) (920,60.11491394042969) (707,59.985809326171875)* (732,59.887718200683594) (1639,59.80668258666992) (6576,59.803985595703125) (3444,59.79922866821289) (4605,59.737892150878906) (4784,59.733646392822266)*
530: (266,62.294734954833984) (227,62.21177291870117) (2277,61.83308029174805) (903,61.8222541809082) (1772,61.69734573364258) (575,61.59688949584961) (3057,61.55616760253906) (67,61.42916488647461) (67,61.42916488647461) (511,61.41854476928711) (1833,61.347320556640625) (2419,61.33742904663086) (5790,61.276588439941406) (65,61.27420425415039) (65,61.27420425415039) (572,61.26408386230469) (157,61.25861358642578) (3158,61.227420806884766) (1464,61.17927932739258) (316,61.1776237487793)
531: (89,55.365360260009766)* (288,55.353153228759766)* (292,55.24583053588867)* (544,54.772499084472656) (679,54.658660888671875)* (318,54.56725311279297) (293,54.317665100097656)* (1037,54.281578063964844) (349,54.130950927734375) (352,54.1281623840332) (704,54.10723114013672)* (1032,54.08171463012695) (531,54.00965118408203) (1456,53.9793815612793) (257,53.92673110961914) (320,53.8260612487793)* (680,53.7066650390625) (802,53.67801284790039) (328,53.59624481201172) (310,53.562808990478516)
532: (537,59.13948059082031) (1246,59.030338287353516)* (1043,58.98769760131836) (2661,58.71885299682617) (1198,58.64550018310547)* (412,58.5758171081543)* (1038,58.52857971191406)* (1045,58.446685791015625)* (1046,58.41797637939453) (816,58.325984954833984)* (209,58.28799057006836) (1186,58.280067443847656) (3247,58.18521499633789) (2652,58.08012008666992) (6453,58.008544921875) (1182,57.9921989440918) (4773,57.896297454833984) (1672,57.895748138427734)* (1181,57.86274719238281) (2839,57.808815002441406)
533: (2934,62.15755844116211) (2054,62.08297348022461) (265,61.88054275512695)* (8844,61.77519226074219) (2076,61.77078628540039) (406,61.50845718383789) (1694,61.361454010009766) (3311,61.353240966796875) (2046,61.338890075683594)* (3874,61.26463317871094) (389,61.253292083740234) (3955,61.106117248535156) (356,61.00217819213867) (3966,60.952449798583984) (479,60.92218780517578) (13164,60.88910675048828) (803,60.85920333862305) (909,60.75360870361328) (1114,60.749053955078125) (1462,60.69935607910156)
534: (67,49.20399856567383)* (67,49.20399856567383)* (157,49.0135612487793) (328,48.66810607910156)* (310,48.65476989746094) (55,48.418212890625) (288,48.277244567871094)* (302,48.06047439575195) (525,47.87761688232422) (377,47.75210952758789) (301,47.6201171875) (190,47.60053634643555) (257,47.57394027709961) (1613,47.554813385009766) (1104,47.53561782836914) (300,47.49784469604492)* (65,47.38669204711914) (65,47.38669204711914) (285,47.364845275878906) (903,47.24884796142578)
535: (300,60.05033874511719) (333,59.99049758911133) (679,59.809959411621094) (344,59.57139205932617) (461,59.56549835205078) (498,59.53467559814453) (701,59.342647552490234)* (288,59.284393310546875) (67,59.24052429199219) (67,59.24052429199219) (2498,59.23693084716797) (295,59.228275299072266) (466,59.10117721557617) (291,59.08466339111328) (951,58.86862564086914)* (542,58.720516204833984) (157,58.576507568359375) (680,58.564239501953125) (321,58.53889846801758) (306,58.520259857177734)
536: (157,56.68633270263672)* (295,56.07762908935547) (302,55.9865837097168) (1244,55.860328674316406) (316,55.846771240234375) (257,55.80851364135742) (306,55.73090362548828) (889,55.55985641479492) (310,55.53110885620117) (951,55.524375915527344) (903,55.49631881713867) (55,55.462501525878906) (291,55.40966796875) (180,55.402828216552734) (378,55.395416259765625) (268,55.346683502197266) (340,55.3448371887207) (538,55.33866500854492) (1249,55.3225212097168) (360,55.31433868408203)
537: (89,62.17238235473633)* (333,61.41763687133789) (377,61.36819076538086) (486,61.349246978759766) (972,61.231937408447266) (524,61.208133697509766) (930,60.975528717041016) (704,60.86308288574219) (680,60.85026168823242) (67,60.83403778076172) (67,60.83403778076172) (295,60.830604553222656) (302,60.82378387451172) (378,60.81255340576172) (674,60.7000846862793) (475,60.50922393798828) (464,60.5037727355957)* (55,60.4739990234375) (528,60.463741302490234) (386,60.43695068359375)
538: (295,52.8888053894043)* (329,52.539161682128906) (349,52.477813720703125) (327,52.46818542480469) (913,52.193485260009766) (484,52.053985595703125) (308,52.01286315917969) (257,51.98726272583008) (317,51.972110748291016) (320,51.94768142700195) (1037,51.92051696777344)* (525,51.90459060668945) (314,51.8517951965332) (333,51.840206146240234)* (161,51.80736541748047) (1613,51.730411529541016) (1444,51.63676071166992) (1449,51.61830520629883) (544,51.52692794799805) (318,51.47108840942383)
539: (1379,53.02033996582031)* (157,52.96335983276367) (1713,52.86708450317383)* (173,52.54451370239258) (55,52.47318649291992) (56,52.3332405090332) (56,52.3332405090332) (1061,52.132869720458984)* (7,52.08443832397461) (187,52.0805778503418) (1075,52.0790901184082) (328,52.015785217285156) (306,51.98786544799805) (77,51.91106033325195) (77,51.91106033325195) (64,51.90904998779297) (64,51.90904998779297) (475,51.90507888793945) (1098,51.88574981689453) (172,51.85963439941406)
540: (59,62.91049575805664)* (3201,61.87013626098633) (1062,61.75688934326172) (4308,61.222511291503906) (1098,61.208717346191406) (1073,61.169742584228516) (997,61.14617919921875) (627,61.12839126586914) (51,60.9963493347168)* (58,60.984745025634766)* (58,60.984745025634766)* (95,60.96546936035156) (599,60.886592864990234)* (1001,60.85388946533203)* (6074,60.80937194824219) (3281,60.80031204223633) (2638,60.798343658447266) (76,60.64105224609375) (76,60.64105224609375) (81,60.40775680541992)
541: (1426,55.719825744628906) (959,55.38217544555664) (917,55.342254638671875) (1513,55.289180755615234) (1372,55.19465637207031)* (733,55.156517028808594) (614,55.1542854309082)* (5844,55.153377532958984)* (857,55.023338317871094) (447,54.905452728271484) (630,54.90250778198242)* (3011,54.88438034057617) (2343,54.83390808105469) (234,54.780479431152344) (1416,54.65904998779297) (4784,54.64773178100586) (1110,54.6455192565918) (554,54.623817443847656) (1413,54.586978912353516) (4251,54.564483642578125)
542: (802,60.85266876220703) (790,60.809349060058594) (300,60.767127990722656) (646,60.6964111328125) (461,60.67760467529297) (292,60.50318145751953) (89,60.47813034057617) (679,60.33261489868164)* (2801,60.277442932128906) (333,60.27545928955078) (466,60.251129150390625) (295,60.23435592651367) (2498,60.2017936706543) (288,60.08918380737305) (302,60.03912353515625) (325,60.00984573364258) (701,60.0) (1428,59.97756576538086) (1453,59.95823669433594) (67,59.944766998291016)
543: (56,51.15922164916992) (56,51.15922164916992) (159,50.57062911987305) (227,50.31718444824219) (441,50.203250885009766) (65,50.19050216674805)* (65,50.19050216674805)* (1098,50.18022537231445)* (228,50.16537857055664) (88,50.16024398803711) (533,50.084346771240234) (969,50.07975769042969) (429,49.99943542480469) (234,49.997501373291016) (81,49.939754486083984) (203,49.800880432128906) (420,49.69661331176758) (226,49.60176086425781) (220,49.52463150024414) (53,49.4835319519043)
544: (2582,59.66218185424805) (210,59.003204345703125)* (2608,58.800689697265625) (1100,58.798160552978516) (1187,58.75788497924805) (199,58.74007797241211) (1195,58.61676025390625) (4387,58.556888580322266) (1162,58.53730773925781) (5966,58.52939224243164) (757,58.52129364013672) (195,58.36386489868164) (6463,58.34328842163086) (1390,58.33449172973633) (440,58.290061950683594) (2815,58.26252365112305) (154,58.19239807128906) (2572,58.096717834472656) (225,58.06815719604492) (3040,58.03155517578125)
545: (475,58.028404235839844) (230,57.29772186279297) (300,57.08291244506836) (966,56.820655822753906)* (209,56.78913116455078)* (466,56.74286651611328) (544,56.43574523925781) (302,56.42620849609375) (344,56.405357360839844) (536,56.39239501953125) (1044,56.38020324707031) (472,56.3610725402832)* (461,56.355716705322266) (295,56.35158157348633) (306,56.3363037109375) (1672,56.33512496948242) (679,56.24372100830078) (464,56.20690155029297) (292,56.107505798339844) (1455,56.0706672668457)
546: (707,64.9507827758789) (920,64.57852935791016) (370,63.9276008605957) (503,63.903648376464844) (843,63.84511184692383) (841,63.782684326171875)* (506,63.738731384277344) (1132,63.73596954345703) (25,63.71046447753906) (936,63.6866455078125) (3940,63.424129486083984) (1104,63.38759231567383)* (15,63.35885238647461) (1206,63.351871490478516) (957,63.35163879394531) (198,63.248695373535156) (5689,63.08694076538086) (504,63.05910873413086) (2654,63.03192138671875)* (163,62.927852630615234)*
547: (154,52.669803619384766) (1131,52.57902908325195) (859,52.5754280090332) (1418,52.51043701171875) (854,52.34602737426758)* (152,52.26792526245117) (441,52.18796157836914) (2493,52.1528205871582) (1216,52.13249969482422) (436,52.10483169555664)* (2473,52.05849838256836) (418,52.05268478393555) (227,51.992164611816406)* (429,51.92691421508789) (512,51.80341339111328) (882,51.67362976074219) (234,51.638492584228516) (199,51.57508087158203) (162,51.57197189331055) (3354,51.56975173950195)
548: (4271,69.61041259765625) (1264,69.07703399658203) (2763,68.41445922851562) (12,68.25157928466797)* (1111,68.2016372680664) (1260,68.09663391113281) (2757,68.06563568115234) (6258,68.01599884033203) (2765,67.83206939697266) (1132,67.7974853515625) (1281,67.75398254394531) (4285,67.75289916992188) (2970,67.74003601074219)* (1992,67.5635986328125) (2750,67.43505096435547) (1521,67.42719268798828) (15,67.36598205566406) (917,67.35177612304688) (47,67.28973388671875)* (1267,67.24784851074219)
549: (735,61.332427978515625) (1412,61.20657730102539) (717,61.12432861328125) (712,61.12220001220703) (2901,60.8896369934082) (1244,60.8841438293457) (728,60.84941864013672) (511,60.7149772644043) (1639,60.701168060302734) (562,60.68854522705078) (599,60.68790817260742) (975,60.57841873168945) (3934,60.517513275146484) (607,60.50565719604492) (1413,60.46282196044922) (2343,60.456661224365234) (3777,60.340606689453125) (706,60.29916000366211) (176,60.271724700927734)* (4541,60.230220794677734)
550: (917,56.75812911987305)* (918,56.2479133605957) (1261,55.18641662597656)* (1974,55.154903411865234) (949,55.100040435791016) (383,55.06211853027344) (706,54.996971130371094)* (1527,54.980934143066406)* (920,54.95185089111328) (854,54.899559020996094) (517,54.869728088378906) (957,54.85089111328125) (503,54.74055480957031) (234,54.68413543701172) (1249,54.60242462158203) (1248,54.58443069458008) (1513,54.55562973022461) (7419,54.535186767578125) (1531,54.51511001586914) (489,54.43401336669922)
551: (230,60.42600631713867) (412,60.08018112182617) (377,59.924171447753906) (1186,59.87540054321289) (540,59.80873107910156) (486,59.78843688964844)* (475,59.755462646484375) (1246,59.5672492980957) (403,59.34337615966797) (537,59.29563522338867) (333,59.19039535522461) (687,59.08113098144531) (536,59.00386047363281) (472,58.95322036743164) (499,58.943748474121094) (89,58.929786682128906)* (538,58.866004943847656) (691,58.85551452636719) (481,58.817935943603516) (1378,58.73298263549805)
552: (401,63.56584167480469) (15290,63.44239807128906) (2103,63.307884216308594) (2100,63.14481735229492) (2093,62.530731201171875) (5087,62.399112701416016) (2096,62.38770294189453) (1915,62.34642028808594) (3552,62.15174865722656) (12811,62.101768493652344) (1865,62.013282775878906) (12801,61.935386657714844) (2098,61.824710845947266) (5110,61.71977233886719) (12798,61.682716369628906) (6995,61.61130905151367) (2116,61.6098518371582) (12816,61.593955993652344) (12795,61.54399490356445) (12796,61.51536178588867)
553: (1613,62.227783203125) (1433,62.15372085571289) (2179,62.14253234863281) (475,62.064208984375) (310,62.051185607910156) (2180,61.71245193481445) (306,61.708858489990234)* (294,61.686927795410156) (329,61.63862609863281) (295,61.57070541381836)* (1009,61.53512191772461) (330,61.50870132446289) (2226,61.49787139892578) (1641,61.41729736328125) (289,61.3679313659668)* (1448,61.287410736083984) (13292,61.27499771118164) (241,61.14814376831055) (907,61.08444595336914) (4309,61.049415588378906)
555: (265,63.120426177978516) (67,62.87397384643555) (67,62.87397384643555) (257,62.611351013183594) (3199,62.59157943725586) (55,62.57014465332031) (800,62.43318557739258) (794,62.36222457885742) (465,62.34748840332031) (299,62.34001541137695) (2024,62.33293533325195) (798,62.252479553222656) (906,62.23505401611328)* (349,62.1512565612793) (674,62.12134552001953) (792,62.12089920043945) (294,62.05014419555664) (701,62.03376388549805) (352,62.017818450927734) (310,61.89714431762695)
556: (527,62.353824615478516) (2923,62.3070068359375) (3057,62.30699157714844) (1613,62.0223274230957) (331,61.95310592651367) (227,61.62499237060547) (617,61.606231689453125) (475,61.42792892456055) (196,61.41487503051758) (3462,61.40431213378906) (981,61.36568069458008) (606,61.36444091796875) (88,61.36117935180664) (266,61.360748291015625) (3673,61.31489944458008) (69,61.29755401611328) (69,61.29755401611328) (271,61.29482650756836) (697,61.26198196411133) (8587,61.250247955322266)
557: (36,68.36628723144531) (930,68.33003997802734) (4137,68.27615356445312) (3217,67.78445434570312) (4138,67.67351531982422) (9,67.53729248046875) (2945,67.41980743408203) (3901,67.4032211303711) (3087,67.34142303466797) (6544,67.33647918701172) (1263,67.22835540771484) (16,67.10761260986328) (3422,67.06826782226562) (1114,67.05593872070312) (2,67.03216552734375) (9144,66.99490356445312) (39,66.93521881103516) (515,66.87902069091797) (875,66.82085418701172) (3197,66.73046875)
558: (67,57.733734130859375)* (67,57.733734130859375)* (77,57.20332717895508) (77,57.20332717895508) (180,57.05260467529297) (258,56.7120246887207) (1464,56.64279556274414) (1000,56.597686767578125) (55,56.38658142089844) (3313,56.37443161010742) (959,56.3501091003418) (51,56.295021057128906) (1076,56.291481018066406) (310,56.1678466796875) (85,56.163169860839844) (1892,56.16062545776367) (1001,56.13029098510742) (155,56.10230255126953) (72,56.0520133972168) (72,56.0520133972168)
559: (735,56.04731369018555)* (212,55.91970443725586) (533,55.501155853271484) (868,55.4124641418457) (1412,55.38043212890625) (511,55.33723449707031)* (554,55.32241439819336) (1639,55.2010498046875) (562,55.192359924316406) (429,55.02774429321289) (5416,54.94554138183594) (159,54.91310119628906) (718,54.875919342041016) (1415,54.846580505371094) (857,54.79488754272461) (715,54.56459045410156) (1426,54.448604583740234) (1244,54.44224548339844) (2855,54.43800735473633) (2786,54.42047119140625)
560: (233,53.63684844970703) (72,53.633121490478516)* (72,53.633121490478516)* (173,53.584434509277344) (190,53.28915786743164) (154,53.256568908691406) (441,52.78946304321289) (1075,52.75570297241211) (70,52.705078125) (450,52.702083587646484) (1098,52.69146728515625)* (81,52.4503173828125) (234,52.40044021606445) (88,52.343685150146484) (229,52.30190658569336) (238,52.26747131347656) (969,52.22986602783203) (65,52.20207977294922) (65,52.20207977294922) (7,52.1092414855957)*
