userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (157,11.638233184814453) (1001,11.373764038085938) (1394,11.122992515563965) (1713,10.931801795959473) (159,10.276026725769043) (156,10.232832908630371) (603,10.231363296508789) (187,10.127117156982422) (172,9.9810791015625) (59,9.789396286010742)* (1790,9.75740909576416) (1061,9.614583015441895) (51,9.42298412322998)* (1062,9.356060981750488) (238,9.347040176391602) (1073,9.316446304321289) (190,9.229035377502441) (429,9.221417427062988) (4153,9.220003128051758) (70,9.199180603027344)*
567: (199,11.329086303710938)* (2277,10.968583106994629) (429,10.334784507751465)* (223,10.27104663848877) (859,9.933834075927734)* (618,9.83309555053711)* (898,9.723386764526367) (1515,9.570626258850098) (1239,9.566720008850098) (219,9.540116310119629) (206,9.482464790344238) (416,9.454728126525879) (615,9.438797950744629)* (1633,9.420957565307617) (424,9.420686721801758) (211,9.30439567565918)* (229,9.287315368652344) (88,9.28534984588623) (1632,9.26783275604248)* (197,9.219412803649902)
568: (227,10.8667573928833) (703,10.742633819580078) (903,9.948831558227539) (3466,9.946070671081543) (157,9.923243522644043) (190,9.618083953857422) (985,9.591238975524902) (962,9.482765197753906) (229,9.44457721710205) (172,9.336925506591797) (689,9.23189926147461) (72,9.155831336975098)* (72,9.155831336975098)* (3057,9.095541000366211) (88,9.076921463012695) (1098,9.057793617248535) (69,9.04235553741455) (69,9.04235553741455) (3460,9.039401054382324) (237,9.01656436920166)
569: (455,10.724189758300781) (1464,10.448534965515137) (913,10.425663948059082) (320,10.322385787963867) (1243,10.296385765075684) (3393,10.001543045043945) (542,9.854772567749023) (3332,9.841985702514648) (316,9.746768951416016) (294,9.687681198120117) (67,9.687336921691895)* (67,9.687336921691895)* (300,9.604108810424805)* (674,9.591279983520508) (89,9.54039192199707)* (523,9.504303932189941) (1775,9.455928802490234) (714,9.443903923034668) (333,9.437159538269043) (340,9.40068244934082)
570: (475,10.697415351867676)* (330,9.582557678222656)* (2179,9.387184143066406) (294,9.027956008911133) (468,9.017312049865723) (1433,8.875679016113281) (1456,8.846837997436523) (1449,8.812324523925781) (915,8.782981872558594) (913,8.745489120483398) (327,8.371593475341797) (7340,8.2433443069458) (527,8.162850379943848)* (314,8.162656784057617) (2220,8.028732299804688) (308,8.026178359985352) (461,7.975511074066162) (3317,7.948907852172852) (13292,7.902090549468994) (484,7.840135097503662)
571: (306,13.562385559082031)* (294,12.234498977661133) (71,11.78739070892334) (71,11.78739070892334) (972,11.644084930419922) (320,11.339515686035156)* (2523,11.272270202636719) (340,11.073533058166504) (302,10.986446380615234) (455,10.968441009521484) (3063,10.912217140197754) (310,10.902162551879883)* (265,10.852389335632324) (523,10.836174964904785) (257,10.759326934814453) (913,10.70638656616211) (157,10.685279846191406) (301,10.588373184204102) (534,10.558427810668945) (641,10.455076217651367)
572: (289,12.465143203735352)* (294,11.372356414794922) (310,10.458843231201172)* (906,10.370131492614746)* (1032,10.324311256408691) (461,10.217982292175293)* (2083,10.178491592407227) (525,10.151567459106445) (532,10.011489868164062) (55,9.961186408996582)* (328,9.945209503173828) (526,9.795560836791992) (523,9.625429153442383)* (329,9.618305206298828) (320,9.571948051452637) (349,9.56766128540039) (2521,9.50658893585205) (689,9.449177742004395) (903,9.433015823364258) (292,9.365351676940918)*
573: (5058,11.29262924194336) (1449,11.04332160949707) (1433,10.867120742797852) (2226,10.143959045410156)* (308,10.027344703674316) (915,9.918169021606445) (331,9.852603912353516) (468,9.750706672668457) (1941,9.578187942504883) (294,9.454972267150879) (13292,9.393622398376465) (6618,9.258950233459473) (2247,9.189115524291992) (1448,9.187053680419922) (8159,9.157767295837402) (1979,9.06183910369873) (1940,8.96529769897461) (2222,8.934693336486816) (1942,8.912459373474121) (913,8.903179168701172)
574: (377,13.283782958984375)* (1246,13.106287956237793) (1046,12.494457244873047) (537,12.416356086730957) (424,11.93807315826416) (1681,11.799381256103516) (412,11.52095890045166) (209,11.48827075958252) (1545,11.374016761779785) (4823,11.294666290283203)* (4832,11.130935668945312) (540,11.114642143249512)* (6196,10.915023803710938) (499,10.89898681640625) (705,10.889585494995117) (687,10.814779281616211) (1406,10.742033004760742) (1186,10.701955795288086) (403,10.655403137207031) (1866,10.609541893005371)
575: (294,11.135438919067383)* (172,11.068544387817383) (903,11.031286239624023) (538,10.491629600524902)* (972,10.370222091674805) (187,10.276836395263672)* (1098,10.160114288330078) (97,10.075401306152344) (475,10.031057357788086)* (3462,9.950662612915039) (3501,9.910000801086426) (3466,9.841673851013184) (180,9.826087951660156) (1464,9.821123123168945) (310,9.809738159179688) (55,9.791440963745117) (71,9.728893280029297) (71,9.728893280029297) (1713,9.67573356628418)* (228,9.647855758666992)
576: (1713,11.633747100830078) (1883,11.515105247497559) (4250,10.922088623046875) (1061,10.875842094421387) (1073,10.766494750976562) (5506,10.377604484558105) (187,10.308000564575195) (72,10.28471565246582) (72,10.28471565246582) (1885,10.259170532226562) (30,10.215020179748535) (1394,10.102446556091309) (997,10.075603485107422) (880,10.03253173828125) (3768,10.012192726135254) (1879,9.951210021972656) (15143,9.936633110046387) (1013,9.936120986938477) (1027,9.856877326965332) (998,9.850288391113281)
577: (3676,10.415721893310547) (420,10.269349098205566) (227,9.8817777633667) (3884,9.744688987731934) (238,9.150872230529785)* (3466,8.99830436706543) (1740,8.740548133850098) (986,8.631901741027832) (70,8.625094413757324) (961,8.599252700805664) (530,8.481698989868164) (1109,8.45728874206543) (157,8.453428268432617) (1384,8.345769882202148) (529,8.330811500549316) (1394,8.32385540008545) (53,8.241815567016602) (53,8.241815567016602) (603,8.172284126281738) (156,8.124329566955566)
578: (1038,11.967254638671875) (1037,10.455092430114746) (1040,10.05302619934082) (2020,9.661484718322754) (1047,9.536665916442871) (3712,9.448065757751465) (1684,9.413824081420898) (403,9.153423309326172) (1246,9.131616592407227) (1198,8.998979568481445)* (289,8.969082832336426) (1043,8.803915977478027)* (700,8.696012496948242) (704,8.643253326416016) (481,8.608607292175293) (1189,8.482083320617676) (523,8.439179420471191) (313,8.353927612304688) (2977,8.32009220123291) (10316,8.16695499420166)
579: (1281,11.836691856384277)* (2961,10.112333297729492) (954,10.065062522888184)* (806,9.83864974975586) (12,9.809377670288086) (949,9.791630744934082) (1339,9.741466522216797) (1522,9.677309036254883) (1521,9.673218727111816) (812,9.616914749145508) (813,9.540051460266113) (1274,9.508676528930664)* (1259,9.385527610778809) (785,9.324164390563965) (198,9.184517860412598) (2143,9.141300201416016) (815,9.10368537902832) (918,9.071561813354492) (1528,8.947203636169434) (5666,8.926764488220215)
580: (1116,10.199971199035645) (190,9.399866104125977) (198,8.999590873718262) (3621,8.966465950012207) (229,8.897970199584961) (1375,8.739141464233398) (412,8.716605186462402) (614,8.692660331726074)* (3616,8.645987510681152) (377,8.531024932861328) (403,8.420852661132812) (489,8.38624095916748) (217,8.385298728942871) (512,8.277938842773438)* (170,8.27419662475586) (1863,8.235897064208984) (1378,8.235871315002441) (88,8.211044311523438) (1118,8.141680717468262) (1179,8.132494926452637)
581: (288,10.651901245117188)* (1464,10.351401329040527) (306,10.343542098999023) (294,10.222110748291016)* (340,9.760668754577637) (67,9.689449310302734)* (67,9.689449310302734)* (349,9.68524169921875) (265,9.677030563354492)* (2523,9.650456428527832) (320,9.618878364562988) (641,9.618429183959961) (3063,9.572893142700195) (71,9.454838752746582) (71,9.454838752746582) (285,9.388458251953125) (972,9.317201614379883) (329,9.225969314575195) (180,9.101716041564941) (913,8.94820499420166)
582: (809,10.942892074584961) (5961,10.77928352355957)* (815,10.552867889404297)* (814,10.293282508850098) (1558,10.219868659973145) (2429,10.15255355834961) (1559,10.058807373046875) (17630,10.03173542022705) (512,10.01932430267334) (17632,9.921460151672363) (3548,9.873259544372559)* (10036,9.747627258300781) (810,9.740549087524414) (4239,9.708931922912598) (2586,9.701448440551758)* (842,9.67478084564209)* (4943,9.63431167602539) (3999,9.522854804992676) (1547,9.483930587768555)* (2847,9.454898834228516)
583: (377,11.011112213134766) (808,10.195577621459961)* (1179,10.150200843811035) (489,10.142345428466797) (2850,10.081605911254883) (497,9.835270881652832) (2847,9.525079727172852) (5966,9.42745590209961) (1044,9.084061622619629)* (1181,9.067838668823242)* (412,9.067383766174316) (1191,8.992416381835938) (499,8.927730560302734)* (830,8.901694297790527) (1196,8.891109466552734) (1188,8.878377914428711) (1091,8.829954147338867) (540,8.826292037963867) (3621,8.810665130615234) (1672,8.807969093322754)
584: (455,9.794586181640625) (892,9.30109691619873) (2442,8.953655242919922) (2467,8.844913482666016) (3466,8.753435134887695) (1447,8.54610824584961) (1772,8.38593578338623) (1459,8.378987312316895)* (2455,8.361650466918945) (575,8.3147554397583) (3081,8.269983291625977) (69,8.18413257598877) (69,8.18413257598877) (1694,8.182827949523926) (3748,8.080707550048828) (355,8.058783531188965) (3460,8.044862747192383) (730,8.00925064086914) (681,7.998809337615967) (945,7.910245418548584)
585: (903,10.761032104492188) (703,10.70974063873291) (3460,10.468181610107422) (230,10.356107711791992) (707,10.24858283996582) (226,10.233532905578613) (229,10.056599617004395) (1166,9.78848934173584) (3462,9.676469802856445) (511,9.49333667755127) (1108,9.356964111328125) (538,9.316683769226074) (1109,9.189606666564941) (1406,9.078346252441406) (1104,9.067033767700195) (959,9.032990455627441) (1106,8.93582534790039) (172,8.718921661376953) (1511,8.691985130310059) (1613,8.568639755249023)
586: (1522,13.444351196289062) (1521,13.403264999389648) (1523,11.961217880249023) (503,11.763097763061523) (841,11.033832550048828) (1259,11.021763801574707) (4290,10.755999565124512) (2758,10.747474670410156) (954,10.582173347473145)* (2749,10.49636459350586) (2774,10.474552154541016) (47,10.346370697021484) (726,10.17410659790039) (12,10.107519149780273)* (1260,10.062806129455566)* (1281,10.058900833129883) (4272,9.873821258544922) (7918,9.800692558288574) (6658,9.718605041503906) (836,9.708589553833008)
587: (489,10.134230613708496) (497,10.131792068481445) (2352,9.942882537841797) (488,9.738577842712402) (707,9.68450927734375) (490,9.50754451751709) (978,9.483142852783203) (614,9.428330421447754) (1873,9.274450302124023) (1145,9.210795402526855) (1044,9.180807113647461) (517,9.062357902526855)* (966,9.005764961242676) (1672,8.978328704833984) (808,8.913756370544434) (1412,8.903098106384277) (1179,8.816309928894043) (226,8.739303588867188) (830,8.567423820495605) (220,8.567200660705566)
589: (306,11.441323280334473) (294,10.409651756286621) (349,9.704130172729492) (320,9.47488784790039) (523,9.460123062133789)* (686,9.447379112243652)* (1032,9.443979263305664) (544,9.438499450683594)* (333,9.390571594238281) (302,9.322749137878418) (528,9.27578067779541) (802,9.228964805603027)* (295,9.214714050292969)* (299,9.214215278625488) (681,9.19045639038086) (543,9.099489212036133) (325,9.070061683654785)* (908,9.063589096069336) (291,9.035600662231445) (679,9.014549255371094)
590: (464,10.781708717346191)* (455,10.553427696228027) (681,10.312546730041504) (704,10.277576446533203) (1246,10.245755195617676) (349,10.207514762878418)* (523,10.146121978759766)* (294,10.143570899963379) (2020,10.134634017944336) (686,10.11270809173584) (1032,10.039957046508789) (320,10.034784317016602) (344,10.008369445800781) (324,10.001059532165527) (802,9.934468269348145) (528,9.918320655822754) (524,9.905014991760254) (680,9.875513076782227) (481,9.854597091674805) (544,9.849145889282227)
592: (157,10.299528121948242)* (289,10.061256408691406) (377,9.803915977478027) (475,9.77244758605957) (972,9.454462051391602) (3462,9.43717098236084) (294,9.184444427490234) (1713,9.175701141357422) (518,9.142690658569336) (172,9.093504905700684) (378,8.758749961853027) (930,8.653334617614746) (288,8.51916790008545) (187,8.451980590820312) (306,8.401412963867188) (489,8.38389778137207) (1797,8.370495796203613) (538,8.360386848449707) (498,8.268911361694336) (529,8.265117645263672)
593: (289,10.774593353271484) (681,9.840287208557129)* (294,9.488218307495117) (349,9.44134521484375) (1037,9.352264404296875) (523,9.283809661865234) (320,9.272125244140625) (466,9.161433219909668)* (318,9.062475204467773) (464,8.946903228759766) (528,8.919427871704102) (701,8.893953323364258)* (544,8.840672492980957) (299,8.779755592346191) (455,8.76443862915039) (704,8.70492935180664) (2020,8.703207969665527) (679,8.683038711547852) (524,8.679256439208984) (295,8.65676498413086)*
594: (614,10.186016082763672) (230,10.14022159576416) (868,9.957239151000977) (1412,9.87444019317627)* (917,9.687627792358398) (2352,9.646126747131348) (227,9.286767959594727) (1873,9.1998291015625) (982,9.18081283569336) (2346,8.929994583129883) (952,8.696098327636719) (533,8.67648696899414) (951,8.56718635559082) (1044,8.557661056518555)* (537,8.551863670349121)* (1351,8.54122543334961) (2343,8.532705307006836) (1406,8.44047737121582)* (843,8.437824249267578) (1145,8.311904907226562)*
595: (918,13.2743558883667)* (917,13.065963745117188)* (1369,13.041929244995117)* (923,11.891679763793945)* (841,11.84142017364502)* (954,11.839592933654785)* (949,11.811727523803711) (846,11.610516548156738) (957,11.589651107788086)* (707,11.542611122131348)* (188,11.510766983032227) (1110,11.354721069335938) (710,11.253623962402344) (198,11.06525993347168) (956,10.7991304397583)* (1535,10.599465370178223) (1360,10.479516983032227) (163,10.396366119384766)* (503,10.390326499938965) (1281,10.360696792602539)
596: (159,12.738714218139648)* (997,12.350921630859375) (72,12.342412948608398)* (72,12.342412948608398)* (1013,12.025115013122559) (1889,11.923325538635254) (59,11.675345420837402)* (2029,11.606281280517578) (1888,11.435675621032715) (867,11.299261093139648) (874,11.26025676727295) (1713,11.240928649902344) (1878,11.203299522399902) (1017,11.12826156616211) (852,11.10884952545166) (3441,11.092598915100098) (61,11.08928108215332) (1073,10.97649097442627)* (2026,10.831787109375) (3201,10.706412315368652)
598: (530,11.092205047607422) (294,10.2625093460083) (525,10.249686241149902) (523,10.147485733032227) (674,10.058753967285156) (306,10.05111026763916) (532,9.991215705871582) (297,9.381146430969238) (972,9.258611679077148) (913,9.084491729736328) (349,8.959061622619629)* (1556,8.916996955871582) (302,8.797438621520996) (524,8.787376403808594) (3466,8.709761619567871) (2020,8.680582046508789) (3193,8.676562309265137) (157,8.657783508300781) (701,8.647222518920898) (320,8.64617919921875)
601: (1110,12.694218635559082) (163,12.518341064453125) (1369,11.480064392089844) (6953,11.032125473022461) (1426,10.963617324829102) (186,10.852651596069336) (3112,10.740723609924316) (7052,10.67210865020752) (1790,10.641216278076172) (4675,10.538204193115234) (1425,10.505425453186035) (841,10.394298553466797) (2339,10.377815246582031) (212,10.226396560668945) (152,10.216851234436035) (2300,10.10750961303711) (6945,10.024428367614746) (9045,10.00953197479248) (3460,9.860739707946777) (959,9.853777885437012)
602: (512,10.400392532348633) (977,10.031481742858887) (1131,9.957897186279297) (1116,9.297837257385254) (3028,9.29161548614502)* (1195,9.277498245239258) (964,9.266016006469727) (605,9.26103401184082) (1118,9.209598541259766) (6906,8.917308807373047) (5966,8.862100601196289) (1858,8.753677368164062) (10449,8.593439102172852) (632,8.571434020996094) (1099,8.52354907989502) (3621,8.516256332397461) (3718,8.455851554870605) (1119,8.442789077758789) (2716,8.440378189086914) (755,8.365721702575684)
603: (88,10.895120620727539) (227,10.707791328430176) (229,10.490164756774902) (154,10.484158515930176) (703,10.425028800964355) (228,10.396523475646973) (199,10.310035705566406) (1515,9.97607421875) (207,9.756415367126465) (2277,9.682596206665039) (217,9.661650657653809) (225,9.521048545837402) (533,9.507747650146484) (614,9.440179824829102) (424,9.434870719909668) (425,9.38692569732666) (868,9.341137886047363) (1116,9.275288581848145) (226,9.24769401550293) (1090,9.181915283203125)
604: (289,13.646450996398926)* (288,13.281661987304688)* (2523,12.056890487670898)* (3063,11.70250129699707) (294,11.250343322753906) (349,11.114337921142578)* (455,11.08852481842041) (320,11.050207138061523) (265,11.001808166503906)* (340,10.994115829467773) (1464,10.90083122253418) (641,10.714869499206543) (701,10.559133529663086)* (310,10.527032852172852)* (972,10.408693313598633) (302,10.31605339050293)* (157,10.290752410888672) (889,10.112350463867188) (1114,10.02383804321289) (316,10.020421981811523)*
605: (88,10.704429626464844) (229,10.410933494567871)* (703,10.279550552368164) (228,10.273398399353027) (1515,10.185144424438477) (154,10.139538764953613)* (2277,10.136334419250488) (424,10.074841499328613) (190,9.932377815246582) (898,9.839308738708496) (225,9.827191352844238) (1424,9.796841621398926) (1106,9.74078369140625) (199,9.681452751159668) (203,9.62247371673584)* (429,9.584628105163574) (436,9.537790298461914) (206,9.479853630065918) (226,9.47745132446289) (3057,9.472088813781738)
606: (1790,11.879079818725586) (163,10.42348861694336) (1118,9.759065628051758) (1110,9.285250663757324) (1119,9.238978385925293) (227,9.233840942382812) (603,9.124716758728027) (503,9.066938400268555) (1369,9.06039047241211) (88,9.005950927734375) (196,8.940756797790527) (512,8.926800727844238) (1109,8.810440063476562) (228,8.71324348449707) (868,8.687592506408691) (846,8.655573844909668)* (632,8.491025924682617) (186,8.443248748779297) (162,8.35979175567627) (841,8.31888484954834)
607: (1521,13.239801406860352) (2758,12.757909774780273) (4272,12.52406120300293)* (8343,12.495038986206055) (7918,12.494246482849121) (5436,12.463360786437988) (1522,12.287531852722168) (18727,12.222288131713867) (13867,12.168357849121094) (18726,12.124432563781738) (9215,12.010018348693848) (8330,11.943635940551758) (18672,11.836629867553711) (6669,11.813755989074707) (6671,11.73383617401123) (9220,11.598889350891113) (8337,11.562163352966309) (8327,11.482431411743164) (6658,11.47538948059082) (8342,11.433552742004395)
608: (1369,10.851457595825195) (1426,10.526443481445312) (4125,9.668191909790039) (1639,9.587145805358887) (2902,9.586490631103516) (163,9.482683181762695) (4127,9.173750877380371) (868,9.017656326293945) (4675,8.915812492370605) (7797,8.896888732910156) (7239,8.879234313964844) (16274,8.871355056762695) (7928,8.85511302947998) (2899,8.737196922302246) (6165,8.668684959411621) (712,8.525046348571777) (18657,8.521615028381348) (1415,8.489445686340332) (1178,8.398637771606445) (613,8.364593505859375)
609: (903,10.515084266662598) (430,10.468489646911621) (690,10.099068641662598) (2277,9.95283031463623) (2083,9.765426635742188) (190,9.75849723815918) (88,9.623671531677246) (1934,9.61251449584961) (1515,9.566311836242676) (546,9.49896240234375) (65,9.393868446350098) (65,9.393868446350098) (2521,9.363536834716797) (548,9.361885070800781) (3057,9.3115816116333) (423,9.30270004272461) (306,9.263605117797852) (288,9.250401496887207)* (207,9.23605728149414) (424,9.201956748962402)
611: (64,11.44365406036377) (64,11.44365406036377) (1983,10.697132110595703) (1075,10.556072235107422) (58,10.334120750427246)* (58,10.334120750427246)* (2083,10.309589385986328) (430,9.97253704071045) (757,9.96522331237793) (1394,9.836359024047852) (81,9.683780670166016) (980,9.63142204284668) (3730,9.602670669555664) (3109,9.572378158569336) (2277,9.566117286682129) (3186,9.557723999023438) (1098,9.509078979492188) (7324,9.423027038574219) (961,9.251052856445312) (423,9.224698066711426)
612: (430,11.75491714477539) (2277,11.704577445983887) (903,11.69149398803711) (690,11.640382766723633) (2083,11.339310646057129) (423,11.316378593444824) (1934,11.1378812789917)* (703,10.921736717224121) (3200,10.803446769714355) (437,10.787169456481934) (2521,10.653257369995117) (697,10.622591972351074) (228,10.59829044342041)* (548,10.53931713104248) (425,10.412939071655273) (3057,10.347628593444824) (1243,10.343145370483398) (1098,10.052253723144531)* (980,10.038301467895508) (1632,9.983314514160156)
613: (227,11.798263549804688) (3112,10.90252685546875) (554,10.607926368713379) (863,10.30335521697998) (630,9.87475299835205)* (202,9.6610107421875) (215,9.57008171081543) (1976,9.163216590881348) (1242,9.156341552734375) (609,9.099504470825195) (226,8.933904647827148) (2277,8.89960765838623)* (1639,8.845141410827637) (205,8.803838729858398) (615,8.72875690460205) (618,8.723588943481445) (562,8.719468116760254) (197,8.709016799926758) (199,8.70352840423584) (4620,8.696589469909668)
614: (377,12.930798530578613) (808,11.541451454162598) (230,11.434469223022461) (488,11.380653381347656)* (2352,11.298242568969727) (1179,11.205735206604004) (412,11.041250228881836) (499,10.8966064453125) (1186,10.837447166442871) (498,10.788009643554688) (1246,10.629761695861816) (1091,10.60638427734375) (486,10.407754898071289) (190,10.35217571258545) (489,10.311233520507812) (501,10.236736297607422) (1406,10.177542686462402) (1854,10.093523025512695)* (536,10.083929061889648)* (490,10.052639961242676)
616: (198,11.517179489135742) (503,11.139287948608398)* (1369,10.970191955566406) (841,10.760095596313477)* (949,10.750624656677246) (1339,10.73353385925293) (854,10.622182846069336) (953,10.225159645080566) (1206,10.174432754516602) (1281,10.16049575805664) (1528,10.128778457641602) (923,9.982765197753906) (855,9.92286491394043) (928,9.836694717407227) (1261,9.772705078125) (856,9.746034622192383) (1338,9.724543571472168) (1257,9.706976890563965) (957,9.659308433532715) (1044,9.486640930175781)*
617: (294,10.556347846984863) (157,10.481732368469238) (1456,10.102354049682617) (906,10.06857967376709) (306,9.91724967956543) (289,9.595527648925781) (2083,9.49979019165039) (331,9.488272666931152) (461,9.2855224609375) (320,9.09576416015625) (545,8.993921279907227) (328,8.956476211547852) (308,8.943071365356445) (330,8.939425468444824) (475,8.934508323669434) (310,8.731650352478027) (1934,8.710326194763184) (526,8.708081245422363) (332,8.5672025680542)* (485,8.53429889678955)
618: (1551,11.13575553894043) (8947,11.046268463134766) (3034,9.546133041381836) (16796,9.521539688110352) (3698,9.482036590576172) (12366,9.323412895202637) (770,9.271857261657715) (14692,9.136612892150879) (3028,9.129022598266602) (3616,9.081615447998047) (3813,9.061589241027832) (16002,9.048652648925781) (3700,9.010035514831543) (3036,9.007643699645996) (11852,8.959388732910156) (3673,8.82370662689209) (11288,8.819601058959961) (16137,8.809243202209473) (4211,8.8070707321167) (10613,8.797077178955078)
619: (1515,12.880212783813477) (1400,11.864645957946777) (1048,10.541656494140625) (2277,10.284696578979492) (199,10.265946388244629) (430,10.164488792419434)* (225,10.125457763671875) (425,10.028421401977539)* (716,9.784246444702148) (210,9.77239990234375) (898,9.652182579040527) (703,9.60885238647461) (3057,9.554574012756348) (2614,9.386701583862305) (1633,9.312936782836914) (969,9.219054222106934) (1239,9.21576976776123) (533,9.131107330322266) (208,9.097582817077637)* (1502,9.093588829040527)
620: (289,11.496335983276367)* (538,11.045088768005371) (306,10.763426780700684)* (377,10.428876876831055) (903,10.010180473327637)* (1104,9.923102378845215) (172,9.594472885131836) (190,9.535024642944336) (3462,9.52519702911377) (3460,9.401800155639648) (972,9.259872436523438) (959,9.116108894348145) (229,8.979974746704102) (915,8.922494888305664) (701,8.902349472045898)* (3063,8.901508331298828) (913,8.847553253173828) (475,8.836803436279297) (2352,8.817039489746094) (230,8.8167724609375)
621: (455,11.335515022277832) (461,10.537549018859863) (306,10.437073707580566) (2523,10.007085800170898) (302,9.55291748046875)* (701,9.50097942352295) (2094,9.458463668823242) (375,9.452303886413574) (1459,9.358322143554688) (320,9.289667129516602) (4923,9.106963157653809)* (310,9.104233741760254) (326,9.021431922912598) (257,9.003167152404785) (1114,8.981372833251953) (679,8.980650901794434)* (972,8.947988510131836) (360,8.947022438049316) (325,8.935354232788086) (374,8.82316780090332)
622: (226,11.917784690856934) (227,11.555983543395996)* (429,10.459195137023926)* (614,10.35724925994873) (512,10.268176078796387) (418,10.187799453735352) (863,9.971208572387695) (159,9.843329429626465)* (868,9.755465507507324) (709,9.746587753295898) (1118,9.627904891967773) (2542,9.543004989624023) (1957,9.510228157043457) (858,9.496955871582031) (1976,9.347827911376953) (718,9.163312911987305) (219,9.125925064086914) (620,9.108328819274902) (88,8.919022560119629) (56,8.845008850097656)
623: (212,13.05585765838623) (1119,12.350921630859375) (1369,12.151039123535156) (1412,11.694716453552246) (917,10.867696762084961) (614,10.809308052062988) (1122,10.603789329528809) (152,10.548954010009766)* (1426,10.299498558044434) (202,10.22549819946289) (607,10.2003755569458) (1425,10.049467086791992) (1125,10.040788650512695) (562,9.88648509979248) (717,9.867749214172363) (1113,9.859386444091797) (863,9.849190711975098) (718,9.837890625) (1639,9.645033836364746) (715,9.641528129577637)
624: (227,12.010793685913086) (190,10.603265762329102) (226,10.34400463104248) (707,10.095191955566406) (1412,10.065323829650879) (614,10.045441627502441) (868,10.022248268127441) (234,9.928465843200684) (220,9.891227722167969) (511,9.563965797424316) (533,9.543237686157227) (917,9.487438201904297) (157,9.487326622009277) (228,9.470556259155273) (172,9.270174026489258) (166,9.07181167602539) (3462,9.003488540649414) (436,8.99133014678955) (65,8.855754852294922) (65,8.855754852294922)
625: (2277,11.297565460205078) (429,10.570414543151855) (196,10.42416763305664) (199,10.211908340454102) (757,9.76643180847168)* (81,9.735353469848633) (618,9.567246437072754) (1400,9.524250984191895) (1424,9.450042724609375) (448,9.37220573425293) (1633,9.339479446411133) (88,9.240302085876465) (3693,9.205731391906738) (420,9.19054126739502) (206,9.177412033081055) (2281,9.150630950927734) (159,9.148811340332031) (1390,9.105921745300293)* (441,9.068470001220703) (1632,9.050638198852539)
627: (1369,12.335769653320312) (1110,11.327664375305176) (868,10.442138671875) (188,10.244466781616211) (918,10.197896957397461) (1412,10.00308895111084) (1119,9.973052978515625) (156,9.967381477355957) (841,9.950136184692383) (957,9.93211555480957)* (152,9.920750617980957) (707,9.869704246520996) (1113,9.749388694763184) (717,9.699427604675293) (1109,9.673004150390625) (607,9.576770782470703) (506,9.575465202331543) (186,9.564705848693848) (157,9.540984153747559) (1118,9.484153747558594)
628: (429,11.941729545593262) (2277,11.482075691223145) (88,11.04344367980957)* (81,11.028324127197266) (228,11.006739616394043) (196,10.852466583251953) (418,10.637823104858398)* (420,10.6188325881958) (227,10.492304801940918) (1098,10.349837303161621) (430,10.270364761352539) (225,10.151206970214844)* (703,10.111390113830566) (425,10.026527404785156) (84,9.908147811889648)* (533,9.833930015563965)* (1062,9.788030624389648) (3057,9.769576072692871) (1075,9.767497062683105) (1106,9.758959770202637)*
629: (1766,11.683828353881836) (1755,10.302400588989258) (533,10.252126693725586) (1515,10.175860404968262) (1239,10.153999328613281) (1775,9.660994529724121) (1761,9.373284339904785) (1764,9.343648910522461)* (709,9.296504020690918) (220,9.274045944213867) (511,9.249798774719238) (718,9.234067916870117) (5441,9.218612670898438) (10418,9.190156936645508) (614,9.116415977478027) (202,9.089079856872559) (3200,9.071091651916504) (932,9.047819137573242)* (230,9.000417709350586) (714,8.980182647705078)
631: (707,11.907922744750977)* (868,11.893280029296875) (163,11.31146240234375) (1412,10.992491722106934)* (220,10.62037467956543) (982,10.601954460144043)* (1249,10.39962387084961) (228,10.181318283081055)* (1369,9.66850757598877) (712,9.58070182800293) (229,9.54478645324707)* (2352,9.505378723144531) (3475,9.495048522949219) (562,9.398627281188965) (951,9.263096809387207) (366,9.241615295410156) (952,9.22041130065918) (157,9.215633392333984) (226,9.2003755569458) (1873,9.154626846313477)*
632: (289,12.793821334838867)* (461,10.611529350280762)* (329,10.482653617858887) (523,10.448518753051758) (349,10.407093048095703)* (320,10.310201644897461) (1032,10.307127952575684) (455,9.890508651733398) (301,9.843032836914062) (679,9.799432754516602) (532,9.718080520629883) (689,9.548274993896484) (1934,9.544268608093262) (71,9.491769790649414) (71,9.491769790649414) (544,9.488632202148438) (318,9.466565132141113)* (328,9.43613338470459) (97,9.403087615966797) (915,9.400883674621582)
633: (2352,11.144271850585938) (412,10.287104606628418) (1246,10.242435455322266) (537,10.086792945861816) (481,10.014754295349121) (1046,9.985112190246582) (808,9.785432815551758)* (488,9.648743629455566) (501,9.545485496520996) (403,9.531149864196777) (1116,9.335015296936035) (540,9.318861961364746) (499,9.286186218261719) (1091,9.233854293823242) (190,9.138496398925781) (2661,9.122963905334473) (687,9.060751914978027) (198,9.055093765258789) (1406,9.053072929382324) (1186,8.999608039855957)
