userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,54.48860549926758) (51,53.69181823730469)* (59,53.14431381225586)* (187,53.137508392333984) (1073,52.83039474487305) (1098,52.69015121459961) (1713,52.43505859375) (2638,52.38718795776367) (3992,52.326019287109375) (511,52.30113220214844) (157,52.18468475341797) (1824,52.175132751464844) (993,52.07918167114258) (4308,52.0689811706543) (1014,52.04991912841797) (715,52.04514694213867) (1072,51.98812484741211) (70,51.943885803222656)* (238,51.941497802734375) (997,51.92046356201172)
506: (1401,57.19818878173828) (32,56.92972946166992) (11031,56.79209899902344) (72,56.71287155151367) (72,56.71287155151367) (6547,56.69459915161133) (1296,56.65530776977539) (7078,56.62820053100586) (1099,56.58979797363281)* (757,56.53408432006836) (4725,56.47515869140625) (1298,56.42123031616211) (8048,56.38951110839844) (39,56.33501052856445) (5709,56.29159164428711) (7326,56.25393295288086) (2,56.245296478271484) (56,56.20478057861328) (56,56.20478057861328) (70,56.12620162963867)
507: (1772,46.23388671875) (12137,46.23289108276367) (572,45.993316650390625) (266,45.80894470214844) (2124,45.65059280395508) (3877,45.47056579589844) (7219,45.450252532958984) (610,45.33311080932617) (2324,45.32268142700195) (7007,45.31797409057617) (1783,45.24980163574219) (69,45.143699645996094) (69,45.143699645996094) (13929,45.11861801147461) (2301,45.05645751953125) (447,44.82396697998047) (1109,44.6656608581543) (7123,44.653160095214844) (73,44.640445709228516) (73,44.640445709228516)
508: (10351,45.706443786621094) (10363,45.16890335083008) (1845,45.15091323852539) (1832,44.531829833984375) (11520,44.196266174316406) (1399,43.89352798461914) (6708,43.87850570678711) (10333,43.78596878051758) (8975,43.74842071533203) (11666,43.74174499511719) (10134,43.71767807006836) (7259,43.622840881347656) (1829,43.583316802978516) (11646,43.580604553222656) (11661,43.52870178222656) (3004,43.52398681640625) (11659,43.37565612792969) (10140,43.362674713134766) (11660,43.359989166259766) (11669,43.34239196777344)
509: (488,52.48759078979492)* (966,52.34767532348633)* (1044,52.1715087890625) (378,52.0869255065918)* (198,51.87657928466797) (486,51.844791412353516)* (1339,51.740474700927734) (405,51.727630615234375) (230,51.611751556396484) (536,51.506587982177734)* (726,51.499874114990234) (2062,51.477474212646484) (371,51.44771194458008) (500,51.41068649291992) (209,51.357059478759766) (1859,51.31009292602539) (707,51.29962921142578) (518,51.278785705566406) (1145,51.22722625732422) (2941,51.174644470214844)
510: (1433,54.17048645019531) (1009,53.4550895690918) (2220,53.25836944580078) (330,53.199703216552734) (1613,53.15096664428711) (4987,52.75341033935547) (475,52.66114044189453) (2500,52.58808898925781) (63,52.566471099853516) (63,52.566471099853516) (3863,52.536685943603516) (310,52.4515266418457) (2226,52.41102981567383) (67,52.409854888916016) (67,52.409854888916016) (1443,52.38056564331055) (1448,52.357948303222656) (4024,52.2730827331543) (278,52.25348663330078) (2905,52.240413665771484)
511: (226,51.169803619384766)* (227,50.73388671875) (199,50.577674865722656)* (709,50.392635345458984)* (233,50.38526916503906) (190,50.38161849975586) (225,50.353546142578125) (429,50.33185577392578) (424,50.2828369140625)* (173,50.240867614746094) (159,50.16426467895508) (229,50.14604568481445)* (418,50.0936164855957) (207,49.984222412109375) (1090,49.921939849853516) (1510,49.84257125854492) (88,49.834510803222656) (203,49.74567794799805) (615,49.598297119140625) (220,49.57797622680664)
512: (377,53.46806716918945) (1044,53.26092529296875)* (500,52.90220642089844) (198,52.804691314697266) (497,52.72496795654297) (815,52.60894775390625) (1104,52.45591354370117) (811,52.430023193359375) (486,52.42906188964844) (7,52.41740036010742) (514,52.30744552612305) (779,52.28335189819336) (813,52.27916717529297) (504,52.223079681396484)* (488,52.147098541259766) (830,52.14309310913086) (953,52.13237762451172) (1179,51.97456741333008)* (1180,51.923255920410156) (930,51.87796401977539)
513: (154,56.23786163330078) (88,54.92861557006836) (226,54.875972747802734)* (418,54.78800964355469) (173,54.69385528564453) (190,54.69102096557617) (233,54.67534637451172) (199,54.62935256958008) (210,54.61309051513672) (969,54.54555892944336) (1090,54.442989349365234) (632,54.403961181640625) (1151,54.390342712402344) (964,54.35784912109375) (709,54.313228607177734) (432,54.28451156616211) (206,54.278892517089844) (196,54.25514221191406) (227,54.2459831237793) (602,54.2373161315918)
514: (300,52.06694793701172)* (289,52.020206451416016) (679,51.916263580322266) (292,51.61101531982422)* (302,51.58793258666992)* (461,51.456790924072266)* (295,51.27336502075195) (55,51.26671600341797) (544,51.066097259521484)* (298,51.02722930908203) (306,50.80086135864258) (680,50.778961181640625) (318,50.72609329223633)* (498,50.68966293334961) (257,50.62538146972656) (360,50.53384780883789) (1459,50.51544189453125) (528,50.489723205566406) (157,50.4179573059082) (2523,50.252445220947266)
515: (6217,54.3128662109375) (618,54.12223434448242) (433,54.11815643310547) (2139,54.10788345336914) (199,53.94110870361328) (629,53.77054214477539) (615,53.635169982910156) (418,53.57636260986328) (217,53.56224060058594) (1155,53.55282974243164) (416,53.5096435546875) (12165,53.498878479003906) (429,53.49741744995117) (604,53.45028305053711) (4448,53.39664840698242) (195,53.38957977294922) (622,53.37163543701172) (898,53.355037689208984) (3693,53.353755950927734) (5414,53.22507095336914)
516: (190,48.20192337036133) (5079,48.04999923706055)* (959,48.01698684692383) (3198,47.982948303222656) (706,47.972721099853516) (377,47.810245513916016) (67,47.79056167602539) (67,47.79056167602539) (289,47.70216369628906) (498,47.69273376464844) (707,47.627403259277344) (157,47.5911865234375) (450,47.587158203125) (298,47.58271408081055) (56,47.565711975097656) (56,47.565711975097656) (72,47.56386184692383)* (72,47.56386184692383)* (333,47.53654861450195) (1104,47.52745056152344)
517: (5048,54.51202392578125) (757,54.4388427734375) (444,54.37617111206055) (137,54.3665657043457) (1971,54.33324432373047) (1953,54.21813201904297) (10014,54.18043899536133) (1961,54.16992950439453) (1167,54.141029357910156)* (1954,54.140811920166016) (748,54.06973648071289) (103,54.023319244384766) (1098,54.022361755371094) (2139,53.959129333496094) (418,53.91503143310547) (3681,53.831878662109375) (2675,53.8294792175293) (697,53.79034423828125) (1964,53.737430572509766) (2535,53.72477340698242)*
518: (300,52.14951705932617)* (679,51.51094055175781)* (544,51.5040168762207) (464,51.49663162231445) (458,51.39491653442383) (790,51.26179122924805)* (306,51.25398635864258)* (646,51.23493957519531) (325,51.22477340698242) (302,51.1151008605957) (704,51.11020278930664) (344,51.089237213134766)* (318,51.08729553222656) (528,50.90569305419922) (681,50.823604583740234) (321,50.76884078979492)* (299,50.73222351074219) (2020,50.72315216064453) (291,50.6631965637207) (1047,50.61035919189453)
519: (1338,52.00606918334961) (841,51.97481155395508) (957,51.951499938964844) (707,51.77207946777344) (923,51.54111099243164) (2838,51.446563720703125) (4161,51.41093444824219) (1347,51.356388092041016) (930,51.15852355957031) (4342,51.143890380859375)* (710,51.03977966308594) (1104,51.03102493286133) (726,51.03044128417969) (1350,50.9847297668457) (937,50.924652099609375) (724,50.92258834838867) (176,50.88264465332031) (6748,50.79427719116211) (517,50.790687561035156) (1044,50.716552734375)
520: (1104,54.50246810913086) (72,54.41678237915039)* (72,54.41678237915039)* (11170,54.275821685791016) (517,54.00935745239258) (1796,53.88644027709961) (3053,53.80401611328125) (1713,53.80082702636719)* (1788,53.62982940673828) (377,53.55968475341797) (234,53.49519729614258) (220,53.42190170288086) (2747,53.42180633544922) (3049,53.389591217041016) (3646,53.36515426635742) (3238,53.36201095581055) (7,53.323524475097656) (13016,53.0946159362793) (6245,53.057090759277344) (6439,53.039676666259766)
521: (412,55.16020202636719) (540,54.57060623168945) (1672,54.16426467895508) (808,53.97507095336914) (2661,53.90849685668945) (501,53.6922607421875) (220,53.67377853393555) (1046,53.66761779785156) (3398,53.65815734863281) (982,53.65361785888672)* (472,53.59281539916992) (687,53.25820541381836)* (1043,53.25128173828125)* (488,53.209877014160156) (6453,53.14725112915039) (424,53.13727951049805)* (5310,53.1102294921875) (497,53.09896469116211) (1182,53.07381820678711) (1406,53.04654312133789)
523: (429,49.81608581542969) (604,49.6027946472168) (154,49.57780456542969) (424,49.55735778808594)* (428,49.49344253540039) (1090,49.464298248291016) (620,49.32905578613281) (1755,49.31978225708008) (203,49.31892395019531) (4444,49.28733825683594) (8642,49.248226165771484) (225,49.21778869628906)* (554,49.185386657714844)* (1515,49.17556381225586) (3391,49.17239761352539) (3112,49.16492462158203) (228,49.1545295715332) (5429,49.09557342529297) (208,49.082862854003906) (863,49.0708122253418)
525: (779,53.87813949584961) (377,53.81794738769531) (816,53.73629379272461)* (540,53.646610260009766)* (412,53.35264587402344) (1246,53.27720642089844)* (486,53.24674987792969) (1186,53.23061752319336) (488,53.094669342041016)* (507,53.057212829589844) (2850,52.702903747558594) (2661,52.67135238647461) (813,52.65150451660156) (830,52.62306594848633) (1044,52.600677490234375) (1188,52.579673767089844)* (475,52.553077697753906) (1678,52.55299377441406) (492,52.53805923461914) (1541,52.50270080566406)
526: (230,52.30242156982422) (234,52.0745849609375) (1672,52.01762008666992)* (377,51.861385345458984) (209,51.710872650146484) (1249,51.526737213134766)* (190,51.45491409301758) (1974,51.34402847290039) (917,51.268287658691406) (1116,51.22923278808594) (1406,51.19881057739258) (808,51.195457458496094) (486,51.19351577758789) (498,51.19200134277344) (614,51.14763641357422) (497,51.09895706176758) (227,51.014583587646484) (1513,50.982704162597656) (1145,50.90120315551758) (537,50.854984283447266)
527: (89,51.42364501953125)* (532,51.115421295166016) (300,50.941505432128906)* (298,50.73347091674805) (67,50.66913604736328)* (67,50.66913604736328)* (306,50.62409210205078) (333,50.574241638183594) (679,50.563236236572266) (2083,50.51803207397461) (352,50.343772888183594) (523,50.23927688598633) (461,50.226402282714844)* (526,50.19492721557617) (701,50.159324645996094) (906,50.09436798095703) (525,50.01765823364258) (548,50.01609802246094)* (291,49.96066665649414) (349,49.80167007446289)
529: (1369,51.14795684814453)* (3445,50.63827133178711) (3436,50.231529235839844) (9345,50.150272369384766) (8555,50.087310791015625) (3011,49.964332580566406) (732,49.83748245239258) (1412,49.825836181640625) (1703,49.80723571777344) (5160,49.79547882080078) (7047,49.756492614746094)* (841,49.75481414794922) (3438,49.74833679199219) (1889,49.67766189575195) (2343,49.6287841796875) (4278,49.55859375) (3444,49.52898025512695) (8423,49.5169563293457) (1531,49.50112533569336) (1264,49.472068786621094)
530: (604,46.007598876953125) (1772,45.988563537597656) (2544,45.89626693725586) (266,45.72180938720703) (2124,45.383514404296875) (3706,45.368080139160156) (12834,45.331241607666016) (3112,45.31897735595703) (903,45.28302764892578) (1424,45.25788497924805) (1519,45.23777770996094) (65,45.17866897583008) (65,45.17866897583008) (221,45.09193801879883) (227,45.08872985839844) (3102,45.08544158935547) (697,45.0629997253418) (715,45.055213928222656) (962,45.0405387878418) (196,44.986915588378906)
531: (89,50.07771682739258)* (288,49.890567779541016)* (292,49.80270004272461)* (679,49.776180267333984)* (544,49.632293701171875) (704,49.486663818359375)* (318,49.21208572387695) (293,48.8733024597168)* (352,48.86603927612305) (1037,48.79404830932617) (1032,48.66902542114258) (680,48.66510772705078) (349,48.61821365356445) (257,48.59890365600586) (328,48.54690170288086) (1456,48.379451751708984) (531,48.36064910888672) (2025,48.29106521606445) (314,48.26814651489258) (1034,48.1669807434082)
532: (1043,54.89537811279297) (1246,54.79643630981445)* (412,54.72584915161133)* (537,54.60676956176758) (209,54.4694709777832) (816,54.29801559448242)* (1046,54.209190368652344) (1182,54.130821228027344) (691,54.048519134521484) (1035,54.014461517333984) (1038,54.012550354003906)* (1541,53.96723937988281) (1186,53.9382438659668) (1181,53.88872146606445) (1045,53.85599899291992)* (1194,53.85319137573242) (1195,53.84575271606445) (2618,53.80522537231445)* (1678,53.7956428527832) (5950,53.73830032348633)*
533: (3311,51.8126106262207) (2934,50.859130859375) (2046,50.781158447265625)* (6710,50.69620132446289) (2054,50.55232238769531) (8308,50.33900451660156) (3307,50.32447814941406)* (157,50.25056076049805) (265,50.08122253417969)* (7232,50.020599365234375) (3966,49.9794807434082) (677,49.889102935791016) (13164,49.88144302368164) (9820,49.829071044921875) (251,49.7687873840332) (253,49.64266586303711) (2076,49.55686950683594) (889,49.36343002319336) (7545,49.33917236328125) (13265,49.321048736572266)
534: (67,50.791988372802734)* (67,50.791988372802734)* (377,50.60052490234375) (157,50.32825469970703) (55,50.268856048583984) (190,50.194786071777344) (486,50.116249084472656) (300,50.09769058227539)* (302,50.06508255004883) (378,50.01646423339844) (328,49.9866943359375)* (310,49.91891098022461) (333,49.884422302246094) (65,49.787452697753906) (65,49.787452697753906) (288,49.7177848815918)* (903,49.5900764465332) (173,49.555206298828125) (498,49.49872589111328) (538,49.472625732421875)
535: (283,49.93772888183594) (300,49.660465240478516) (333,49.534908294677734) (288,49.328468322753906) (714,49.229408264160156) (701,49.217472076416016)* (295,49.174747467041016) (498,49.167144775390625) (67,49.06935119628906) (67,49.06935119628906) (306,48.98613739013672) (679,48.979644775390625) (291,48.95057678222656) (542,48.90589904785156) (1775,48.89988327026367) (344,48.88854217529297) (461,48.86237335205078) (157,48.85062789916992) (2498,48.73912811279297) (3748,48.7341194152832)
536: (157,49.04273223876953)* (378,48.95076370239258) (302,48.91688919067383) (295,48.84911346435547) (306,48.83028030395508) (538,48.74322509765625) (903,48.648040771484375) (714,48.519493103027344) (498,48.455543518066406) (55,48.433536529541016) (966,48.37007522583008) (316,48.35915756225586) (310,48.34531021118164) (291,48.34211730957031) (257,48.235443115234375) (355,48.17219924926758) (65,48.166683197021484) (65,48.166683197021484) (283,48.05345153808594) (475,47.987552642822266)
537: (89,51.221763610839844)* (333,51.04637145996094) (302,50.469390869140625) (704,50.4509391784668) (686,50.37336730957031) (681,50.21691131591797) (295,50.215431213378906) (67,50.17995834350586) (67,50.17995834350586) (318,50.082000732421875) (524,50.02479934692383) (377,50.01311492919922) (378,49.997440338134766) (55,49.99582290649414) (523,49.99162673950195) (291,49.97957229614258) (528,49.962974548339844) (972,49.86860275268555) (680,49.84889221191406) (298,49.83531188964844)
538: (295,52.48073196411133)* (333,52.218902587890625)* (349,51.66208267211914) (544,51.66059112548828) (67,51.54292297363281) (67,51.54292297363281) (314,51.499393463134766) (1037,51.43842697143555)* (257,51.428062438964844) (318,51.411746978759766) (352,51.212615966796875)* (525,51.1529541015625) (327,51.12049865722656) (161,51.11894989013672) (498,51.11252212524414) (704,51.08197784423828) (317,51.052188873291016) (329,51.01495361328125) (325,51.00461959838867) (528,50.936641693115234)
539: (1713,53.225990295410156)* (173,53.10399627685547) (7,52.77409362792969) (1061,52.361053466796875)* (1379,52.26653289794922)* (234,52.10892105102539) (1791,52.10507583618164) (1075,51.95994567871094) (220,51.927913665771484) (229,51.882694244384766) (475,51.76220703125) (198,51.72183609008789) (969,51.681453704833984) (4075,51.62580871582031) (1714,51.61313247680664) (159,51.58770751953125)* (187,51.56816482543945) (157,51.519676208496094) (517,51.497154235839844) (450,51.49235153198242)
540: (3201,52.45407485961914) (1886,51.99580383300781) (1083,51.94936752319336)* (59,51.94038009643555)* (1878,51.894020080566406) (1062,51.578155517578125) (874,51.56086730957031) (3451,51.28453826904297) (3278,51.08985900878906) (1534,51.074398040771484) (5908,51.068809509277344) (3296,51.061119079589844) (599,51.05967712402344)* (8291,51.00475311279297) (3281,50.9958381652832) (5918,50.89460372924805) (2488,50.850555419921875) (2531,50.837684631347656)* (3290,50.819400787353516) (875,50.72291564941406)
541: (1426,48.26331329345703) (614,47.798316955566406)* (917,47.441650390625) (959,47.36492156982422) (857,47.129783630371094) (599,47.10359191894531) (1416,47.003841400146484) (554,46.921592712402344) (234,46.912498474121094) (1372,46.87221908569336)* (511,46.85668182373047) (5844,46.815223693847656)* (1411,46.80718231201172)* (533,46.75666046142578) (1110,46.7056999206543) (436,46.67564392089844) (220,46.63945770263672) (226,46.63506317138672) (733,46.634456634521484) (854,46.611228942871094)*
542: (790,49.09698486328125) (802,48.6197624206543) (461,48.30205535888672) (686,48.23398208618164) (6528,48.232173919677734) (1690,48.18465042114258) (466,48.1478157043457) (292,48.02875518798828) (646,47.960147857666016) (908,47.925411224365234) (300,47.89504623413086) (1034,47.859962463378906) (1453,47.84880065917969) (89,47.846195220947266) (1428,47.80317306518555) (318,47.76731491088867) (679,47.764286041259766)* (523,47.66516876220703) (299,47.65343475341797) (295,47.61361312866211)
543: (65,50.31907653808594)* (65,50.31907653808594)* (228,50.00054931640625) (227,49.79322814941406) (88,49.64975357055664) (533,49.62238311767578) (234,49.55622863769531) (969,49.478939056396484) (159,49.40829849243164) (424,49.3903694152832) (220,49.38020706176758) (56,49.35120391845703) (56,49.35120391845703) (709,49.32387161254883) (1098,49.321258544921875)* (432,49.09013748168945) (1375,49.08390426635742) (1106,49.066810607910156) (226,49.035762786865234) (436,48.889404296875)
544: (5966,57.83983612060547) (2608,57.51157760620117) (1187,57.457767486572266) (2582,57.449302673339844) (757,57.33797836303711) (3621,57.24948501586914) (768,57.23802947998047) (1195,57.22374725341797) (4387,57.13739776611328) (199,57.06053924560547) (779,57.0540771484375) (1100,57.006553649902344) (154,56.988059997558594) (3040,56.93985366821289) (1541,56.915584564208984) (56,56.8375358581543) (56,56.8375358581543) (412,56.829837799072266) (3686,56.793174743652344) (210,56.77903366088867)*
545: (475,49.66899490356445) (209,49.56787872314453)* (230,49.38328170776367) (536,49.00657272338867) (966,48.89574432373047)* (540,48.75758361816406) (1672,48.7573356628418) (1044,48.706451416015625) (472,48.68157958984375)* (403,48.40800476074219)* (300,48.35124206542969) (220,48.328128814697266) (198,48.317996978759766) (65,48.2869873046875) (65,48.2869873046875) (493,48.18936538696289) (499,48.163997650146484) (1145,48.11948013305664) (1905,48.09069061279297) (982,48.01282501220703)
546: (841,53.19002151489258)* (370,52.964813232421875) (707,52.79561233520508) (920,52.6923713684082) (1214,52.47157287597656) (843,52.37096405029297) (506,52.349708557128906) (503,52.26415252685547) (1274,52.19768524169922) (163,52.024593353271484)* (1281,51.842926025390625) (1412,51.78482437133789) (15,51.74428176879883) (1119,51.721832275390625) (2370,51.641265869140625) (1992,51.58127212524414) (25,51.531620025634766) (3940,51.48160171508789) (1369,51.474891662597656)* (2654,51.467247009277344)*
547: (154,55.08993911743164) (1131,54.78845977783203) (854,54.60154342651367)* (1418,54.560272216796875) (200,54.54861831665039) (2493,54.51837158203125) (867,54.39994812011719) (234,54.376976013183594) (227,54.37094497680664)* (868,54.22111892700195) (436,54.183433532714844)* (152,54.11856460571289) (441,54.071441650390625) (4359,54.06031036376953) (206,53.96546173095703) (162,53.960418701171875) (1974,53.95269775390625) (859,53.80470657348633) (159,53.74588394165039) (220,53.68307113647461)
548: (4271,48.86341857910156) (1521,48.570186614990234) (1281,48.26719284057617) (4272,48.07963180541992) (1260,48.025360107421875) (9540,47.94242477416992) (1261,47.91720962524414) (12,47.87785720825195)* (1264,47.871307373046875) (1353,47.868595123291016) (5689,47.72551727294922) (6258,47.60809326171875) (1531,47.574302673339844) (2654,47.488616943359375) (3445,47.349853515625) (4288,47.33450698852539) (917,47.32666015625) (4611,47.323123931884766) (1522,47.31767272949219) (28,47.28620910644531)*
549: (1412,50.895442962646484) (1369,50.44922637939453) (176,50.31327438354492)* (706,50.260231018066406) (2901,50.12254333496094) (1372,50.073368072509766) (2343,50.000511169433594) (2787,49.96318435668945) (975,49.8435173034668) (1244,49.78947830200195) (712,49.76338577270508) (2347,49.73188018798828) (735,49.72000503540039) (1358,49.7128791809082) (728,49.70831298828125) (732,49.689117431640625) (2834,49.58894348144531) (3470,49.53323745727539) (511,49.52809143066406) (928,49.48262405395508)
550: (917,53.32307815551758)* (918,52.96662521362305) (957,51.95475769042969) (503,51.757972717285156) (949,51.69568634033203) (1261,51.5918083190918)* (1281,51.56216049194336) (854,51.42774200439453) (920,51.41437911987305) (383,51.390899658203125) (1527,51.207157135009766)* (1338,51.170936584472656) (2360,50.95994186401367) (706,50.9261474609375)* (1119,50.757843017578125) (163,50.7401008605957) (517,50.710140228271484) (821,50.689613342285156)* (1992,50.63084030151367) (1357,50.60120391845703)
551: (377,55.46118927001953) (230,55.161956787109375) (475,55.03176498413086) (540,54.86983108520508) (486,54.84511184692383)* (403,54.80753707885742) (537,54.59122848510742) (412,54.563392639160156) (499,54.55002212524414) (1186,54.51291275024414) (1378,54.329833984375) (1246,54.28076934814453) (1866,54.18193435668945) (536,54.029109954833984) (1854,53.98251724243164)* (1116,53.95758056640625) (488,53.931575775146484) (220,53.889400482177734) (1375,53.84488296508789) (538,53.769935607910156)
552: (3725,52.4103889465332) (12856,52.33457946777344) (12844,52.213722229003906) (12850,52.09931182861328) (7981,52.034889221191406)* (12851,52.02543640136719) (12860,51.988731384277344) (12857,51.917701721191406) (12848,51.89471435546875) (12839,51.874752044677734) (12853,51.85543441772461) (12840,51.84726333618164) (12849,51.821998596191406) (12852,51.771026611328125) (9755,51.67235565185547) (9760,51.58230972290039) (9754,51.547119140625) (12864,51.30262756347656) (13827,51.273345947265625) (12843,51.237545013427734)
553: (5988,56.77867889404297) (4309,56.64521789550781) (475,56.461997985839844) (3982,56.350826263427734) (4687,56.330909729003906) (7390,56.244441986083984) (327,56.206275939941406) (661,56.04145812988281) (1057,56.03420639038086) (2180,55.94502639770508) (484,55.83265686035156) (295,55.75623321533203)* (328,55.714599609375) (306,55.71171569824219)* (1449,55.65060806274414) (1444,55.64577865600586) (1574,55.56131362915039) (7874,55.5013313293457) (468,55.4271240234375) (330,55.36513900756836)
555: (67,56.42892837524414) (67,56.42892837524414) (55,56.35023498535156) (299,56.294925689697266) (349,56.24599838256836) (352,56.20953369140625) (257,55.969242095947266) (2094,55.8178825378418) (318,55.756351470947266) (386,55.655155181884766)* (306,55.6390266418457) (294,55.634395599365234) (300,55.62388610839844)* (466,55.61317443847656) (323,55.52318572998047)* (701,55.463645935058594) (543,55.42123794555664) (157,55.42103958129883) (461,55.357810974121094) (465,55.331912994384766)
556: (423,55.654396057128906) (1098,55.5867805480957) (757,55.089534759521484) (56,55.065433502197266)* (56,55.065433502197266)* (961,54.972206115722656) (697,54.85927963256836) (1383,54.85127258300781) (703,54.800689697265625) (154,54.771244049072266) (1781,54.75787353515625) (3057,54.645904541015625) (689,54.375606536865234) (81,54.32694625854492) (190,54.2816162109375) (229,54.23703384399414) (3902,54.22808837890625) (8136,54.20882034301758) (4153,54.01781463623047) (2083,54.00049591064453)
557: (6544,50.23549270629883) (1705,49.972312927246094) (515,49.91900634765625) (9,49.673614501953125) (1710,49.644493103027344) (36,49.468040466308594) (9144,49.412532806396484) (16,49.34767532348633) (861,49.3276252746582) (1104,49.302066802978516) (39,49.25715637207031) (1886,49.200531005859375) (233,49.160003662109375) (370,49.10262680053711) (1075,49.08403396606445) (1263,49.049198150634766) (46,49.03584671020508) (1098,49.032806396484375) (3426,49.021522521972656) (2446,48.984947204589844)
558: (180,52.60734176635742) (67,51.59719467163086)* (67,51.59719467163086)* (1464,51.46891403198242) (959,51.33979034423828) (13265,51.096435546875) (258,51.09619903564453) (253,50.99592208862305) (2183,50.878299713134766) (289,50.79307174682617) (2523,50.676937103271484) (792,50.52176284790039) (3966,50.44721984863281) (479,50.43641662597656) (2031,50.433258056640625) (265,50.36067199707031) (3313,50.35517501831055) (455,50.29130172729492) (176,50.25702667236328) (5985,50.25594711303711)
559: (868,49.07272720336914) (735,48.816131591796875)* (1639,48.64076614379883) (1412,48.41876220703125) (511,48.377113342285156)* (857,48.28386306762695) (212,48.28252410888672) (554,48.15748977661133) (533,48.029998779296875) (562,48.019508361816406) (1415,47.98841857910156) (1426,47.92646026611328) (159,47.89173126220703) (614,47.71392822265625) (715,47.691768646240234) (429,47.5937385559082) (234,47.54364013671875) (2855,47.51332473754883) (2786,47.39271545410156) (1244,47.365966796875)
560: (173,53.861087799072266) (233,53.69277572631836) (72,53.55064010620117)* (72,53.55064010620117)* (450,53.49818801879883) (1075,53.47451400756836) (190,53.41325378417969) (154,53.336307525634766) (441,53.05558776855469) (229,52.693382263183594) (70,52.60649108886719) (234,52.568538665771484) (1098,52.5220947265625)* (88,52.48542785644531) (226,52.46116256713867) (757,52.26042556762695) (7,52.23893737792969)* (238,52.19807815551758) (65,52.19274139404297) (65,52.19274139404297)
561: (1544,52.57492446899414) (239,52.14548873901367)* (3318,52.07867431640625) (11067,51.8175163269043) (260,51.72599792480469) (11063,51.633174896240234) (8975,51.626041412353516) (3317,51.57310485839844) (330,51.336578369140625) (273,51.267250061035156) (11069,51.25590896606445) (6387,51.242923736572266) (278,51.22494125366211) (6384,51.0731086730957) (6562,51.056827545166016) (7340,51.055816650390625) (1613,51.01841354370117) (482,51.01839065551758) (1009,50.961036682128906) (8188,50.92632293701172)
562: (2449,52.433868408203125)* (2439,52.08613967895508) (3611,51.85338592529297) (2467,51.8236198425293)* (1489,51.63056564331055) (1462,51.62546920776367) (2451,51.2465705871582) (6529,51.246158599853516) (5087,51.2230110168457) (2457,51.10097885131836) (5627,50.88188171386719) (1694,50.68584442138672) (681,50.37887954711914) (3583,50.314998626708984) (15903,50.30162048339844) (3765,50.189231872558594)* (374,50.17813491821289) (3592,50.142635345458984) (289,50.00013732910156) (679,49.99470901489258)
563: (11935,49.462646484375) (1123,49.45149230957031) (2842,49.079708099365234) (2419,49.07109451293945) (567,49.02131271362305) (212,49.005367279052734) (4780,48.85866165161133) (2265,48.785057067871094) (8594,48.751548767089844) (7148,48.69569778442383) (1220,48.67030334472656) (1160,48.55626678466797) (585,48.50703811645508) (12212,48.49636459350586) (286,48.44746398925781) (609,48.33175277709961) (730,48.31882858276367) (2641,48.30720520019531) (2864,48.29802703857422) (2629,48.18393325805664)
565: (72,54.00921630859375)* (72,54.00921630859375)* (1001,53.587677001953125) (1062,53.36387634277344) (1098,53.27405548095703) (51,52.99064254760742) (1073,52.88131332397461)* (1075,52.65348434448242) (64,52.62206268310547)* (64,52.62206268310547)* (441,52.44318389892578) (7324,52.42169189453125) (6074,52.3524284362793) (154,52.31856918334961) (7885,52.3126335144043) (70,52.27804183959961) (429,52.2484016418457) (1379,52.23294448852539) (3201,52.19699478149414) (84,52.156436920166016)
566: (163,52.6468620300293) (959,52.44839096069336) (1412,52.43954086303711) (159,51.858192443847656)* (1369,51.7605094909668) (227,51.726531982421875)* (1104,51.56776809692383) (190,51.42430114746094) (51,51.401065826416016) (233,51.361324310302734) (511,51.32883071899414) (917,51.31217575073242) (173,51.188568115234375) (706,51.0865592956543) (1534,51.05987548828125) (614,51.028377532958984) (1072,50.85720443725586) (7,50.84349822998047) (533,50.75177001953125) (1122,50.70145034790039)
567: (199,49.96242904663086)* (223,49.487239837646484) (615,49.38886260986328)* (2584,49.37954330444336) (898,49.371986389160156) (629,49.33554458618164) (1390,49.09703063964844) (416,49.053585052490234) (1389,49.02053451538086)* (1239,49.007564544677734) (1976,48.89228820800781) (430,48.840152740478516) (618,48.80849838256836)* (437,48.78944396972656) (229,48.770931243896484) (3621,48.745445251464844) (228,48.73683166503906) (425,48.717735290527344) (445,48.701385498046875) (3258,48.6881103515625)*
568: (1098,49.4737663269043) (58,49.00711441040039) (58,49.00711441040039) (67,48.769630432128906)* (67,48.769630432128906)* (903,48.732177734375) (227,48.72362518310547) (72,48.69203186035156)* (72,48.69203186035156)* (298,48.64518737792969) (229,48.5116081237793) (65,48.50658416748047) (65,48.50658416748047) (1062,48.484806060791016) (159,48.484676361083984) (154,48.466514587402344) (429,48.46645736694336) (689,48.42090606689453) (157,48.23158264160156) (55,48.141597747802734)
