userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,13.564674377441406)* (1001,13.463759422302246) (157,13.009085655212402) (3768,12.665403366088867) (998,12.491379737854004) (511,12.053409576416016) (1072,11.801580429077148) (1014,11.795880317687988) (1073,11.552505493164062) (187,11.229269981384277) (877,11.150175094604492) (59,10.92856502532959)* (1713,10.899521827697754) (238,10.850545883178711) (153,10.82229995727539) (1707,10.732564926147461) (3280,10.726459503173828) (1013,10.550677299499512) (1394,10.457609176635742) (70,10.338756561279297)*
533: (157,12.446584701538086) (265,10.234031677246094)* (465,10.075522422790527) (2523,9.349151611328125) (3060,9.181595802307129) (637,9.176822662353516) (251,9.099515914916992) (6232,8.850170135498047) (3466,8.844732284545898) (5249,8.838848114013672) (2067,8.835800170898438) (1081,8.7124662399292) (787,8.692028045654297) (800,8.675861358642578) (360,8.534953117370605) (2934,8.30422306060791) (906,8.29866886138916) (803,8.28343391418457) (262,8.124068260192871) (479,8.072478294372559)
534: (67,17.99788475036621)* (67,17.99788475036621)* (288,16.5471248626709)* (55,12.195709228515625) (157,11.849491119384766) (300,11.450685501098633)* (302,10.335739135742188) (328,9.458970069885254)* (229,9.386499404907227) (190,9.181236267089844) (65,9.080595970153809) (65,9.080595970153809) (1098,8.703763961791992) (310,8.659796714782715) (291,8.369194030761719) (56,8.360998153686523) (56,8.360998153686523) (301,8.300570487976074) (972,7.775190830230713) (525,7.754302501678467)
535: (288,12.761442184448242) (67,12.653132438659668) (67,12.653132438659668) (701,12.562685012817383)* (300,12.521032333374023) (333,12.434511184692383) (344,11.764762878417969) (498,11.487310409545898) (157,11.379915237426758) (295,11.032102584838867) (291,10.832627296447754) (679,10.69671630859375) (265,10.121933937072754) (283,9.877503395080566) (461,9.702106475830078) (523,9.55078125) (951,9.446157455444336)* (466,9.36612319946289) (311,9.344703674316406) (304,9.299598693847656)
536: (295,17.27631187438965) (157,14.342551231384277)* (65,12.654256820678711) (65,12.654256820678711) (257,12.61584186553955) (55,12.40629768371582) (466,12.096536636352539) (498,11.825061798095703) (291,11.704383850097656) (306,11.583847999572754) (302,11.567310333251953) (344,11.460375785827637) (349,11.433492660522461) (903,11.169764518737793) (461,10.916003227233887) (378,10.510468482971191) (265,9.90174674987793) (310,9.773269653320312) (1464,9.748117446899414) (475,9.731382369995117)
537: (89,17.2011775970459)* (295,14.3445463180542) (333,12.857305526733398) (67,11.579843521118164) (67,11.579843521118164) (475,11.343092918395996) (686,10.254989624023438) (377,10.08173942565918) (325,9.867192268371582)* (291,9.334025382995605) (464,9.275850296020508)* (349,9.187097549438477) (302,9.048815727233887) (458,8.92458724975586) (55,8.91806697845459) (190,8.876445770263672) (681,8.431070327758789) (299,8.42119026184082) (230,8.410758972167969) (1032,8.394028663635254)
538: (295,18.431665420532227)* (67,14.915761947631836) (67,14.915761947631836) (333,12.900064468383789)* (349,12.689149856567383) (257,11.0322904586792) (686,10.567655563354492)* (352,10.439471244812012)* (331,10.257895469665527) (525,10.042247772216797) (318,9.967967987060547) (325,9.814841270446777) (314,9.717711448669434) (298,9.69536304473877) (1037,9.59218978881836)* (332,9.394700050354004) (329,9.10732650756836) (903,8.949334144592285) (2083,8.893848419189453) (485,8.891183853149414)
539: (173,12.396988868713379) (229,11.712964057922363) (157,10.620769500732422) (159,10.228635787963867)* (55,10.20258903503418) (1713,9.763274192810059)* (292,9.587068557739258) (56,9.333573341369629) (56,9.333573341369629) (306,9.327444076538086) (289,9.067230224609375) (187,8.88482666015625) (959,8.832494735717773) (1014,8.801145553588867) (1098,8.551950454711914) (511,8.543218612670898)* (1075,8.485158920288086) (172,8.376835823059082) (7,8.050750732421875) (1379,7.901829719543457)*
540: (59,15.633407592773438)* (51,12.991559982299805)* (599,12.71410846710205)* (1062,12.361336708068848) (3201,11.91177749633789) (1075,11.876155853271484)* (441,11.833126068115234) (1837,11.802275657653809) (1089,11.473520278930664) (858,11.363080024719238) (423,11.187323570251465)* (3279,11.12829303741455)* (862,11.067968368530273) (416,11.057884216308594) (3884,10.928375244140625) (4308,10.68520450592041) (1886,10.618078231811523) (609,10.586926460266113) (98,10.540586471557617)* (757,10.52964973449707)
541: (959,12.953704833984375) (917,11.097127914428711) (599,10.893325805664062) (1244,10.64400863647461) (1426,10.582199096679688) (554,10.427982330322266) (2265,10.417973518371582) (1372,10.03927993774414)* (1110,9.886133193969727) (614,9.667335510253906)* (1416,9.57255744934082) (1513,9.531990051269531) (1413,9.44287109375) (2787,9.435672760009766) (732,9.267561912536621) (3481,9.193803787231445) (1249,9.121935844421387)* (2624,9.118803977966309) (1810,9.017648696899414) (857,9.001194953918457)
542: (89,17.427791595458984) (67,13.217483520507812) (67,13.217483520507812) (288,12.44297981262207) (679,12.417966842651367)* (190,11.818585395812988) (333,11.806388854980469) (344,11.35418701171875) (217,10.920034408569336) (300,10.857830047607422) (55,10.10754108428955) (701,9.88976764678955) (292,9.830524444580078) (3057,9.723251342773438) (466,9.297676086425781) (229,9.106529235839844) (548,9.088632583618164) (295,9.07995891571045) (182,9.042802810668945) (298,8.931571960449219)
543: (159,15.172836303710938) (65,13.206283569335938)* (65,13.206283569335938)* (238,12.77411937713623) (1098,12.569232940673828)* (56,12.374974250793457) (56,12.374974250793457) (441,11.764226913452148) (450,11.578390121459961) (227,11.419090270996094) (757,11.403722763061523) (1075,10.883495330810547) (228,10.878101348876953) (59,10.478989601135254) (81,10.250289916992188) (172,10.161603927612305) (486,10.144083976745605) (487,9.999994277954102) (969,9.965749740600586) (3186,9.956321716308594)
544: (154,19.556499481201172) (207,15.985004425048828) (190,15.244783401489258) (229,14.915191650390625) (412,14.69798469543457) (757,14.046567916870117) (173,13.380825996398926) (425,12.710733413696289) (225,12.678123474121094) (210,12.532828330993652)* (432,12.452754020690918) (1090,12.059940338134766) (7665,11.936649322509766) (2815,11.845309257507324) (228,11.835857391357422) (1378,11.833763122558594) (2582,11.549707412719727) (419,11.357499122619629) (1983,11.233663558959961) (2587,11.133888244628906)
545: (300,16.174877166748047) (466,13.702582359313965) (292,12.331335067749023) (295,11.339188575744629) (209,11.110847473144531)* (302,10.879756927490234) (518,10.84216022491455)* (306,10.530781745910645) (65,10.464791297912598) (65,10.464791297912598) (67,10.433998107910156) (67,10.433998107910156) (230,10.375913619995117) (704,10.244938850402832) (966,10.239377975463867)* (1044,10.236893653869629) (540,10.023731231689453) (701,10.00514030456543) (461,9.950125694274902) (493,9.909927368164062)
546: (841,17.22823715209961)* (707,13.217020988464355) (163,13.21490478515625)* (920,12.321096420288086) (1214,12.060659408569336) (15,11.939764022827148) (1369,11.230690002441406)* (1281,11.20554256439209) (1274,11.122309684753418) (821,10.919389724731445) (370,10.558197021484375) (503,10.546539306640625) (957,10.280691146850586) (1992,10.199207305908203) (2970,10.195062637329102) (1259,10.166008949279785) (25,10.000463485717773) (837,9.97745418548584) (943,9.942032814025879) (1276,9.9127836227417)
547: (154,7.934106826782227) (227,7.765833854675293)* (854,7.499741077423096)* (152,6.886606693267822) (1131,6.545867443084717) (863,6.486877918243408) (859,6.433070182800293) (868,6.207663059234619) (206,6.161959648132324) (234,6.11226749420166) (436,5.982680797576904)* (441,5.925477981567383) (1206,5.843719482421875) (215,5.841432094573975) (1974,5.640948295593262) (1118,5.542072296142578) (630,5.5265398025512695) (1814,5.478450775146484) (1426,5.407275676727295) (1513,5.360905170440674)
548: (1281,17.538707733154297) (15,17.311206817626953) (12,16.998363494873047)* (2765,16.52924919128418) (821,16.121870040893555) (4271,16.081226348876953) (917,15.339957237243652) (47,14.962292671203613)* (503,14.483475685119629) (1992,14.467228889465332) (1521,14.415959358215332) (2970,14.236017227172852)* (923,14.037510871887207) (1261,13.888009071350098) (954,13.826521873474121) (1535,13.49927043914795) (2966,13.471416473388672) (4275,13.424654006958008) (1353,13.39944839477539) (824,13.330397605895996)
549: (1412,16.265432357788086) (706,11.184181213378906) (735,11.163230895996094) (1369,10.916999816894531) (511,10.791078567504883) (599,9.911903381347656) (533,9.785301208496094) (1639,9.736289978027344) (4251,9.527103424072266) (1244,9.469324111938477) (562,9.397462844848633) (2343,9.253064155578613) (1372,8.806504249572754) (1513,8.729239463806152) (951,8.538352012634277) (234,8.518365859985352) (220,8.497156143188477) (712,8.455113410949707) (1358,8.452531814575195) (2342,8.445770263671875)
550: (917,19.057109832763672)* (918,16.872478485107422) (503,16.133920669555664) (1214,16.01262664794922) (920,14.835870742797852) (163,14.65994644165039) (15,14.640263557434082) (1281,14.074135780334473) (821,14.073387145996094)* (1338,13.90341854095459) (517,13.807588577270508) (957,13.436857223510742) (812,13.395419120788574) (1992,13.244915008544922) (706,13.210649490356445)* (2961,13.085250854492188) (25,13.059576034545898) (2963,13.05027961730957) (234,13.030268669128418) (953,12.909364700317383)
551: (377,8.783120155334473) (486,8.197025299072266)* (488,8.164114952087402) (497,7.642477512359619) (537,7.437294006347656) (540,7.177064418792725) (378,7.1457929611206055) (230,7.012714385986328) (1378,6.965618133544922) (333,6.880066871643066) (1246,6.681090354919434) (1854,6.583142280578613)* (493,6.54991340637207) (499,6.533005237579346) (89,6.081450462341309)* (536,5.977012634277344) (1470,5.969613552093506) (2014,5.853745460510254) (1044,5.816122055053711) (982,5.702933311462402)
552: (12434,24.270872116088867) (12439,23.353212356567383) (8625,23.02695083618164) (6228,22.969823837280273) (1035,22.650951385498047) (9591,21.91612434387207) (4937,21.825777053833008) (9804,21.477092742919922) (8621,21.473602294921875) (12435,21.40699577331543) (12433,21.406246185302734) (12471,21.32101821899414) (12469,21.286924362182617) (1201,21.23774528503418) (12432,21.188945770263672) (6837,21.093366622924805) (12446,21.078176498413086) (12441,20.97587776184082) (12472,20.923357009887695) (12455,20.895309448242188)
553: (295,11.683109283447266)* (89,11.548042297363281) (5249,10.608451843261719) (289,9.922683715820312)* (641,9.341607093811035) (55,8.991504669189453) (792,8.626219749450684) (1475,8.391694068908691) (701,8.23738956451416) (292,7.977258682250977)* (787,7.90383768081665) (475,7.670492649078369) (7846,7.447288990020752) (637,7.347402095794678) (258,7.288450241088867) (1464,7.1765851974487305) (257,7.167986869812012) (972,7.150238037109375) (1613,7.030282974243164) (375,7.000739097595215)
555: (701,11.884259223937988) (67,11.875509262084961) (67,11.875509262084961) (257,10.88074016571045) (349,10.539907455444336) (300,10.463651657104492)* (465,10.413436889648438) (311,10.25927448272705) (265,9.94094181060791) (299,9.869568824768066) (291,9.71526050567627) (325,9.603131294250488) (55,9.47788143157959) (674,9.477825164794922) (523,9.403913497924805) (686,9.293924331665039) (323,9.272113800048828)* (294,9.175710678100586) (310,9.168722152709961) (792,9.111489295959473)
556: (154,13.530954360961914) (217,12.70971393585205) (227,12.587913513183594) (229,11.93218994140625) (190,11.652385711669922) (3057,11.648265838623047) (1390,11.630525588989258) (498,11.449772834777832) (898,11.40539836883545) (1098,11.271204948425293) (1609,11.172597885131836) (89,11.018030166625977) (757,11.004316329956055) (548,10.813462257385254) (81,10.70681381225586) (416,10.576996803283691)* (425,10.544632911682129) (1155,10.352344512939453) (210,10.335556983947754) (3902,10.247428894042969)
557: (9,15.308151245117188) (30,15.017641067504883) (522,14.285533905029297) (233,14.233856201171875) (515,14.143651008605957) (1104,13.641249656677246) (190,13.53930377960205) (3087,12.910683631896973) (3184,12.871696472167969) (16,12.805885314941406) (153,12.524941444396973) (2,12.367650985717773) (7078,12.168907165527344) (75,12.12579345703125) (75,12.12579345703125) (1297,11.997106552124023) (1714,11.980023384094238) (36,11.838788986206055) (5670,11.819652557373047) (861,11.797002792358398)
558: (67,14.430703163146973)* (67,14.430703163146973)* (89,14.101299285888672) (289,12.351078033447266) (55,10.522272109985352) (190,10.187827110290527) (292,9.757989883422852) (679,9.554784774780273) (701,8.945281982421875)* (288,8.814895629882812) (302,8.618681907653809) (187,8.100824356079102) (295,8.080940246582031) (3466,7.7653489112854) (333,7.684579849243164) (291,7.640604019165039) (511,7.63018274307251) (72,7.510011196136475) (72,7.510011196136475) (3057,7.4881157875061035)
559: (1412,13.699560165405273) (735,11.090612411499023)* (212,10.65654182434082) (868,10.211946487426758) (1244,9.74491024017334) (1415,9.362103462219238) (511,9.125054359436035)* (316,8.659868240356445) (157,8.629327774047852) (533,8.354127883911133) (562,8.17279052734375) (1249,8.093437194824219) (234,7.999361038208008) (614,7.921327590942383) (554,7.92103385925293) (1369,7.905492782592773) (728,7.87204647064209) (734,7.847292900085449) (715,7.846524715423584) (718,7.836115837097168)
560: (72,18.992351531982422)* (72,18.992351531982422)* (154,13.397299766540527) (190,12.31932258605957) (173,12.122979164123535) (233,10.798532485961914) (59,10.073118209838867)* (238,10.009821891784668) (3768,9.871540069580078) (441,9.441288948059082) (81,9.315423011779785) (229,9.193699836730957) (1075,8.87895393371582) (64,8.777194023132324) (64,8.777194023132324) (757,8.761892318725586) (30,8.646902084350586) (70,8.639498710632324) (1376,8.450057983398438) (170,8.343045234680176)
561: (6626,10.47224235534668) (5238,10.34634780883789) (4344,10.286399841308594) (3318,10.156370162963867) (1596,9.792469024658203) (10608,9.562858581542969) (2226,9.51183032989502) (1613,9.508686065673828) (1433,9.463971138000488) (7340,9.382808685302734) (331,9.324079513549805) (4696,9.28593921661377)* (1641,9.2351655960083) (1448,9.190770149230957) (8372,9.153778076171875) (287,9.117547035217285) (9905,9.018856048583984) (1440,8.939462661743164) (6562,8.867243766784668) (9907,8.821781158447266)
562: (2439,16.048381805419922) (1459,15.757107734680176) (227,15.33139419555664) (311,15.252639770507812) (289,14.818290710449219) (679,14.26571273803711) (342,13.980229377746582) (1447,13.906074523925781) (265,13.875411033630371) (3598,13.767345428466797) (3489,13.716069221496582) (333,13.626370429992676) (3081,13.320667266845703) (681,13.306504249572754) (701,13.226536750793457) (1684,13.039982795715332) (3466,12.817707061767578) (257,12.810007095336914)* (2467,12.799253463745117)* (89,12.769796371459961)
563: (163,17.29159927368164) (748,13.468422889709473) (418,12.391804695129395) (610,11.533551216125488) (212,11.37982177734375) (1109,10.951713562011719) (735,10.764629364013672) (2864,10.67913818359375) (2312,10.529294967651367) (2300,10.501537322998047) (2902,10.378250122070312) (1412,10.243355751037598) (613,10.141228675842285) (2896,10.061066627502441)* (4675,10.058128356933594) (1411,9.70425033569336) (6176,9.685256958007812) (266,9.469183921813965) (4790,9.444221496582031) (196,9.352535247802734)
565: (72,27.367324829101562)* (72,27.367324829101562)* (51,14.62930679321289) (227,14.173681259155273) (511,13.288379669189453) (1001,13.046635627746582) (229,12.566429138183594) (99,11.84623908996582) (1062,11.583001136779785) (154,11.491485595703125) (1014,11.317591667175293) (157,11.1905517578125) (65,10.99146556854248) (65,10.99146556854248) (441,10.597338676452637) (959,10.457140922546387) (993,10.257743835449219) (998,10.146689414978027)* (429,10.126846313476562) (89,9.981410026550293)
566: (163,12.0286865234375) (1104,10.741674423217773) (159,9.856435775756836)* (190,9.830351829528809) (173,9.80780029296875) (233,9.04800033569336) (959,8.866342544555664) (517,8.234204292297363) (1534,8.196622848510742) (30,8.024584770202637) (1369,7.935701370239258) (1099,7.9315009117126465) (1412,7.879415035247803) (854,7.833616733551025)* (152,7.581299781799316) (917,7.478538513183594) (1083,7.426358699798584) (1118,7.40383243560791) (227,7.333033561706543)* (511,7.3009796142578125)
567: (416,13.265083312988281) (615,13.1334867477417)* (199,13.101045608520508)* (618,12.814791679382324)* (757,12.451566696166992) (425,12.260540008544922) (632,12.061853408813477) (207,11.82236099243164) (412,11.41440200805664) (3057,11.22618579864502) (604,11.026132583618164) (1098,10.994998931884766) (1239,10.987385749816895) (429,10.946798324584961)* (197,10.857276916503906) (231,10.792078018188477) (703,10.747285842895508) (229,10.715666770935059) (445,10.673566818237305) (2277,10.641082763671875)
568: (67,16.93882942199707)* (67,16.93882942199707)* (72,15.402064323425293)* (72,15.402064323425293)* (227,14.309810638427734) (157,11.21893310546875) (55,11.175872802734375) (229,11.14162540435791) (65,10.627373695373535) (65,10.627373695373535) (903,10.246458053588867) (1098,9.681218147277832) (289,9.041873931884766)* (190,9.001436233520508) (167,8.674698829650879) (154,8.635660171508789) (292,8.54206371307373) (159,8.532801628112793) (889,8.478201866149902) (58,8.473469734191895)
569: (89,13.489875793457031)* (67,12.90853214263916)* (67,12.90853214263916)* (300,12.78233814239502)* (333,11.883864402770996) (344,11.247047424316406) (1775,10.949460983276367) (3332,10.489151954650879) (342,10.477027893066406) (291,10.338111877441406) (227,10.282012939453125) (3393,10.103275299072266) (1459,10.099827766418457) (889,10.076346397399902) (311,10.045700073242188) (316,10.007316589355469) (523,10.007163047790527) (97,9.897497177124023) (542,9.846997261047363) (1243,9.656720161437988)
570: (67,11.168879508972168) (67,11.168879508972168) (5249,10.763875007629395) (475,10.218997955322266)* (2179,10.187820434570312) (652,9.641935348510742) (2220,9.46202278137207) (262,9.405586242675781) (1475,9.149654388427734) (285,8.703166961669922) (641,8.455791473388672) (4566,8.264827728271484) (279,8.226163864135742) (375,8.136065483093262) (1576,8.058536529541016) (2515,8.031158447265625) (3500,8.015892028808594) (1464,7.572344779968262) (789,7.568038463592529) (792,7.29144287109375)
571: (300,15.319023132324219)* (302,12.477100372314453) (306,12.40288257598877)* (466,12.31640911102295)* (157,12.188360214233398) (257,12.000720977783203) (291,11.875638961791992) (461,10.800889015197754) (294,10.612854957580566) (301,10.585977554321289) (310,10.353164672851562)* (298,9.987183570861816)* (352,9.874836921691895) (325,9.867172241210938) (161,9.756763458251953) (686,9.714546203613281) (344,9.67510986328125) (903,9.66305160522461) (544,9.610368728637695) (328,9.605045318603516)
572: (289,15.901653289794922)* (292,15.03632926940918)* (55,11.946026802062988)* (333,9.764747619628906) (349,9.609390258789062) (903,9.20254135131836) (291,9.189494132995605) (301,8.592589378356934) (461,8.550252914428711)* (525,8.386173248291016) (1243,8.364917755126953) (352,8.349120140075684)* (310,8.169818878173828)* (523,8.1316556930542)* (485,8.058155059814453) (328,8.04248046875) (323,7.94001579284668) (97,7.900973796844482)* (294,7.785784721374512) (544,7.637049674987793)
573: (67,10.712804794311523) (67,10.712804794311523) (157,10.325101852416992) (72,9.896308898925781) (72,9.896308898925781) (331,9.403923034667969) (375,8.79298210144043) (262,8.728918075561523) (285,8.440268516540527) (295,8.35341739654541) (5238,8.348082542419434) (2220,8.285404205322266) (2101,8.246434211730957) (1009,8.021608352661133) (288,7.94752311706543) (279,7.918079853057861) (907,7.917189598083496) (5249,7.569579601287842) (4566,7.480928897857666) (1641,7.471904754638672)*
574: (1681,20.07904052734375) (1545,17.40900421142578) (707,16.925785064697266)* (377,16.12333106994629)* (932,15.537930488586426) (705,15.15245532989502) (2080,15.002342224121094)* (1249,14.612306594848633)* (1775,14.460378646850586) (4823,14.441534042358398)* (3928,14.377632141113281) (8728,14.35993480682373) (917,14.179986953735352) (1412,14.128643989562988) (1672,13.977428436279297) (951,13.855283737182617) (3376,13.841021537780762) (3743,13.798330307006836) (1406,13.589067459106445) (1046,13.584840774536133)
575: (55,14.20521354675293) (292,14.19589614868164)* (295,13.585064888000488) (229,13.445792198181152) (65,13.061387062072754) (65,13.061387062072754) (300,11.370382308959961) (173,11.047281265258789) (302,10.9907865524292) (1098,10.925220489501953) (1001,10.894088745117188) (56,10.565969467163086) (56,10.565969467163086) (227,10.116546630859375) (903,9.857954025268555) (228,9.792418479919434) (159,9.325706481933594) (51,9.17652416229248) (291,9.143033027648926) (972,9.116751670837402)
576: (72,11.674755096435547) (72,11.674755096435547) (154,10.502713203430176) (229,10.094688415527344) (190,9.583740234375) (475,9.504499435424805) (56,9.358752250671387) (56,9.358752250671387) (3861,9.08599853515625) (65,9.058719635009766) (65,9.058719635009766) (3693,8.889959335327148) (70,8.748287200927734) (1130,8.657118797302246) (1396,8.637282371520996) (8390,8.562246322631836) (1098,8.45196533203125) (238,8.441488265991211) (1405,8.438787460327148) (1390,8.358867645263672)
577: (227,15.5476713180542) (173,11.887724876403809) (229,11.461197853088379) (599,11.358570098876953) (190,11.320844650268555)* (65,10.851590156555176) (65,10.851590156555176) (238,10.843782424926758)* (1001,10.482011795043945) (511,9.98177719116211) (627,9.935929298400879) (1073,9.678685188293457)* (56,9.441953659057617) (56,9.441953659057617) (1061,9.360036849975586) (576,9.087207794189453) (748,9.013589859008789) (5890,9.009284973144531) (51,9.005395889282227)* (1394,8.994446754455566)
578: (333,12.953351974487305) (1188,11.112322807312012) (89,10.241649627685547) (3078,9.968191146850586) (1043,9.88003158569336)* (289,9.395718574523926) (687,9.304125785827637)* (2439,9.230358123779297) (377,9.143508911132812) (325,9.085923194885254)* (679,9.062627792358398) (1045,8.971227645874023) (475,8.937385559082031) (816,8.871537208557129)* (1185,8.861701965332031) (1678,8.804102897644043) (691,8.77197551727295) (412,8.714725494384766) (2618,8.602670669555664) (5950,8.563617706298828)
579: (1281,18.112064361572266)* (12,16.730457305908203) (1276,15.930854797363281) (1259,15.556987762451172) (839,14.956823348999023) (4273,13.831007957458496) (47,13.805835723876953) (1992,13.692975997924805) (954,13.495455741882324)* (824,13.350940704345703) (2963,13.295801162719727) (1521,13.27635383605957) (2961,13.273599624633789) (1261,13.213568687438965) (922,13.212505340576172) (947,13.130413055419922) (1260,13.101489067077637) (4271,13.045567512512207) (5126,12.675263404846191) (1522,12.560561180114746)
580: (412,8.557795524597168) (234,8.296965599060059) (4821,7.883455276489258) (4189,7.793704032897949) (1645,7.555931568145752) (220,7.519496917724609) (1974,7.5175628662109375) (198,7.098753929138184) (2576,6.9204277992248535) (1046,6.909901142120361) (614,6.612969875335693)* (1672,6.584530830383301) (3398,6.545526027679443) (227,6.5346503257751465) (331,6.465791702270508) (779,6.442364692687988) (475,6.4372358322143555) (207,6.296453475952148) (1206,6.28678035736084) (816,6.2627973556518555)
581: (67,12.840522766113281)* (67,12.840522766113281)* (72,9.921463012695312) (72,9.921463012695312) (1464,8.72612476348877) (5249,8.000231742858887) (641,7.974277496337891) (475,7.872406959533691) (1613,7.676721572875977) (378,7.435165882110596) (1104,7.24648904800415) (389,7.243622779846191) (375,7.1716766357421875) (930,7.107604026794434) (89,7.100948333740234)* (285,7.086143493652344) (227,7.0039215087890625) (77,6.983007431030273) (77,6.983007431030273) (288,6.972577095031738)*
582: (816,14.69430923461914)* (1541,14.440217018127441)* (1188,14.274496078491211) (1192,13.796834945678711) (2586,13.672533988952637)* (1547,13.04224967956543)* (2187,12.924443244934082) (1853,12.845468521118164) (825,12.762920379638672) (815,12.700233459472656)* (809,12.646358489990234) (2204,12.410893440246582) (818,12.319500923156738) (4504,12.263357162475586) (2203,12.241949081420898) (1185,12.18272590637207) (412,12.07485580444336) (850,12.063070297241211) (3997,11.968320846557617)* (829,11.948829650878906)
583: (412,11.312553405761719) (808,10.68271255493164)* (377,10.439833641052246) (486,10.417001724243164)* (209,10.363028526306152) (517,10.214681625366211) (500,10.060919761657715) (1672,9.95398998260498) (497,9.81795883178711) (1378,9.684549331665039) (540,9.652762413024902) (1044,9.649088859558105)* (4189,9.560754776000977) (488,9.224422454833984) (207,9.018045425415039) (512,8.967148780822754) (1186,8.883101463317871) (4262,8.864418029785156) (487,8.804189682006836) (2150,8.725772857666016)
584: (227,20.421974182128906) (157,12.723294258117676) (366,11.643802642822266) (289,11.563018798828125) (892,11.397937774658203) (683,11.338173866271973) (718,11.106283187866211)* (701,11.081422805786133)* (333,10.991844177246094) (1489,10.837190628051758) (1772,10.808899879455566) (89,10.684957504272461) (212,10.67992115020752) (257,10.671428680419922) (2044,10.630396842956543) (288,10.57624340057373) (679,10.549993515014648) (265,10.30422592163086) (3057,10.231877326965332) (1459,10.196450233459473)*
585: (229,10.887924194335938) (89,9.10744857788086) (498,8.00790023803711) (533,7.938081741333008) (1090,7.7555742263793945) (154,7.552837371826172) (298,7.360833168029785) (903,7.266334533691406) (424,7.241138935089111) (982,7.237334728240967) (159,7.184103012084961) (486,7.054548263549805) (182,6.939399719238281) (1400,6.832813262939453) (425,6.791405200958252) (67,6.5536346435546875) (67,6.5536346435546875) (3200,6.499114990234375) (1098,6.294916152954102) (300,6.257173538208008)
586: (841,21.70761489868164) (1259,14.859710693359375) (1281,14.722393989562988) (15,14.327102661132812) (917,14.279739379882812) (47,13.299182891845703) (12,13.083061218261719)* (922,12.807589530944824) (2838,12.77234935760498) (4275,12.629690170288086) (6,12.61531925201416) (821,12.608529090881348)* (4265,12.577747344970703) (3470,12.506516456604004) (1214,12.283580780029297) (1535,12.240901947021484) (947,12.223427772521973) (503,11.797039031982422) (954,11.72177505493164)* (949,11.569042205810547)
587: (707,13.835836410522461) (234,13.74775505065918) (154,13.075263977050781) (517,13.028223037719727)* (808,13.001331329345703) (412,12.254955291748047) (227,11.645899772644043) (503,11.625799179077148)* (220,11.467626571655273) (230,11.392696380615234) (1672,11.24679946899414) (1044,11.182703018188477) (810,11.100839614868164) (383,11.05831241607666) (840,10.971704483032227) (500,10.970024108886719) (489,10.841833114624023) (816,10.813806533813477) (4821,10.800688743591309) (779,10.76053237915039)
589: (295,16.817798614501953)* (333,15.570213317871094) (257,12.341297149658203) (157,12.141454696655273) (67,12.133628845214844) (67,12.133628845214844) (291,12.084731101989746) (378,11.764324188232422) (325,11.658029556274414)* (686,11.616959571838379)* (802,11.601496696472168)* (321,11.561219215393066) (481,11.353736877441406) (679,11.099225044250488) (349,11.092848777770996) (377,10.93353271484375) (681,10.88119888305664) (306,10.858220100402832) (230,10.739288330078125) (1453,10.614753723144531)
590: (292,10.489799499511719) (295,10.361730575561523) (542,8.39730167388916) (344,8.083499908447266) (2080,7.961375713348389) (291,7.898453712463379) (464,7.867935657501221)* (802,7.840537071228027) (302,7.627913475036621)* (544,7.509415149688721) (481,7.501702308654785) (325,7.49254035949707) (1246,7.492197513580322) (686,7.462320327758789) (3332,7.435329437255859) (646,7.432173252105713) (1673,7.360041618347168) (704,7.216059684753418) (1045,7.143829345703125) (349,7.102047920227051)*
592: (157,7.668100357055664)* (306,7.532240867614746) (288,6.967855453491211) (295,6.91435432434082) (959,6.64532470703125) (1456,6.6278605461120605) (329,6.509004592895508) (349,6.3437180519104) (302,6.240961074829102) (56,6.15501070022583) (56,6.15501070022583) (475,6.05302619934082) (173,6.02349853515625) (289,5.948663711547852) (504,5.922996520996094) (155,5.852094650268555)* (1072,5.841229438781738) (1713,5.78151273727417) (75,5.692478179931641) (75,5.692478179931641)
593: (89,13.536590576171875) (289,13.302597045898438) (295,12.591482162475586)* (701,10.289180755615234)* (466,10.1331148147583)* (325,10.090387344360352) (1453,9.838775634765625) (292,9.462331771850586) (475,9.378806114196777) (790,9.283967971801758) (681,9.188348770141602)* (802,8.998859405517578) (646,8.847233772277832) (2548,8.826410293579102) (2977,8.735519409179688) (693,8.72641372680664) (2089,8.679889678955078) (792,8.639638900756836) (291,8.631584167480469) (67,8.578826904296875)
594: (227,12.491756439208984) (498,12.207247734069824) (230,12.172249794006348) (808,10.913040161132812) (982,10.832038879394531) (917,10.64091968536377) (1044,10.24322509765625)* (517,10.2028226852417) (500,10.069890022277832) (1104,10.003921508789062) (1513,9.815299987792969) (1412,9.808266639709473)* (209,9.788497924804688)* (951,9.689241409301758) (486,9.670600891113281) (65,9.66099739074707) (65,9.66099739074707) (1406,9.562732696533203)* (843,9.539565086364746) (489,9.537872314453125)
595: (841,16.584074020385742)* (707,15.122665405273438)* (917,15.067134857177734)* (918,13.17600154876709)* (1360,11.959123611450195) (1369,11.723949432373047)* (15,11.711837768554688) (923,11.477459907531738)* (3470,10.911491394042969) (949,10.797524452209473) (957,10.570856094360352)* (1276,10.290461540222168) (2342,10.2550048828125) (954,10.213950157165527)* (956,10.208253860473633)* (1527,10.004907608032227)* (2341,9.951042175292969) (3476,9.942909240722656) (1342,9.907428741455078) (1214,9.840056419372559)
