userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,66.58647155761719)* (175,65.37803649902344) (187,64.90553283691406) (1001,64.88278198242188) (7157,64.47735595703125) (877,64.34078979492188) (59,64.18665313720703)* (1713,64.17733764648438) (1014,64.14742279052734) (511,64.12152099609375) (2044,63.905189514160156) (3501,63.846500396728516) (1061,63.79167175292969) (880,63.76355743408203) (193,63.76264190673828) (1013,63.68028259277344) (1073,63.56485366821289) (389,63.55927276611328) (993,63.483253479003906) (4037,63.448429107666016)
520: (1104,61.53261947631836) (72,61.23711013793945)* (72,61.23711013793945)* (1295,60.585968017578125) (1713,60.0358772277832)* (153,60.0308952331543) (7,59.92605972290039) (959,59.53794479370117) (2734,59.49810791015625) (377,59.420654296875) (4872,59.21979522705078) (51,59.13759994506836) (6265,59.112388610839844)* (157,59.110225677490234) (517,59.066402435302734) (1796,58.89237976074219) (1788,58.8660888671875) (5483,58.85969924926758) (378,58.827301025390625) (9,58.82660675048828)
521: (540,63.465431213378906) (412,63.07976150512695) (687,62.5679817199707)* (1043,62.5571174621582)* (4262,62.35938262939453) (1182,61.961299896240234) (1040,61.83055114746094) (324,61.82650375366211) (1038,61.682884216308594) (497,61.58287048339844) (1672,61.55561065673828) (3398,61.54074478149414) (470,61.45598602294922) (2661,61.373374938964844) (190,61.31086349487305) (6453,61.168155670166016) (693,61.16680145263672) (1047,61.16139602661133) (1185,61.077293395996094) (704,61.04286193847656)
523: (429,61.47950744628906) (159,61.18783950805664) (715,61.001731872558594) (1242,60.730525970458984) (511,60.60798645019531) (554,60.480316162109375)* (1519,60.45238494873047) (154,60.30366134643555) (13709,60.23732376098633) (424,60.22773742675781)* (1048,60.21565628051758) (217,60.20751953125) (229,60.204429626464844) (533,60.17750549316406) (1239,60.173221588134766) (13713,60.096168518066406) (203,60.034000396728516) (599,60.0015983581543) (190,59.91455841064453) (2524,59.91280746459961)
525: (486,61.988277435302734) (377,61.45134353637695) (540,60.72502899169922)* (536,60.22345733642578)* (1186,59.97330093383789) (1043,59.922828674316406) (488,59.841529846191406)* (1179,59.79374313354492)* (2661,59.7346305847168) (493,59.664878845214844)* (1091,59.58989334106445) (1246,59.47470474243164)* (504,59.41908264160156) (1866,59.3444938659668) (4262,59.18626022338867) (412,59.157264709472656) (492,59.137596130371094) (503,59.04315948486328) (693,59.02044677734375) (966,59.011497497558594)
526: (230,62.52167892456055) (1672,62.08000946044922)* (475,61.94114685058594) (1513,61.912559509277344) (1274,61.878360748291016) (917,61.814002990722656) (234,61.655277252197266) (1974,61.41914749145508) (2346,61.328975677490234) (1406,61.29383850097656) (377,61.234764099121094) (498,61.11543273925781) (227,61.098045349121094) (918,61.02465057373047) (1351,61.01578140258789) (209,60.998600006103516) (1249,60.971961975097656)* (5306,60.89604568481445) (3333,60.875816345214844) (540,60.79964828491211)
527: (89,60.91249084472656)* (2083,60.23237609863281) (306,60.223819732666016) (67,59.89688491821289)* (67,59.89688491821289)* (532,59.683448791503906) (701,59.59711837768555) (523,59.515933990478516) (906,59.33403015136719) (349,59.31184005737305) (157,59.22933578491211) (525,59.18662643432617) (526,59.13453674316406) (298,59.09528350830078) (300,58.950557708740234)* (535,58.820926666259766) (58,58.69187927246094) (58,58.69187927246094) (352,58.65017318725586) (980,58.53147888183594)
529: (13983,64.46521759033203) (13982,64.43002319335938) (13984,64.39725494384766) (13987,64.23616027832031) (13981,64.13153839111328) (13993,64.09819030761719) (5689,64.03644561767578) (13985,64.03326416015625) (1372,63.992801666259766) (13989,63.8232421875) (5456,63.68026351928711) (13990,63.66957092285156) (1536,63.62281036376953) (1369,63.44087219238281)* (5416,63.305233001708984) (3059,63.26715087890625) (3470,63.250911712646484) (13992,63.22038269042969) (10776,63.195743560791016) (8696,63.034873962402344)
530: (2277,60.66301345825195) (1772,60.00753402709961) (697,59.505409240722656) (903,59.3796501159668) (3488,59.347625732421875) (316,59.281150817871094) (97,59.187137603759766) (962,59.100616455078125) (604,59.058658599853516) (154,59.0524787902832) (1098,59.0163459777832) (437,58.92264175415039) (1243,58.86463165283203) (511,58.81085968017578) (65,58.722740173339844) (65,58.722740173339844) (961,58.67928695678711) (227,58.67064666748047) (298,58.647125244140625) (3057,58.61487579345703)
531: (89,64.07337951660156)* (288,63.76329803466797)* (292,63.41110610961914)* (544,62.708621978759766) (704,62.45724868774414)* (1032,62.299957275390625) (679,62.08158493041992)* (318,61.927886962890625) (349,61.82124328613281) (293,61.66619873046875)* (680,61.55848693847656) (1034,61.54241943359375) (352,61.51903533935547) (2025,61.49638366699219) (790,61.46598815917969) (793,61.144107818603516) (1684,61.010276794433594) (1456,60.986106872558594) (541,60.97091293334961) (323,60.954872131347656)
532: (1043,62.09129333496094) (412,61.51921844482422)* (1182,61.261383056640625) (816,61.17784118652344)* (209,61.1303825378418) (1035,61.06291961669922) (4262,60.824214935302734) (1046,60.81504440307617) (1246,60.77853012084961)* (324,60.73686599731445) (2430,60.69289016723633) (1866,60.5459098815918) (486,60.50432205200195) (537,60.478389739990234) (2618,60.44313430786133)* (1186,60.441925048828125) (1181,60.25551986694336) (1197,60.24397277832031) (1038,60.228248596191406)* (1189,60.20344161987305)
533: (792,60.55717086791992) (788,59.83840560913086) (11084,58.96290588378906) (406,58.81711196899414) (3060,58.50745391845703) (18557,58.3089599609375) (795,58.022621154785156) (787,57.94411087036133) (17081,57.72492218017578) (1432,57.64139938354492) (1475,57.437843322753906) (17090,57.42050552368164) (2324,57.36463165283203) (17088,57.287635803222656) (2391,57.255706787109375) (288,57.22563171386719) (11219,57.15495681762695) (2064,57.04240417480469) (17084,57.0311279296875) (2390,56.96163558959961)
534: (67,58.90702438354492)* (67,58.90702438354492)* (55,58.6290397644043) (157,58.5357780456543) (302,58.417396545410156) (328,58.143638610839844)* (288,57.9971809387207)* (300,57.721134185791016)* (1601,57.63703536987305) (377,57.56938934326172) (310,57.52417755126953) (525,57.50365447998047) (333,57.409149169921875) (913,57.2974967956543) (257,57.13541030883789) (161,57.086036682128906)* (301,57.056461334228516) (378,57.03163146972656) (1104,56.806976318359375) (972,56.642208099365234)
535: (288,62.608558654785156) (295,62.02444076538086) (300,61.558937072753906) (701,61.539119720458984)* (333,61.51725769042969) (306,61.469722747802734) (498,61.26240921020508) (344,61.06754684448242) (461,60.91073989868164) (679,60.85817337036133) (291,60.85270690917969) (161,60.84040832519531) (304,60.7694206237793) (1447,60.63679122924805) (67,60.57665252685547) (67,60.57665252685547) (349,60.56412124633789) (466,60.56370162963867) (307,60.48834228515625) (458,60.43668746948242)
536: (295,61.78610610961914) (257,61.17581558227539) (306,61.03369140625) (157,60.69309616088867)* (302,60.592891693115234) (525,60.29908752441406) (320,60.19154357910156) (55,60.096317291259766) (913,59.979740142822266) (475,59.91017532348633) (349,59.752044677734375) (903,59.704647064208984) (1556,59.698211669921875) (889,59.57234573364258) (283,59.525299072265625) (360,59.42001724243164) (2184,59.2994270324707) (291,59.228599548339844) (316,59.196197509765625) (458,59.19413375854492)
537: (89,62.94035339355469)* (333,62.213985443115234) (295,62.10652542114258) (302,61.431068420410156) (321,61.37164306640625) (686,61.26137924194336) (646,61.16442108154297) (458,61.09468078613281) (486,61.05852508544922) (475,61.01004409790039) (377,60.996070861816406) (793,60.94350814819336) (464,60.920894622802734)* (523,60.886661529541016) (349,60.86545944213867) (1453,60.80821990966797) (681,60.80611038208008) (67,60.75318908691406) (67,60.75318908691406) (291,60.68467712402344)
538: (295,56.98049545288086)* (327,56.675926208496094) (349,56.38334274291992) (320,56.14635467529297) (1037,55.9356575012207)* (161,55.86149597167969) (317,55.835227966308594) (257,55.799583435058594) (458,55.728702545166016) (329,55.661991119384766) (314,55.60741424560547) (1449,55.528804779052734) (7340,55.50429153442383) (333,55.42969512939453)* (1444,55.36710739135742) (308,55.36018371582031) (525,55.34052658081055) (352,55.339229583740234)* (913,55.11136245727539) (2990,55.02667999267578)
539: (1713,58.01229476928711)* (187,57.44521713256836) (157,57.34056091308594) (159,57.06101989746094)* (155,56.98139953613281) (511,56.82891845703125)* (153,56.794368743896484)* (229,56.724769592285156) (1379,56.68966293334961)* (173,56.675594329833984) (959,56.55821228027344) (1791,56.54323196411133) (1061,56.53205871582031)* (64,56.47597885131836) (64,56.47597885131836) (7,56.4691047668457) (55,56.426578521728516) (880,56.28772735595703) (66,56.127227783203125) (66,56.127227783203125)
540: (59,66.24630737304688)* (1083,65.54484558105469)* (599,65.03858184814453)* (2531,64.92729949951172)* (441,64.8798599243164) (3201,64.54804992675781) (51,64.43531799316406)* (997,64.4323959350586) (1886,64.42560577392578) (3281,64.3534164428711) (1062,64.329833984375) (874,64.3219223022461) (961,64.1595687866211) (1073,64.13687133789062) (875,63.93077850341797) (852,63.67471694946289) (1001,63.65532684326172)* (1878,63.56031036376953) (5913,63.25593185424805)* (58,63.21330261230469)*
541: (1426,61.546897888183594) (614,61.15643310546875)* (917,60.82388687133789) (630,60.71866226196289)* (733,60.60974884033203) (959,60.513580322265625) (1416,60.46548080444336) (554,59.89601516723633) (1372,59.74741744995117)* (854,59.60935592651367)* (599,59.5583610534668) (533,59.54533004760742) (2265,59.48328399658203) (5844,59.41292953491211)* (220,59.317726135253906) (154,59.30830383300781) (857,59.283226013183594) (1110,59.263267517089844) (2346,59.24943923950195) (918,59.19980239868164)
542: (292,62.49266052246094) (295,62.395145416259766) (288,62.20435333251953) (299,62.1312370300293) (802,62.13072967529297) (701,61.968833923339844) (89,61.65086364746094) (4350,61.626197814941406) (257,61.486488342285156) (646,61.45182800292969) (2548,61.34124755859375) (349,61.24876403808594) (790,61.22806167602539) (523,61.21717834472656) (306,61.19013595581055) (300,61.17029571533203) (55,61.1143913269043) (466,61.09794616699219) (161,61.07416534423828) (542,61.00353240966797)
543: (159,63.497013092041016) (1375,63.33647155761719) (81,63.123931884765625) (65,63.090911865234375)* (65,63.090911865234375)* (1109,62.95514678955078) (228,62.9454345703125) (533,62.65995788574219) (689,62.65796661376953) (1098,62.64015197753906)* (424,62.53023910522461) (227,62.52935791015625) (429,62.42232131958008) (450,62.381778717041016) (1075,62.3390007019043) (1384,62.330753326416016) (969,62.206504821777344) (486,61.893455505371094) (166,61.87691116333008) (715,61.83955764770508)
544: (190,60.33063888549805) (154,59.739219665527344) (229,59.59084701538086) (159,59.54500961303711) (173,59.475074768066406) (2815,59.35539245605469) (225,59.315338134765625) (233,59.25398635864258) (1376,59.23460006713867) (1116,59.16046142578125) (228,59.06663513183594) (3767,59.054168701171875) (162,58.97787857055664) (1375,58.96076202392578) (450,58.94893264770508) (210,58.926177978515625)* (1151,58.900760650634766) (199,58.75864028930664) (486,58.680198669433594) (207,58.6713752746582)
545: (209,60.095672607421875)* (536,59.885562896728516) (966,59.52646255493164)* (300,59.414573669433594) (540,59.394996643066406) (230,59.344234466552734) (518,59.06731414794922)* (475,58.97709655761719) (466,58.94834899902344) (704,58.8814811706543) (344,58.81801986694336) (324,58.73341369628906) (403,58.71229553222656)* (687,58.6969108581543) (306,58.63534164428711) (499,58.53378677368164) (464,58.476741790771484) (1455,58.44721984863281) (1672,58.43174743652344) (544,58.355995178222656)
546: (707,62.017913818359375) (843,61.69826126098633) (1992,60.94530487060547) (1104,60.93091583251953)* (163,60.801029205322266)* (1369,60.70270538330078)* (2838,60.69548034667969) (957,60.59073257446289) (706,60.530296325683594) (956,60.46269226074219) (841,60.35689163208008)* (920,60.27011489868164) (1339,60.222267150878906) (959,60.13823318481445) (503,60.133968353271484) (1132,60.00285339355469) (821,59.991424560546875) (1360,59.956817626953125) (710,59.91010284423828) (1366,59.87982940673828)
547: (227,59.81607437133789)* (154,58.80066680908203) (868,58.6496696472168) (562,58.456092834472656)* (2493,58.434532165527344) (197,58.41206359863281) (212,58.353092193603516) (630,58.320072174072266) (2375,58.27920913696289) (88,58.22979736328125) (1216,58.17202377319336) (1131,58.13825988769531) (429,58.132301330566406) (3444,58.12723159790039) (2624,58.045005798339844) (206,57.984745025634766) (1411,57.93795394897461) (707,57.91236114501953) (1426,57.84450149536133) (854,57.80531692504883)*
548: (4271,62.762672424316406) (12,62.26829528808594)* (1521,62.23780059814453) (1264,62.04817199707031) (10771,61.926513671875) (1274,61.90729904174805) (28,61.88676452636719)* (954,61.73662185668945) (4277,61.652896881103516) (1281,61.62956619262695) (10768,61.51906204223633) (1344,61.45613098144531) (1522,61.42093276977539) (1364,61.40053176879883) (1528,61.30760955810547) (1261,61.28883743286133) (1360,61.279781341552734) (9212,61.21994400024414) (1531,61.180381774902344) (917,61.17756271362305)
549: (1412,59.538204193115234) (1369,59.34688186645508) (1358,59.188602447509766) (1372,59.07075881958008) (562,58.912689208984375) (735,58.89824295043945) (706,58.88535690307617) (2901,58.369850158691406) (1639,58.35239791870117) (732,58.0545654296875) (728,58.02383041381836) (1244,57.87958526611328) (176,57.82973098754883)* (1513,57.82324981689453) (2347,57.7821159362793) (2346,57.75666046142578) (918,57.653907775878906) (4251,57.57832336425781) (1426,57.45383834838867) (3470,57.41312026977539)
550: (917,63.97126007080078)* (918,63.12012481689453) (949,61.42658233642578) (1522,61.09379196166992)* (1344,61.004276275634766) (1525,61.003299713134766) (1261,60.955970764160156)* (1110,60.80653381347656) (1353,60.80439376831055) (163,60.76542282104492) (1527,60.61949157714844)* (1521,60.44482421875) (503,60.41462326049805) (706,60.37492752075195)* (920,60.235965728759766) (1337,60.22768783569336) (957,60.194862365722656) (854,59.967315673828125) (7419,59.887939453125) (1372,59.8608283996582)
551: (377,66.25163269042969) (486,66.21575927734375)* (403,65.97309875488281) (230,65.93757629394531) (540,65.72908782958984) (412,65.52806854248047) (481,65.47102355957031) (475,65.17984771728516) (2840,65.158935546875) (687,65.02499389648438) (1470,64.97086334228516) (89,64.96284484863281)* (691,64.87260437011719) (1866,64.871826171875) (333,64.83432006835938) (1186,64.81453704833984) (289,64.77304077148438) (683,64.7494125366211) (1455,64.735595703125) (538,64.7231674194336)
552: (2924,57.8117790222168) (6636,57.49888610839844) (17760,57.47298812866211) (17759,57.43223571777344) (17763,57.017356872558594) (17758,56.952857971191406) (17715,56.859737396240234) (2252,56.8490104675293) (17754,56.70122528076172) (3357,56.67609405517578) (14124,56.56248474121094) (17767,56.513126373291016) (17761,56.50639343261719) (17766,56.384456634521484) (17773,56.38066101074219) (17753,56.375118255615234) (17764,56.333255767822266) (17757,56.30776596069336) (2922,56.267112731933594) (1952,56.258888244628906)
553: (722,55.790077209472656) (289,55.53733444213867)* (310,55.37633514404297) (306,55.37455368041992)* (2515,55.33979797363281) (7390,55.216575622558594) (294,55.18120574951172) (296,55.12893295288086) (907,55.10313034057617) (89,55.10312271118164) (295,55.06584930419922)* (475,54.88975524902344) (906,54.84911346435547) (7874,54.79240036010742) (302,54.77499008178711) (55,54.757713317871094) (5058,54.644195556640625) (329,54.602272033691406) (4024,54.55043411254883) (3863,54.53834533691406)
555: (299,61.20584487915039) (352,61.18706512451172) (349,60.83317184448242) (306,60.82789993286133) (466,60.814727783203125) (644,60.62274932861328) (257,60.598358154296875) (909,60.59806442260742) (701,60.45919418334961) (308,60.302833557128906) (55,60.2900276184082) (294,60.25501251220703) (906,60.17742156982422)* (475,60.109046936035156) (300,60.095115661621094)* (461,60.06627655029297) (544,59.9481086730957) (314,59.94333267211914)* (3576,59.83360290527344) (67,59.70538330078125)
556: (697,64.933837890625) (154,64.69723510742188) (266,63.741512298583984) (81,63.648433685302734) (689,63.64774703979492) (190,63.55916976928711) (1098,63.53144836425781) (3057,63.45207214355469) (1772,63.44230270385742) (228,63.38011932373047) (88,63.2646598815918) (437,63.102386474609375) (1109,63.029056549072266) (69,62.95883560180664) (69,62.95883560180664) (229,62.93411636352539) (1106,62.70444107055664) (238,62.63346862792969) (182,62.63216018676758) (64,62.59243392944336)
557: (930,60.33318328857422) (1104,60.29003143310547) (187,59.58406448364258) (30,59.50518035888672) (1069,59.285621643066406) (51,59.24873352050781) (9,59.134254455566406) (515,59.11897659301758) (2038,59.1119384765625) (1014,58.82094192504883) (190,58.77565383911133) (6056,58.76495361328125) (2,58.73198318481445) (1277,58.67173385620117) (504,58.62693786621094) (880,58.57769012451172) (193,58.55472183227539) (16,58.55146789550781) (36,58.545616149902344) (3280,58.54377746582031)
558: (289,63.30524444580078) (701,62.8916015625)* (288,62.61680603027344) (792,62.450660705566406) (2523,62.42474365234375) (523,62.34019088745117) (3403,62.316795349121094) (349,62.2755012512207) (1464,62.13223648071289) (4350,62.07695770263672) (3948,62.014678955078125) (67,61.99233627319336)* (67,61.99233627319336)* (55,61.95186233520508) (320,61.880245208740234) (292,61.787628173828125) (306,61.68206024169922) (903,61.6466178894043) (6529,61.541259765625) (525,61.535343170166016)
559: (735,63.02546310424805)* (202,62.40191650390625) (212,62.198509216308594) (562,62.00104904174805) (1639,61.955081939697266) (96,61.85590744018555) (554,61.64296340942383) (868,61.621334075927734) (2029,61.60757827758789) (3458,61.242977142333984) (857,61.011837005615234) (2136,60.99655532836914) (511,60.91976547241211)* (572,60.91518783569336) (630,60.895896911621094) (429,60.76412582397461) (2893,60.741119384765625) (203,60.73450469970703) (585,60.65370559692383) (1412,60.54790496826172)
560: (72,65.39014434814453)* (72,65.39014434814453)* (441,64.25614929199219) (59,63.90795135498047)* (190,63.89314270019531) (875,63.58116912841797) (867,63.17731857299805) (599,63.07033920288086) (450,62.89550018310547) (229,62.844173431396484) (7,62.81050491333008)* (154,62.649497985839844) (233,62.61821746826172) (1713,62.53819274902344) (88,62.4929313659668) (30,62.416664123535156) (173,62.34862518310547) (959,62.348514556884766) (880,62.26683044433594) (857,62.26026153564453)
561: (1596,54.84580612182617) (247,54.79017639160156) (3498,54.699729919433594) (6563,54.55368423461914) (239,54.54962921142578)* (252,54.37041091918945) (6375,54.2064208984375) (474,54.1968879699707) (1834,53.86142349243164) (69,53.696800231933594) (69,53.696800231933594) (6389,53.64749526977539) (2051,53.61106491088867) (1843,53.59275817871094) (482,53.39714431762695) (6565,53.39068603515625) (6562,53.30966567993164) (17279,53.19907760620117) (468,53.182823181152344) (3318,53.128421783447266)
562: (2439,61.97629165649414) (1489,61.08945083618164) (1740,60.912288665771484) (289,60.702476501464844) (9277,60.5150260925293) (1459,60.18471908569336) (475,59.903194427490234) (5953,59.88594055175781) (257,59.8535270690918)* (6389,59.82697677612305) (306,59.75343704223633) (7395,59.75191116333008) (1684,59.7322998046875) (691,59.72856140136719) (295,59.68807601928711) (3489,59.617713928222656) (468,59.47148513793945) (1613,59.463401794433594) (8975,59.41278839111328) (1936,59.38509750366211)
563: (2864,61.20143127441406) (585,61.16031265258789) (2896,60.6122932434082)* (2842,60.438682556152344) (2902,60.28118896484375) (17219,60.209938049316406) (8837,60.05691909790039) (2419,59.94749069213867) (13272,59.92624282836914) (12115,59.82648849487305) (202,59.81321334838867) (12243,59.7888069152832) (17208,59.7584228515625) (567,59.75689697265625) (17218,59.59251022338867) (4402,59.58473205566406) (12057,59.537620544433594) (1740,59.5345344543457) (9351,59.48314666748047) (1242,59.452171325683594)
565: (72,57.7958869934082)* (72,57.7958869934082)* (51,56.77088165283203) (1072,55.97713851928711) (1001,55.73704147338867) (30,55.54829788208008) (1014,55.38359069824219) (880,55.27463912963867) (153,55.14982223510742) (511,55.03189468383789) (1073,54.988826751708984)* (193,54.96622848510742) (1062,54.95846176147461) (99,54.842079162597656) (441,54.82832336425781) (1886,54.81707000732422) (715,54.65305709838867)* (1075,54.64912796020508) (429,54.492435455322266) (2938,54.42099380493164)
566: (959,62.26929473876953) (159,62.195037841796875)* (193,61.92561721801758) (51,61.862335205078125) (227,61.59682846069336)* (187,61.52239227294922) (511,61.395572662353516) (163,61.304325103759766) (99,61.13040542602539)* (715,60.86891555786133) (1079,60.853511810302734) (190,60.83173370361328) (562,60.797115325927734) (1104,60.7362060546875) (735,60.71385192871094) (1014,60.681640625) (1534,60.591556549072266) (1513,60.536376953125) (429,60.494285583496094) (96,60.468971252441406)
567: (429,65.6633071899414)* (199,65.07970428466797)* (441,65.029296875) (4384,64.77352905273438) (615,64.6799545288086)* (223,64.52296447753906) (2542,64.45819091796875) (3279,64.32859802246094) (424,64.29208374023438) (416,64.23739624023438) (629,64.18700408935547) (618,64.17818450927734)* (434,64.04656219482422) (2277,63.826480865478516) (2531,63.81953048706055) (430,63.809715270996094) (898,63.80390548706055) (207,63.778564453125) (1239,63.746402740478516) (3258,63.638084411621094)*
568: (72,66.20378875732422)* (72,66.20378875732422)* (159,65.16575622558594) (190,65.1435317993164) (689,65.02547454833984) (961,64.8963851928711) (227,64.8214340209961) (229,64.80699920654297) (1375,64.78160095214844) (985,64.72799682617188) (429,64.6465072631836) (157,64.55404663085938) (154,64.53624725341797) (1464,64.51974487304688) (182,64.51415252685547) (903,64.47251892089844) (67,64.3878402709961)* (67,64.3878402709961)* (65,64.32164764404297) (65,64.32164764404297)
569: (89,60.49683380126953)* (300,59.98046875)* (333,59.79655456542969) (67,59.7430419921875)* (67,59.7430419921875)* (542,59.26985168457031) (291,59.14789962768555) (1556,59.03362274169922) (889,59.016326904296875) (344,58.97996520996094) (342,58.94487380981445) (320,58.891109466552734) (466,58.841270446777344)* (316,58.810577392578125) (646,58.79431915283203) (525,58.60909652709961) (456,58.52085494995117) (498,58.51318359375) (298,58.50770950317383)* (523,58.44672775268555)
570: (475,61.99568176269531)* (2179,61.050758361816406) (329,60.6986198425293) (4344,60.26329803466797) (327,59.76469039916992) (1444,59.753387451171875) (330,59.652915954589844)* (6626,59.607975006103516) (484,59.40164566040039) (468,59.23632049560547) (220,59.21379852294922) (2068,59.12259292602539) (377,59.09279251098633) (250,58.99806213378906) (356,58.97041320800781) (913,58.752620697021484) (12254,58.739959716796875) (12414,58.7371940612793) (161,58.61627960205078) (2905,58.41556930541992)
571: (466,59.467559814453125)* (300,59.37713623046875)* (302,59.30118179321289) (523,59.016536712646484) (306,58.9864616394043)* (461,58.75776672363281) (2094,58.63112258911133) (352,58.52003860473633) (528,58.33122253417969) (535,58.31526184082031) (257,58.28602981567383) (544,58.25525665283203) (323,58.21894073486328) (2523,58.20760726928711) (161,58.09983444213867) (325,58.055999755859375) (686,58.03040313720703) (291,57.96673583984375) (906,57.944820404052734) (524,57.879295349121094)
572: (55,57.960357666015625)* (292,57.622886657714844)* (289,57.32373809814453)* (906,56.961692810058594)* (525,56.957977294921875) (349,56.80277633666992) (301,56.438812255859375) (333,56.05084228515625) (352,56.050209045410156)* (291,55.834503173828125) (296,55.70499038696289) (294,55.6824836730957) (320,55.66563415527344) (485,55.5828857421875) (328,55.49476623535156) (2521,55.466522216796875) (310,55.45836639404297)* (523,55.32195281982422)* (285,55.311073303222656) (1601,55.253204345703125)
573: (2220,59.00754165649414) (331,58.87831497192383) (1942,58.329673767089844) (267,58.271034240722656) (329,57.963104248046875) (6004,57.815860748291016) (6052,57.793426513671875) (2236,57.64767837524414) (468,57.61092758178711) (2247,57.52290725708008) (3318,57.50465774536133) (239,57.41000747680664) (907,57.366573333740234) (2252,57.243106842041016) (2226,57.236114501953125)* (527,57.1927604675293) (6903,57.04525375366211) (327,57.02037811279297) (5999,57.01607894897461) (2923,57.0046272277832)
574: (2080,62.150814056396484)* (1681,61.980377197265625) (7832,61.6795654296875) (1545,61.582550048828125) (3378,61.48662185668945) (4850,61.47411346435547) (1241,61.41017150878906) (1046,61.24600601196289) (1659,60.91146469116211) (4823,60.90679168701172)* (4474,60.88874053955078) (1246,60.74114227294922) (3074,60.720558166503906) (705,60.48524475097656) (470,60.4715461730957) (321,60.43494415283203) (683,60.4210205078125) (377,60.38787078857422)* (1672,60.36939239501953) (1470,60.3491325378418)
575: (55,58.52713394165039) (295,58.189571380615234) (292,57.92639923095703)* (302,57.84217071533203) (475,57.581031799316406)* (65,57.51405334472656) (65,57.51405334472656) (377,57.461421966552734) (525,57.45418930053711) (301,57.35483932495117) (1104,57.27416229248047) (229,57.224586486816406) (7,57.20623779296875)* (310,57.18170928955078) (903,57.1494255065918) (300,57.14834976196289) (378,57.1029167175293) (227,57.01131057739258) (333,56.986507415771484) (71,56.9680061340332)
576: (57,58.414459228515625) (4316,57.624637603759766) (2605,57.57333755493164) (238,57.49632263183594) (748,57.3090705871582) (70,57.22846221923828) (5806,57.04081726074219) (6052,57.036460876464844) (6004,57.0078010559082) (603,56.94073486328125) (266,56.912967681884766) (3995,56.86880111694336) (154,56.85714340209961) (1620,56.832786560058594) (52,56.65256881713867) (52,56.65256881713867) (12869,56.5185432434082) (2616,56.50147247314453) (12886,56.48050308227539) (1801,56.454612731933594)
577: (1109,60.86135482788086) (173,60.334754943847656) (190,60.29911422729492)* (64,60.10702133178711) (64,60.10702133178711) (238,60.100067138671875)* (70,60.041587829589844) (511,59.99016571044922) (51,59.94670486450195)* (506,59.935157775878906) (233,59.909664154052734) (599,59.84656524658203) (52,59.700565338134766) (52,59.700565338134766) (227,59.69142150878906) (66,59.54657745361328) (66,59.54657745361328) (715,59.53046798706055) (2616,59.48837661743164) (1790,59.48707580566406)
578: (289,61.98416519165039) (687,61.910152435302734)* (89,61.54890823364258) (691,61.51603698730469) (486,61.30473327636719) (333,61.222557067871094) (377,61.18983459472656) (288,61.133018493652344) (1246,60.995147705078125) (544,60.994110107421875) (1043,60.78629684448242)* (403,60.74665451049805) (537,60.71446228027344) (704,60.70793533325195) (306,60.683467864990234) (209,60.680755615234375)* (680,60.46806335449219) (481,60.462364196777344) (475,60.36674118041992) (1038,60.24064254760742)
579: (12,62.97867965698242) (1276,62.575958251953125) (1260,61.87537384033203) (1344,61.760196685791016) (48,61.58871841430664) (4971,61.5344123840332) (1281,61.49601745605469)* (2967,61.32040023803711) (785,61.27566909790039) (954,61.17340850830078)* (1259,61.12508010864258) (4268,61.103084564208984) (2378,60.95462417602539) (4273,60.88994598388672) (2961,60.79576873779297) (10091,60.6855354309082) (1521,60.678062438964844) (2750,60.64653396606445) (917,60.64064407348633) (835,60.61903762817383)
580: (1104,62.95222473144531) (190,62.84373474121094) (198,62.679222106933594) (154,62.356536865234375) (512,62.322662353515625)* (517,62.20183181762695) (159,62.046382904052734) (503,62.04320526123047) (1179,61.921356201171875) (227,61.909305572509766) (88,61.904964447021484) (377,61.85982131958008) (1131,61.84135818481445) (1116,61.83540725708008) (233,61.829097747802734) (707,61.75587844848633) (1091,61.75478744506836) (504,61.75395202636719) (234,61.69530487060547) (982,61.62557601928711)
581: (475,61.54439163208008) (329,60.59044647216797) (959,60.2498893737793) (1358,59.89931869506836) (306,59.88962173461914) (67,59.821876525878906)* (67,59.821876525878906)* (913,59.40961456298828) (1244,59.31585693359375) (1601,59.29159927368164) (1729,59.250667572021484) (163,59.241607666015625) (1464,59.221527099609375) (2222,59.07151412963867) (378,59.05103302001953) (707,59.04283905029297) (525,59.03941345214844) (89,58.98961639404297)* (1369,58.95647430419922) (652,58.875877380371094)
582: (4503,65.95668029785156) (4504,65.30082702636719) (1565,65.09558868408203) (1547,65.07999420166016)* (4508,64.94957733154297) (4501,64.4572525024414) (1559,64.37474060058594) (825,64.36720275878906) (1550,64.36043548583984) (1561,64.33383178710938) (816,64.08766174316406)* (1542,63.96059036254883) (3721,63.827239990234375) (2850,63.82219696044922) (14156,63.75043487548828) (815,63.65380859375)* (842,63.59363555908203)* (14179,63.42675018310547) (14168,63.391929626464844) (14177,63.37138366699219)
