userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,59.14292907714844) (51,58.929534912109375)* (1073,58.370018005371094) (3501,57.9581413269043) (1098,57.845367431640625) (1892,57.84344482421875) (238,57.78467559814453) (187,57.74797821044922) (1014,57.695648193359375) (6930,57.506004333496094) (157,57.48530197143555) (3201,57.45361328125) (70,57.34080505371094)* (155,57.183284759521484) (3768,57.1724967956543) (3992,57.14705276489258) (993,57.117950439453125) (1072,57.10118103027344) (1399,57.06779098510742) (59,57.059383392333984)*
508: (7203,46.79731369018555) (1220,46.09914016723633) (12439,46.05651092529297) (3864,45.98508071899414) (2952,45.92906951904297) (12434,45.92072296142578) (8336,45.892147064208984) (2796,45.78123474121094) (12414,45.690948486328125) (8445,45.60342025756836) (4335,45.459171295166016) (17031,45.45613098144531) (10340,45.45185470581055) (17019,45.360137939453125) (8329,45.25130081176758) (8339,45.234745025634766) (17038,45.23322296142578) (17028,45.15898895263672) (17027,45.10301971435547) (18686,45.036903381347656)
509: (966,56.100528717041016)* (488,56.09034729003906)* (230,55.78490447998047) (2940,55.484737396240234) (500,55.257137298583984) (486,55.21054458618164)* (1044,55.170616149902344) (371,55.05005645751953) (378,54.91767501831055)* (536,54.75994873046875)* (481,54.72610092163086) (198,54.6016845703125) (518,54.54293441772461) (209,54.53773880004883) (489,54.40666961669922) (2062,54.373619079589844) (978,54.36754608154297) (510,54.353179931640625) (811,54.3142204284668) (405,54.26790237426758)
510: (1009,52.14990234375) (67,51.56597137451172) (67,51.56597137451172) (4024,51.52362823486328) (2220,51.342098236083984) (12370,51.28102111816406) (1596,51.25087356567383) (63,51.21742630004883) (63,51.21742630004883) (1942,51.167579650878906) (157,51.1125602722168) (279,51.093990325927734) (241,50.984493255615234) (89,50.97825241088867) (4983,50.90545654296875) (4922,50.87254333496094) (69,50.777549743652344) (69,50.777549743652344) (262,50.76542663574219) (1395,50.69383239746094)
511: (226,56.662025451660156)* (227,56.62542724609375) (190,56.34864807128906) (424,56.309234619140625)* (159,55.798519134521484) (207,55.78861999511719) (88,55.74888610839844) (709,55.736419677734375)* (173,55.48873519897461) (233,55.45241928100586) (429,55.40720748901367) (229,55.393157958984375)* (1119,55.363773345947266) (1090,55.33237838745117) (599,55.317386627197266) (56,55.30099868774414) (56,55.30099868774414) (1116,55.22087097167969) (1239,55.22077178955078) (854,55.21773147583008)*
512: (198,52.6080207824707) (500,52.46177673339844) (377,52.308265686035156) (1044,52.23161315917969)* (815,52.18727493286133) (953,52.16460418701172) (489,52.05852508544922) (1104,51.903751373291016) (930,51.71073913574219) (830,51.70344924926758) (497,51.62840270996094) (7,51.555877685546875) (504,51.54339599609375)* (7639,51.52256774902344)* (2379,51.51008987426758) (514,51.501461029052734) (806,51.340003967285156) (811,51.310157775878906) (923,51.188716888427734) (726,51.1464729309082)
513: (154,56.41303634643555) (2542,55.82759475708008) (210,55.787803649902344) (2582,55.74160385131836) (441,55.71803665161133) (190,55.689697265625) (1376,55.58732604980469) (1400,55.55213928222656)* (418,55.47557830810547) (173,55.32007598876953) (757,55.31902313232422) (217,55.28252029418945) (159,55.28229522705078) (233,55.271209716796875) (450,55.18391036987305) (199,55.147911071777344) (432,55.11014938354492) (2591,55.09595489501953) (2815,54.97861099243164) (2580,54.918701171875)
514: (300,54.125633239746094)* (289,53.87734603881836) (292,53.481109619140625)* (295,53.30348587036133) (679,53.25895690917969) (461,53.16316604614258)* (302,52.99564743041992)* (55,52.951988220214844) (5746,52.925479888916016) (318,52.89659118652344)* (972,52.714107513427734)* (3081,52.58644104003906) (307,52.55597686767578) (362,52.551387786865234) (1597,52.54977798461914) (908,52.4937858581543) (1470,52.475093841552734) (498,52.463844299316406) (324,52.463714599609375) (342,52.43386459350586)
515: (618,54.72029495239258) (1944,54.277931213378906) (629,54.26009750366211) (433,54.19923400878906) (231,54.193233489990234) (1117,54.00532150268555) (622,53.96522521972656) (2416,53.87372589111328) (199,53.82390213012695) (604,53.751644134521484) (1976,53.74544906616211) (12753,53.73179244995117) (1155,53.65707778930664) (2277,53.5244255065918) (196,53.50986099243164) (227,53.50109100341797)* (3693,53.47002029418945) (5048,53.46925354003906) (442,53.40850830078125) (3673,53.36904525756836)
516: (190,59.44465255737305) (377,59.28429412841797) (1104,59.119625091552734) (486,59.014503479003906) (72,58.96397399902344)* (72,58.96397399902344)* (67,58.782188415527344) (67,58.782188415527344) (157,58.74552536010742) (959,58.696014404296875) (2014,58.69498825073242) (234,58.56787109375) (1249,58.52545928955078) (230,58.51276397705078) (707,58.460636138916016) (65,58.422943115234375) (65,58.422943115234375) (966,58.34733963012695) (198,58.28452682495117) (176,58.142913818359375)
517: (7742,54.72723388671875) (748,54.44957733154297) (1167,54.19615173339844)* (266,53.94565963745117) (137,53.854434967041016) (5152,53.850425720214844) (57,53.80195617675781) (5185,53.76525115966797) (8587,53.6253776550293) (17093,53.53120803833008) (6835,53.524559020996094) (7324,53.51844024658203) (1405,53.5081672668457) (10722,53.5038948059082) (1508,53.49953842163086) (80,53.45375442504883) (3902,53.399757385253906) (1971,53.379852294921875) (6785,53.353126525878906) (9585,53.32420349121094)
518: (300,53.467105865478516)* (458,52.8714599609375) (306,52.486610412597656)* (679,52.40879821777344)* (344,52.38716125488281)* (646,52.37581253051758) (302,52.3631591796875) (544,52.334693908691406) (464,52.296348571777344) (321,52.13136291503906)* (291,51.99013900756836) (299,51.94668197631836) (161,51.929832458496094) (325,51.91816711425781) (790,51.891597747802734)* (1429,51.814449310302734) (680,51.682167053222656) (528,51.56614303588867) (542,51.556087493896484) (681,51.555885314941406)
519: (930,55.89608383178711) (707,55.75054168701172) (957,55.04986572265625) (1104,54.92485046386719) (176,54.76521301269531) (726,54.733863830566406) (503,54.717044830322266) (955,54.68562316894531) (2963,54.656532287597656) (710,54.61931610107422) (518,54.54354476928711) (966,54.41974639892578) (1044,54.38054656982422) (4137,54.33537673950195) (1114,54.32945251464844) (841,54.258453369140625) (1347,54.23281478881836) (923,54.21147537231445) (953,54.210655212402344) (1249,54.19008255004883)
520: (72,60.108882904052734)* (72,60.108882904052734)* (1104,59.27473449707031) (1300,59.18008041381836) (2014,58.874446868896484) (487,58.83650207519531) (1295,58.59648895263672) (1298,58.55159378051758) (5079,58.53813171386719) (3184,58.41039276123047) (522,58.27278137207031) (39,58.25156021118164) (7,58.22608184814453) (515,58.16291427612305) (930,58.14900207519531) (1714,58.13288116455078) (504,58.109134674072266) (51,58.05419921875) (36,57.97615051269531) (9,57.962852478027344)
521: (412,56.12675476074219) (540,55.59012985229492) (808,55.41420364379883) (1672,55.413665771484375) (2661,55.37969970703125) (4262,55.2905158996582) (501,55.133094787597656) (687,54.96681213378906)* (1046,54.96344757080078) (1378,54.82347106933594) (4189,54.754364013671875) (190,54.738914489746094) (816,54.72777557373047) (488,54.657676696777344) (3398,54.51974105834961) (1091,54.4530143737793) (1182,54.44441604614258) (1043,54.394989013671875)* (472,54.366966247558594) (497,54.326026916503906)
523: (428,55.88360595703125) (857,55.716590881347656) (208,55.176673889160156) (2524,55.16654968261719) (441,55.014366149902344) (1515,54.93693923950195) (225,54.843196868896484)* (159,54.81430435180664) (715,54.70490646362305) (429,54.6985969543457) (427,54.690189361572266) (424,54.68492126464844)* (1090,54.63249206542969) (4129,54.56840896606445) (1977,54.550262451171875) (1239,54.52043151855469) (59,54.48309326171875) (599,54.34104919433594) (1520,54.316856384277344) (228,54.28135681152344)
525: (816,55.08123779296875)* (779,54.9005126953125) (540,54.612632751464844)* (486,54.50480270385742) (377,54.49895095825195) (1541,54.47817611694336) (492,54.2894287109375) (1186,54.15918731689453) (507,54.07925033569336) (4262,54.05827713012695) (499,53.98103713989258) (488,53.97811508178711)* (1246,53.84049606323242)* (190,53.75928497314453) (1091,53.73953628540039) (813,53.68867111206055) (2432,53.631866455078125) (2661,53.631263732910156) (412,53.61467361450195) (2850,53.496620178222656)
526: (230,57.79348373413086) (234,57.4374885559082) (1672,57.25157928466797)* (917,57.14685821533203) (1249,57.126617431640625)* (377,56.8956413269043) (227,56.846981048583984) (808,56.786827087402344) (498,56.676124572753906) (1974,56.6750373840332) (475,56.6371955871582) (1406,56.62309265136719) (614,56.55659103393555) (190,56.51737594604492) (1513,56.433021545410156) (4821,56.222084045410156) (918,56.18496322631836) (1873,56.184383392333984) (841,56.16144561767578) (1545,56.11888122558594)
527: (89,53.42025375366211)* (306,53.04351806640625) (701,52.80643081665039) (532,52.74372482299805) (300,52.688087463378906)* (67,52.62862777709961)* (67,52.62862777709961)* (525,52.608367919921875) (349,52.52644348144531) (329,52.180606842041016) (333,52.15483474731445) (310,52.10710525512695) (2083,51.96881866455078) (328,51.90058898925781) (301,51.8993034362793) (461,51.844825744628906)* (298,51.810638427734375) (906,51.725711822509766) (157,51.68721008300781) (291,51.60773849487305)
529: (1369,61.16709899902344)* (1372,60.84737777709961) (7047,60.74251174926758)* (4782,60.73112869262695) (1412,60.68589782714844) (2624,60.68183135986328) (188,60.54001998901367) (1425,60.526798248291016) (1134,60.443294525146484) (3788,60.413516998291016) (3470,60.33005142211914) (1254,60.32963180541992) (5296,60.32756423950195) (1422,60.31529235839844) (3509,60.297447204589844) (841,60.28181076049805) (920,60.20326614379883) (13123,60.13853073120117) (1639,60.087005615234375) (4787,60.002323150634766)
530: (1971,59.52363204956055) (3706,59.3892822265625) (9032,59.34326934814453) (604,58.85253143310547) (3202,58.81592559814453) (8583,58.63955307006836) (8676,58.52619934082031) (1383,58.39216995239258) (11729,58.20671463012695) (2277,58.177101135253906) (1242,58.016700744628906) (1167,57.832916259765625) (618,57.80425262451172) (58,57.74245071411133) (58,57.74245071411133) (697,57.73196029663086) (3902,57.68598937988281) (1772,57.669822692871094) (4704,57.62349319458008) (2407,57.61790084838867)
531: (288,53.788124084472656)* (89,53.48845672607422)* (292,53.191986083984375)* (679,52.68156051635742)* (544,52.13154983520508) (318,51.99267578125) (257,51.908809661865234) (680,51.88044738769531) (293,51.868473052978516)* (704,51.85715103149414)* (349,51.783084869384766) (352,51.58330154418945) (321,51.54159164428711) (802,51.538169860839844) (328,51.53212356567383) (1037,51.417999267578125) (455,51.35517883300781) (310,51.30813217163086) (691,51.279151916503906) (1032,51.203128814697266)
532: (816,51.519493103027344)* (1035,51.464813232421875) (1043,51.160945892333984) (1541,51.131839752197266) (412,50.94622802734375)* (691,50.94158172607422) (1045,50.81449890136719)* (1195,50.75149917602539) (1181,50.66291046142578) (2618,50.49447250366211)* (1100,50.46648025512695) (1198,50.4230842590332)* (2430,50.37502670288086) (537,50.36605453491211) (1246,50.35832214355469)* (5950,50.3385124206543)* (2850,50.330345153808594) (4262,50.28596878051758) (1866,50.282814025878906) (4385,50.269962310791016)
533: (2054,49.78649139404297) (8282,49.57790756225586) (7232,48.975250244140625) (3311,48.963775634765625) (788,48.67477035522461) (265,48.64837646484375)* (1475,48.3236083984375) (2046,48.31977844238281)* (677,48.26321792602539) (3307,48.22001647949219)* (157,48.16515350341797) (13164,48.0424919128418) (5238,48.034645080566406) (2076,47.95288848876953) (2047,47.893009185791016) (6713,47.88382339477539) (9820,47.86782455444336) (6308,47.864566802978516) (2064,47.660099029541016) (295,47.61853790283203)
534: (67,54.524139404296875)* (67,54.524139404296875)* (377,54.18982696533203) (190,54.135154724121094) (157,54.125953674316406) (288,54.05453872680664)* (173,53.687931060791016) (65,53.50463104248047) (65,53.50463104248047) (1104,53.485633850097656) (328,53.46253204345703)* (230,53.44377136230469) (302,53.327632904052734) (378,53.311180114746094) (300,53.28176498413086)* (55,53.2683219909668) (234,53.19755172729492) (56,53.066654205322266) (56,53.066654205322266) (333,53.02464294433594)
535: (333,56.285892486572266) (300,56.28507614135742) (288,56.28015899658203) (461,56.13674545288086) (344,56.05778121948242) (679,55.75283432006836) (1447,55.74441146850586) (498,55.70286560058594) (646,55.67892074584961) (295,55.66456985473633) (951,55.61029815673828)* (291,55.57212829589844) (466,55.56105041503906) (157,55.48270797729492) (67,55.3719482421875) (67,55.3719482421875) (321,55.30133819580078) (701,55.23546600341797)* (304,55.23540496826172) (360,55.21254348754883)
536: (157,55.271034240722656)* (295,54.90387725830078) (306,54.394222259521484) (903,54.37274169921875) (302,54.34056854248047) (257,54.277992248535156) (55,54.14933776855469) (889,53.98081970214844) (283,53.976287841796875) (525,53.91975021362305) (1244,53.77311325073242) (261,53.69627380371094) (310,53.64952087402344) (340,53.624088287353516) (475,53.58213424682617) (466,53.51930236816406) (714,53.51047134399414) (913,53.471012115478516) (316,53.46610641479492) (538,53.386573791503906)
537: (475,53.80472946166992) (89,53.119903564453125)* (295,52.94701385498047) (377,52.940406799316406) (333,52.819183349609375) (161,52.49596405029297) (378,52.29896926879883) (302,52.23412322998047) (230,52.22121810913086) (327,52.1628303527832) (468,52.056758880615234) (545,51.99745559692383) (5988,51.98466110229492) (907,51.91804885864258) (1444,51.904075622558594) (328,51.89121627807617) (966,51.8885612487793) (299,51.85254669189453) (386,51.80434799194336) (531,51.7600212097168)
538: (295,50.35694122314453)* (1037,49.84070587158203)* (327,49.707855224609375) (349,49.6794319152832) (317,49.67437744140625) (314,49.52115249633789) (329,49.488677978515625) (525,49.42268753051758) (484,49.402061462402344) (333,49.374549865722656)* (257,49.33818435668945) (331,49.33122253417969) (161,49.28563690185547) (544,49.26335144042969) (1451,49.2414665222168) (352,49.17387008666992)* (67,49.074119567871094) (67,49.074119567871094) (1613,48.97431564331055) (913,48.966163635253906)
539: (1713,57.00558090209961)* (173,56.959449768066406) (1379,56.599796295166016)* (1075,56.28996658325195) (7,56.25618362426758) (238,55.95294189453125) (3501,55.887481689453125) (518,55.80469512939453) (1410,55.72686004638672) (1705,55.66312789916992) (56,55.613189697265625) (56,55.613189697265625) (1061,55.54508590698242)* (157,55.45753860473633) (159,55.4372444152832)* (154,55.42158126831055) (1098,55.349159240722656) (187,55.26240539550781) (64,55.225032806396484) (64,55.225032806396484)
540: (59,65.3592300415039)* (1062,65.19857025146484) (51,65.18382263183594)* (1001,65.1408462524414)* (3201,64.98928833007812) (58,64.60943603515625)* (58,64.60943603515625)* (997,64.57071685791016) (64,64.33544921875) (64,64.33544921875) (599,64.26496124267578)* (1886,64.2542495727539) (61,64.06966400146484) (76,64.05570983886719) (76,64.05570983886719) (3281,64.03697204589844) (4308,63.997528076171875) (154,63.95716094970703) (1098,63.956790924072266) (187,63.9277458190918)
541: (1426,60.4460563659668) (733,60.25795364379883) (1416,60.16330337524414) (599,60.13193130493164) (959,60.02263641357422) (614,60.01438522338867)* (1372,59.983741760253906)* (1413,59.887718200683594) (630,59.75918960571289)* (554,59.65702819824219) (3481,59.547142028808594) (917,59.52847671508789) (2343,59.52284622192383) (2853,59.28199768066406) (234,59.20927047729492) (1110,59.18476486206055) (436,59.152626037597656) (2265,59.00154495239258) (1414,58.998531341552734) (2901,58.957759857177734)
542: (455,50.2260627746582) (457,49.9207763671875) (461,49.52699661254883) (288,49.304344177246094) (161,49.232513427734375) (479,49.10672378540039) (646,48.92964172363281) (295,48.9019775390625) (1453,48.85476303100586) (292,48.72697067260742) (257,48.673858642578125) (386,48.6629638671875) (300,48.620399475097656) (465,48.57809066772461) (786,48.56660461425781) (333,48.51460647583008) (290,48.479190826416016) (291,48.47664260864258) (11219,48.44367218017578) (456,48.44232177734375)
543: (65,56.973262786865234)* (65,56.973262786865234)* (159,56.742950439453125) (56,56.71690368652344) (56,56.71690368652344) (234,56.5451545715332) (1098,56.48319625854492)* (227,56.42996597290039) (1099,56.3765754699707) (7,56.33909606933594) (238,56.32611083984375) (88,56.23162841796875) (377,56.20163345336914) (1075,56.15973663330078) (1410,56.1561393737793) (757,56.148040771484375) (81,55.92496109008789) (1379,55.86866760253906)* (89,55.85479736328125)* (228,55.844112396240234)
544: (768,54.62143325805664) (3616,54.53323745727539) (190,54.45001220703125) (4385,54.227806091308594) (45,54.22489929199219) (154,54.021793365478516) (2582,54.020015716552734) (3040,53.910030364990234) (210,53.90459442138672)* (1195,53.765235900878906) (4994,53.73830032348633) (1091,53.691566467285156) (10737,53.63554000854492) (2150,53.62961196899414) (1378,53.620670318603516) (779,53.605247497558594) (4262,53.591514587402344) (4196,53.499176025390625) (537,53.47114181518555) (1116,53.43323516845703)
545: (230,56.7344856262207) (209,56.36252975463867)* (966,56.10151672363281)* (475,55.99443054199219) (536,55.85602569580078) (1672,55.74058151245117) (300,55.739437103271484) (499,55.53496170043945) (1044,55.425559997558594) (466,55.417213439941406) (540,55.37653732299805) (472,55.33784103393555)* (704,55.2729606628418) (518,55.03787612915039)* (1180,54.986507415771484) (65,54.95759201049805) (65,54.95759201049805) (500,54.93276596069336) (1673,54.928306579589844) (198,54.89043045043945)
546: (370,58.868961334228516) (506,58.61339569091797) (707,58.593994140625) (841,58.49736785888672)* (920,58.10909652709961) (15,57.8845100402832) (4271,57.7170295715332) (163,57.530277252197266)* (843,57.427459716796875) (25,57.33253479003906) (1369,57.24314498901367)* (503,56.98450469970703) (1412,56.888370513916016) (959,56.830379486083984) (1214,56.78873825073242) (944,56.76949691772461) (198,56.7675666809082) (186,56.716949462890625) (1372,56.596412658691406) (2370,56.59114074707031)
547: (227,56.57032012939453)* (154,56.460670471191406) (868,55.890987396240234) (436,55.89036178588867)* (234,55.69240188598633) (859,55.65846252441406) (2493,55.378562927246094) (152,55.325313568115234) (441,55.30103302001953) (599,55.28848648071289)* (429,55.28679656982422) (854,55.28056716918945)* (159,55.25113296508789) (212,55.167510986328125) (1131,55.12126541137695) (206,55.08286666870117) (1974,55.081077575683594) (197,54.90065002441406) (562,54.88864517211914)* (863,54.884056091308594)
548: (4271,59.150577545166016) (1264,58.329368591308594) (917,58.24370574951172) (188,58.17494201660156)* (1521,57.979705810546875) (370,57.71890640258789) (1281,57.5255241394043) (920,57.518455505371094) (12,57.509613037109375)* (1274,57.50431823730469) (7051,57.41973876953125) (1134,57.07548904418945) (843,57.016868591308594) (4611,57.01535415649414) (1110,56.844417572021484) (2654,56.79320526123047) (918,56.63983917236328)* (1533,56.6314811706543) (1522,56.58597946166992) (1369,56.528953552246094)
549: (176,61.48873519897461)* (1412,61.43711471557617) (599,61.22034454345703) (2343,61.2064323425293) (2787,61.1818962097168) (1639,61.11044692993164) (735,61.07748031616211) (511,61.06492614746094) (1372,61.063018798828125) (1369,61.05881118774414) (728,60.993377685546875) (1244,60.94050598144531) (607,60.89077377319336) (717,60.85520935058594) (712,60.80691146850586) (562,60.59385681152344) (3470,60.56977462768555) (2347,60.5589599609375) (1413,60.556480407714844) (2558,60.532386779785156)
550: (917,58.70712661743164)* (918,58.1708869934082) (920,57.44660949707031) (854,57.32072067260742) (949,57.30866241455078) (1261,56.756778717041016)* (1119,56.69792556762695) (1527,56.644813537597656)* (503,56.611289978027344) (1533,56.532470703125) (957,56.48063659667969) (370,56.47725296020508) (706,56.403987884521484)* (1206,56.368141174316406) (821,56.3587532043457)* (928,56.33662414550781) (163,56.311275482177734) (2381,56.23659896850586) (1110,56.20771026611328) (1531,56.11573028564453)
551: (230,57.30173110961914) (377,57.0969123840332) (412,56.92894744873047) (475,56.812461853027344) (89,56.62251281738281)* (486,56.43206024169922)* (540,56.40865707397461) (1246,56.21656036376953) (1186,56.177852630615234) (333,56.097503662109375) (220,55.998443603515625) (687,55.81018829345703) (403,55.79409408569336) (207,55.79241180419922) (499,55.77947998046875) (481,55.66973114013672) (808,55.66804885864258)* (537,55.626644134521484) (289,55.5642204284668) (464,55.54602813720703)
552: (5039,37.46946334838867) (11385,36.89933395385742) (3807,36.06312561035156) (663,35.8348274230957) (15941,35.7406005859375) (11379,35.59955978393555) (12843,35.57930374145508) (9760,35.467010498046875) (9754,35.43539047241211) (17611,35.42866516113281) (12851,35.41486740112305) (9755,35.37759017944336) (12852,35.29209518432617) (12848,35.262596130371094) (12856,35.26036834716797) (2194,35.221336364746094) (5276,35.205142974853516) (7981,35.178401947021484)* (17554,35.163909912109375) (5674,35.133888244628906)
553: (676,53.03959274291992) (375,53.034481048583984) (1029,52.94813919067383) (1066,52.73384094238281) (722,52.692710876464844) (1012,52.645973205566406) (7390,52.44984817504883) (89,52.408485412597656) (4980,52.33843994140625) (3951,52.30848693847656) (972,52.24370193481445) (2500,52.230194091796875) (2102,52.16059112548828) (1057,52.15603256225586) (2094,52.15061950683594) (374,52.14202117919922) (518,52.137996673583984) (1793,52.05979537963867) (1009,52.005226135253906) (3324,51.86474609375)
555: (2094,48.30601501464844) (294,48.16398239135742) (349,48.10530090332031) (644,47.9000129699707) (386,47.873321533203125)* (299,47.81035232543945) (257,47.7264404296875) (55,47.71635818481445) (4565,47.675262451171875) (352,47.66268539428711) (3498,47.641761779785156) (67,47.53764343261719) (67,47.53764343261719) (279,47.45351028442383) (906,47.35566711425781)* (375,47.33614730834961) (3500,47.253108978271484) (310,47.234954833984375) (318,47.202388763427734) (701,47.122276306152344)
556: (423,57.58656692504883) (1098,57.187164306640625) (697,57.10017395019531) (757,56.86478805541992) (89,56.653804779052734) (4704,56.64000701904297) (1062,56.62918472290039) (103,56.53574752807617) (2521,56.447261810302734) (548,56.420875549316406) (703,56.345157623291016) (532,56.336299896240234) (58,56.21607208251953) (58,56.21607208251953) (1383,56.213253021240234) (526,56.2032356262207) (689,56.200687408447266) (64,56.163997650146484) (64,56.163997650146484) (690,56.12784957885742)
557: (36,61.913509368896484) (515,61.81245422363281) (9,61.68692398071289) (30,61.6379280090332) (39,61.39632797241211) (2,61.39500427246094) (16,61.319580078125) (1104,61.07427215576172) (3988,61.048648834228516) (4872,61.046451568603516) (1069,60.966453552246094) (1336,60.91118621826172) (2735,60.791378021240234) (1083,60.74207305908203) (3087,60.74164962768555) (2747,60.650108337402344) (1297,60.60102844238281) (3431,60.56753158569336) (3047,60.51398468017578) (4876,60.4898796081543)
558: (67,55.386619567871094)* (67,55.386619567871094)* (1464,54.07997131347656) (55,54.015235900878906) (180,53.98275375366211) (77,53.970550537109375) (77,53.970550537109375) (295,53.86473846435547) (959,53.72107696533203) (265,53.57614517211914) (292,53.575801849365234) (285,53.53581237792969) (89,53.49795913696289) (389,53.487735748291016) (289,53.47924041748047) (288,53.4305534362793) (257,53.249820709228516) (641,53.14008712768555) (161,53.09476089477539) (258,53.05131149291992)
559: (735,61.292938232421875)* (212,61.179100036621094) (868,60.971858978271484) (857,60.89107894897461) (554,60.854652404785156) (511,60.822654724121094)* (715,60.80216979980469) (1412,60.74891662597656) (429,60.642704010009766) (1639,60.58251953125) (154,60.403167724609375) (203,60.35811233520508) (533,60.35519790649414) (159,60.334957122802734) (734,60.269439697265625) (1881,60.26732635498047) (562,60.22798156738281) (709,60.10558319091797) (630,60.05050277709961) (1804,59.985286712646484)*
560: (72,60.89265060424805)* (72,60.89265060424805)* (190,59.84944152832031) (173,59.8425178527832) (233,59.7983512878418) (154,59.76943588256836) (441,59.102874755859375) (238,58.98827362060547) (70,58.940093994140625) (59,58.90109634399414)* (234,58.87040710449219) (599,58.810604095458984) (450,58.73899841308594) (1075,58.71868133544922) (81,58.69593811035156) (163,58.59886169433594) (51,58.52281951904297) (172,58.470523834228516) (229,58.42188262939453) (511,58.360355377197266)
561: (1942,45.06742477416992) (6562,44.6402473449707) (3318,44.46238327026367) (6692,44.34044647216797) (6691,44.27852249145508) (6568,44.22080612182617) (6689,44.20652770996094) (3794,44.20448303222656) (6694,44.151824951171875) (1596,44.097103118896484) (3314,44.068748474121094) (6695,43.951717376708984) (1448,43.76628494262695) (12396,43.66953659057617) (12393,43.62771987915039) (6563,43.513084411621094) (468,43.41958999633789) (661,43.40751647949219) (6565,43.399139404296875) (11067,43.18745422363281)
562: (1489,49.535274505615234) (2449,49.19314193725586)* (1740,48.87752151489258) (2439,48.80068588256836) (374,48.345672607421875) (289,48.22950744628906) (1447,48.21982192993164) (3178,48.097530364990234) (3593,47.86023712158203) (1459,47.74947738647461) (366,47.7009391784668) (2467,47.66690444946289)* (89,47.59939956665039) (3611,47.55137634277344) (2451,47.48847961425781) (2437,47.482154846191406)* (683,47.47481918334961) (157,47.46261978149414) (300,47.45549011230469) (2176,47.42020797729492)
563: (4520,59.79515075683594) (2842,59.553165435791016) (9595,59.272518157958984) (5810,59.22087860107422) (570,59.20218276977539) (2873,58.5836067199707) (213,58.37873077392578) (212,58.31218719482422) (9590,58.30670166015625) (10413,58.297794342041016) (4538,58.18925857543945) (11442,58.055091857910156) (2864,58.04765701293945) (7623,58.00606918334961) (1901,57.971012115478516) (8594,57.969608306884766) (1123,57.962520599365234) (4535,57.919944763183594) (554,57.88886642456055) (11956,57.83293533325195)
565: (72,64.08409118652344)* (72,64.08409118652344)* (51,63.820228576660156) (1001,63.3367919921875) (1062,63.177940368652344) (1075,62.99526596069336) (64,62.65170669555664)* (64,62.65170669555664)* (4732,62.12271499633789) (1014,62.066383361816406) (715,62.063724517822266)* (70,62.053409576416016) (511,61.96587371826172) (229,61.89957809448242) (61,61.8991813659668) (2938,61.88105773925781) (154,61.770511627197266) (1376,61.74856185913086) (3046,61.71316146850586) (65,61.66826248168945)
566: (159,60.43754959106445)* (1104,60.39842224121094) (1534,60.17300033569336) (51,60.15976333618164) (163,60.02593994140625) (1412,59.96908187866211) (959,59.91150665283203) (190,59.88441467285156) (1083,59.75705337524414) (30,59.657470703125) (511,59.644752502441406) (193,59.56339645385742) (227,59.534690856933594)* (187,59.465511322021484) (1079,59.425132751464844) (1298,59.391685485839844) (1814,59.3896369934082) (875,59.37458038330078) (233,59.298954010009766) (860,59.2552490234375)
567: (223,60.28620147705078) (199,60.25923156738281)* (615,59.28346633911133)* (430,59.225494384765625) (618,59.04410171508789)* (207,58.91374206542969) (445,58.89089584350586) (604,58.8217887878418) (632,58.70750427246094) (5414,58.679073333740234) (602,58.61211395263672) (1390,58.53078079223633) (416,58.501075744628906) (2277,58.49373245239258) (228,58.479801177978516) (1159,58.3935661315918) (2276,58.33610534667969) (629,58.28535461425781) (65,58.260833740234375)* (65,58.260833740234375)*
568: (58,62.057804107666016) (58,62.057804107666016) (67,61.89752960205078)* (67,61.89752960205078)* (167,61.27481460571289) (1098,61.215415954589844) (72,61.177398681640625)* (72,61.177398681640625)* (154,60.83598327636719) (65,60.827301025390625) (65,60.827301025390625) (157,60.78981399536133) (155,60.78737258911133) (3201,60.75922393798828) (227,60.71498107910156) (159,60.52399826049805) (961,60.52253341674805) (900,60.42558670043945) (2083,60.40020751953125) (55,60.3497428894043)
569: (300,55.88920974731445)* (89,55.79818344116211)* (333,55.65467071533203) (67,55.31759262084961)* (67,55.31759262084961)* (466,55.15810775756836)* (344,54.82081604003906) (542,54.80906677246094) (291,54.671382904052734) (646,54.60878372192383) (298,54.53742980957031)* (889,54.43547821044922) (342,54.408077239990234) (316,54.338653564453125) (525,54.25408172607422) (523,54.22047805786133) (3332,54.21977615356445) (321,54.19807434082031) (498,54.162994384765625) (1243,54.15746307373047)
570: (2179,53.343589782714844) (475,52.68654251098633)* (11139,52.634246826171875) (1433,52.53418731689453) (6626,51.998451232910156) (278,51.9765739440918)* (468,51.76024627685547) (330,51.71353530883789)* (13303,51.679718017578125) (4344,51.5253791809082) (6288,51.40517807006836) (5249,51.229854583740234) (1444,51.21619415283203) (13296,51.18701171875) (14339,51.14482116699219) (5988,51.14068603515625) (2919,51.10441207885742) (5119,51.003414154052734) (327,50.88442611694336) (2905,50.88131332397461)
