userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,12.378839492797852) (187,12.286238670349121) (51,11.998109817504883)* (3992,11.952180862426758) (511,11.848634719848633) (238,11.838972091674805) (159,11.793747901916504) (1824,11.486345291137695) (1073,11.407682418823242) (1394,11.10818099975586) (1098,11.062036514282227) (70,11.033012390136719)* (1892,10.767091751098633) (1836,10.699735641479492) (183,10.617656707763672) (1713,10.327179908752441) (157,10.278861999511719) (1072,10.229265213012695) (57,10.15085220336914)* (59,10.120065689086914)*
576: (1837,12.657967567443848) (1156,10.969741821289062) (3890,10.834392547607422) (3280,10.78768539428711) (53,10.61273193359375) (53,10.61273193359375) (603,10.546001434326172) (1883,10.423418045043945) (5833,10.423225402832031) (238,10.350132942199707) (627,10.279799461364746) (59,10.222063064575195) (862,10.199491500854492) (2469,10.121362686157227) (154,10.108323097229004) (6203,9.953285217285156) (12820,9.928244590759277) (869,9.569452285766602) (159,9.545318603515625) (1833,9.519998550415039)
577: (238,15.187650680541992)* (418,12.969775199890137) (53,12.945816993713379) (53,12.945816993713379) (173,12.662114143371582) (233,12.353667259216309) (70,12.275593757629395) (1109,12.09011459350586) (190,11.9149808883667)* (986,11.875261306762695) (58,11.734295845031738) (58,11.734295845031738) (64,11.704891204833984) (64,11.704891204833984) (1708,11.615907669067383) (961,11.550771713256836) (1790,11.398979187011719) (511,11.39614200592041) (2605,11.388020515441895) (603,11.296052932739258)
578: (1043,12.229327201843262)* (691,11.68615436553955) (1198,11.52788257598877)* (687,11.174641609191895)* (1047,11.141647338867188) (3373,11.019978523254395) (481,10.869810104370117) (1246,10.730286598205566) (403,10.693787574768066) (209,10.596426963806152)* (333,10.392597198486328) (1038,10.380162239074707) (486,10.329214096069336) (680,10.328170776367188) (1186,10.313559532165527) (1040,10.23725700378418) (1189,10.084437370300293) (1182,10.082350730895996) (2839,10.000919342041016) (537,9.819260597229004)
579: (1281,12.624908447265625)* (949,11.777012825012207) (2744,11.365696907043457)* (12,11.258630752563477) (1521,11.024585723876953) (8601,10.989830017089844) (2379,10.982367515563965) (947,10.951309204101562) (8598,10.805682182312012) (1274,10.784880638122559)* (812,10.473165512084961) (6,10.405218124389648) (1261,10.382505416870117) (23,10.371994018554688) (5667,10.371500968933105) (370,10.288185119628906) (2778,10.238880157470703) (918,10.104056358337402) (3806,10.059545516967773) (1260,10.023551940917969)
580: (412,13.068806648254395) (3621,11.775039672851562) (1116,11.688194274902344) (4821,11.573123931884766) (198,11.56096076965332) (5966,11.461734771728516) (1974,11.320552825927734) (964,11.233105659484863) (512,10.950923919677734)* (233,10.90283489227295) (220,10.800801277160645) (1091,10.621635437011719) (2608,10.458270072937012) (4837,10.366616249084473) (4201,10.284436225891113) (154,10.251448631286621) (1145,10.139074325561523) (3705,10.130775451660156) (217,10.048928260803223) (2576,9.991641998291016)
581: (69,10.005603790283203) (69,10.005603790283203) (378,9.991026878356934) (1104,9.846037864685059) (65,9.789169311523438) (65,9.789169311523438) (475,9.779884338378906) (511,9.778915405273438) (913,9.67516803741455) (316,9.659677505493164) (67,9.573553085327148)* (67,9.573553085327148)* (184,9.452703475952148) (190,9.423233032226562) (301,9.383102416992188) (959,9.37390422821045) (1249,9.247651100158691) (71,9.116598129272461) (71,9.116598129272461) (198,9.080495834350586)
582: (2387,12.045031547546387) (1547,11.966421127319336)* (1552,11.72761344909668) (4387,11.537577629089355) (4096,11.41505241394043) (2382,11.324885368347168) (825,11.2406005859375) (815,11.234024047851562)* (1192,11.146897315979004) (8947,11.142010688781738) (3721,11.079974174499512) (4504,11.079572677612305) (14789,10.996359825134277) (816,10.974496841430664)* (10036,10.96253490447998) (2187,10.924463272094727) (1561,10.923805236816406) (9963,10.921150207519531) (809,10.891532897949219) (14796,10.869047164916992)
583: (500,11.826395988464355) (209,11.790154457092285) (1186,11.76161003112793) (540,11.560556411743164) (1672,11.523427963256836) (486,11.428796768188477)* (1191,11.371307373046875) (1044,11.195608139038086)* (488,11.077658653259277) (377,11.016757011413574) (1185,10.956911087036133) (45,10.924020767211914) (1179,10.794976234436035) (1188,10.667764663696289) (1091,10.610238075256348) (504,10.60567569732666) (808,10.588889122009277)* (412,10.579744338989258) (497,10.555645942687988) (1863,10.50745677947998)
584: (892,10.567092895507812) (1459,9.300537109375)* (3581,9.077191352844238) (3611,8.776344299316406) (455,8.741068840026855) (4542,8.513832092285156) (2265,8.356304168701172) (1464,8.315007209777832) (3576,8.2440185546875) (265,7.985925674438477) (730,7.96219539642334) (1489,7.9591383934021) (2176,7.936136245727539) (257,7.932828903198242) (728,7.929746627807617) (2442,7.892725944519043) (3609,7.843229293823242) (3762,7.733152866363525) (12688,7.633060455322266) (2067,7.581716537475586)
585: (377,11.604178428649902) (234,11.028666496276855) (533,10.683599472045898) (5845,10.64484977722168) (198,10.550748825073242) (230,10.502473831176758) (182,10.487030029296875) (229,10.445902824401855) (982,10.320182800292969) (2179,10.254143714904785) (511,10.21597671508789) (1406,10.21591854095459) (366,10.138559341430664) (1375,10.042173385620117) (1984,9.959151268005371) (486,9.934626579284668) (1377,9.809314727783203) (88,9.783232688903809) (489,9.742141723632812) (966,9.670427322387695)
586: (6,14.086490631103516) (7423,13.905684471130371) (841,13.868461608886719) (949,13.604974746704102) (4273,13.408209800720215) (3509,13.286635398864746) (10894,13.247825622558594) (18727,13.246552467346191) (18729,13.24049186706543) (18726,13.238120079040527) (13978,13.221796989440918) (18728,13.154672622680664) (7924,13.138347625732422) (947,13.127941131591797) (1523,12.927892684936523) (1521,12.850690841674805) (1344,12.7650728225708) (3,12.748795509338379) (1337,12.586791038513184) (8525,12.581979751586914)
587: (517,13.942307472229004)* (1044,13.615096092224121) (978,13.410470962524414) (707,13.380001068115234) (497,13.349289894104004) (1672,13.142213821411133) (500,12.87032699584961) (1145,12.579497337341309) (488,12.558783531188965) (489,12.424100875854492) (1179,12.309026718139648) (503,12.286580085754395)* (1104,12.249876976013184) (808,12.133222579956055) (504,12.094738960266113) (830,12.07890510559082) (234,12.001975059509277) (220,11.733667373657227) (2379,11.733254432678223) (1131,11.705167770385742)
589: (306,9.294896125793457) (295,9.094404220581055)* (333,9.038910865783691) (1452,8.566959381103516) (802,8.532929420471191)* (544,8.447789192199707)* (1032,8.421363830566406) (538,8.391785621643066) (349,8.36234188079834) (302,8.34866714477539) (543,8.32348346710205) (320,8.286839485168457) (679,8.242258071899414) (329,8.225284576416016) (531,8.172202110290527) (464,8.118714332580566) (314,8.100521087646484) (328,8.064504623413086) (325,7.983852386474609)* (2020,7.965591907501221)
590: (464,10.56558895111084)* (1047,10.141914367675781) (344,10.009745597839355) (321,9.895490646362305) (538,9.77328872680664) (324,9.722943305969238) (1246,9.69480037689209) (470,9.588388442993164) (1042,9.18691349029541) (544,9.085015296936035) (1043,9.075392723083496) (681,9.062834739685059) (691,9.035792350769043)* (325,8.902925491333008) (802,8.857817649841309) (2020,8.812339782714844) (1032,8.763853073120117) (295,8.725069046020508) (302,8.664576530456543)* (481,8.645964622497559)
592: (157,12.468337059020996)* (378,11.861120223999023) (972,11.723241806030273) (518,11.360383987426758) (173,11.142107963562012) (70,11.14210033416748) (1713,10.940263748168945) (159,10.886547088623047) (1464,10.820488929748535) (3501,10.769680976867676) (1114,10.753595352172852) (187,10.725841522216797) (172,10.718966484069824) (930,10.63221549987793) (959,10.500162124633789) (289,10.447593688964844) (377,10.401382446289062) (511,10.364657402038574) (1379,10.352322578430176) (2014,10.347184181213379)
593: (1447,8.442259788513184) (681,8.275642395019531)* (787,8.238395690917969) (701,8.022867202758789)* (466,7.9556684494018555)* (289,7.930306911468506) (291,7.876916408538818) (797,7.867782115936279)* (89,7.832035541534424) (328,7.7155022621154785) (679,7.656140327453613) (161,7.652446746826172) (324,7.599748611450195) (325,7.571882724761963) (538,7.564417362213135) (471,7.491730690002441) (464,7.465962886810303) (907,7.315929412841797) (295,7.310190200805664)* (544,7.30694580078125)
594: (1044,12.847030639648438)* (230,12.498290061950684) (982,11.884867668151855) (2346,11.698793411254883) (7,11.603252410888672) (500,11.484502792358398) (209,11.451278686523438)* (1406,11.400248527526855)* (951,11.340682983398438) (517,11.29100513458252) (1351,11.278522491455078) (1104,11.272001266479492) (1412,11.225372314453125)* (504,11.17300796508789) (917,11.041589736938477) (1513,11.00564956665039) (488,10.990874290466309)* (486,10.866912841796875) (1186,10.844748497009277) (843,10.79262924194336)
595: (917,14.522736549377441)* (918,13.934232711791992)* (841,13.236495971679688)* (949,13.200191497802734) (707,12.87279224395752)* (1369,12.456396102905273)* (710,12.433294296264648) (1249,12.200460433959961) (15,12.161574363708496) (1360,12.115309715270996) (923,12.049542427062988)* (2342,12.04480266571045) (957,11.862284660339355)* (176,11.834573745727539) (706,11.825508117675781) (1372,11.738985061645508) (2746,11.702072143554688) (812,11.65398120880127) (2347,11.520538330078125) (954,11.319198608398438)*
596: (59,13.814352989196777)* (159,13.701568603515625)* (874,12.458404541015625) (1073,12.454327583312988)* (72,12.315962791442871)* (72,12.315962791442871)* (2938,12.249530792236328)* (986,12.195363998413086) (852,12.07964038848877) (997,12.073344230651855) (3201,11.933300018310547) (1878,11.865615844726562) (99,11.729909896850586) (1889,11.455753326416016) (1019,11.378926277160645)* (3280,11.237340927124023) (2488,11.208573341369629) (857,11.187004089355469) (3451,11.041153907775879) (1013,10.95343017578125)
598: (291,10.232847213745117) (701,10.137066841125488) (302,9.737726211547852) (295,9.620699882507324) (257,9.591748237609863) (320,9.553238868713379) (300,9.523005485534668)* (294,9.473464012145996) (310,9.341512680053711) (306,9.31198501586914) (349,9.283315658569336)* (311,9.24570083618164) (1934,9.2010498046875) (352,9.142206192016602) (1243,9.112836837768555) (318,9.098752975463867) (344,9.066590309143066) (67,9.053072929382324) (67,9.053072929382324) (525,8.983914375305176)
601: (2338,13.356697082519531) (7157,13.02795124053955) (1178,12.76162052154541) (506,12.57447624206543) (2298,12.536849975585938) (13633,12.471986770629883) (2616,12.388572692871094) (2300,12.34238052368164) (6945,12.319476127624512) (2317,12.285869598388672) (4121,12.270739555358887) (1736,12.140860557556152) (3861,12.081143379211426) (6947,11.97819995880127) (204,11.97721004486084) (13503,11.949122428894043) (1126,11.936607360839844) (6952,11.86821460723877) (162,11.866837501525879) (2339,11.859865188598633)
602: (964,13.843647003173828) (977,13.5550537109375) (3621,13.405715942382812) (6294,13.18558406829834) (2572,13.051815032958984) (512,12.980241775512695) (13523,12.897448539733887) (3705,12.677141189575195) (1974,12.627287864685059) (6773,12.534822463989258) (4821,12.395912170410156) (5966,12.270833015441895) (8280,12.247225761413574) (195,12.138103485107422) (632,12.112629890441895) (226,11.991771697998047) (4201,11.90420150756836) (1096,11.746238708496094) (3248,11.658378601074219) (13526,11.603857040405273)
603: (154,10.163782119750977) (229,9.203866958618164) (88,9.038701057434082) (173,9.005467414855957) (233,8.766091346740723) (199,8.68945026397705) (65,8.674308776855469) (65,8.674308776855469) (1116,8.575778007507324) (533,8.481712341308594) (159,8.394217491149902) (982,8.377524375915527) (1151,8.258932113647461) (206,8.071403503417969) (170,8.05560302734375) (1118,8.023987770080566) (226,8.019815444946289) (227,8.018256187438965) (436,8.00869083404541) (1131,7.996748447418213)
604: (316,12.802213668823242)* (1556,11.774426460266113) (157,10.961175918579102) (305,10.810406684875488) (265,10.792667388916016)* (310,10.697504043579102)* (3763,10.515331268310547) (320,10.491545677185059) (1772,10.479284286499023) (3466,10.470785140991211) (184,10.386982917785645) (3081,10.315171241760254) (89,10.31091022491455)* (701,10.285539627075195)* (97,10.262442588806152) (349,10.261600494384766)* (1463,10.195898056030273) (3460,10.16882610321045) (289,10.129596710205078)* (302,10.086747169494629)*
605: (154,15.316123962402344)* (228,13.977794647216797) (715,13.854860305786133) (429,13.810784339904785) (190,13.792556762695312) (511,13.723915100097656) (65,13.494023323059082) (65,13.494023323059082) (615,13.41491985321045) (225,13.396610260009766) (229,13.03721809387207)* (199,12.944682121276855) (436,12.868250846862793) (204,12.74079418182373) (182,12.737918853759766) (210,12.529013633728027)* (1239,12.517107963562012) (1375,12.516469955444336) (203,12.465155601501465)* (1090,12.417657852172852)
606: (198,13.830076217651367) (1118,13.764615058898926) (707,13.747432708740234) (1119,13.593250274658203) (512,13.38046932220459) (234,13.190095901489258) (1974,12.757893562316895) (206,12.687564849853516) (517,12.635075569152832) (163,12.482338905334473) (856,12.429254531860352) (1216,12.428648948669434) (2369,12.37430477142334) (215,12.354851722717285) (1104,12.253894805908203) (162,12.197736740112305) (1116,11.953897476196289) (920,11.951570510864258) (88,11.753984451293945) (173,11.750404357910156)
607: (4970,15.041838645935059) (1229,14.856890678405762) (13677,14.663569450378418) (6,14.643484115600586) (5658,14.450695991516113) (4966,14.410744667053223) (10007,14.286577224731445) (6992,14.276257514953613) (6965,14.252134323120117) (47,14.238819122314453) (2542,14.22187328338623) (6989,14.185807228088379) (6970,14.162935256958008) (6973,14.10908317565918) (6986,14.099170684814453) (6984,14.09475326538086) (2756,14.083381652832031) (6991,14.050891876220703) (22,14.039597511291504) (10894,14.039334297180176)
608: (14307,15.889677047729492) (14308,15.780036926269531) (5403,15.764931678771973) (14306,15.758559226989746) (4333,15.734416961669922) (14309,15.512786865234375) (5382,14.873954772949219) (15803,14.710623741149902) (8564,14.691854476928711)* (15813,14.683432579040527) (15815,14.618644714355469) (15544,14.448212623596191) (9300,14.158987998962402) (9302,14.11902904510498) (9298,14.056906700134277) (9291,14.054604530334473) (9293,14.001639366149902) (9301,13.999661445617676) (9296,13.936955451965332) (9290,13.931488037109375)
609: (430,10.433650970458984) (182,10.118809700012207) (65,10.116011619567871) (65,10.116011619567871) (1097,10.009530067443848) (190,10.007094383239746) (546,9.691854476928711) (1106,9.66450023651123) (1098,9.652520179748535) (903,9.461642265319824) (690,9.457365989685059) (3057,9.445014953613281) (1090,9.42875862121582) (199,9.408503532409668) (423,9.31086540222168) (2083,9.310543060302734) (173,9.175308227539062) (1934,9.077860832214355) (1424,9.05911636352539) (225,8.985960960388184)
611: (159,11.308361053466797) (7324,10.824518203735352) (1075,10.805371284484863) (59,10.645805358886719) (56,10.470314025878906) (56,10.470314025878906) (154,10.441508293151855) (757,10.318902015686035) (4025,10.188847541809082) (58,10.070720672607422)* (58,10.070720672607422)* (441,10.04890251159668) (170,10.044500350952148) (1098,10.02651596069336) (173,9.935665130615234) (229,9.864889144897461) (1090,9.860487937927246) (703,9.848543167114258)* (1983,9.657214164733887) (1986,9.631640434265137)
612: (2083,10.69931411743164) (58,10.635619163513184)* (58,10.635619163513184)* (2521,10.603443145751953) (4704,10.34255313873291) (690,10.086891174316406) (703,10.086125373840332) (423,9.937507629394531) (1934,9.93195629119873)* (548,9.905014038085938) (167,9.796419143676758) (1243,9.760555267333984) (430,9.74456787109375) (1097,9.695452690124512) (539,9.57141399383545) (425,9.558592796325684) (1098,9.456131935119629)* (1632,9.400008201599121) (903,9.345222473144531) (67,9.228818893432617)
613: (2265,13.663244247436523) (615,12.557701110839844) (204,12.288727760314941)* (728,12.167547225952148) (9433,12.08881950378418) (3106,11.872725486755371) (3110,11.861773490905762) (1242,11.803261756896973) (366,11.799968719482422)* (4620,11.674772262573242) (217,11.641979217529297) (4618,11.601563453674316) (2277,11.307889938354492)* (227,11.264505386352539) (205,11.074877738952637) (3112,11.005586624145508) (4442,10.89159107208252) (2893,10.839136123657227) (7227,10.823895454406738) (222,10.79443073272705)
614: (488,15.155986785888672)* (1179,14.481223106384277) (1854,14.145794868469238)* (1091,14.088254928588867) (808,13.695755004882812) (377,13.628464698791504) (1186,13.59785270690918) (230,13.51026725769043) (1044,13.172615051269531) (486,13.16382884979248) (412,12.801738739013672) (2206,12.731976509094238) (501,12.69937515258789) (1406,12.654949188232422) (982,12.62865161895752) (371,12.566712379455566) (504,12.53667163848877) (536,12.507122993469238)* (517,12.275578498840332)* (190,12.243950843811035)
616: (841,12.134750366210938)* (923,12.068662643432617) (25,11.798382759094238) (198,11.759369850158691) (517,11.69614315032959) (949,11.694453239440918) (1044,11.622316360473633)* (503,11.461711883544922)* (953,11.297121047973633) (1281,11.275067329406738) (15,11.110355377197266) (812,10.994993209838867) (1547,10.719825744628906) (1104,10.236820220947266) (1261,10.025197982788086) (1364,10.018708229064941)* (2384,9.926236152648926) (806,9.923108100891113) (1521,9.809943199157715) (815,9.804065704345703)
617: (475,10.562374114990234) (317,10.406495094299316)* (331,10.307598114013672) (320,10.126561164855957) (285,10.004310607910156) (328,9.93059253692627) (4566,9.800732612609863)* (2179,9.748896598815918) (306,9.737373352050781) (332,9.645059585571289)* (241,9.614949226379395) (1402,9.588639259338379) (907,9.421032905578613) (310,9.38791275024414) (6562,9.261567115783691) (329,9.175142288208008) (1449,9.086060523986816) (327,9.083086967468262) (1595,9.016749382019043) (485,9.007644653320312)
618: (2818,11.201228141784668) (2704,10.894375801086426) (10034,10.838460922241211) (3227,10.836532592773438) (10029,10.804073333740234) (9788,10.777189254760742) (10032,10.76383113861084) (1099,10.751786231994629) (10037,10.694458961486816) (10031,10.670680046081543) (10030,10.66847038269043) (6193,10.57879638671875) (2922,10.468701362609863) (3362,9.797784805297852) (10035,9.782983779907227) (4892,9.69517707824707) (1986,9.677162170410156) (9789,9.652929306030273) (5154,9.649160385131836) (9791,9.597094535827637)
619: (225,13.102405548095703) (1048,11.811348915100098) (170,11.454745292663574) (3030,11.293075561523438) (1515,11.249874114990234) (533,11.241094589233398) (969,11.076990127563477) (210,10.859929084777832) (1239,10.523256301879883) (199,10.513072967529297) (443,10.388278007507324) (159,10.365959167480469) (208,10.36566162109375)* (716,10.351476669311523) (1400,10.33767032623291) (2524,10.329200744628906) (709,10.142783164978027) (7663,10.123517990112305) (5439,10.109209060668945) (203,9.91301441192627)
620: (333,10.065190315246582)* (289,10.015789031982422)* (316,9.874472618103027) (701,9.8076171875)* (972,9.752555847167969) (157,9.61497974395752) (67,9.358308792114258)* (67,9.358308792114258)* (903,9.199024200439453)* (4136,9.163724899291992)* (55,9.09072494506836) (1104,9.018355369567871) (498,8.999685287475586)* (295,8.97940444946289) (190,8.949760437011719) (65,8.944814682006836) (65,8.944814682006836) (1243,8.800262451171875) (1934,8.792442321777344) (680,8.787038803100586)
621: (374,12.154715538024902) (333,12.085153579711914) (89,11.8618745803833)* (972,11.83432388305664) (679,11.616816520690918)* (386,11.428485870361328) (318,11.420906066894531) (701,11.372966766357422) (674,11.1886625289917) (295,11.132986068725586)* (523,11.131534576416016) (302,11.12830638885498)* (461,11.097269058227539) (466,11.09260368347168) (293,11.062602043151855) (71,11.044486045837402) (71,11.044486045837402) (323,10.9448823928833)* (375,10.81517219543457) (67,10.687459945678711)
622: (226,15.146873474121094) (614,14.505857467651367) (429,14.143146514892578)* (234,14.097939491271973) (856,13.558313369750977) (857,13.504085540771484)* (1131,13.479289054870605) (222,13.404998779296875) (1974,13.2723970413208) (195,13.158075332641602) (441,13.00425910949707) (159,12.861410140991211)* (227,12.643082618713379)* (881,12.60111141204834) (220,12.585921287536621) (709,12.55625057220459) (715,12.541939735412598)* (982,12.317367553710938) (418,12.284863471984863) (88,12.228690147399902)
623: (1412,13.91481876373291) (152,13.486346244812012)* (233,13.438276290893555) (1425,13.310462951660156) (1109,13.125823020935059) (707,13.093547821044922) (964,13.00017261505127)* (607,12.836618423461914) (162,12.825743675231934) (1150,12.79698371887207) (418,12.668817520141602) (1119,12.430577278137207) (238,12.34695816040039) (234,12.331357955932617)* (1790,12.236124038696289) (5175,12.203540802001953) (562,12.201934814453125) (920,12.140785217285156) (6830,12.133761405944824) (614,12.12873363494873)
624: (190,13.641571044921875) (511,12.628583908081055) (159,12.516681671142578)* (227,12.133430480957031) (173,12.108648300170898) (65,12.086189270019531) (65,12.086189270019531) (707,11.955284118652344) (234,11.939657211303711) (166,11.930049896240234) (72,11.9046049118042)* (72,11.9046049118042)* (533,11.761883735656738) (233,11.695263862609863) (220,11.643035888671875) (1104,11.367742538452148) (1116,11.302112579345703) (1131,11.260431289672852) (7,11.23098373413086) (2446,11.153175354003906)
625: (170,11.179811477661133) (1155,10.184749603271484) (7665,10.042290687561035) (757,9.969525337219238)* (199,9.751197814941406) (2541,9.690781593322754) (84,9.556960105895996) (429,9.507434844970703) (615,9.448010444641113) (1633,9.388912200927734) (3700,9.334541320800781)* (2538,9.321847915649414)* (703,9.313785552978516) (210,9.199612617492676) (3693,9.061033248901367) (1376,9.041118621826172) (629,9.036327362060547) (56,9.029844284057617) (56,9.029844284057617) (1632,9.02375602722168)
627: (506,11.119306564331055) (3940,10.934953689575195) (188,10.841253280639648) (936,10.71250057220459) (3901,10.488377571105957) (1130,10.478917121887207) (10585,10.381927490234375) (176,10.323424339294434) (592,10.301737785339355) (1103,10.176432609558105) (1112,10.135879516601562) (1123,10.107881546020508) (712,10.048482894897461) (7054,10.035855293273926) (181,10.023582458496094) (1833,10.021817207336426) (957,10.00851058959961)* (10584,9.970142364501953) (910,9.96816635131836) (15,9.923013687133789)
628: (418,13.625225067138672)* (1098,13.280436515808105) (225,13.0474214553833)* (81,13.010767936706543) (429,12.933165550231934) (173,12.899422645568848) (1090,12.661028861999512) (228,12.043436050415039) (703,11.83559799194336) (1075,11.770919799804688) (533,11.723938941955566)* (1062,11.636856079101562) (170,11.578339576721191) (7324,11.56267261505127) (238,11.539649963378906) (84,11.535861015319824)* (56,11.501910209655762) (56,11.501910209655762) (199,11.471599578857422) (227,11.453563690185547)
629: (533,11.37557315826416) (220,10.994461059570312) (3747,10.757575035095215) (1755,10.514159202575684) (1766,10.473959922790527) (714,10.052902221679688) (3741,9.930381774902344) (1513,9.901384353637695) (366,9.60517692565918) (234,9.573141098022461) (1239,9.523015022277832) (421,9.34279727935791) (3468,9.339308738708496) (1249,9.220715522766113) (1651,9.189867973327637) (1090,9.153853416442871)* (2789,9.148314476013184) (1545,9.119632720947266) (3382,8.997068405151367) (215,8.987709045410156)
631: (220,14.721083641052246) (1249,14.291492462158203) (982,13.67924976348877)* (707,12.369861602783203)* (1513,12.027975082397461) (951,11.941099166870117) (228,11.924009323120117)* (1412,11.85731315612793)* (868,11.504112243652344) (366,11.465522766113281) (163,11.34962272644043) (3400,11.159040451049805) (1672,10.594626426696777) (229,10.398783683776855)* (735,10.378206253051758) (714,10.375373840332031) (159,10.37295150756836) (176,10.355854034423828) (1239,10.309976577758789) (226,10.275501251220703)
632: (289,9.827736854553223)* (679,9.48522663116455) (349,9.362059593200684)* (523,9.225651741027832) (320,9.100976943969727) (461,8.957392692565918)* (318,8.883040428161621)* (544,8.848803520202637) (1934,8.72496509552002) (323,8.628539085388184) (543,8.611259460449219) (1032,8.521015167236328) (1243,8.451165199279785) (301,8.399209976196289) (528,8.387989044189453) (97,8.226353645324707) (1580,8.167817115783691) (329,8.146642684936523) (328,8.087111473083496) (2020,8.044723510742188)
633: (2661,11.893458366394043) (2652,11.703791618347168) (500,10.782024383544922) (4828,10.66773796081543) (472,10.653854370117188) (533,10.548466682434082) (198,10.529078483581543) (6132,10.455768585205078) (6792,10.430994033813477) (1406,10.424589157104492) (488,10.350615501403809) (366,10.258879661560059) (1044,10.249485969543457) (830,10.177580833435059) (9153,10.11638069152832) (2662,10.086387634277344) (2983,10.075136184692383) (1041,9.968460083007812) (234,9.961588859558105) (2658,9.947046279907227)
634: (1047,11.201087951660156) (683,11.140764236450195) (892,11.099058151245117) (342,10.996064186096191) (471,10.972696304321289) (324,10.959104537963867) (321,10.887916564941406) (2977,10.884156227111816) (291,10.783659934997559) (679,10.75172233581543) (1470,10.641729354858398) (1447,10.439247131347656)* (1043,10.433745384216309) (680,10.380095481872559) (360,10.273260116577148) (470,10.249616622924805) (2176,10.237282752990723) (230,10.06845474243164) (289,10.060589790344238) (461,10.054584503173828)
635: (163,10.916196823120117) (154,10.574118614196777) (599,10.000143051147461) (212,9.976179122924805)* (206,9.736810684204102) (1130,9.6905517578125) (1412,9.676992416381836) (533,9.668192863464355) (199,9.433626174926758) (735,9.355752944946289) (562,9.34631633758545) (511,9.321248054504395)* (88,9.309255599975586) (1414,9.290555953979492) (436,9.127666473388672) (1244,9.081108093261719) (159,9.06052017211914)* (718,9.033199310302734) (196,8.878201484680176) (1109,8.827186584472656)
636: (913,13.761281967163086) (349,12.958176612854004)* (641,12.7689847946167) (455,12.667082786560059) (161,12.445442199707031)* (294,12.409071922302246)* (285,12.38479995727539) (310,12.163962364196777)* (465,12.135835647583008)* (320,12.098597526550293) (1601,11.923114776611328) (71,11.653401374816895) (71,11.653401374816895) (279,11.538475036621094) (291,11.460357666015625)* (289,11.23753547668457)* (326,11.220817565917969) (241,11.21689224243164) (302,11.192205429077148) (314,11.105119705200195)
637: (1249,13.650501251220703)* (220,13.25874137878418) (868,12.669906616210938) (1412,12.61574935913086) (707,12.575522422790527) (227,12.292274475097656) (533,12.05562686920166) (2346,11.996943473815918)* (163,11.86886215209961) (198,11.733551979064941) (2343,11.647829055786133) (1406,11.32244873046875) (1369,11.290383338928223) (1639,11.085052490234375) (728,10.958009719848633) (230,10.844858169555664) (732,10.744690895080566) (1974,10.623329162597656) (856,10.593995094299316)* (854,10.562724113464355)*
638: (320,9.98239803314209) (292,9.859567642211914)* (318,9.318676948547363)* (466,9.291927337646484)* (310,9.12369155883789) (679,8.93331527709961)* (544,8.926725387573242)* (525,8.885626792907715) (1032,8.884331703186035) (301,8.846065521240234)* (543,8.790834426879883)* (293,8.746853828430176) (531,8.583175659179688) (328,8.527481079101562) (2020,8.504753112792969) (1042,8.501790046691895) (311,8.498394012451172) (541,8.495914459228516) (326,8.489826202392578) (352,8.423832893371582)
639: (4024,12.049164772033691) (407,11.703348159790039) (374,11.6182279586792) (1700,10.961600303649902) (4923,10.915987014770508) (70,10.811715126037598) (912,10.578686714172363) (1705,10.553193092346191) (5074,10.036482810974121) (1099,9.818131446838379) (3462,9.77645492553711) (2446,9.741490364074707) (7170,9.594152450561523) (162,9.545586585998535) (238,9.486794471740723) (1449,9.435234069824219) (5929,9.422776222229004) (2086,9.321595191955566) (2509,9.272247314453125) (1379,9.257498741149902)
640: (1249,13.794612884521484) (2346,13.281133651733398) (1639,13.072757720947266) (2834,12.740824699401855) (712,12.501867294311523) (607,12.377581596374512) (951,12.323962211608887) (2899,12.022114753723145) (176,12.021793365478516) (1426,11.842262268066406)* (733,11.59943962097168) (2855,11.598949432373047)* (1468,11.488195419311523) (227,11.357842445373535)* (1416,11.334310531616211) (1413,11.31502914428711) (730,11.266544342041016) (212,11.199772834777832)* (724,11.170111656188965) (917,11.017719268798828)
641: (1470,11.839282035827637) (498,11.181846618652344) (486,11.140774726867676) (3859,10.681282043457031) (966,10.642910957336426) (2977,10.488848686218262) (344,10.42202091217041) (378,10.319828987121582) (403,10.308879852294922) (191,10.3074369430542) (230,10.269137382507324)* (488,10.155318260192871) (291,10.06250286102295) (89,10.032327651977539) (289,9.990212440490723)* (481,9.98837661743164)* (538,9.81924819946289) (1447,9.798749923706055) (3427,9.77617073059082) (360,9.768025398254395)
642: (728,13.618041038513184) (580,12.82002067565918)* (2265,12.675015449523926) (4251,12.647663116455078) (565,12.504015922546387)* (582,12.403949737548828) (6959,12.340531349182129)* (7056,12.333416938781738)* (2786,12.222793579101562)* (11927,12.206744194030762) (9433,12.134706497192383) (2871,12.09471321105957) (1415,12.065712928771973) (1772,12.012941360473633) (4620,11.940885543823242) (567,11.89152717590332) (2894,11.737574577331543)* (2899,11.725248336791992) (12057,11.670026779174805) (2893,11.644454002380371)
