userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,10.038695335388184) (174,9.181574821472168) (1013,9.02889633178711) (511,8.85941219329834) (998,8.854972839355469) (59,8.849895477294922)* (180,8.843531608581543) (175,8.82432746887207) (722,8.8208646774292) (601,8.747257232666016) (997,8.693185806274414) (187,8.661480903625488) (697,8.50511646270752) (877,8.375199317932129) (1122,8.354081153869629) (4649,8.337584495544434) (1394,8.27284049987793) (715,8.221888542175293) (1713,8.186243057250977) (1073,8.039937019348145)
566: (1369,9.911503791809082) (1412,9.368340492248535) (172,9.24199104309082) (227,9.099607467651367)* (952,8.988737106323242) (959,8.851019859313965) (190,8.819725036621094) (163,8.768433570861816) (159,8.75335693359375)* (1707,8.593994140625) (1104,8.478927612304688) (36,8.444435119628906) (198,8.261713027954102) (712,8.2435884475708) (511,8.100486755371094) (918,8.069352149963379) (614,8.066751480102539) (51,8.056160926818848) (867,7.963329315185547) (1103,7.952971458435059)
567: (199,11.668441772460938)* (1633,9.969950675964355) (205,9.756548881530762) (1424,9.547776222229004) (170,9.361668586730957) (223,9.209888458251953) (1944,9.181611061096191) (2584,9.040545463562012) (2277,9.0337495803833) (3258,8.959626197814941)* (211,8.933539390563965)* (4118,8.880486488342285)* (898,8.86689567565918) (4384,8.861313819885254) (228,8.859594345092773) (703,8.853452682495117) (430,8.83677864074707) (229,8.824810028076172) (6229,8.725287437438965) (6224,8.689018249511719)
568: (157,9.743560791015625) (227,9.415570259094238) (159,8.747587203979492) (429,8.736942291259766) (601,8.536111831665039) (900,8.469461441040039) (72,8.253313064575195)* (72,8.253313064575195)* (99,8.244272232055664) (167,8.169182777404785) (3201,8.08821964263916) (97,8.078224182128906) (190,8.059112548828125) (3310,7.959379196166992) (697,7.936814308166504) (903,7.915705680847168) (985,7.742609024047852) (959,7.721212387084961) (1464,7.707358360290527) (96,7.695112705230713)
569: (261,9.962165832519531) (294,9.776382446289062) (1243,9.170904159545898) (2082,9.054964065551758) (329,9.046846389770508)* (1556,8.894553184509277) (966,8.846818923950195) (2523,8.639857292175293) (320,8.629104614257812) (542,8.470799446105957) (342,8.441953659057617) (1032,8.407504081726074) (251,8.383495330810547)* (913,8.370759963989258) (1456,8.365113258361816) (1775,8.359333992004395) (258,8.344281196594238) (1681,8.33622932434082) (67,8.295767784118652)* (67,8.295767784118652)*
570: (330,12.358264923095703)* (468,10.497906684875488) (475,9.709579467773438)* (6389,8.941010475158691) (2905,8.902605056762695) (2916,8.872288703918457) (721,8.859856605529785) (719,8.826070785522461) (245,8.795265197753906) (69,8.524524688720703) (69,8.524524688720703) (2179,8.51184368133545) (722,8.460305213928223) (6626,8.37695598602295) (6346,8.347087860107422) (13292,8.337224960327148) (2919,8.316337585449219) (3462,8.289739608764648) (6902,8.275869369506836) (3227,8.24982738494873)
571: (294,12.147568702697754) (306,12.084200859069824)* (2020,11.5453462600708) (310,10.86728572845459)* (157,10.78959846496582) (320,10.610618591308594)* (311,10.501117706298828) (325,9.992563247680664) (161,9.991351127624512) (461,9.88080883026123) (296,9.870331764221191) (1934,9.773507118225098) (1032,9.674773216247559) (1392,9.479393005371094) (523,9.4138822555542) (538,9.382100105285645)* (913,9.37885570526123) (1464,9.283492088317871) (3319,9.216336250305176) (302,9.167984008789062)
572: (289,16.825090408325195)* (294,11.407829284667969) (2020,10.868709564208984) (310,10.615863800048828)* (349,10.090938568115234) (1032,9.946659088134766) (161,9.936782836914062)* (461,9.795975685119629)* (320,9.545550346374512) (689,9.487367630004883) (903,9.344168663024902) (55,9.315239906311035)* (1243,9.311288833618164) (1037,9.252195358276367) (690,9.069087982177734) (523,9.033409118652344)* (525,8.986102104187012) (311,8.980414390563965) (2083,8.979573249816895) (544,8.971878051757812)
573: (468,10.030085563659668) (267,9.908465385437012) (5058,9.836605072021484) (3317,9.054234504699707) (2916,8.906907081604004)* (2923,8.849737167358398) (547,8.809072494506836) (2247,8.747284889221191) (8159,8.710305213928223) (2226,8.661466598510742)* (3462,8.523149490356445) (1402,8.516921997070312) (527,8.5024995803833) (2919,8.409086227416992) (545,8.288640022277832) (15923,8.270164489746094) (1433,8.260029792785645) (4344,8.2446870803833) (7766,8.203934669494629) (6902,8.133861541748047)
574: (198,11.93685245513916) (1406,11.122089385986328) (1681,10.827642440795898) (932,10.569869995117188) (438,10.164650917053223) (1186,10.00366497039795) (1545,9.957831382751465) (4823,9.931854248046875)* (3745,9.923800468444824) (1241,9.788106918334961) (3378,9.756148338317871) (6480,9.696239471435547) (424,9.609580039978027) (1766,9.376322746276855) (1246,9.241877555847168) (3743,9.14776611328125) (4832,9.091710090637207) (924,9.036213874816895) (719,9.002839088439941) (705,8.940923690795898)
575: (228,10.115866661071777) (475,9.646162986755371)* (3466,9.024381637573242) (229,8.996355056762695) (3462,8.876721382141113) (3460,8.84663200378418) (227,8.799439430236816) (377,8.614176750183105) (903,8.59821891784668) (689,8.563517570495605) (97,8.448737144470215) (1934,8.338879585266113) (703,8.306844711303711) (159,8.296957969665527) (1375,8.224966049194336) (961,8.16079044342041) (726,8.14322280883789) (1032,8.07219409942627) (187,8.028363227844238)* (294,8.008499145507812)*
576: (7199,9.344833374023438) (1515,9.332463264465332) (12174,9.114551544189453) (15726,9.100189208984375) (64,8.727472305297852) (64,8.727472305297852) (15723,8.18212604522705) (8662,8.124378204345703) (10381,8.036635398864746) (10386,8.033604621887207) (10383,8.00223159790039) (15714,7.986701011657715) (15453,7.972675800323486) (4733,7.972338676452637) (15717,7.910974502563477) (16348,7.877956390380859) (6585,7.872917175292969) (910,7.860238075256348) (3213,7.850139617919922) (4354,7.784247398376465)
577: (88,10.252209663391113) (227,9.989195823669434) (190,9.940086364746094)* (703,9.837422370910645) (64,9.52755355834961) (64,9.52755355834961) (228,9.353100776672363)* (172,8.860306739807129) (961,8.746706008911133) (229,8.709147453308105) (215,8.668473243713379) (1376,8.611331939697266) (4153,8.540838241577148) (99,8.399870872497559) (1707,8.347099304199219) (1001,8.32598876953125) (56,8.322787284851074) (56,8.322787284851074) (51,8.308517456054688)* (620,8.306798934936523)
578: (403,11.499878883361816) (1201,11.40436840057373) (289,10.725229263305664) (1183,10.091828346252441)* (1199,9.941542625427246) (691,9.81566047668457) (1670,9.810039520263672) (1189,9.703863143920898) (544,9.489214897155762) (405,9.477888107299805) (687,9.319286346435547)* (1195,9.301936149597168) (695,9.094659805297852) (692,9.090012550354004) (538,9.05836296081543) (481,9.002348899841309) (1186,8.900433540344238) (306,8.751753807067871) (1245,8.488773345947266) (1190,8.471941947937012)
579: (710,12.663178443908691) (1281,12.502763748168945)* (1276,11.330997467041016) (2975,10.305635452270508) (930,10.284821510314941) (4290,10.225456237792969) (4268,10.18453311920166) (928,10.179443359375) (954,10.098426818847656)* (4693,10.078082084655762) (10956,9.987088203430176) (1257,9.952208518981934) (1526,9.910414695739746) (12,9.899967193603516) (2963,9.80993938446045) (370,9.783151626586914) (3806,9.699474334716797) (4271,9.661429405212402) (3728,9.653231620788574) (5667,9.635934829711914)
580: (198,10.782828330993652) (1116,10.013538360595703) (716,9.231945037841797) (512,8.988409042358398)* (1118,8.808236122131348) (510,8.405214309692383) (489,8.288951873779297) (227,8.201019287109375) (195,8.078392028808594) (537,8.057716369628906) (3616,7.875537872314453) (533,7.842615604400635) (229,7.831099987030029) (190,7.805887699127197) (718,7.803206920623779) (88,7.797562599182129) (205,7.7867889404296875) (170,7.709343910217285) (1511,7.670538425445557) (614,7.658997535705566)*
581: (294,9.576417922973633)* (913,9.116236686706543) (306,8.704516410827637) (288,8.669978141784668)* (349,8.338739395141602) (67,8.335947036743164)* (67,8.335947036743164)* (180,8.282288551330566) (320,8.076550483703613) (701,8.033265113830566) (97,8.001578330993652) (1464,7.898179054260254) (285,7.864628791809082) (525,7.8283538818359375) (601,7.825394630432129) (1243,7.710907936096191) (155,7.667984962463379) (329,7.662173271179199) (265,7.635631084442139)* (1556,7.560997009277344)
582: (3034,11.582091331481934) (1543,10.821215629577637) (1541,10.611601829528809)* (3718,10.574414253234863) (1570,10.399856567382812) (4948,10.104101181030273) (4002,9.998406410217285) (2847,9.836648941040039) (4096,9.826436996459961) (1558,9.752270698547363) (3043,9.735421180725098) (809,9.710248947143555) (5968,9.56985092163086) (4176,9.480878829956055) (3999,9.408344268798828) (503,9.396012306213379) (198,9.389097213745117) (1559,9.36854362487793) (1540,9.344538688659668) (4169,9.340484619140625)
583: (489,9.914302825927734) (497,9.813544273376465) (499,9.795551300048828)* (687,9.529877662658691) (512,9.494112968444824) (1406,9.060678482055664) (808,9.011760711669922)* (493,8.68619441986084)* (1184,8.656804084777832) (501,8.624722480773926) (1116,8.534152030944824) (1541,8.471880912780762)* (1179,8.424942016601562) (759,8.415140151977539) (377,8.172834396362305) (707,8.14140510559082) (1246,8.083955764770508) (1186,8.009217262268066) (1200,7.88142728805542) (1183,7.775585174560547)
584: (2467,8.942710876464844) (1740,8.739476203918457) (1694,8.620436668395996) (2442,8.40095043182373) (892,8.179230690002441) (3460,7.990757465362549) (2438,7.975470066070557) (289,7.945137977600098) (2447,7.881838321685791) (2439,7.846836090087891) (2456,7.807255744934082) (2466,7.760776996612549) (3466,7.75269889831543) (2454,7.609419345855713) (180,7.6020073890686035) (1445,7.601499080657959) (157,7.597491264343262) (3760,7.490293502807617) (2455,7.343581676483154) (2437,7.2599945068359375)
585: (88,9.379505157470703) (3462,9.251190185546875) (703,8.906181335449219) (230,8.839743614196777) (707,8.724720001220703) (614,8.434738159179688) (229,8.401538848876953) (868,8.180242538452148) (159,8.151252746582031) (198,8.106161117553711) (157,8.083650588989258) (1406,8.045053482055664) (533,8.020294189453125) (215,7.83159065246582) (726,7.7888007164001465) (975,7.787585735321045) (511,7.612582206726074) (424,7.48930025100708) (163,7.469074249267578) (3460,7.409193992614746)
586: (3901,10.848817825317383) (2975,10.619179725646973) (18468,10.247177124023438) (10956,10.175626754760742) (18471,10.125626564025879) (6289,9.98662281036377) (710,9.89548110961914) (1271,9.601334571838379) (8420,9.58259391784668) (4331,9.553850173950195) (25,9.551724433898926) (8525,9.551609992980957) (5016,9.362496376037598) (18467,9.34529972076416) (6284,9.205055236816406) (18465,9.155631065368652) (1257,9.12612247467041) (3637,9.064186096191406) (12783,9.057360649108887) (928,8.995954513549805)
587: (707,12.407991409301758) (1406,12.36236572265625) (489,11.646607398986816) (497,11.542004585266113) (490,10.857429504394531) (512,10.164080619812012) (808,10.1225004196167) (499,10.049324035644531) (230,9.982721328735352) (726,9.980635643005371) (488,9.795645713806152) (614,9.560956954956055) (519,9.541324615478516) (2352,9.460579872131348) (1118,9.392349243164062) (498,9.134474754333496) (537,9.099061012268066) (481,9.093321800231934) (810,9.016664505004883) (1179,8.97973346710205)
589: (306,12.796228408813477) (1032,10.620623588562012) (294,10.166973114013672) (325,10.044801712036133)* (2020,9.97396183013916) (544,9.564881324768066)* (538,9.211363792419434) (310,9.2020845413208) (468,9.175555229187012) (157,8.831337928771973) (349,8.783477783203125) (464,8.781245231628418) (545,8.730036735534668) (333,8.696205139160156) (1452,8.69046401977539) (311,8.675982475280762) (295,8.658212661743164)* (329,8.655348777770996) (679,8.634419441223145) (3063,8.61909294128418)
590: (1032,10.428424835205078) (544,9.04292106628418) (294,9.01357364654541) (1455,8.962580680847168) (464,8.908495903015137)* (2020,8.709888458251953) (966,8.64692211151123) (329,8.524559020996094) (344,8.485800743103027) (161,8.41281509399414) (475,8.407964706420898)* (468,8.407312393188477) (403,8.385757446289062) (325,8.321722984313965) (1037,8.177799224853516) (1042,8.146123886108398) (538,8.102547645568848) (793,8.0809907913208) (542,8.07673168182373) (291,8.070298194885254)
592: (289,10.47783374786377) (726,9.2296724319458) (157,9.229185104370117)* (377,8.541255950927734) (306,8.428556442260742) (198,8.243419647216797) (930,8.211724281311035) (475,8.206929206848145) (707,8.154867172241211) (288,8.026145935058594) (187,7.979504108428955) (1406,7.7126288414001465) (172,7.626062393188477) (1114,7.472203254699707) (228,7.392791748046875) (488,7.252474784851074) (952,7.2377028465271) (1713,7.200634002685547) (518,7.185281276702881) (1379,7.07692289352417)
593: (289,14.124828338623047) (701,10.029801368713379)* (325,9.858221054077148) (2020,9.829694747924805) (538,9.516502380371094) (544,9.511391639709473) (294,9.174532890319824) (1032,8.913396835327148) (464,8.818967819213867) (1450,8.757122993469238) (475,8.74997615814209) (311,8.6261625289917) (1452,8.396617889404297) (310,8.380219459533691) (3063,8.349748611450195) (1451,8.33065414428711) (545,8.30825138092041) (691,8.048189163208008)* (523,8.041092872619629) (403,8.036391258239746)
594: (1406,13.520724296569824)* (614,11.566326141357422) (489,11.434732437133789) (230,10.858142852783203) (726,10.706985473632812) (497,10.645934104919434) (917,10.615419387817383) (227,10.333517074584961) (499,9.75519847869873) (490,9.6087064743042) (512,9.303747177124023) (957,9.141560554504395) (472,9.140986442565918) (498,9.123006820678711) (868,9.073863983154297) (959,9.052291870117188) (159,8.994255065917969) (488,8.88342571258545)* (1179,8.841914176940918) (975,8.810582160949707)
595: (710,14.235435485839844) (5016,12.150555610656738) (1535,11.84285831451416) (954,11.139959335327148)* (917,11.048425674438477)* (918,10.553589820861816)* (1214,10.551249504089355) (1254,10.53905200958252) (1261,10.51340389251709) (957,10.304494857788086)* (841,9.955118179321289)* (923,9.84168815612793)* (6289,9.811172485351562) (1177,9.795438766479492) (1346,9.717365264892578) (1526,9.689092636108398) (1276,9.684066772460938) (15,9.650691032409668) (1369,9.632967948913574)* (949,9.576958656311035)
596: (601,10.239591598510742) (72,10.1975679397583)* (72,10.1975679397583)* (1013,10.145245552062988) (959,10.10966968536377) (997,9.944990158081055) (1889,9.891397476196289) (59,9.791911125183105)* (99,9.776098251342773) (874,9.407021522521973) (985,9.277667999267578) (852,9.184267044067383) (2029,9.108348846435547) (857,9.028544425964355) (1017,8.979116439819336) (159,8.881174087524414)* (227,8.84614086151123) (3201,8.71776294708252) (98,8.717360496520996) (96,8.573781967163086)
598: (306,11.637511253356934) (1032,10.548032760620117) (1428,10.462018966674805) (294,9.9541597366333) (701,9.842540740966797) (1456,9.571063995361328) (2020,9.55911922454834) (1455,9.203144073486328) (161,8.99365520477295) (544,8.956993103027344) (525,8.71650218963623) (680,8.688957214355469) (531,8.642095565795898) (1452,8.641237258911133) (3179,8.628739356994629) (906,8.626330375671387) (543,8.539387702941895) (458,8.432254791259766) (528,8.418371200561523) (300,8.376628875732422)*
601: (5058,10.96247386932373) (2328,9.162698745727539) (2338,9.09273624420166) (2320,9.021294593811035) (6953,8.926274299621582) (9688,8.910759925842285) (4617,8.819665908813477) (13498,8.789605140686035) (6952,8.731249809265137) (10030,8.657133102416992) (16029,8.586014747619629) (16030,8.564739227294922) (10031,8.512895584106445) (13502,8.512304306030273) (18328,8.498838424682617) (10029,8.488237380981445) (10034,8.48396110534668) (10037,8.483074188232422) (6951,8.463623046875) (2298,8.46133041381836)
602: (512,10.773758888244629) (977,9.060345649719238) (88,8.795958518981934) (205,8.671372413635254) (1418,8.668794631958008) (2716,8.47310733795166) (226,8.419949531555176) (964,8.264240264892578) (3718,8.219718933105469) (3028,8.219634056091309)* (198,8.165552139282227) (3616,8.113292694091797) (188,8.08867073059082) (227,8.084576606750488) (1118,8.078776359558105) (1131,8.05687427520752) (10449,8.015960693359375) (215,7.979074478149414) (12980,7.891225814819336) (1119,7.802123069763184)
603: (227,12.028700828552246) (703,11.847044944763184) (88,10.94621467590332) (159,10.426817893981934) (614,10.361076354980469) (228,10.164661407470703) (429,10.059283256530762) (226,9.9516019821167) (229,9.70910930633545) (215,9.520968437194824) (533,9.274105072021484) (1406,9.194756507873535) (199,9.190385818481445) (163,9.0010347366333) (868,8.695813179016113) (1106,8.50230598449707) (56,8.45473861694336) (56,8.45473861694336) (512,8.349059104919434) (857,8.29018783569336)
604: (289,13.946874618530273)* (294,10.748744010925293) (288,9.937980651855469)* (329,9.665982246398926) (157,9.658341407775879) (349,9.657927513122559)* (180,9.640316009521484) (320,9.285856246948242) (701,9.004329681396484)* (1740,8.611044883728027) (310,8.546883583068848)* (523,8.510218620300293) (1580,8.49457836151123) (285,8.395100593566895) (1243,8.364442825317383) (265,8.321496963500977)* (906,8.30044174194336) (2523,8.207220077514648)* (4147,8.129485130310059) (251,8.127362251281738)
605: (703,10.517547607421875) (614,10.405339241027832) (429,10.292417526245117) (88,10.147217750549316) (228,9.759238243103027) (424,9.633394241333008) (226,9.579229354858398) (868,9.473859786987305) (190,9.213939666748047) (1412,9.050613403320312) (857,8.985749244689941) (229,8.962441444396973)* (199,8.910144805908203) (1406,8.818723678588867) (716,8.627042770385742) (3112,8.608403205871582) (863,8.60830307006836) (2277,8.573455810546875) (203,8.5465726852417)* (212,8.527237892150879)
606: (227,10.03327465057373) (163,9.975624084472656) (88,9.687718391418457) (512,9.587381362915039) (186,9.144305229187012) (1118,9.01602840423584) (215,8.939924240112305) (707,8.7461519241333) (703,8.743785858154297) (1119,8.731868743896484) (4965,8.526890754699707) (156,8.452735900878906) (603,8.397438049316406) (1113,8.32841968536377) (159,8.266607284545898) (429,8.217144966125488) (3462,8.198655128479004) (1418,8.150792121887207) (198,8.087066650390625) (2006,7.988658905029297)*
607: (8343,12.188030242919922) (2975,10.838102340698242) (3901,10.688422203063965) (18468,10.531139373779297) (18471,10.394128799438477) (10956,10.35586929321289) (8346,10.294711112976074) (4331,10.182933807373047) (4333,10.111483573913574) (6963,10.036401748657227) (8420,9.990083694458008) (12783,9.928498268127441) (1271,9.762784957885742) (4273,9.711206436157227) (8335,9.663043022155762) (3637,9.650055885314941) (7918,9.637173652648926) (8342,9.613504409790039) (18467,9.601740837097168) (8326,9.585548400878906)
608: (5373,10.639500617980957) (17033,10.58181095123291) (8315,10.491450309753418) (8310,10.438305854797363) (5404,10.178709983825684) (5388,10.040078163146973) (10188,9.972126007080078) (17027,9.951834678649902) (3598,9.87704849243164) (16274,9.81969165802002) (17031,9.800498008728027) (17025,9.694001197814941) (5390,9.602208137512207) (3602,9.570087432861328) (5375,9.564422607421875) (3006,9.403069496154785) (10186,9.208762168884277) (3761,9.130146026611328) (5367,9.069478034973145) (5370,9.004777908325195)
609: (190,9.986272811889648) (1934,9.75693416595459) (430,9.749817848205566) (697,9.636098861694336) (690,9.524835586547852) (306,9.494813919067383) (532,9.413358688354492) (546,9.232397079467773) (288,8.873880386352539)* (903,8.841206550598145) (199,8.744197845458984) (2083,8.509902000427246) (3255,8.43319034576416) (3200,8.410895347595215) (4704,8.39371395111084) (548,8.356062889099121) (97,8.32077693939209) (980,8.296144485473633) (680,8.248143196105957) (8589,8.193831443786621)
611: (172,9.765241622924805) (689,9.427184104919434) (3502,9.213168144226074) (690,9.20964241027832) (1707,8.9376220703125) (697,8.830987930297852) (3186,8.788246154785156) (4025,8.73142147064209) (228,8.524869918823242) (2083,8.447772026062012) (3206,8.443208694458008) (36,8.416434288024902) (7324,8.393062591552734) (1101,8.265390396118164) (1990,8.245287895202637) (703,8.21021556854248)* (420,8.206061363220215) (887,8.180606842041016) (757,8.14062786102295) (196,8.103804588317871)
612: (1934,11.100423812866211)* (228,10.85157585144043)* (430,10.350265502929688) (306,10.295106887817383)* (2083,10.232908248901367) (530,10.214112281799316) (690,10.206939697265625) (903,10.087244987487793) (1243,9.999109268188477) (697,9.935261726379395) (1688,9.757726669311523) (980,9.647759437561035) (1485,9.644402503967285) (2020,9.415814399719238) (4704,9.400205612182617) (2521,9.375042915344238) (3730,9.305586814880371) (548,9.275016784667969) (310,9.206107139587402) (4810,9.02190113067627)
613: (205,10.695366859436035) (202,10.526046752929688) (580,10.070708274841309) (2265,10.01156234741211) (227,9.910992622375488) (554,9.428213119506836) (10412,9.407509803771973) (7266,9.325027465820312) (2442,9.222606658935547) (9433,9.220942497253418) (5660,9.161966323852539) (2893,9.139891624450684) (2855,9.091105461120605) (4079,9.075662612915039) (10026,9.046807289123535) (7056,9.00935173034668) (1740,8.9407958984375) (3458,8.934951782226562) (13000,8.92042350769043) (1416,8.86404800415039)
614: (1406,14.616756439208984) (489,13.2557954788208) (707,12.763667106628418) (377,12.584656715393066) (490,12.542425155639648) (499,12.501001358032227) (808,12.310761451721191) (230,12.086336135864258) (488,11.950088500976562)* (498,11.490954399108887) (512,11.3298978805542) (2352,10.939515113830566) (1186,10.888847351074219) (481,10.69366455078125) (726,10.57687759399414) (510,10.339059829711914) (779,10.257597923278809) (614,10.030328750610352) (1179,9.993916511535645) (371,9.905981063842773)
616: (198,12.302451133728027) (923,11.16332721710205) (957,10.781281471252441) (726,10.450215339660645)* (1179,10.407539367675781) (503,10.144396781921387)* (6289,10.081411361694336) (1338,10.069124221801758) (841,9.880509376525879)* (930,9.815899848937988) (1281,9.791224479675293) (188,9.738804817199707) (928,9.724032402038574) (25,9.651189804077148) (1339,9.47973918914795) (1406,9.239960670471191) (1261,9.191246032714844) (953,9.185555458068848) (812,9.108208656311035) (1528,9.09190559387207)
617: (306,10.352204322814941) (289,10.3081693649292) (294,9.112485885620117) (157,8.719307899475098) (329,8.502470016479492) (258,8.312509536743164) (320,8.098580360412598) (475,8.04040241241455) (251,8.00217342376709) (701,7.965885162353516) (525,7.93975305557251) (79,7.8344197273254395) (330,7.814310550689697) (285,7.692371845245361) (1457,7.5732316970825195) (310,7.5274200439453125) (247,7.479751110076904) (279,7.46999979019165) (69,7.414585113525391) (69,7.414585113525391)
618: (11607,11.008203506469727) (11612,10.78353214263916) (10449,10.598376274108887) (5087,10.320891380310059) (4091,10.10460090637207) (6416,9.968975067138672) (3028,9.935297012329102) (17459,9.900796890258789) (17452,9.836231231689453) (16796,9.813318252563477) (1418,9.809041976928711) (17440,9.789613723754883) (17453,9.74064826965332) (17389,9.725563049316406) (17460,9.72533130645752) (17391,9.607494354248047) (17448,9.508211135864258) (14692,9.470574378967285) (17450,9.439988136291504) (16008,9.412788391113281)
619: (1515,10.20512866973877) (196,10.050065994262695) (703,9.570697784423828) (199,9.530745506286621) (4802,9.386068344116211) (533,9.303970336914062) (430,9.090288162231445)* (1400,8.671996116638184) (2277,8.655323028564453) (1239,8.555685997009277) (420,8.510038375854492) (425,8.375545501708984)* (215,8.36717700958252) (1424,8.332963943481445) (226,8.322340965270996) (1106,8.280003547668457) (7743,8.255295753479004) (716,8.238865852355957) (1977,8.223706245422363) (225,8.141691207885742)
620: (289,14.29150390625)* (306,9.893974304199219)* (701,9.132791519165039)* (1428,8.7445650100708) (906,8.723650932312012) (190,8.706351280212402) (2020,8.650091171264648) (1456,8.533243179321289) (461,8.421914100646973)* (1032,8.280892372131348) (294,8.197420120239258) (329,8.186781883239746) (966,8.097391128540039) (1243,8.015572547912598) (680,7.928311347961426) (538,7.892636299133301) (71,7.869297027587891) (71,7.869297027587891) (157,7.865767002105713) (903,7.838025093078613)*
621: (306,10.068682670593262) (1032,9.10976505279541) (461,9.078121185302734) (329,8.971915245056152) (71,8.968992233276367) (71,8.968992233276367) (2020,8.851290702819824) (701,8.752626419067383) (1580,8.666177749633789) (523,8.584467887878418) (1428,8.545066833496094) (2977,8.421918869018555) (913,8.419295310974121) (1456,8.364619255065918) (157,8.292896270751953) (1505,8.264181137084961) (333,8.213605880737305) (89,8.15833568572998)* (1243,8.090991973876953) (525,8.056325912475586)
622: (227,12.556846618652344)* (429,10.701129913330078)* (703,10.464640617370605) (88,10.395943641662598) (614,10.354848861694336) (215,10.091833114624023) (418,10.041617393493652) (159,10.026971817016602)* (226,9.625269889831543) (868,8.985196113586426) (205,8.910676956176758) (1957,8.875131607055664) (863,8.85068130493164) (3112,8.780756950378418) (512,8.550127983093262) (857,8.467815399169922)* (707,8.322003364562988) (1411,8.260897636413574) (858,8.244306564331055) (620,8.20655345916748)
623: (614,9.744701385498047) (863,9.19420337677002) (707,9.105417251586914) (1412,9.039448738098145) (429,8.941635131835938) (599,8.798698425292969) (159,8.783808708190918) (857,8.5855712890625) (3112,8.552048683166504) (215,8.501606941223145)* (2375,8.418530464172363) (1416,8.328153610229492) (1369,8.204760551452637) (630,8.184234619140625) (917,8.180878639221191) (1119,8.160245895385742) (152,8.000786781311035)* (959,7.9567646980285645) (918,7.956148624420166) (607,7.943836212158203)
624: (707,9.501952171325684) (227,9.436838150024414) (1406,9.062555313110352) (918,8.942214012145996) (614,8.500852584838867) (601,8.336859703063965) (190,8.269715309143066) (157,8.17809009552002) (511,8.157733917236328) (159,8.06496810913086)* (1412,8.016477584838867) (1369,7.604458808898926) (1104,7.548664093017578) (726,7.493015766143799) (703,7.466811180114746) (917,7.455254554748535) (868,7.433309078216553) (228,7.395759105682373) (533,7.341595649719238) (226,7.315713405609131)
625: (199,12.333507537841797) (3693,10.701240539550781) (2277,10.502359390258789) (703,10.433392524719238) (620,10.34451961517334) (3259,10.287351608276367) (196,9.824788093566895) (1633,9.774185180664062) (858,9.650528907775879) (1424,9.625228881835938) (420,9.367783546447754) (6032,9.318183898925781) (604,9.079743385314941) (1155,9.032923698425293) (448,9.008461952209473) (2281,9.001896858215332) (10615,8.946210861206055) (1632,8.937538146972656) (1106,8.896402359008789) (5979,8.88672161102295)
627: (710,10.003029823303223) (1369,9.680170059204102) (1535,9.285935401916504) (918,9.072080612182617) (1412,8.911568641662598) (954,8.685980796813965) (957,8.595855712890625)* (5016,8.530702590942383) (712,8.086617469787598) (707,7.8845109939575195) (924,7.701261520385742)* (841,7.540330410003662) (1257,7.516512393951416) (956,7.511420249938965)* (1254,7.489856243133545) (949,7.438502788543701)* (4690,7.3842573165893555) (599,7.336437702178955) (1374,7.314852237701416) (1274,7.30527400970459)
628: (703,11.355085372924805) (199,10.896794319152832) (88,10.820942878723145)* (228,10.27563762664795) (196,10.117513656616211) (418,9.958272933959961)* (620,9.434491157531738) (429,9.414398193359375) (215,9.253401756286621) (1400,9.180306434631348) (1424,9.14594554901123) (420,9.076546669006348) (430,9.04619312286377) (227,9.035338401794434) (81,9.030713081359863) (1155,9.021020889282227) (1106,9.01123332977295)* (1376,9.010359764099121) (858,8.982379913330078) (2277,8.907661437988281)
629: (1766,10.420437812805176) (1515,9.825665473937988) (3747,9.462360382080078) (1412,9.249438285827637)* (1424,8.957451820373535) (3743,8.750092506408691) (3744,8.700968742370605) (215,8.666093826293945) (4802,8.577816009521484) (3745,8.484792709350586) (614,8.242262840270996) (1651,8.14920711517334) (511,8.070948600769043) (1545,8.04184341430664) (3732,7.9992995262146) (4801,7.942453861236572) (1755,7.905808448791504) (88,7.876366138458252) (989,7.841761112213135) (3112,7.751589775085449)
631: (707,11.39754867553711)* (1412,10.370345115661621)* (868,8.86728572845459) (226,8.62159538269043) (163,8.454689979553223) (982,8.421809196472168)* (957,8.374632835388184) (228,8.355188369750977)* (1639,8.334829330444336) (599,8.30502700805664) (220,8.280478477478027) (1249,8.232894897460938) (159,8.128691673278809) (952,8.000636100769043) (1873,7.945833683013916)* (4802,7.942478656768799) (932,7.897511959075928) (3400,7.889686107635498) (1369,7.887106895446777) (712,7.8216681480407715)
632: (289,16.774106979370117)* (157,10.137539863586426) (461,10.097408294677734)* (1032,9.803729057312012) (1934,9.788701057434082) (349,9.764963150024414)* (1243,9.449771881103516) (2020,9.44288158416748) (523,9.172974586486816) (320,9.164862632751465) (161,9.106327056884766) (544,8.867376327514648) (689,8.762924194335938) (679,8.762166023254395) (97,8.509551048278809) (318,8.477522850036621)* (528,8.433996200561523) (329,8.423986434936523) (301,8.42267894744873) (906,8.369959831237793)
